NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-16 06:41:33

BUY SIGNALS (432):
  COALINDIA.NS    | Price:  421.15 | Entry:  412.73 | Target:  463.80 | Risk: LOW       
  PNGJL.NS        | Price:  607.05 | Trend:  -1.88% | Mom:   2.52% | Risk: LOW       
  RELIGARE.NS     | Price:  248.50 | Trend:  -0.36% | Mom:   6.63% | Risk: LOW       
  GMRP&UI.NS      | Price:   92.48 | Trend:  -4.40% | Mom:  -0.93% | Risk: LOW       
  WEWORK.NS       | Price:  676.15 | Trend:  -3.56% | Mom:   2.28% | Risk: LOW       
  VOLTAMP.NS      | Price: 10546.00 | Trend:   4.44% | Mom:  -4.46% | Risk: LOW       
  GALAXYSURF.NS   | Price: 2141.40 | Trend:   1.66% | Mom:  -6.28% | Risk: LOW       
  GPPL.NS         | Price:  160.80 | Trend:   5.44% | Mom:  -1.81% | Risk: LOW       
  CERA.NS         | Price: 5675.00 | Trend:  -5.19% | Mom:   0.36% | Risk: LOW       
  GARFIBRES.NS    | Price:  790.00 | Trend:   2.31% | Mom:  -1.00% | Risk: LOW       
  SHILPAMED.NS    | Price:  924.20 | Trend:  19.21% | Mom:  -0.41% | Risk: LOW       
  DBL.NS          | Price:  404.10 | Trend:  -3.28% | Mom:  -0.70% | Risk: LOW       
  SUDEEPPHRM.NS   | Price: 1085.60 | Trend:   6.09% | Mom: -10.26% | Risk: LOW       
  AARTIPHARM.NS   | Price:  787.70 | Trend:   2.13% | Mom:  -8.74% | Risk: LOW       
  GNFC.NS         | Price:  540.85 | Trend:   1.88% | Mom:  -2.79% | Risk: LOW       
  AKUMS.NS        | Price:  766.00 | Trend:   5.99% | Mom:  -0.55% | Risk: LOW       
  FDC.NS          | Price:  350.10 | Trend:  -7.05% | Mom:   4.95% | Risk: LOW       
  TMB.NS          | Price:  878.05 | Trend:   2.11% | Mom:  -3.31% | Risk: LOW       
  TIPSMUSIC.NS    | Price:  659.05 | Trend:  -1.26% | Mom:   2.42% | Risk: LOW       
  SFL.NS          | Price:  660.90 | Trend:  -7.04% | Mom:   2.50% | Risk: LOW       
  RAYMONDLSL.NS   | Price:  668.75 | Trend:  -6.36% | Mom:   0.91% | Risk: LOW       
  KTKBANK.NS      | Price:  315.60 | Trend:   4.45% | Mom:  -2.97% | Risk: LOW       
  PGIL.NS         | Price: 1178.50 | Trend:   6.25% | Mom:  -4.33% | Risk: LOW       
  SYMPHONY.NS     | Price:  575.40 | Trend: -10.29% | Mom:   0.17% | Risk: LOW       
  QPOWER.NS       | Price: 1380.70 | Trend:   8.64% | Mom:  -5.15% | Risk: LOW       
  CUPID.NS        | Price:  280.50 | Trend:   9.55% | Mom:  -0.07% | Risk: LOW       
  BAJAJELEC.NS    | Price:  321.60 | Trend:  -5.30% | Mom:  -0.62% | Risk: LOW       
  PRICOLLTD.NS    | Price:  740.85 | Trend:   3.48% | Mom:  -3.87% | Risk: LOW       
  AVALON.NS       | Price: 2043.70 | Trend:   4.71% | Mom:  -8.42% | Risk: LOW       
  HNDFDS.NS       | Price:  604.65 | Trend:   1.71% | Mom:  -4.70% | Risk: LOW       
  UTLSOLAR.NS     | Price:  411.15 | Trend:  -0.49% | Mom:  -5.35% | Risk: LOW       
  AVL.NS          | Price:  618.00 | Trend:   0.15% | Mom:   2.91% | Risk: LOW       
  JUNIPER.NS      | Price:  213.97 | Trend:   5.47% | Mom:  -0.18% | Risk: LOW       
  WAKEFIT.NS      | Price:  144.69 | Trend:   6.99% | Mom:  -1.42% | Risk: LOW       
  TIIL.NS         | Price: 3078.50 | Trend:   7.64% | Mom:  -6.50% | Risk: LOW       
  SMARTWORKS.NS   | Price:  523.60 | Trend:   4.31% | Mom:  -0.35% | Risk: LOW       
  RAJESHEXPO.NS   | Price:   76.20 | Trend:  -9.17% | Mom:   0.36% | Risk: LOW       
  ICIL.NS         | Price:  427.45 | Trend:   2.08% | Mom:  -1.38% | Risk: LOW       
  SHOPERSTOP.NS   | Price:  387.00 | Trend:  -1.86% | Mom:   1.51% | Risk: LOW       
  RESPONIND.NS    | Price:  160.61 | Trend:  -4.82% | Mom:   6.74% | Risk: LOW       
  LXCHEM.NS       | Price:  169.92 | Trend:  -2.64% | Mom:   3.04% | Risk: LOW       
  CRIZAC.NS       | Price:  175.24 | Trend:  -3.66% | Mom:   6.01% | Risk: LOW       
  AGI.NS          | Price:  721.00 | Trend:   0.20% | Mom:  -6.94% | Risk: LOW       
  KNRCON.NS       | Price:  120.00 | Trend:  -4.51% | Mom:   2.71% | Risk: LOW       
  E2E.NS          | Price:  600.00 | Trend:   8.25% | Mom:  -3.37% | Risk: LOW       
  KINGFA.NS       | Price: 5845.00 | Trend:   4.94% | Mom:  -3.07% | Risk: LOW       
  KRN.NS          | Price: 1438.30 | Trend:   3.87% | Mom:  -6.29% | Risk: LOW       
  WEBELSOLAR.NS   | Price:   73.46 | Trend: -16.34% | Mom:  -0.21% | Risk: LOW       
  ITDC.NS         | Price:  646.65 | Trend:  -6.84% | Mom:   0.72% | Risk: LOW       
  ORIANA.NS       | Price: 1270.75 | Trend:  -6.14% | Mom:   2.65% | Risk: LOW       
  VRLLOG.NS       | Price:  285.05 | Trend:   4.87% | Mom:  -3.68% | Risk: LOW       
  ENTERO.NS       | Price: 1740.70 | Trend:  21.12% | Mom:  -3.82% | Risk: LOW       
  SWARAJENG.NS    | Price: 3550.90 | Trend:  -1.96% | Mom:   0.17% | Risk: LOW       
  LGBBROSLTD.NS   | Price: 1676.90 | Trend:   5.49% | Mom:  -2.38% | Risk: LOW       
  DCBBANK.NS      | Price:  219.48 | Trend:   9.66% | Mom:  -1.29% | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1667.90 | Trend:   6.13% | Mom:  -3.81% | Risk: LOW       
  SHILCTECH.NS    | Price: 4043.50 | Trend:  -4.54% | Mom:   0.01% | Risk: LOW       
  INDRAMEDCO.NS   | Price:  356.30 | Trend:  -3.26% | Mom:  -0.42% | Risk: LOW       
  SAMHI.NS        | Price:  158.78 | Trend:  -4.05% | Mom:   3.74% | Risk: LOW       
  STYRENIX.NS     | Price: 2065.70 | Trend:  -7.05% | Mom:   2.22% | Risk: LOW       
  GUJTHEM.NS      | Price:  408.40 | Trend:   7.04% | Mom:  -3.27% | Risk: LOW       
  RBA.NS          | Price:   94.64 | Trend:   9.08% | Mom:  -5.32% | Risk: LOW       
  LUMAXIND.NS     | Price: 5729.00 | Trend:   1.50% | Mom:  -5.63% | Risk: LOW       
  ZOTA.NS         | Price: 1107.80 | Trend:  -9.24% | Mom:   2.32% | Risk: LOW       
  EIEL.NS         | Price:  193.33 | Trend:  -8.06% | Mom:   0.50% | Risk: LOW       
  RAYMONDREL.NS   | Price:  570.50 | Trend:  -7.69% | Mom:  12.74% | Risk: LOW       
  SANATHAN.NS     | Price:  451.55 | Trend:  -2.59% | Mom:  -0.15% | Risk: LOW       
  JAMNAAUTO.NS    | Price:  128.50 | Trend:  -0.70% | Mom:   6.33% | Risk: LOW       
  GUJALKALI.NS    | Price:  689.75 | Trend:   2.09% | Mom:  -3.50% | Risk: LOW       
  AWFIS.NS        | Price:  265.40 | Trend:  -3.15% | Mom:   3.51% | Risk: LOW       
  KIRLOSIND.NS    | Price: 3727.00 | Trend:  -1.85% | Mom:  -0.36% | Risk: LOW       
  MARATHON.NS     | Price:  405.60 | Trend:   1.84% | Mom:  -3.78% | Risk: LOW       
  UFLEX.NS        | Price:  632.15 | Trend:  15.90% | Mom:  -2.00% | Risk: LOW       
  UEL.NS          | Price:  204.77 | Trend:  12.42% | Mom:  -1.89% | Risk: LOW       
  RPGLIFE.NS      | Price: 2735.80 | Trend:  -0.23% | Mom:   5.61% | Risk: LOW       
  ORCHPHARMA.NS   | Price:  972.15 | Trend:  -3.21% | Mom:   2.56% | Risk: LOW       
  VADILALIND.NS   | Price: 7072.50 | Trend:  -0.45% | Mom:  -9.96% | Risk: LOW       
  QUESS.NS        | Price:  338.95 | Trend:   4.09% | Mom: -11.21% | Risk: LOW       
  WONDERLA.NS     | Price:  512.05 | Trend:   4.29% | Mom:  -4.66% | Risk: LOW       
  PRECWIRE.NS     | Price:  437.05 | Trend:   4.13% | Mom: -12.12% | Risk: LOW       
  KOLTEPATIL.NS   | Price:  424.75 | Trend:  -0.06% | Mom:  -2.62% | Risk: LOW       
  MBAPL.NS        | Price:  157.31 | Trend:   0.50% | Mom:  -1.11% | Risk: LOW       
  HARSHA.NS       | Price:  428.70 | Trend:   0.53% | Mom:  -2.31% | Risk: LOW       
  ROLEXRINGS.NS   | Price:  167.08 | Trend:   4.13% | Mom:  -7.46% | Risk: LOW       
  MSTCLTD.NS      | Price:  696.75 | Trend:   5.11% | Mom:  -7.24% | Risk: LOW       
  JUBLCPL.NS      | Price: 2102.80 | Trend:   2.18% | Mom:  -9.18% | Risk: LOW       
  CYIENTDLM.NS    | Price:  843.65 | Trend:  16.96% | Mom:  -1.58% | Risk: LOW       
  RPEL.NS         | Price: 1538.10 | Trend:   5.45% | Mom: -13.16% | Risk: LOW       
  ARTEMISMED.NS   | Price:  327.15 | Trend:   6.61% | Mom:  -0.24% | Risk: LOW       
  JISLJALEQS.NS   | Price:   29.12 | Trend:  -2.32% | Mom:   1.46% | Risk: LOW       
  PITTIENG.NS     | Price: 1083.80 | Trend:   7.21% | Mom:  -3.13% | Risk: LOW       
  SSWL.NS         | Price:  343.95 | Trend:  12.00% | Mom:  -3.72% | Risk: LOW       
  BAJAJCON.NS     | Price:  498.90 | Trend:  -6.00% | Mom:   4.49% | Risk: LOW       
  SAMBHV.NS       | Price:  126.94 | Trend:   3.46% | Mom:  -0.76% | Risk: LOW       
  PARAGMILK.NS    | Price:  256.15 | Trend:  10.41% | Mom:   0.49% | Risk: LOW       
  HIKAL.NS        | Price:  213.43 | Trend:  -3.73% | Mom:   6.57% | Risk: LOW       
  KIRIINDUS.NS    | Price:  504.60 | Trend:  10.53% | Mom:  -3.64% | Risk: LOW       
  KRISHANA.NS     | Price:  180.89 | Trend:   3.84% | Mom:  -5.90% | Risk: LOW       
  IMAGICAA.NS     | Price:   50.21 | Trend:   1.32% | Mom: -10.80% | Risk: LOW       
  JASH.NS         | Price:  490.80 | Trend:  -1.57% | Mom:   2.61% | Risk: LOW       
  GANECOS.NS      | Price: 1010.10 | Trend:  -7.93% | Mom:  -0.56% | Risk: LOW       
  KDDL.NS         | Price: 3826.40 | Trend:   5.99% | Mom:  -2.43% | Risk: LOW       
  MAITHANALL.NS   | Price:  995.40 | Trend:  -0.32% | Mom:   1.94% | Risk: LOW       
  TCPLPACK.NS     | Price: 3805.00 | Trend:   7.36% | Mom:  -0.44% | Risk: LOW       
  TFCILTD.NS      | Price:  138.37 | Trend:  21.31% | Mom:  -1.91% | Risk: LOW       
  RAMRAT.NS       | Price:  522.00 | Trend:  10.60% | Mom:  -7.40% | Risk: LOW       
  SUNDROP.NS      | Price:  650.00 | Trend:  -1.16% | Mom:  -0.41% | Risk: LOW       
  PREMEXPLN.NS    | Price:  667.05 | Trend:  -0.11% | Mom:   0.65% | Risk: LOW       
  FMGOETZE.NS     | Price:  441.65 | Trend:   3.58% | Mom: -16.53% | Risk: LOW       
  SBCL.NS         | Price: 1056.20 | Trend:  15.45% | Mom:   0.79% | Risk: LOW       
  VIMTALABS.NS    | Price:  606.65 | Trend:  -0.32% | Mom:  -1.79% | Risk: LOW       
  MARINE.NS       | Price:  373.25 | Trend:  11.75% | Mom: -13.66% | Risk: LOW       
  GIPCL.NS        | Price:  184.88 | Trend:   6.98% | Mom:  -5.07% | Risk: LOW       
  TATVA.NS        | Price: 1607.60 | Trend:  -1.56% | Mom:  -0.46% | Risk: LOW       
  IOLCP.NS        | Price:  189.49 | Trend:  10.63% | Mom:   0.59% | Risk: LOW       
  BAJAJHIND.NS    | Price:   19.59 | Trend:   1.69% | Mom: -10.30% | Risk: LOW       
  BFUTILITIE.NS   | Price:  520.05 | Trend:  -6.74% | Mom:   1.92% | Risk: LOW       
  TVSSRICHAK.NS   | Price: 4696.50 | Trend:   5.62% | Mom: -10.60% | Risk: LOW       
  JTLIND.NS       | Price:   83.85 | Trend:   5.27% | Mom:  -9.13% | Risk: LOW       
  EVEREADY.NS     | Price:  331.15 | Trend:  -4.71% | Mom:   0.41% | Risk: LOW       
  MOREPENLAB.NS   | Price:  109.27 | Trend:  31.31% | Mom:  -2.41% | Risk: LOW       
  SOTL.NS         | Price:  692.70 | Trend:   5.09% | Mom:   0.61% | Risk: LOW       
  ALLCARGO.NS     | Price:   10.99 | Trend:   8.67% | Mom: -10.43% | Risk: LOW       
  ALEMBICLTD.NS   | Price:   98.75 | Trend:   6.36% | Mom:  -1.39% | Risk: LOW       
  INDOCO.NS       | Price:  242.55 | Trend:   2.10% | Mom:  -0.44% | Risk: LOW       
  CARYSIL.NS      | Price: 1118.90 | Trend:  -3.92% | Mom:  -0.85% | Risk: LOW       
  XPROINDIA.NS    | Price: 1259.10 | Trend:  -0.65% | Mom:   9.66% | Risk: LOW       
  TASTYBITE.NS    | Price: 9891.00 | Trend:   4.38% | Mom:  -1.81% | Risk: LOW       
  AEROFLEX.NS     | Price:  470.00 | Trend:   0.22% | Mom: -14.86% | Risk: LOW       
  INSECTICID.NS   | Price:  596.00 | Trend:  -4.93% | Mom:  -0.42% | Risk: LOW       
  ORIENTHOT.NS    | Price:  139.08 | Trend:   3.38% | Mom:   0.04% | Risk: LOW       
  STYLEBAAZA.NS   | Price:  365.95 | Trend:   6.82% | Mom:  -8.71% | Risk: LOW       
  NILKAMAL.NS     | Price: 1913.70 | Trend:   6.55% | Mom:  -4.61% | Risk: LOW       
  IPL.NS          | Price:  140.80 | Trend:  -2.22% | Mom:   1.85% | Risk: LOW       
  CANTABIL.NS     | Price:  242.07 | Trend:  -0.35% | Mom:  -0.62% | Risk: LOW       
  RANEHOLDIN.NS   | Price: 1616.10 | Trend:  -3.90% | Mom:   0.68% | Risk: LOW       
  YASHO.NS        | Price: 3927.30 | Trend:   4.07% | Mom:  -9.48% | Risk: LOW       
  MOL.NS          | Price:   58.16 | Trend:   2.43% | Mom:  -4.56% | Risk: LOW       
  MANGLMCEM.NS    | Price:  983.90 | Trend:   0.45% | Mom:  -7.43% | Risk: LOW       
  MOBIKWIK.NS     | Price:  196.30 | Trend:  -3.16% | Mom:   3.47% | Risk: LOW       
  UNIPARTS.NS     | Price:  850.00 | Trend:   8.77% | Mom:  -5.68% | Risk: LOW       
  VINCOFE.NS      | Price:  166.04 | Trend:   2.92% | Mom:  -5.42% | Risk: LOW       
  SOMANYCERA.NS   | Price:  546.30 | Trend:   4.10% | Mom:  -2.99% | Risk: LOW       
  DYCL.NS         | Price:  429.90 | Trend:   0.32% | Mom: -11.83% | Risk: LOW       
  NELCO.NS        | Price:  943.95 | Trend:   0.06% | Mom:   2.12% | Risk: LOW       
  DIVGIITTS.NS    | Price: 1105.00 | Trend:   2.33% | Mom:  -5.70% | Risk: LOW       
  NITINSPIN.NS    | Price:  621.75 | Trend:   7.84% | Mom:  -0.44% | Risk: LOW       
  LAXMIDENTL.NS   | Price:  194.01 | Trend:  -7.02% | Mom:  -0.76% | Risk: LOW       
  ALLTIME.NS      | Price:  206.99 | Trend:  -5.78% | Mom:   3.66% | Risk: LOW       
  VIDHIING.NS     | Price:  321.85 | Trend:   0.10% | Mom:  -9.52% | Risk: LOW       
  RHETAN.NS       | Price:   21.67 | Trend: -17.27% | Mom:  13.40% | Risk: LOW       
  MOTISONS.NS     | Price:   15.96 | Trend:   5.79% | Mom:  -1.72% | Risk: LOW       
  DEEDEV.NS       | Price:  615.00 | Trend:  -6.27% | Mom:   4.18% | Risk: LOW       
  ADOR.NS         | Price: 1529.40 | Trend:   1.47% | Mom:  -6.49% | Risk: LOW       
  GARUDA.NS       | Price:  174.26 | Trend:  -2.41% | Mom:   1.54% | Risk: LOW       
  VINDHYATEL.NS   | Price: 2544.10 | Trend:   9.52% | Mom:  -7.05% | Risk: LOW       
  BLSE.NS         | Price:  311.90 | Trend:   3.86% | Mom:  -4.73% | Risk: LOW       
  JGCHEM.NS       | Price:  580.00 | Trend:   5.57% | Mom:  -8.42% | Risk: LOW       
  PNBGILTS.NS     | Price:   76.98 | Trend:  -6.33% | Mom:   0.71% | Risk: LOW       
  SANSTAR.NS      | Price:  110.09 | Trend:  -0.47% | Mom:  -0.24% | Risk: LOW       
  EXPLEOSOL.NS    | Price:  852.90 | Trend:   4.30% | Mom:  -4.26% | Risk: LOW       
  TTKHLTCARE.NS   | Price: 1073.60 | Trend:   1.23% | Mom:  -5.34% | Risk: LOW       
  MMFL.NS         | Price:  599.90 | Trend:   1.91% | Mom:  -6.51% | Risk: LOW       
  SYNCOMF.NS      | Price:   17.80 | Trend:  13.40% | Mom:  -8.67% | Risk: LOW       
  IGARASHI.NS     | Price:  428.05 | Trend:  -3.55% | Mom:   3.14% | Risk: LOW       
  GREENPOWER.NS   | Price:    9.07 | Trend:  -6.39% | Mom:  -0.55% | Risk: LOW       
  SURAKSHA.NS     | Price:  323.40 | Trend:  11.82% | Mom:  -4.47% | Risk: LOW       
  SHANTIGOLD.NS   | Price:  243.27 | Trend:   3.45% | Mom:  -0.01% | Risk: LOW       
  STALLION.NS     | Price:  215.00 | Trend:  -5.94% | Mom:   1.90% | Risk: LOW       
  LGHL.NS         | Price:  183.90 | Trend:  -5.48% | Mom:   6.02% | Risk: LOW       
  JAGRAN.NS       | Price:   61.34 | Trend:  -1.95% | Mom:   0.07% | Risk: LOW       
  VINYAS.NS       | Price: 1548.00 | Trend:  10.12% | Mom:  -0.57% | Risk: LOW       
  OMAXE.NS        | Price:  115.60 | Trend:  15.55% | Mom: -12.25% | Risk: LOW       
  GPTINFRA.NS     | Price:  111.48 | Trend:  -4.15% | Mom:  -0.38% | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  700.05 | Trend:   3.67% | Mom:  -7.65% | Risk: LOW       
  ASIANENE.NS     | Price:  488.00 | Trend:  14.21% | Mom:  -0.08% | Risk: LOW       
  ALICON.NS       | Price:  688.00 | Trend:   0.03% | Mom:   0.43% | Risk: LOW       
  VPRPL.NS        | Price:   31.65 | Trend:   1.26% | Mom:  -3.77% | Risk: LOW       
  SALZERELEC.NS   | Price:  554.90 | Trend:  -3.41% | Mom:   0.42% | Risk: LOW       
  MANAKCOAT.NS    | Price:  123.61 | Trend:   1.17% | Mom:   0.62% | Risk: LOW       
  SIGACHI.NS      | Price:   31.28 | Trend:   9.53% | Mom:  -1.39% | Risk: LOW       
  GODAVARIB.NS    | Price:  245.24 | Trend:  -3.64% | Mom:   4.65% | Risk: LOW       
  HARIOMPIPE.NS   | Price:  349.10 | Trend:  -7.05% | Mom:  -0.88% | Risk: LOW       
  DECCANCE.NS     | Price:  563.60 | Trend:  -0.05% | Mom:  -0.91% | Risk: LOW       
  VMARCIND.NS     | Price:  358.30 | Trend:  12.07% | Mom:  -6.28% | Risk: LOW       
  IGPL.NS         | Price:  523.70 | Trend:   8.84% | Mom:  -1.63% | Risk: LOW       
  SIGNPOST.NS     | Price:  258.95 | Trend:  -7.96% | Mom:   1.84% | Risk: LOW       
  DIFFNKG.NS      | Price:  423.35 | Trend:   3.23% | Mom: -12.80% | Risk: LOW       
  ONEPOINT.NS     | Price:   56.33 | Trend:   0.25% | Mom:   2.83% | Risk: LOW       
  ASIANTILES.NS   | Price:   49.23 | Trend:  -2.02% | Mom:  -0.77% | Risk: LOW       
  RICOAUTO.NS     | Price:  126.15 | Trend:  -5.71% | Mom:   0.36% | Risk: LOW       
  GTPL.NS         | Price:   57.29 | Trend:  -1.69% | Mom:   0.26% | Risk: LOW       
  ABINFRA.NS      | Price:   11.15 | Trend:   2.05% | Mom:  -5.67% | Risk: LOW       
  STEELXIND.NS    | Price:   11.09 | Trend:  -2.13% | Mom:   5.02% | Risk: LOW       
  BLUSPRING.NS    | Price:  124.81 | Trend:   4.49% | Mom:  -5.76% | Risk: LOW       
  MANALIPETC.NS   | Price:   80.38 | Trend:  13.10% | Mom:  -1.68% | Risk: LOW       
  DVL.NS          | Price:  279.00 | Trend:   6.80% | Mom:  -0.13% | Risk: LOW       
  DPSCLTD.NS      | Price:    7.17 | Trend:  -1.78% | Mom:  -0.28% | Risk: LOW       
  IZMO.NS         | Price:  880.70 | Trend:  -9.11% | Mom:   3.80% | Risk: LOW       
  TNPL.NS         | Price:  149.99 | Trend:   1.38% | Mom:   0.45% | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   92.88 | Trend:   0.71% | Mom:  -6.78% | Risk: LOW       
  THEMISMED.NS    | Price:  119.08 | Trend:   3.71% | Mom:  -5.10% | Risk: LOW       
  CENTENKA.NS     | Price:  545.95 | Trend:  -3.51% | Mom:   0.34% | Risk: LOW       
  RADHIKAJWE.NS   | Price:   71.70 | Trend:   1.49% | Mom:   0.14% | Risk: LOW       
  INNOVANA.NS     | Price:  307.10 | Trend:  -4.20% | Mom:   0.11% | Risk: LOW       
  INDOAMIN.NS     | Price:  121.45 | Trend:  -3.67% | Mom:   0.71% | Risk: LOW       
  DHARMAJ.NS      | Price:  267.80 | Trend:   0.54% | Mom:  -0.98% | Risk: LOW       
  DENTA.NS        | Price:  275.85 | Trend: -10.68% | Mom:   2.91% | Risk: LOW       
  SAHANA.NS       | Price:  904.45 | Trend:   6.06% | Mom:  -2.17% | Risk: LOW       
  CNL.NS          | Price: 1073.60 | Trend:  -0.02% | Mom: -13.57% | Risk: LOW       
  NCLIND.NS       | Price:  172.71 | Trend:  -2.59% | Mom:  -0.90% | Risk: LOW       
  BASILIC.NS      | Price:  191.10 | Trend:  -2.15% | Mom:   4.26% | Risk: LOW       
  REMUS.NS        | Price:  880.00 | Trend:   7.40% | Mom:  -3.31% | Risk: LOW       
  LIKHITHA.NS     | Price:  212.00 | Trend:  -4.93% | Mom:   1.49% | Risk: LOW       
  MACPOWER.NS     | Price: 1877.20 | Trend:  13.48% | Mom:  -1.71% | Risk: LOW       
  KOTHARIPET.NS   | Price:  132.00 | Trend:  -3.13% | Mom:   0.65% | Risk: LOW       
  MAHASTEEL.NS    | Price: 1229.80 | Trend:  17.99% | Mom:  -7.51% | Risk: LOW       
  AVADHSUGAR.NS   | Price:  719.30 | Trend:  10.19% | Mom: -13.34% | Risk: LOW       
  DHUNINV.NS      | Price:  988.00 | Trend:   3.32% | Mom:  -3.75% | Risk: LOW       
  STEL.NS         | Price:  601.00 | Trend:   4.27% | Mom:  -5.64% | Risk: LOW       
  COFFEEDAY.NS    | Price:   30.63 | Trend:  -1.12% | Mom:   2.75% | Risk: LOW       
  VHLTD.NS        | Price:  124.04 | Trend:  -0.38% | Mom:   5.16% | Risk: LOW       
  INDOBORAX.NS    | Price:  461.35 | Trend:   2.90% | Mom:  -8.85% | Risk: LOW       
  RATNAVEER.NS    | Price:  280.30 | Trend:  21.14% | Mom:  -3.79% | Risk: LOW       
  KAMATHOTEL.NS   | Price:  212.69 | Trend:   9.96% | Mom:  -6.84% | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  122.50 | Trend:   1.07% | Mom: -12.78% | Risk: LOW       
  ESFL.NS         | Price:  119.95 | Trend:  -0.97% | Mom:  -0.83% | Risk: LOW       
  TREL.NS         | Price:   26.91 | Trend:   4.30% | Mom:  -0.99% | Risk: LOW       
  GEECEE.NS       | Price:  357.70 | Trend:   0.33% | Mom:  -2.79% | Risk: LOW       
  NBIFIN.NS       | Price: 2020.00 | Trend:  -2.92% | Mom:   1.57% | Risk: LOW       
  HLVLTD.NS       | Price:    6.82 | Trend:  -2.17% | Mom:   4.44% | Risk: LOW       
  THEINVEST.NS    | Price:   94.48 | Trend:  -2.75% | Mom:   0.17% | Risk: LOW       
  PVP.NS          | Price:   58.51 | Trend:  37.34% | Mom:  -5.34% | Risk: LOW       
  PPL.NS          | Price:  266.05 | Trend:  -0.54% | Mom:   0.87% | Risk: LOW       
  RSWM.NS         | Price:  208.00 | Trend:   0.12% | Mom:   6.12% | Risk: LOW       
  HARDWYN.NS      | Price:    9.06 | Trend: -19.41% | Mom:  -0.11% | Risk: LOW       
  DREAMFOLKS.NS   | Price:   66.40 | Trend:  -2.22% | Mom:  -0.98% | Risk: LOW       
  MANBA.NS        | Price:  131.65 | Trend:  -1.28% | Mom:   1.48% | Risk: LOW       
  PARSVNATH.NS    | Price:    1.78 | Trend:  -0.26% | Mom:  22.76% | Risk: LOW       
  CSLFINANCE.NS   | Price:  214.09 | Trend:  -0.24% | Mom:  -5.72% | Risk: LOW       
  KRITI.NS        | Price:   62.94 | Trend:  -5.00% | Mom:   0.37% | Risk: LOW       
  DBEIL.NS        | Price:    6.70 | Trend:  -6.86% | Mom:   3.88% | Risk: LOW       
  INDSWFTLAB.NS   | Price:  357.85 | Trend:  25.26% | Mom:  -1.40% | Risk: LOW       
  VERTOZ.NS       | Price:   37.94 | Trend:   2.07% | Mom:  -3.46% | Risk: LOW       
  MWL.NS          | Price:   39.87 | Trend:   2.76% | Mom:   0.86% | Risk: LOW       
  GANESHBE.NS     | Price:  120.00 | Trend:   4.40% | Mom:   0.06% | Risk: LOW       
  ONMOBILE.NS     | Price:   51.81 | Trend: -14.61% | Mom:   0.52% | Risk: LOW       
  IRISDOREME.NS   | Price:   58.04 | Trend:   8.77% | Mom:  -1.12% | Risk: LOW       
  NILASPACES.NS   | Price:   12.38 | Trend:   0.31% | Mom:  -2.75% | Risk: LOW       
  SILINV.NS       | Price:  443.00 | Trend:   0.46% | Mom:  -9.60% | Risk: LOW       
  GPECO.NS        | Price:  411.60 | Trend:  -0.18% | Mom:   0.06% | Risk: LOW       
  SUTLEJTEX.NS    | Price:   38.50 | Trend:  -0.05% | Mom:  -2.04% | Risk: LOW       
  RPPINFRA.NS     | Price:   54.05 | Trend:  -9.76% | Mom:   0.41% | Risk: LOW       
  PRIMO.NS        | Price:   21.66 | Trend:  -5.03% | Mom:   2.56% | Risk: LOW       
  KRONOX.NS       | Price:  170.50 | Trend:   3.31% | Mom:  -3.58% | Risk: LOW       
  RADIANTCMS.NS   | Price:   37.07 | Trend:   4.13% | Mom:   0.65% | Risk: LOW       
  BAHETI.NS       | Price:  820.85 | Trend:   7.04% | Mom:  -1.74% | Risk: LOW       
  KAYA.NS         | Price:  308.95 | Trend:   3.46% | Mom:  -8.40% | Risk: LOW       
  EMAMIPAP.NS     | Price:  110.30 | Trend:   3.65% | Mom:  -1.01% | Risk: LOW       
  COMSYN.NS       | Price:  295.05 | Trend:  20.50% | Mom:  -0.69% | Risk: LOW       
  VINSYS.NS       | Price:  578.65 | Trend:   4.44% | Mom:  -4.67% | Risk: LOW       
  ALLETEC.NS      | Price:  132.00 | Trend:  -1.40% | Mom:  12.87% | Risk: LOW       
  ORIENTPPR.NS    | Price:   16.71 | Trend:  -4.05% | Mom:   0.36% | Risk: LOW       
  GVKPIL.NS       | Price:    2.33 | Trend:  -0.39% | Mom:   9.91% | Risk: LOW       
  KAPSTON.NS      | Price:  559.75 | Trend:  11.70% | Mom:   0.10% | Risk: LOW       
  AVONMORE.NS     | Price:   13.50 | Trend:  14.79% | Mom:  -2.10% | Risk: LOW       
  SUPREMEPWR.NS   | Price:  216.75 | Trend:   0.62% | Mom:  -4.18% | Risk: LOW       
  SUKHJITS.NS     | Price:  160.70 | Trend:  -0.89% | Mom:   1.07% | Risk: LOW       
  MGEL.NS         | Price:   15.45 | Trend:  -0.14% | Mom:   6.92% | Risk: LOW       
  CGRAPHICS.NS    | Price:  144.65 | Trend:   2.01% | Mom:  -0.86% | Risk: LOW       
  MODISONLTD.NS   | Price:  454.25 | Trend:  28.20% | Mom:   0.04% | Risk: LOW       
  DICIND.NS       | Price:  602.15 | Trend:   9.81% | Mom:  -0.57% | Risk: LOW       
