NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-03-06 19:11:00

BUY SIGNALS (85):
  SARDAEN.NS      | Price:  553.50 | Entry:  542.43 | Target:  652.32 | Risk: LOW       
  JUBLFOOD.NS     | Price:  492.00 | Target:  419.34 | Risk: LOW        | Conf: 100%
  INDIACEM.NS     | Price:  382.00 | Target:  305.41 | Risk: LOW        | Conf: 100%
  INDGN.NS        | Price:  459.20 | Target:  376.29 | Risk: LOW        | Conf: 100%
  AADHARHFC.NS    | Price:  455.05 | Target:  361.41 | Risk: LOW        | Conf: 100%
  ABCAPITAL.NS    | Price:  326.55 | Target:  271.82 | Risk: LOW        | Conf: 100%
  UCOBANK.NS      | Price:   27.21 | Target:   22.61 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  466.75 | Target:  406.34 | Risk: LOW        | Conf: 100%
  YESBANK.NS      | Price:   20.12 | Target:   18.12 | Risk: LOW        | Conf: 100%
  WIPRO.NS        | Price:  195.40 | Target:  168.40 | Risk: LOW        | Conf: 100%
  IRCON.NS        | Price:  146.95 | Target:  122.88 | Risk: LOW        | Conf: 80%
  RVNL.NS         | Price:  286.00 | Target:  229.29 | Risk: LOW        | Conf: 100%
  RAILTEL.NS      | Price:  290.90 | Target:  234.11 | Risk: LOW        | Conf: 100%
  BEML.NS         | Price: 1653.50 | Target: 1389.39 | Risk: LOW        | Conf: 100%
  ACC.NS          | Price: 1501.20 | Target: 1364.49 | Risk: LOW        | Conf: 100%
  ATGL.NS         | Price:  482.65 | Target:  423.20 | Risk: LOW        | Conf: 100%
  NUVOCO.NS       | Price:  297.95 | Target:  249.08 | Risk: LOW        | Conf: 100%
  PNB.NS          | Price:  119.31 | Target:  100.70 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  404.95 | Target:  328.99 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1868.90 | Target: 1666.36 | Risk: LOW        | Conf: 100%
  DABUR.NS        | Price:  478.60 | Target:  418.48 | Risk: LOW        | Conf: 100%
  FLUOROCHEM.NS   | Price: 3246.40 | Target: 2710.72 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  239.35 | Target:  212.55 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  822.30 | Target:  732.16 | Risk: LOW        | Conf: 100%
  SHYAMMETL.NS    | Price:  794.95 | Target:  662.27 | Risk: LOW        | Conf: 100%
  ECLERX.NS       | Price: 3021.80 | Target: 2144.73 | Risk: LOW        | Conf: 100%
  HCLTECH.NS      | Price: 1356.70 | Target: 1148.38 | Risk: LOW        | Conf: 100%
  KOTAKBANK.NS    | Price:  399.80 | Target:  358.60 | Risk: LOW        | Conf: 100%
  UPL.NS          | Price:  628.35 | Target:  496.42 | Risk: LOW        | Conf: 100%
  PAGEIND.NS      | Price: 31595.00 | Target: 27934.29 | Risk: LOW        | Conf: 100%
  ETERNAL.NS      | Price:  232.57 | Target:  186.28 | Risk: LOW        | Conf: 100%
  SRF.NS          | Price: 2622.70 | Target: 2262.20 | Risk: LOW        | Conf: 100%
  CHOLAHLDNG.NS   | Price: 1594.80 | Target: 1316.48 | Risk: LOW        | Conf: 100%
  ITC.NS          | Price:  309.70 | Target:  280.18 | Risk: LOW        | Conf: 100%
  AKZOINDIA.NS    | Price: 2774.80 | Target: 2336.12 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   39.99 | Target:   33.44 | Risk: LOW        | Conf: 100%
  JINDALSAW.NS    | Price:  166.74 | Target:  128.92 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3332.50 | Target: 2944.07 | Risk: LOW        | Conf: 100%
  GMRAIRPORT.NS   | Price:   95.06 | Target:   78.85 | Risk: LOW        | Conf: 100%
  TECHM.NS        | Price: 1331.70 | Target: 1090.66 | Risk: LOW        | Conf: 100%
  DEEPAKFERT.NS   | Price:  962.80 | Target:  798.82 | Risk: LOW        | Conf: 100%
  MINDACORP.NS    | Price:  520.95 | Target:  427.66 | Risk: LOW        | Conf: 100%
  CRISIL.NS       | Price: 4288.80 | Target: 3700.30 | Risk: LOW        | Conf: 100%
  CANFINHOME.NS   | Price:  827.30 | Target:  700.50 | Risk: LOW        | Conf: 100%
  APOLLOTYRE.NS   | Price:  439.75 | Target:  376.79 | Risk: LOW        | Conf: 100%
  TATAINVEST.NS   | Price:  641.55 | Target:  481.34 | Risk: LOW        | Conf: 100%
  IDEA.NS         | Price:   10.06 | Target:    8.23 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4404.10 | Target: 3742.89 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  206.62 | Target:  180.14 | Risk: LOW        | Conf: 100%
  CONCOR.NS       | Price:  479.75 | Target:  422.32 | Risk: LOW        | Conf: 100%
  RBLBANK.NS      | Price:  303.80 | Target:  254.98 | Risk: LOW        | Conf: 100%
  INTELLECT.NS    | Price:  681.00 | Target:  545.20 | Risk: LOW        | Conf: 100%
  HEXT.NS         | Price:  459.90 | Target:  324.70 | Risk: LOW        | Conf: 100%
  HSCL.NS         | Price:  451.30 | Target:  363.39 | Risk: LOW        | Conf: 100%
  OLAELEC.NS      | Price:   24.07 | Target:   17.46 | Risk: LOW        | Conf: 100%
  BIKAJI.NS       | Price:  614.35 | Target:  545.24 | Risk: LOW        | Conf: 100%
  KAJARIACER.NS   | Price:  934.65 | Target:  758.63 | Risk: LOW        | Conf: 100%
  BAJAJHFL.NS     | Price:   84.14 | Target:   76.93 | Risk: LOW        | Conf: 100%
  AAVAS.NS        | Price: 1227.90 | Target: 1065.40 | Risk: LOW        | Conf: 100%
  LT.NS           | Price: 3949.80 | Target: 3303.87 | Risk: LOW        | Conf: 100%
  ABFRL.NS        | Price:   62.42 | Target:   51.87 | Risk: LOW        | Conf: 100%
  COCHINSHIP.NS   | Price: 1490.30 | Target: 1221.34 | Risk: LOW        | Conf: 100%
  FIVESTAR.NS     | Price:  406.35 | Target:  347.05 | Risk: LOW        | Conf: 100%
  VGUARD.NS       | Price:  311.65 | Target:  262.60 | Risk: LOW        | Conf: 100%
  VENTIVE.NS      | Price:  694.70 | Target:  588.59 | Risk: LOW        | Conf: 100%
  TATATECH.NS     | Price:  576.50 | Target:  505.66 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  114.12 | Target:   94.97 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  228.21 | Target:  191.16 | Risk: LOW        | Conf: 100%
  ADANIGREEN.NS   | Price:  858.40 | Target:  685.58 | Risk: LOW        | Conf: 100%
  PATANJALI.NS    | Price:  500.55 | Target:  437.34 | Risk: LOW        | Conf: 100%
  CANBK.NS        | Price:  145.97 | Target:  122.90 | Risk: LOW        | Conf: 100%
  TATAELXSI.NS    | Price: 4330.20 | Target: 3508.88 | Risk: LOW        | Conf: 100%
  LATENTVIEW.NS   | Price:  304.85 | Target:  231.14 | Risk: LOW        | Conf: 100%
  APLLTD.NS       | Price:  708.50 | Target:  598.62 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  680.30 | Target:  571.19 | Risk: LOW        | Conf: 100%
  IRCTC.NS        | Price:  552.80 | Target:  452.66 | Risk: LOW        | Conf: 100%
  HDFCBANK.NS     | Price:  857.05 | Target:  773.53 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  395.25 | Target:  344.14 | Risk: LOW        | Conf: 100%
  JKTYRE.NS       | Price:  452.55 | Target:  324.51 | Risk: LOW        | Conf: 100%
  ICICIPRULI.NS   | Price:  614.05 | Target:  540.07 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1225.10 | Target: 1026.46 | Risk: LOW        | Conf: 100%
  FACT.NS         | Price:  680.65 | Target:  532.08 | Risk: LOW        | Conf: 100%
  PETRONET.NS     | Price:  290.40 | Target:  235.69 | Risk: LOW        | Conf: 80%
  TATACOMM.NS     | Price: 1456.70 | Target: 1176.13 | Risk: LOW        | Conf: 100%
  NTPCGREEN.NS    | Price:   87.94 | Target:   78.25 | Risk: LOW        | Conf: 100%
  CARBORUNIV.NS   | Price:  804.30 | Target:  701.12 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  301.50 | Target:  247.20 | Risk: LOW        | Conf: 100%
  SUNDRMFAST.NS   | Price:  848.40 | Target:  723.13 | Risk: LOW        | Conf: 100%
  NYKAA.NS        | Price:  254.80 | Target:  218.09 | Risk: LOW        | Conf: 100%
  NAUKRI.NS       | Price:  980.10 | Target:  802.89 | Risk: LOW        | Conf: 100%
  AEGISLOG.NS     | Price:  664.10 | Target:  540.14 | Risk: LOW        | Conf: 100%
  LTIM.NS         | Price: 4306.40 | Target: 3447.58 | Risk: LOW        | Conf: 100%
  VIJAYA.NS       | Price:  956.40 | Target:  801.92 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1620.40 | Target: 1396.20 | Risk: LOW        | Conf: 100%
  360ONE.NS       | Price: 1064.20 | Target:  908.38 | Risk: LOW        | Conf: 100%
  PPLPHARMA.NS    | Price:  151.87 | Target:  130.61 | Risk: LOW        | Conf: 100%
  INOXWIND.NS     | Price:   83.86 | Target:   64.30 | Risk: LOW        | Conf: 100%
  MPHASIS.NS      | Price: 2214.80 | Target: 1787.09 | Risk: LOW        | Conf: 100%
  PHOENIXLTD.NS   | Price: 1603.90 | Target: 1364.69 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  824.00 | Target:  686.29 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 5404.00 | Target: 4705.61 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  259.15 | Target:  217.40 | Risk: LOW        | Conf: 100%
  CHOLAFIN.NS     | Price: 1626.30 | Target: 1356.80 | Risk: LOW        | Conf: 100%
  HEG.NS          | Price:  535.70 | Target:  430.07 | Risk: LOW        | Conf: 80%
  INDHOTEL.NS     | Price:  623.85 | Target:  538.46 | Risk: LOW        | Conf: 100%
  TRITURBINE.NS   | Price:  471.90 | Target:  406.36 | Risk: LOW        | Conf: 100%
  WOCKPHARMA.NS   | Price: 1299.60 | Target: 1107.24 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   22.44 | Target:   17.15 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  111.85 | Target:   90.52 | Risk: LOW        | Conf: 100%
  ALKYLAMINE.NS   | Price: 1382.80 | Target: 1212.98 | Risk: LOW        | Conf: 100%
  CROMPTON.NS     | Price:  248.00 | Target:  210.41 | Risk: LOW        | Conf: 100%
  SHRIRAMFIN.NS   | Price: 1007.50 | Target:  846.11 | Risk: LOW        | Conf: 100%
  DIXON.NS        | Price: 10029.00 | Target: 8107.93 | Risk: LOW        | Conf: 100%
  MFSL.NS         | Price: 1701.50 | Target: 1483.11 | Risk: LOW        | Conf: 80%
  IIFL.NS         | Price:  485.10 | Target:  398.64 | Risk: LOW        | Conf: 100%
  ESCORTS.NS      | Price: 3291.60 | Target: 2740.74 | Risk: LOW        | Conf: 100%
  SONATSOFTW.NS   | Price:  246.45 | Target:  191.59 | Risk: LOW        | Conf: 100%
  GILLETTE.NS     | Price: 8096.50 | Target: 7177.39 | Risk: LOW        | Conf: 100%
  SOBHA.NS        | Price: 1357.10 | Target: 1125.03 | Risk: LOW        | Conf: 100%
  CYIENT.NS       | Price:  884.85 | Target:  736.81 | Risk: LOW        | Conf: 100%
  RAMCOCEM.NS     | Price: 1090.20 | Target:  903.88 | Risk: LOW        | Conf: 100%
  CAPLIPOINT.NS   | Price: 1664.80 | Target: 1476.48 | Risk: LOW        | Conf: 100%
  LTF.NS          | Price:  271.90 | Target:  224.99 | Risk: LOW        | Conf: 100%
  DOMS.NS         | Price: 2096.10 | Target: 1776.56 | Risk: LOW        | Conf: 100%
  TTML.NS         | Price:   39.99 | Target:   33.33 | Risk: LOW        | Conf: 100%
  LTTS.NS         | Price: 3187.40 | Target: 2499.22 | Risk: LOW        | Conf: 100%
  AGARWALEYE.NS   | Price:  443.25 | Target:  369.38 | Risk: LOW        | Conf: 80%
  BOSCHLTD.NS     | Price: 33335.00 | Target: 28626.07 | Risk: LOW        | Conf: 100%
  BERGEPAINT.NS   | Price:  440.30 | Target:  389.62 | Risk: LOW        | Conf: 100%
  PGHH.NS         | Price: 10885.00 | Target: 9980.71 | Risk: LOW        | Conf: 100%
  SBICARD.NS      | Price:  724.05 | Target:  608.71 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  244.15 | Target:  205.54 | Risk: LOW        | Conf: 100%
  KPITTECH.NS     | Price:  698.55 | Target:  531.26 | Risk: LOW        | Conf: 100%
  KFINTECH.NS     | Price:  912.75 | Target:  741.91 | Risk: LOW        | Conf: 100%
  POLICYBZR.NS    | Price: 1428.40 | Target: 1191.97 | Risk: LOW        | Conf: 100%
  BAJFINANCE.NS   | Price:  950.20 | Target:  839.00 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  350.75 | Target:  295.48 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  395.55 | Target:  336.85 | Risk: LOW        | Conf: 100%
  SAMMAANCAP.NS   | Price:  142.40 | Target:  118.31 | Risk: LOW        | Conf: 100%
  INFY.NS         | Price: 1308.40 | Target: 1108.58 | Risk: LOW        | Conf: 100%
  HAVELLS.NS      | Price: 1349.20 | Target: 1194.95 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price:  907.90 | Target:  747.44 | Risk: LOW        | Conf: 100%
  ZEEL.NS         | Price:   81.81 | Target:   68.93 | Risk: LOW        | Conf: 100%
  WELSPUNLIV.NS   | Price:  120.36 | Target:   94.90 | Risk: LOW        | Conf: 100%
  CHALET.NS       | Price:  763.85 | Target:  633.67 | Risk: LOW        | Conf: 100%
  RHIM.NS         | Price:  395.55 | Target:  295.69 | Risk: LOW        | Conf: 100%
  DEEPAKNTR.NS    | Price: 1523.70 | Target: 1295.63 | Risk: LOW        | Conf: 100%
  COROMANDEL.NS   | Price: 2022.30 | Target: 1649.51 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  807.75 | Target:  712.71 | Risk: LOW        | Conf: 100%
  JMFINANCIL.NS   | Price:  121.74 | Target:   95.03 | Risk: LOW        | Conf: 100%
  MOTILALOFS.NS   | Price:  715.95 | Target:  601.00 | Risk: LOW        | Conf: 100%
  CGCL.NS         | Price:  161.24 | Target:  131.58 | Risk: LOW        | Conf: 100%
  CERA.NS         | Price: 4742.50 | Target: 4117.14 | Risk: LOW        | Conf: 100%
  DBREALTY.NS     | Price:  103.38 | Target:   77.53 | Risk: LOW        | Conf: 100%
  ALOKINDS.NS     | Price:   13.50 | Target:   11.57 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:   85.64 | Target:   70.00 | Risk: LOW        | Conf: 100%
  PERSISTENT.NS   | Price: 4777.50 | Target: 3600.54 | Risk: LOW        | Conf: 100%
  IDFCFIRSTB.NS   | Price:   69.98 | Target:   52.99 | Risk: LOW        | Conf: 100%
  AEGISVOPAK.NS   | Price:  199.62 | Target:  135.82 | Risk: LOW        | Conf: 100%
  GUJGASLTD.NS    | Price:  395.65 | Target:  320.45 | Risk: LOW        | Conf: 100%
  AWL.NS          | Price:  177.24 | Target:  149.90 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  157.27 | Target:  135.10 | Risk: LOW        | Conf: 100%
  HDFCAMC.NS      | Price: 2503.80 | Target: 2149.19 | Risk: LOW        | Conf: 100%
  REDINGTON.NS    | Price:  246.15 | Target:  189.35 | Risk: LOW        | Conf: 100%
  PCBL.NS         | Price:  280.70 | Target:  211.84 | Risk: LOW        | Conf: 100%
  PAYTM.NS        | Price: 1038.30 | Target:  838.23 | Risk: LOW        | Conf: 100%
  LICHSGFIN.NS    | Price:  511.80 | Target:  448.67 | Risk: LOW        | Conf: 80%
  NIVABUPA.NS     | Price:   71.67 | Target:   63.76 | Risk: LOW        | Conf: 100%
  HAPPSTMNDS.NS   | Price:  337.50 | Target:  265.57 | Risk: LOW        | Conf: 100%
  BLS.NS          | Price:  255.85 | Target:  197.23 | Risk: LOW        | Conf: 100%
  CHOICEIN.NS     | Price:  702.55 | Target:  574.80 | Risk: LOW        | Conf: 100%
  HONAUT.NS       | Price: 29965.00 | Target: 27177.50 | Risk: LOW        | Conf: 100%
  GPIL.NS         | Price:  247.35 | Target:  195.40 | Risk: LOW        | Conf: 100%
  OBEROIRLTY.NS   | Price: 1474.60 | Target: 1280.78 | Risk: LOW        | Conf: 80%
  UTIAMC.NS       | Price:  969.35 | Target:  812.30 | Risk: LOW        | Conf: 100%
  BSOFT.NS        | Price:  371.20 | Target:  293.50 | Risk: LOW        | Conf: 100%
  NH.NS           | Price: 1755.30 | Target: 1520.23 | Risk: LOW        | Conf: 100%
  DLF.NS          | Price:  577.55 | Target:  491.91 | Risk: LOW        | Conf: 100%
  FSL.NS          | Price:  219.50 | Target:  156.90 | Risk: LOW        | Conf: 100%
  BATAINDIA.NS    | Price:  743.75 | Target:  645.14 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  283.05 | Target:  236.51 | Risk: LOW        | Conf: 100%
  JUBLINGREA.NS   | Price:  567.00 | Target:  477.66 | Risk: LOW        | Conf: 100%
  JPPOWER.NS      | Price:   13.86 | Target:   11.48 | Risk: LOW        | Conf: 100%
  METROPOLIS.NS   | Price: 1790.20 | Target: 1532.49 | Risk: LOW        | Conf: 100%
  ITCHOTELS.NS    | Price:  167.33 | Target:  146.10 | Risk: LOW        | Conf: 100%
  MSUMI.NS        | Price:   41.27 | Target:   35.11 | Risk: LOW        | Conf: 100%
  PRAJIND.NS      | Price:  304.65 | Target:  218.97 | Risk: LOW        | Conf: 100%
  CRAFTSMAN.NS    | Price: 7458.00 | Target: 6176.93 | Risk: LOW        | Conf: 100%
  JUBLPHARMA.NS   | Price:  818.05 | Target:  664.48 | Risk: LOW        | Conf: 100%
  ZFCVINDIA.NS    | Price: 14376.00 | Target: 11789.21 | Risk: LOW        | Conf: 100%
  NAM-INDIA.NS    | Price:  860.25 | Target:  689.14 | Risk: LOW        | Conf: 100%
  GSPL.NS         | Price:  293.90 | Target:  256.02 | Risk: LOW        | Conf: 100%
  HBLENGINE.NS    | Price:  676.90 | Target:  549.38 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  465.50 | Target:  247.68 | Risk: LOW        | Conf: 100%
  SYRMA.NS        | Price:  761.55 | Target:  599.32 | Risk: LOW        | Conf: 100%
  CENTURYPLY.NS   | Price:  705.05 | Target:  595.43 | Risk: LOW        | Conf: 100%
  JKCEMENT.NS     | Price: 5426.50 | Target: 4603.46 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3430.50 | Target: 2912.93 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  521.90 | Target:  436.95 | Risk: LOW        | Conf: 100%
  GODREJIND.NS    | Price:  936.90 | Target:  779.86 | Risk: LOW        | Conf: 100%
  TRIDENT.NS      | Price:   23.69 | Target:   19.93 | Risk: LOW        | Conf: 100%
  TBOTEK.NS       | Price: 1183.40 | Target:  894.04 | Risk: LOW        | Conf: 100%
  ASAHIINDIA.NS   | Price:  828.85 | Target:  671.01 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  648.85 | Target:  544.64 | Risk: LOW        | Conf: 100%
  CREDITACC.NS    | Price: 1202.80 | Target:  977.37 | Risk: LOW        | Conf: 100%
  POONAWALLA.NS   | Price:  423.50 | Target:  340.20 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price:  998.90 | Target:  781.33 | Risk: LOW        | Conf: 100%
  LALPATHLAB.NS   | Price: 1360.00 | Target: 1159.32 | Risk: LOW        | Conf: 100%
  CHAMBLFERT.NS   | Price:  427.65 | Target:  372.58 | Risk: LOW        | Conf: 100%
  BAJAJHLDNG.NS   | Price: 10560.00 | Target: 9035.00 | Risk: LOW        | Conf: 100%
  ELECON.NS       | Price:  410.15 | Target:  326.49 | Risk: LOW        | Conf: 100%
  EMCURE.NS       | Price: 1415.80 | Target: 1183.94 | Risk: LOW        | Conf: 80%
  GODREJPROP.NS   | Price: 1667.30 | Target: 1350.37 | Risk: LOW        | Conf: 100%
  SAREGAMA.NS     | Price:  322.25 | Target:  268.16 | Risk: LOW        | Conf: 100%
  AFFLE.NS        | Price: 1350.60 | Target: 1051.71 | Risk: LOW        | Conf: 100%
  BHARTIHEXA.NS   | Price: 1604.90 | Target: 1380.90 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1232.90 | Target: 1005.01 | Risk: LOW        | Conf: 100%
  UNOMINDA.NS     | Price: 1121.30 | Target:  937.87 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1539.10 | Target: 1316.71 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  358.10 | Target:  279.42 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1335.50 | Target: 1100.86 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  279.90 | Target:  199.85 | Risk: LOW        | Conf: 100%
  MAHSCOOTER.NS   | Price: 13131.00 | Target: 11361.00 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:   93.98 | Target:   64.02 | Risk: LOW        | Conf: 100%
  CUB.NS          | Price:  259.75 | Target:  208.95 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  901.50 | Target:  676.41 | Risk: LOW        | Conf: 100%
  JTLIND.NS       | Price:   53.48 | Target:   40.54 | Risk: LOW        | Conf: 100%
  PVP.NS          | Price:   27.41 | Target:   19.21 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  113.30 | Target:   81.59 | Risk: LOW        | Conf: 100%
  EQUITASBNK.NS   | Price:   59.69 | Target:   46.53 | Risk: LOW        | Conf: 100%
