NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-14 03:49:38

BUY SIGNALS (917):
  SBIN.NS         | Price: 1083.00 | Entry: 1061.34 | Target: 1184.04 | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   98.10 | Entry:   96.14 | Target:  118.43 | Risk: LOW       
  LINCOLN.NS      | Price:  634.30 | Entry:  621.61 | Target:  735.30 | Risk: LOW       
  INNOVANA.NS     | Price:  350.00 | Entry:   343.0 | Target:  432.25 | Risk: LOW       
  AEROENTER.NS    | Price:  125.80 | Entry:  123.28 | Target:  156.62 | Risk: LOW       
  DHARMAJ.NS      | Price:  273.05 | Entry:  267.59 | Target:  323.75 | Risk: LOW       
  BHARATSE.NS     | Price:  248.36 | Entry:  243.39 | Target:  310.71 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  498.10 | Entry:  488.14 | Target:  578.83 | Risk: LOW       
  GANDHITUBE.NS   | Price:  882.65 | Entry:   865.0 | Target: 1014.28 | Risk: LOW       
  CNL.NS          | Price: 1232.10 | Entry: 1207.46 | Target: 1538.89 | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  264.85 | Entry:  259.55 | Target:  314.98 | Risk: LOW       
  KRISHIVAL.NS    | Price:  407.00 | Entry:  398.86 | Target:  464.64 | Risk: LOW       
  KUANTUM.NS      | Price:   80.25 | Entry:   78.64 | Target:   97.18 | Risk: LOW       
  TNPETRO.NS      | Price:  111.92 | Entry:  109.68 | Target:  136.60 | Risk: LOW       
  IFBAGRO.NS      | Price: 1013.15 | Entry:  992.89 | Target: 1237.03 | Risk: LOW       
  PVSL.NS         | Price:  114.30 | Entry:  112.01 | Target:  137.46 | Risk: LOW       
  REMUS.NS        | Price:  845.15 | Entry:  828.25 | Target:  986.24 | Risk: LOW       
  ZUARIIND.NS     | Price:  265.95 | Entry:  260.63 | Target:  303.95 | Risk: LOW       
  SAURASHCEM.NS   | Price:   62.00 | Entry:   60.76 | Target:   81.26 | Risk: LOW       
  REGAAL.NS       | Price:   85.35 | Entry:   83.64 | Target:  104.30 | Risk: LOW       
  UFBL.NS         | Price:  746.40 | Entry:  731.47 | Target:  939.24 | Risk: LOW       
  MACPOWER.NS     | Price: 1726.30 | Entry: 1691.77 | Target: 2279.12 | Risk: LOW       
  BESTAGRO.NS     | Price:   18.93 | Entry:   18.55 | Target:   26.95 | Risk: LOW       
  TEMBO.NS        | Price:   60.50 | Entry:   59.29 | Target:   78.59 | Risk: LOW       
  VALIANTORG.NS   | Price:  324.50 | Entry:  318.01 | Target:  387.95 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  489.20 | Entry:  479.42 | Target:  664.97 | Risk: LOW       
  ARROWGREEN.NS   | Price:  784.60 | Entry:  768.91 | Target:  949.49 | Risk: LOW       
  KOTHARIPET.NS   | Price:  148.53 | Entry:  145.56 | Target:  182.96 | Risk: LOW       
  SANDESH.NS      | Price: 1071.40 | Entry: 1049.97 | Target: 1380.10 | Risk: LOW       
  DHAMPURSUG.NS   | Price:  161.73 | Entry:   158.5 | Target:  194.43 | Risk: LOW       
  MAHASTEEL.NS    | Price:  994.60 | Entry:  974.71 | Target: 1315.89 | Risk: LOW       
  MUNJALAU.NS     | Price:  121.14 | Entry:  118.72 | Target:  140.70 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  646.80 | Entry:  633.86 | Target:  808.67 | Risk: LOW       
  NGLFINE.NS      | Price: 3499.60 | Entry: 3429.61 | Target: 4239.85 | Risk: LOW       
  SNOWMAN.NS      | Price:   38.32 | Entry:   37.55 | Target:   47.45 | Risk: LOW       
  DHUNINV.NS      | Price: 1082.00 | Entry: 1060.36 | Target: 1336.86 | Risk: LOW       
  KRYSTAL.NS      | Price:  620.50 | Entry:  608.09 | Target:  675.91 | Risk: LOW       
  CHEMCON.NS      | Price:  192.30 | Entry:  188.45 | Target:  225.51 | Risk: LOW       
  VLSFINANCE.NS   | Price:  263.15 | Entry:  257.89 | Target:  302.65 | Risk: LOW       
  SARLAPOLY.NS    | Price:  100.44 | Entry:   98.43 | Target:  118.96 | Risk: LOW       
  GKSL.NS         | Price:  136.18 | Entry:  133.46 | Target:  155.03 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   32.38 | Entry:   31.73 | Target:   40.72 | Risk: LOW       
  INDOBORAX.NS    | Price:  439.85 | Entry:  431.05 | Target:  563.30 | Risk: LOW       
  RATNAVEER.NS    | Price:  217.90 | Entry:  213.54 | Target:  280.84 | Risk: LOW       
  SAKAR.NS        | Price:  914.95 | Entry:  896.65 | Target: 1134.54 | Risk: LOW       
  MUKKA.NS        | Price:   26.48 | Entry:   25.95 | Target:   31.36 | Risk: LOW       
  KAMATHOTEL.NS   | Price:  189.59 | Entry:   185.8 | Target:  220.26 | Risk: LOW       
  SATIA.NS        | Price:   61.53 | Entry:    60.3 | Target:   72.94 | Risk: LOW       
  KECL.NS         | Price:  143.07 | Entry:  140.21 | Target:  189.55 | Risk: LOW       
  NAHARSPING.NS   | Price:  305.55 | Entry:  299.44 | Target:  384.66 | Risk: LOW       
  APEX.NS         | Price:  416.85 | Entry:  408.51 | Target:  486.17 | Risk: LOW       
  MAGADSUGAR.NS   | Price:  545.00 | Entry:   534.1 | Target:  677.79 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:  117.53 | Entry:  115.18 | Target:  146.35 | Risk: LOW       
  ESFL.NS         | Price:  129.25 | Entry:  126.66 | Target:  162.68 | Risk: LOW       
  TREL.NS         | Price:   26.00 | Entry:   25.48 | Target:   32.11 | Risk: LOW       
  LAXMIINDIA.NS   | Price:  122.60 | Entry:  120.15 | Target:  159.38 | Risk: LOW       
  GEECEE.NS       | Price:  378.00 | Entry:  370.44 | Target:  458.36 | Risk: LOW       
  RUSHIL.NS       | Price:   17.73 | Entry:   17.38 | Target:   23.05 | Risk: LOW       
  THEINVEST.NS    | Price:  102.74 | Entry:  100.69 | Target:  121.85 | Risk: LOW       
  PVP.NS          | Price:   35.29 | Entry:   34.58 | Target:   46.00 | Risk: LOW       
  DMCC.NS         | Price:  299.30 | Entry:  293.31 | Target:  385.48 | Risk: LOW       
  SHIVALIK.NS     | Price:  265.14 | Entry:  259.84 | Target:  324.58 | Risk: LOW       
  VENUSREM.NS     | Price: 1800.00 | Entry:  1764.0 | Target: 2315.95 | Risk: LOW       
  SUBEXLTD.NS     | Price:   13.94 | Entry:   13.66 | Target:   17.05 | Risk: LOW       
  ZEEMEDIA.NS     | Price:    9.55 | Entry:    9.36 | Target:   11.98 | Risk: LOW       
  NRAIL.NS        | Price:  501.00 | Entry:  490.98 | Target:  634.59 | Risk: LOW       
  SHREERAMA.NS    | Price:   42.00 | Entry:   41.16 | Target:   51.35 | Risk: LOW       
  JAYAGROGN.NS    | Price:  227.50 | Entry:  222.95 | Target:  278.11 | Risk: LOW       
  ACCENTMIC.NS    | Price:  560.45 | Entry:  549.24 | Target:  649.34 | Risk: LOW       
  VISAKAIND.NS    | Price:   95.51 | Entry:    93.6 | Target:  119.69 | Risk: LOW       
  MODIS.NS        | Price:  404.90 | Entry:   396.8 | Target:  504.54 | Risk: LOW       
  MMP.NS          | Price:  337.00 | Entry:  330.26 | Target:  415.68 | Risk: LOW       
  GFLLIMITED.NS   | Price:   51.00 | Entry:   49.98 | Target:   61.96 | Risk: LOW       
  MENONBE.NS      | Price:  234.72 | Entry:  230.03 | Target:  299.35 | Risk: LOW       
  CHEVIOT.NS      | Price: 1162.10 | Entry: 1138.86 | Target: 1433.33 | Risk: LOW       
  KILITCH.NS      | Price:  191.21 | Entry:  187.39 | Target:  229.50 | Risk: LOW       
  INDSWFTLAB.NS   | Price:  297.01 | Entry:  291.07 | Target:  370.38 | Risk: LOW       
  SICALLOG.NS     | Price:  119.90 | Entry:   117.5 | Target:  152.76 | Risk: LOW       
  MWL.NS          | Price:   41.83 | Entry:   40.99 | Target:   51.69 | Risk: LOW       
  BORANA.NS       | Price:  329.05 | Entry:  322.47 | Target:  407.26 | Risk: LOW       
  SHALPAINTS.NS   | Price:   91.39 | Entry:   89.56 | Target:  122.04 | Risk: LOW       
  SBGLP.NS        | Price:   25.69 | Entry:   25.18 | Target:   33.25 | Risk: LOW       
  ONMOBILE.NS     | Price:   65.62 | Entry:   64.31 | Target:   77.56 | Risk: LOW       
  IRISDOREME.NS   | Price:   58.00 | Entry:   56.84 | Target:   68.28 | Risk: LOW       
  SILINV.NS       | Price:  432.00 | Entry:  423.36 | Target:  509.30 | Risk: LOW       
  SPECIALITY.NS   | Price:  145.00 | Entry:   142.1 | Target:  189.92 | Risk: LOW       
  KRONOX.NS       | Price:  173.93 | Entry:  170.45 | Target:  209.55 | Risk: LOW       
  BAHETI.NS       | Price:  770.00 | Entry:   754.6 | Target:  882.46 | Risk: LOW       
  KAYA.NS         | Price:  293.90 | Entry:  288.02 | Target:  368.96 | Risk: LOW       
  EMAMIPAP.NS     | Price:  111.99 | Entry:  109.75 | Target:  139.89 | Risk: LOW       
  ZODIAC.NS       | Price:  289.20 | Entry:  283.42 | Target:  354.54 | Risk: LOW       
  COMSYN.NS       | Price:  269.25 | Entry:  263.87 | Target:  360.06 | Risk: LOW       
  VINSYS.NS       | Price:  580.00 | Entry:   568.4 | Target:  631.68 | Risk: LOW       
  HERCULES.NS     | Price:  159.32 | Entry:  156.13 | Target:  160.21 | Risk: LOW       
  KNAGRI.NS       | Price:  217.40 | Entry:  213.05 | Target:  257.95 | Risk: LOW       
  ANNAPURNA.NS    | Price:  147.20 | Entry:  144.26 | Target:  194.86 | Risk: LOW       
  KAPSTON.NS      | Price:  589.80 | Entry:   578.0 | Target:  720.84 | Risk: LOW       
  DBOL.NS         | Price:  117.76 | Entry:   115.4 | Target:  146.48 | Risk: LOW       
  MUNJALSHOW.NS   | Price:  140.50 | Entry:  137.69 | Target:  160.43 | Risk: LOW       
  SREEL.NS        | Price:  244.75 | Entry:  239.85 | Target:  288.42 | Risk: LOW       
  MAZDA.NS        | Price:  232.65 | Entry:   228.0 | Target:  274.29 | Risk: LOW       
  AVONMORE.NS     | Price:   12.39 | Entry:   12.14 | Target:   15.72 | Risk: LOW       
  CGRAPHICS.NS    | Price:  148.70 | Entry:  145.73 | Target:  182.06 | Risk: LOW       
  MODISONLTD.NS   | Price:  339.15 | Entry:  332.37 | Target:  417.45 | Risk: LOW       
  DICIND.NS       | Price:  577.20 | Entry:  565.66 | Target:  713.02 | Risk: LOW       
  CPEDU.NS        | Price:  211.78 | Entry:  207.54 | Target:  271.80 | Risk: LOW       
  CLEDUCATE.NS    | Price:   60.00 | Entry:    58.8 | Target:   75.99 | Risk: LOW       
  PAVNAIND.NS     | Price:   19.50 | Entry:   19.11 | Target:   26.06 | Risk: LOW       
  NAHARINDUS.NS   | Price:  119.95 | Entry:  117.55 | Target:  148.94 | Risk: LOW       
  PANACHE.NS      | Price:  508.40 | Entry:  498.23 | Target:  629.35 | Risk: LOW       
  HTMEDIA.NS      | Price:   26.74 | Entry:   26.21 | Target:   35.22 | Risk: LOW       
  VRAJ.NS         | Price:  124.92 | Entry:  122.42 | Target:  144.22 | Risk: LOW       
  UGARSUGAR.NS    | Price:   49.30 | Entry:   48.31 | Target:   62.80 | Risk: LOW       
  XTGLOBAL.NS     | Price:   31.91 | Entry:   31.27 | Target:   41.90 | Risk: LOW       
  SINCLAIR.NS     | Price:   77.00 | Entry:   75.46 | Target:   90.52 | Risk: LOW       
  MOLDTECH.NS     | Price:  180.65 | Entry:  177.04 | Target:  254.03 | Risk: LOW       
  ARIES.NS        | Price:  397.35 | Entry:   389.4 | Target:  472.65 | Risk: LOW       
  SIGMA.NS        | Price:   46.05 | Entry:   45.13 | Target:   66.43 | Risk: LOW       
  NAHARCAP.NS     | Price:  256.15 | Entry:  251.03 | Target:  307.27 | Risk: LOW       
  ORIENTCER.NS    | Price:   41.10 | Entry:   40.28 | Target:   48.69 | Risk: LOW       
  PLASTIBLEN.NS   | Price:  197.47 | Entry:  193.52 | Target:  227.79 | Risk: LOW       
  BIRLACABLE.NS   | Price:  297.00 | Entry:  291.06 | Target:  356.67 | Risk: LOW       
  THOMASCOTT.NS   | Price:  333.00 | Entry:  326.34 | Target:  431.27 | Risk: LOW       
  KANPRPLA.NS     | Price:  260.38 | Entry:  255.17 | Target:  325.76 | Risk: LOW       
  NRL.NS          | Price:  115.25 | Entry:  112.94 | Target:  126.98 | Risk: LOW       
  MUTHOOTCAP.NS   | Price:  258.10 | Entry:  252.94 | Target:  307.29 | Risk: LOW       
  ALBERTDAVD.NS   | Price:  801.90 | Entry:  785.86 | Target:  949.20 | Risk: LOW       
  SRD.NS          | Price:   41.00 | Entry:   40.18 | Target:   49.41 | Risk: LOW       
  RAMANEWS.NS     | Price:   31.50 | Entry:   30.87 | Target:   40.70 | Risk: LOW       
  KRITINUT.NS     | Price:   84.95 | Entry:   83.25 | Target:  111.04 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  272.34 | Entry:  266.89 | Target:  333.59 | Risk: LOW       
  PCCL.NS         | Price:  309.00 | Entry:  302.82 | Target:  366.21 | Risk: LOW       
  VALIANTLAB.NS   | Price:   74.76 | Entry:   73.26 | Target:   88.58 | Risk: LOW       
  MANAKSIA.NS     | Price:   60.70 | Entry:   59.49 | Target:   70.07 | Risk: LOW       
  NOVAAGRI.NS     | Price:   24.74 | Entry:   24.25 | Target:   28.85 | Risk: LOW       
  SWARAJ.NS       | Price:  372.00 | Entry:  364.56 | Target:  426.16 | Risk: LOW       
  REMSONSIND.NS   | Price:   88.29 | Entry:   86.52 | Target:  105.07 | Risk: LOW       
  GLOBECIVIL.NS   | Price:   43.11 | Entry:   42.25 | Target:   55.44 | Risk: LOW       
  FILATFASH.NS    | Price:    0.19 | Entry:    0.19 | Target:    0.24 | Risk: LOW       
  HPAL.NS         | Price:   36.50 | Entry:   35.77 | Target:   46.91 | Risk: LOW       
  ORIENTBELL.NS   | Price:  357.30 | Entry:  350.15 | Target:  412.51 | Risk: LOW       
  SPCENET.NS      | Price:    3.81 | Entry:    3.73 | Target:    4.81 | Risk: LOW       
  BEDMUTHA.NS     | Price:  114.50 | Entry:  112.21 | Target:  141.33 | Risk: LOW       
  WELINV.NS       | Price: 1950.00 | Entry:  1911.0 | Target: 2287.75 | Risk: LOW       
  UNIDT.NS        | Price:  231.60 | Entry:  226.97 | Target:  279.18 | Risk: LOW       
  AARON.NS        | Price:  140.95 | Entry:  138.13 | Target:  179.72 | Risk: LOW       
  GICL.NS         | Price:   22.21 | Entry:   21.77 | Target:   27.13 | Risk: LOW       
  SHIVAUM.NS      | Price:  449.55 | Entry:  440.56 | Target:  560.28 | Risk: LOW       
  MANAKSTEEL.NS   | Price:   85.97 | Entry:   84.25 | Target:  113.08 | Risk: LOW       
  AARTISURF.NS    | Price:  612.45 | Entry:   600.2 | Target:  801.36 | Risk: LOW       
  BBTCL.NS        | Price:  241.90 | Entry:  237.06 | Target:  298.96 | Risk: LOW       
  INFINIUM.NS     | Price:  229.85 | Entry:  225.25 | Target:  266.23 | Risk: LOW       
  OILCOUNTUB.NS   | Price:   58.23 | Entry:   57.07 | Target:   72.47 | Risk: LOW       
  3IINFOLTD.NS    | Price:   25.59 | Entry:   25.08 | Target:   32.78 | Risk: LOW       
  IITL.NS         | Price:  146.68 | Entry:  143.75 | Target:  192.48 | Risk: LOW       
  DCI.NS          | Price:  352.20 | Entry:  345.16 | Target:  459.86 | Risk: LOW       
  PROV.NS         | Price: 1857.00 | Entry: 1819.86 | Target: 2043.66 | Risk: LOW       
  MEDICO.NS       | Price:   47.45 | Entry:    46.5 | Target:   64.43 | Risk: LOW       
  NDGL.NS         | Price: 2847.70 | Entry: 2790.75 | Target: 3474.33 | Risk: LOW       
  LOKESHMACH.NS   | Price:  348.50 | Entry:  341.53 | Target:  374.96 | Risk: LOW       
  NECLIFE.NS      | Price:   11.40 | Entry:   11.17 | Target:   13.57 | Risk: LOW       
  MANCREDIT.NS    | Price:  243.44 | Entry:  238.57 | Target:  327.85 | Risk: LOW       
  EFACTOR.NS      | Price:  189.95 | Entry:  186.15 | Target:  232.15 | Risk: LOW       
  KANORICHEM.NS   | Price:  154.88 | Entry:  151.78 | Target:  196.38 | Risk: LOW       
  CMNL.NS         | Price:  109.00 | Entry:  106.82 | Target:  135.75 | Risk: LOW       
  MAWANASUG.NS    | Price:  117.76 | Entry:   115.4 | Target:  145.62 | Risk: LOW       
  SSDL.NS         | Price:   65.03 | Entry:   63.73 | Target:   77.04 | Risk: LOW       
  MANOMAY.NS      | Price:  216.99 | Entry:  212.65 | Target:  248.33 | Risk: LOW       
  ATLANTAA.NS     | Price:   39.50 | Entry:   38.71 | Target:   54.05 | Risk: LOW       
  FROG.NS         | Price:  219.40 | Entry:  215.01 | Target:  244.47 | Risk: LOW       
  PPAP.NS         | Price:  285.00 | Entry:   279.3 | Target:  368.34 | Risk: LOW       
  HITECHCORP.NS   | Price:  326.25 | Entry:  319.72 | Target:  352.43 | Risk: LOW       
  VMSTMT.NS       | Price:   52.19 | Entry:   51.15 | Target:   61.46 | Risk: LOW       
  TREJHARA.NS     | Price:  167.95 | Entry:  164.59 | Target:  209.46 | Risk: LOW       
  AUTOIND.NS      | Price:   98.27 | Entry:    96.3 | Target:  120.17 | Risk: LOW       
  SHEMAROO.NS     | Price:  130.07 | Entry:  127.47 | Target:  154.85 | Risk: LOW       
  OMFREIGHT.NS    | Price:   98.50 | Entry:   96.53 | Target:  120.00 | Risk: LOW       
  BAFNAPH.NS      | Price:  268.30 | Entry:  262.93 | Target:  296.63 | Risk: LOW       
  SUNDRMBRAK.NS   | Price:  881.05 | Entry:  863.43 | Target: 1026.50 | Risk: LOW       
  CINELINE.NS     | Price:   89.34 | Entry:   87.55 | Target:  110.05 | Risk: LOW       
  SAHYADRI.NS     | Price:  358.00 | Entry:  350.84 | Target:  450.96 | Risk: LOW       
  PODDARMENT.NS   | Price:  263.55 | Entry:  258.28 | Target:  321.23 | Risk: LOW       
  DCMNVL.NS       | Price:  179.26 | Entry:  175.67 | Target:  217.16 | Risk: LOW       
  UCAL.NS         | Price:  133.30 | Entry:  130.63 | Target:  159.19 | Risk: LOW       
  UYFINCORP.NS    | Price:   20.35 | Entry:   19.94 | Target:   25.88 | Risk: LOW       
  JAYSREETEA.NS   | Price:   89.51 | Entry:   87.72 | Target:  103.77 | Risk: LOW       
  UNIVPHOTO.NS    | Price:  476.15 | Entry:  466.63 | Target:  594.70 | Risk: LOW       
  UNIVASTU.NS     | Price:  158.00 | Entry:  154.84 | Target:  200.53 | Risk: LOW       
  KOTYARK.NS      | Price:   40.28 | Entry:   39.47 | Target:   50.30 | Risk: LOW       
  CHAVDA.NS       | Price:  135.05 | Entry:  132.35 | Target:  161.66 | Risk: LOW       
  RBS.NS          | Price:   90.00 | Entry:    88.2 | Target:  113.07 | Risk: LOW       
  SCPL.NS         | Price:  625.00 | Entry:   612.5 | Target:  824.89 | Risk: LOW       
  PRATHAM.NS      | Price:  122.00 | Entry:  119.56 | Target:  136.57 | Risk: LOW       
  TCL.NS          | Price:  120.25 | Entry:  117.84 | Target:  142.00 | Risk: LOW       
  SUPREMEINF.NS   | Price:   91.75 | Entry:   89.91 | Target:  122.85 | Risk: LOW       
  STARPAPER.NS    | Price:  153.69 | Entry:  150.62 | Target:  176.76 | Risk: LOW       
  NURECA.NS       | Price:  346.35 | Entry:  339.42 | Target:  430.10 | Risk: LOW       
  FELIX.NS        | Price:  187.75 | Entry:   184.0 | Target:  219.59 | Risk: LOW       
  RUDRA.NS        | Price:   21.82 | Entry:   21.38 | Target:   27.99 | Risk: LOW       
  ESCONET.NS      | Price:  176.35 | Entry:  172.82 | Target:  234.89 | Risk: LOW       
  KOTARISUG.NS    | Price:   26.51 | Entry:   25.98 | Target:   31.33 | Risk: LOW       
  SADHNANIQ.NS    | Price:    3.26 | Entry:    3.19 | Target:    3.81 | Risk: LOW       
  GILLANDERS.NS   | Price:   90.21 | Entry:   88.41 | Target:  113.45 | Risk: LOW       
  KMSUGAR.NS      | Price:   28.44 | Entry:   27.87 | Target:   33.57 | Risk: LOW       
  PIGL.NS         | Price:  112.52 | Entry:  110.27 | Target:  142.59 | Risk: LOW       
  KALYANIFRG.NS   | Price:  694.40 | Entry:  680.51 | Target:  845.78 | Risk: LOW       
  ARIHANTACA.NS   | Price:  481.00 | Entry:  471.38 | Target:  497.79 | Risk: LOW       
  PONNIERODE.NS   | Price:  352.85 | Entry:  345.79 | Target:  416.90 | Risk: LOW       
  CPCAP.NS        | Price:  137.81 | Entry:  135.05 | Target:  170.00 | Risk: LOW       
  SALSTEEL.NS     | Price:   70.66 | Entry:   69.25 | Target:   91.19 | Risk: LOW       
  ATALREAL.NS     | Price:   36.25 | Entry:   35.52 | Target:   41.03 | Risk: LOW       
  CHEMBOND.NS     | Price:  179.95 | Entry:  176.35 | Target:  218.57 | Risk: LOW       
  CORDSCABLE.NS   | Price:  219.00 | Entry:  214.62 | Target:  264.82 | Risk: LOW       
  ABAN.NS         | Price:   18.46 | Entry:   18.09 | Target:   21.98 | Risk: LOW       
  WORTHPERI.NS    | Price:  152.00 | Entry:  148.96 | Target:  193.50 | Risk: LOW       
  TRIGYN.NS       | Price:   56.00 | Entry:   54.88 | Target:   65.20 | Risk: LOW       
  MHLXMIRU.NS     | Price:  194.74 | Entry:  190.85 | Target:  237.09 | Risk: LOW       
  DHARAN.NS       | Price:    0.16 | Entry:    0.16 | Target:    0.23 | Risk: LOW       
  AMJLAND.NS      | Price:   39.38 | Entry:   38.59 | Target:   48.01 | Risk: LOW       
  NEPHROCARE.NS   | Price:   87.65 | Entry:    85.9 | Target:  104.36 | Risk: LOW       
  PLAZACABLE.NS   | Price:   56.38 | Entry:   55.25 | Target:   67.16 | Risk: LOW       
  RANASUG.NS      | Price:   13.18 | Entry:   12.92 | Target:   15.64 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  310.92 | Entry:   304.7 | Target:  402.55 | Risk: LOW       
  AAREYDRUGS.NS   | Price:   84.39 | Entry:    82.7 | Target:  100.62 | Risk: LOW       
  NATCAPSUQ.NS    | Price:  159.08 | Entry:   155.9 | Target:  214.74 | Risk: LOW       
  GULFPETRO.NS    | Price:   62.75 | Entry:   61.49 | Target:   79.13 | Risk: LOW       
  PROPEQUITY.NS   | Price:  234.50 | Entry:  229.81 | Target:  261.16 | Risk: LOW       
  ARCHIDPLY.NS    | Price:   94.62 | Entry:   92.73 | Target:  116.08 | Risk: LOW       
  CENTEXT.NS      | Price:   21.84 | Entry:    21.4 | Target:   28.33 | Risk: LOW       
  KEYFINSERV.NS   | Price:  268.85 | Entry:  263.47 | Target:  321.52 | Risk: LOW       
  ESSENTIA.NS     | Price:    1.51 | Entry:    1.48 | Target:    1.79 | Risk: LOW       
  TAINWALCHM.NS   | Price:  202.95 | Entry:  198.89 | Target:  248.74 | Risk: LOW       
  ENFUSE.NS       | Price:  169.95 | Entry:  166.55 | Target:  197.56 | Risk: LOW       
  ARVEE.NS        | Price:  165.50 | Entry:  162.19 | Target:  220.92 | Risk: LOW       
  SIKKO.NS        | Price:    5.79 | Entry:    5.67 | Target:    7.38 | Risk: LOW       
  KESORAMIND.NS   | Price:   12.11 | Entry:   11.87 | Target:   14.70 | Risk: LOW       
  PURVFLEXI.NS    | Price:   52.40 | Entry:   51.35 | Target:   61.44 | Risk: LOW       
  MANAKALUCO.NS   | Price:   40.19 | Entry:   39.39 | Target:   52.36 | Risk: LOW       
  CPS.NS          | Price: 1040.00 | Entry:  1019.2 | Target: 1137.84 | Risk: LOW       
  AARTECH.NS      | Price:   50.49 | Entry:   49.48 | Target:   60.50 | Risk: LOW       
  LAL.NS          | Price:    9.13 | Entry:    8.95 | Target:   12.72 | Risk: LOW       
  PRAENG.NS       | Price:   21.09 | Entry:   20.67 | Target:   26.99 | Risk: LOW       
  INDTERRAIN.NS   | Price:   31.80 | Entry:   31.16 | Target:   42.12 | Risk: LOW       
  KORE.NS         | Price:  179.90 | Entry:   176.3 | Target:  241.26 | Risk: LOW       
  LANCORHOL.NS    | Price:   28.10 | Entry:   27.54 | Target:   37.64 | Risk: LOW       
  AARVI.NS        | Price:  155.00 | Entry:   151.9 | Target:  187.78 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  169.50 | Entry:  166.11 | Target:  201.25 | Risk: LOW       
  RSSOFTWARE.NS   | Price:   34.49 | Entry:    33.8 | Target:   41.16 | Risk: LOW       
  CORALFINAC.NS   | Price:   33.73 | Entry:   33.06 | Target:   43.65 | Risk: LOW       
  CANARYS.NS      | Price:   23.05 | Entry:   22.59 | Target:   30.09 | Risk: LOW       
  IVP.NS          | Price:  180.49 | Entry:  176.88 | Target:  218.48 | Risk: LOW       
  QMSMEDI.NS      | Price:  126.00 | Entry:  123.48 | Target:  151.15 | Risk: LOW       
  VR.NS           | Price:  144.30 | Entry:  141.41 | Target:  162.66 | Risk: LOW       
  SIGIND.NS       | Price:   70.05 | Entry:   68.65 | Target:   94.93 | Risk: LOW       
  DOLLEX.NS       | Price:   32.15 | Entry:   31.51 | Target:   37.22 | Risk: LOW       
  TEXMOPIPES.NS   | Price:   46.76 | Entry:   45.82 | Target:   55.50 | Risk: LOW       
  SHREEOSFM.NS    | Price:   60.00 | Entry:    58.8 | Target:   71.87 | Risk: LOW       
  AIROLAM.NS      | Price:   91.35 | Entry:   89.52 | Target:  108.60 | Risk: LOW       
  GLOBALPET.NS    | Price:  162.00 | Entry:  158.76 | Target:  172.00 | Risk: LOW       
  ALPHAGEO.NS     | Price:  298.87 | Entry:  292.89 | Target:  405.99 | Risk: LOW       
  GVPTECH.NS      | Price:    7.13 | Entry:    6.99 | Target:    8.51 | Risk: LOW       
  RPPL.NS         | Price:   23.56 | Entry:   23.09 | Target:   31.08 | Risk: LOW       
  SHEETAL.NS      | Price:  332.00 | Entry:  325.36 | Target:  382.02 | Risk: LOW       
  SADHAV.NS       | Price:  118.00 | Entry:  115.64 | Target:  133.30 | Risk: LOW       
  HECPROJECT.NS   | Price:  137.50 | Entry:  134.75 | Target:  167.79 | Risk: LOW       
  SLONE.NS        | Price:  138.85 | Entry:  136.07 | Target:  173.03 | Risk: LOW       
  STEELCITY.NS    | Price:   83.88 | Entry:    82.2 | Target:   99.65 | Risk: LOW       
  BTML.NS         | Price:    8.87 | Entry:    8.69 | Target:   12.07 | Risk: LOW       
  SAMBHAAV.NS     | Price:    6.69 | Entry:    6.56 | Target:    8.69 | Risk: LOW       
  MASTER.NS       | Price:  475.00 | Entry:   465.5 | Target:  537.66 | Risk: LOW       
  AUSOMENT.NS     | Price:  153.90 | Entry:  150.82 | Target:  193.26 | Risk: LOW       
  GTL.NS          | Price:    7.79 | Entry:    7.63 | Target:    9.50 | Risk: LOW       
  SMARTLINK.NS    | Price:  220.00 | Entry:   215.6 | Target:  269.80 | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   50.80 | Entry:   49.78 | Target:   68.19 | Risk: LOW       
  VITAL.NS        | Price:   52.50 | Entry:   51.45 | Target:   56.67 | Risk: LOW       
  JOCIL.NS        | Price:  153.99 | Entry:  150.91 | Target:  184.03 | Risk: LOW       
  URBAN.NS        | Price:  144.40 | Entry:  141.51 | Target:  175.72 | Risk: LOW       
  MCL.NS          | Price:   58.58 | Entry:   57.41 | Target:   71.47 | Risk: LOW       
  VIPULLTD.NS     | Price:   13.75 | Entry:   13.47 | Target:   17.43 | Risk: LOW       
  SALONA.NS       | Price:  264.76 | Entry:  259.46 | Target:  334.99 | Risk: LOW       
  LOYALTEX.NS     | Price:  220.00 | Entry:   215.6 | Target:  278.89 | Risk: LOW       
  RAJSREESUG.NS   | Price:   33.99 | Entry:   33.31 | Target:   42.27 | Risk: LOW       
