NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-03-11 19:25:51

BUY SIGNALS (70):
  BSE.NS          | Price: 2837.40 | Entry: 2780.65 | Target: 3306.58 | Risk: LOW       
  ABCAPITAL.NS    | Price:  323.80 | Target:  262.84 | Risk: LOW        | Conf: 100%
  UCOBANK.NS      | Price:   26.40 | Target:   21.61 | Risk: LOW        | Conf: 100%
  NHPC.NS         | Price:   73.46 | Target:   64.44 | Risk: LOW        | Conf: 100%
  TATACHEM.NS     | Price:  688.80 | Target:  599.17 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  457.80 | Target:  388.12 | Risk: LOW        | Conf: 100%
  YESBANK.NS      | Price:   19.53 | Target:   17.17 | Risk: LOW        | Conf: 100%
  IOC.NS          | Price:  160.63 | Target:  131.41 | Risk: LOW        | Conf: 100%
  IRCON.NS        | Price:  137.16 | Target:  107.82 | Risk: LOW        | Conf: 100%
  RVNL.NS         | Price:  277.20 | Target:  213.91 | Risk: LOW        | Conf: 100%
  RAILTEL.NS      | Price:  283.50 | Target:  221.89 | Risk: LOW        | Conf: 100%
  BEML.NS         | Price: 1610.10 | Target: 1318.99 | Risk: LOW        | Conf: 100%
  ACC.NS          | Price: 1456.40 | Target: 1293.15 | Risk: LOW        | Conf: 100%
  NUVOCO.NS       | Price:  297.65 | Target:  235.95 | Risk: LOW        | Conf: 100%
  PNB.NS          | Price:  115.84 | Target:   97.12 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  384.25 | Target:  291.13 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1795.30 | Target: 1554.26 | Risk: LOW        | Conf: 100%
  DABUR.NS        | Price:  471.85 | Target:  408.69 | Risk: LOW        | Conf: 100%
  FLUOROCHEM.NS   | Price: 3245.60 | Target: 2693.49 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  238.70 | Target:  206.32 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  802.40 | Target:  700.51 | Risk: LOW        | Conf: 100%
  SHYAMMETL.NS    | Price:  785.55 | Target:  641.84 | Risk: LOW        | Conf: 100%
  ECLERX.NS       | Price: 3114.40 | Target: 2266.79 | Risk: LOW        | Conf: 100%
  JSL.NS          | Price:  736.55 | Target:  580.53 | Risk: LOW        | Conf: 100%
  KOTAKBANK.NS    | Price:  383.20 | Target:  336.65 | Risk: LOW        | Conf: 100%
  PAGEIND.NS      | Price: 31595.00 | Target: 27745.00 | Risk: LOW        | Conf: 100%
  ETERNAL.NS      | Price:  223.80 | Target:  177.75 | Risk: LOW        | Conf: 100%
  BANKINDIA.NS    | Price:  154.30 | Target:  127.15 | Risk: LOW        | Conf: 100%
  SRF.NS          | Price: 2488.70 | Target: 2123.52 | Risk: LOW        | Conf: 100%
  CHOLAHLDNG.NS   | Price: 1569.90 | Target: 1280.69 | Risk: LOW        | Conf: 100%
  ITC.NS          | Price:  309.00 | Target:  282.36 | Risk: LOW        | Conf: 100%
  AKZOINDIA.NS    | Price: 2880.80 | Target: 2379.05 | Risk: LOW        | Conf: 100%
  AXISBANK.NS     | Price: 1255.80 | Target: 1097.37 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   41.62 | Target:   34.30 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3168.20 | Target: 2689.41 | Risk: LOW        | Conf: 100%
  GMRAIRPORT.NS   | Price:   93.79 | Target:   77.72 | Risk: LOW        | Conf: 100%
  MINDACORP.NS    | Price:  494.25 | Target:  389.27 | Risk: LOW        | Conf: 100%
  CRISIL.NS       | Price: 4311.30 | Target: 3773.05 | Risk: LOW        | Conf: 100%
  CANFINHOME.NS   | Price:  865.95 | Target:  722.45 | Risk: LOW        | Conf: 100%
  PGEL.NS         | Price:  550.10 | Target:  406.72 | Risk: LOW        | Conf: 100%
  APOLLOTYRE.NS   | Price:  434.25 | Target:  366.80 | Risk: LOW        | Conf: 100%
  TATAINVEST.NS   | Price:  622.90 | Target:  462.24 | Risk: LOW        | Conf: 100%
  IDEA.NS         | Price:    9.71 | Target:    7.69 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4350.70 | Target: 3476.09 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  199.71 | Target:  170.59 | Risk: LOW        | Conf: 100%
  CONCOR.NS       | Price:  470.45 | Target:  406.99 | Risk: LOW        | Conf: 100%
  RBLBANK.NS      | Price:  297.70 | Target:  243.56 | Risk: LOW        | Conf: 100%
  INTELLECT.NS    | Price:  662.25 | Target:  538.23 | Risk: LOW        | Conf: 100%
  HEXT.NS         | Price:  428.90 | Target:  308.24 | Risk: LOW        | Conf: 100%
  HSCL.NS         | Price:  447.00 | Target:  360.36 | Risk: LOW        | Conf: 100%
  OLAELEC.NS      | Price:   23.92 | Target:   17.82 | Risk: LOW        | Conf: 100%
  BIKAJI.NS       | Price:  619.90 | Target:  539.74 | Risk: LOW        | Conf: 80%
  BAJAJHFL.NS     | Price:   83.74 | Target:   75.06 | Risk: LOW        | Conf: 100%
  AAVAS.NS        | Price: 1211.80 | Target: 1020.84 | Risk: LOW        | Conf: 100%
  LT.NS           | Price: 3838.80 | Target: 3135.76 | Risk: LOW        | Conf: 100%
  TVSMOTOR.NS     | Price: 3600.80 | Target: 2996.59 | Risk: LOW        | Conf: 100%
  ABFRL.NS        | Price:   61.74 | Target:   50.41 | Risk: LOW        | Conf: 100%
  COCHINSHIP.NS   | Price: 1460.70 | Target: 1196.06 | Risk: LOW        | Conf: 80%
  FIVESTAR.NS     | Price:  380.60 | Target:  316.28 | Risk: LOW        | Conf: 100%
  VENTIVE.NS      | Price:  670.90 | Target:  555.17 | Risk: LOW        | Conf: 100%
  TATATECH.NS     | Price:  556.90 | Target:  481.42 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  123.02 | Target:   94.86 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  229.57 | Target:  188.32 | Risk: LOW        | Conf: 100%
  ADANIGREEN.NS   | Price:  849.65 | Target:  689.22 | Risk: LOW        | Conf: 100%
  PATANJALI.NS    | Price:  497.85 | Target:  433.53 | Risk: LOW        | Conf: 100%
  CANBK.NS        | Price:  139.41 | Target:  115.01 | Risk: LOW        | Conf: 100%
  TATAELXSI.NS    | Price: 4343.40 | Target: 3567.72 | Risk: LOW        | Conf: 100%
  LATENTVIEW.NS   | Price:  299.15 | Target:  225.83 | Risk: LOW        | Conf: 100%
  APLLTD.NS       | Price:  706.10 | Target:  597.28 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  655.95 | Target:  536.27 | Risk: LOW        | Conf: 100%
  JYOTHYLAB.NS    | Price:  236.65 | Target:  194.14 | Risk: LOW        | Conf: 100%
  IRCTC.NS        | Price:  534.15 | Target:  431.11 | Risk: LOW        | Conf: 100%
  HDFCBANK.NS     | Price:  833.95 | Target:  739.52 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  393.65 | Target:  339.54 | Risk: LOW        | Conf: 100%
  JKTYRE.NS       | Price:  434.75 | Target:  298.43 | Risk: LOW        | Conf: 100%
  ICICIPRULI.NS   | Price:  598.50 | Target:  502.21 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1212.50 | Target: 1012.64 | Risk: LOW        | Conf: 100%
  INDUSTOWER.NS   | Price:  438.75 | Target:  375.57 | Risk: LOW        | Conf: 100%
  PETRONET.NS     | Price:  289.65 | Target:  229.81 | Risk: LOW        | Conf: 100%
  LTFOODS.NS      | Price:  382.75 | Target:  250.91 | Risk: LOW        | Conf: 100%
  TATACOMM.NS     | Price: 1482.90 | Target: 1187.51 | Risk: LOW        | Conf: 100%
  ASHOKLEY.NS     | Price:  184.66 | Target:  148.26 | Risk: LOW        | Conf: 100%
  NTPCGREEN.NS    | Price:   86.73 | Target:   75.94 | Risk: LOW        | Conf: 100%
  CARBORUNIV.NS   | Price:  787.10 | Target:  679.53 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  284.60 | Target:  227.51 | Risk: LOW        | Conf: 100%
  SUNDRMFAST.NS   | Price:  836.45 | Target:  701.22 | Risk: LOW        | Conf: 100%
  NYKAA.NS        | Price:  251.70 | Target:  211.97 | Risk: LOW        | Conf: 100%
  NAUKRI.NS       | Price:  956.50 | Target:  783.85 | Risk: LOW        | Conf: 100%
  AEGISLOG.NS     | Price:  616.55 | Target:  478.16 | Risk: LOW        | Conf: 100%
  LTIM.NS         | Price: 4323.10 | Target: 3504.89 | Risk: LOW        | Conf: 100%
  VIJAYA.NS       | Price:  962.10 | Target:  810.96 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1570.40 | Target: 1311.57 | Risk: LOW        | Conf: 100%
  360ONE.NS       | Price: 1048.10 | Target:  888.03 | Risk: LOW        | Conf: 100%
  PPLPHARMA.NS    | Price:  155.42 | Target:  132.77 | Risk: LOW        | Conf: 100%
  INOXWIND.NS     | Price:   82.26 | Target:   64.69 | Risk: LOW        | Conf: 100%
  MPHASIS.NS      | Price: 2184.90 | Target: 1752.86 | Risk: LOW        | Conf: 80%
  PHOENIXLTD.NS   | Price: 1575.70 | Target: 1339.84 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  810.10 | Target:  662.67 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 5398.50 | Target: 4656.36 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  253.40 | Target:  206.94 | Risk: LOW        | Conf: 100%
  CHOLAFIN.NS     | Price: 1557.40 | Target: 1224.44 | Risk: LOW        | Conf: 100%
  HEG.NS          | Price:  524.75 | Target:  421.50 | Risk: LOW        | Conf: 100%
  INDHOTEL.NS     | Price:  624.05 | Target:  534.26 | Risk: LOW        | Conf: 100%
  TRITURBINE.NS   | Price:  474.60 | Target:  404.51 | Risk: LOW        | Conf: 100%
  WOCKPHARMA.NS   | Price: 1305.40 | Target: 1090.26 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   22.86 | Target:   17.16 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  108.02 | Target:   83.44 | Risk: LOW        | Conf: 100%
  ALKYLAMINE.NS   | Price: 1321.40 | Target: 1116.61 | Risk: LOW        | Conf: 100%
  CROMPTON.NS     | Price:  247.50 | Target:  210.70 | Risk: LOW        | Conf: 100%
  BRITANNIA.NS    | Price: 5921.50 | Target: 5351.86 | Risk: LOW        | Conf: 80%
  IIFL.NS         | Price:  480.85 | Target:  390.74 | Risk: LOW        | Conf: 100%
  ESCORTS.NS      | Price: 3396.60 | Target: 2807.21 | Risk: LOW        | Conf: 100%
  SONATSOFTW.NS   | Price:  244.80 | Target:  190.28 | Risk: LOW        | Conf: 100%
  GILLETTE.NS     | Price: 7979.00 | Target: 7009.18 | Risk: LOW        | Conf: 100%
  PFIZER.NS       | Price: 4704.50 | Target: 4075.36 | Risk: LOW        | Conf: 100%
  SOBHA.NS        | Price: 1354.90 | Target: 1090.90 | Risk: LOW        | Conf: 100%
  ERIS.NS         | Price: 1349.30 | Target: 1171.87 | Risk: LOW        | Conf: 100%
  POLYCAB.NS      | Price: 7429.50 | Target: 6007.89 | Risk: LOW        | Conf: 100%
  CYIENT.NS       | Price:  924.60 | Target:  753.74 | Risk: LOW        | Conf: 100%
  RAMCOCEM.NS     | Price:  995.10 | Target:  794.17 | Risk: LOW        | Conf: 100%
  CAPLIPOINT.NS   | Price: 1690.10 | Target: 1502.42 | Risk: LOW        | Conf: 80%
  LTF.NS          | Price:  266.65 | Target:  218.65 | Risk: LOW        | Conf: 100%
  EICHERMOT.NS    | Price: 7253.50 | Target: 6069.21 | Risk: LOW        | Conf: 100%
  FEDERALBNK.NS   | Price:  269.45 | Target:  230.68 | Risk: LOW        | Conf: 100%
  DOMS.NS         | Price: 2097.70 | Target: 1753.27 | Risk: LOW        | Conf: 100%
  BAJAJ-AUTO.NS   | Price: 9327.50 | Target: 7984.29 | Risk: LOW        | Conf: 100%
  TTML.NS         | Price:   38.97 | Target:   31.99 | Risk: LOW        | Conf: 100%
  LTTS.NS         | Price: 3097.40 | Target: 2399.97 | Risk: LOW        | Conf: 80%
  AGARWALEYE.NS   | Price:  444.80 | Target:  365.80 | Risk: LOW        | Conf: 100%
  BOSCHLTD.NS     | Price: 31715.00 | Target: 26359.64 | Risk: LOW        | Conf: 100%
  BERGEPAINT.NS   | Price:  430.65 | Target:  370.20 | Risk: LOW        | Conf: 100%
  PGHH.NS         | Price: 10839.00 | Target: 9740.07 | Risk: LOW        | Conf: 100%
  SBICARD.NS      | Price:  715.00 | Target:  600.71 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  238.25 | Target:  197.41 | Risk: LOW        | Conf: 100%
  KPITTECH.NS     | Price:  682.75 | Target:  516.77 | Risk: LOW        | Conf: 100%
  KFINTECH.NS     | Price:  926.85 | Target:  774.23 | Risk: LOW        | Conf: 100%
  BAYERCROP.NS    | Price: 4520.60 | Target: 3960.06 | Risk: LOW        | Conf: 80%
  POLICYBZR.NS    | Price: 1463.20 | Target: 1204.24 | Risk: LOW        | Conf: 100%
  BAJFINANCE.NS   | Price:  893.65 | Target:  762.56 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  335.35 | Target:  270.60 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  390.50 | Target:  331.05 | Risk: LOW        | Conf: 100%
  HAVELLS.NS      | Price: 1365.50 | Target: 1185.89 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price:  900.55 | Target:  710.94 | Risk: LOW        | Conf: 100%
  ZEEL.NS         | Price:   80.48 | Target:   67.68 | Risk: LOW        | Conf: 100%
  WELSPUNLIV.NS   | Price:  118.68 | Target:   92.22 | Risk: LOW        | Conf: 100%
  CHALET.NS       | Price:  774.95 | Target:  631.74 | Risk: LOW        | Conf: 100%
  RHIM.NS         | Price:  380.20 | Target:  300.15 | Risk: LOW        | Conf: 100%
  NEULANDLAB.NS   | Price: 12828.00 | Target: 10225.14 | Risk: LOW        | Conf: 100%
  DEEPAKNTR.NS    | Price: 1489.60 | Target: 1262.85 | Risk: LOW        | Conf: 100%
  COROMANDEL.NS   | Price: 2020.70 | Target: 1631.31 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  790.95 | Target:  690.91 | Risk: LOW        | Conf: 100%
  JMFINANCIL.NS   | Price:  121.69 | Target:   92.93 | Risk: LOW        | Conf: 100%
  FORTIS.NS       | Price:  881.20 | Target:  754.24 | Risk: LOW        | Conf: 100%
  MOTILALOFS.NS   | Price:  699.05 | Target:  573.26 | Risk: LOW        | Conf: 100%
  CERA.NS         | Price: 4652.10 | Target: 3999.92 | Risk: LOW        | Conf: 100%
  DBREALTY.NS     | Price:  101.29 | Target:   74.40 | Risk: LOW        | Conf: 100%
  ALOKINDS.NS     | Price:   13.26 | Target:   11.05 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:   86.16 | Target:   70.44 | Risk: LOW        | Conf: 100%
  IDFCFIRSTB.NS   | Price:   66.16 | Target:   48.62 | Risk: LOW        | Conf: 100%
  AEGISVOPAK.NS   | Price:  193.27 | Target:  131.25 | Risk: LOW        | Conf: 100%
  GUJGASLTD.NS    | Price:  391.00 | Target:  299.96 | Risk: LOW        | Conf: 100%
  GRAPHITE.NS     | Price:  648.95 | Target:  491.31 | Risk: LOW        | Conf: 80%
  AWL.NS          | Price:  179.40 | Target:  145.19 | Risk: LOW        | Conf: 100%
  RRKABEL.NS      | Price: 1424.60 | Target: 1120.56 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  162.67 | Target:  136.79 | Risk: LOW        | Conf: 100%
  HDFCAMC.NS      | Price: 2448.20 | Target: 2060.70 | Risk: LOW        | Conf: 100%
  PCBL.NS         | Price:  273.15 | Target:  205.86 | Risk: LOW        | Conf: 100%
  PAYTM.NS        | Price: 1025.70 | Target:  829.77 | Risk: LOW        | Conf: 100%
  LICHSGFIN.NS    | Price:  505.40 | Target:  431.92 | Risk: LOW        | Conf: 100%
  NIVABUPA.NS     | Price:   71.52 | Target:   62.03 | Risk: LOW        | Conf: 100%
  BLS.NS          | Price:  249.15 | Target:  187.61 | Risk: LOW        | Conf: 100%
  CHOICEIN.NS     | Price:  649.90 | Target:  514.36 | Risk: LOW        | Conf: 100%
  HONAUT.NS       | Price: 30650.00 | Target: 27566.07 | Risk: LOW        | Conf: 100%
  GPIL.NS         | Price:  253.75 | Target:  203.75 | Risk: LOW        | Conf: 100%
  OBEROIRLTY.NS   | Price: 1488.80 | Target: 1278.98 | Risk: LOW        | Conf: 80%
  UTIAMC.NS       | Price:  983.30 | Target:  813.71 | Risk: LOW        | Conf: 100%
  NH.NS           | Price: 1736.20 | Target: 1501.88 | Risk: LOW        | Conf: 100%
  DLF.NS          | Price:  573.20 | Target:  482.20 | Risk: LOW        | Conf: 100%
  FSL.NS          | Price:  218.00 | Target:  156.78 | Risk: LOW        | Conf: 100%
  BATAINDIA.NS    | Price:  718.70 | Target:  623.15 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  280.30 | Target:  223.84 | Risk: LOW        | Conf: 100%
  JUBLINGREA.NS   | Price:  570.50 | Target:  464.70 | Risk: LOW        | Conf: 100%
  JPPOWER.NS      | Price:   13.66 | Target:   11.05 | Risk: LOW        | Conf: 100%
  ENDURANCE.NS    | Price: 2485.20 | Target: 2007.49 | Risk: LOW        | Conf: 100%
  METROPOLIS.NS   | Price: 1837.00 | Target: 1560.64 | Risk: LOW        | Conf: 100%
  ITCHOTELS.NS    | Price:  162.12 | Target:  139.24 | Risk: LOW        | Conf: 100%
  MSUMI.NS        | Price:   40.18 | Target:   33.42 | Risk: LOW        | Conf: 100%
  CRAFTSMAN.NS    | Price: 7325.50 | Target: 6034.96 | Risk: LOW        | Conf: 100%
  JUBLPHARMA.NS   | Price:  807.65 | Target:  643.77 | Risk: LOW        | Conf: 100%
  ZFCVINDIA.NS    | Price: 13984.00 | Target: 11647.93 | Risk: LOW        | Conf: 100%
  NAM-INDIA.NS    | Price:  857.30 | Target:  675.19 | Risk: LOW        | Conf: 100%
  GSPL.NS         | Price:  285.15 | Target:  231.20 | Risk: LOW        | Conf: 100%
  HBLENGINE.NS    | Price:  670.60 | Target:  530.40 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  457.60 | Target:  271.28 | Risk: LOW        | Conf: 100%
  SYRMA.NS        | Price:  757.50 | Target:  576.21 | Risk: LOW        | Conf: 100%
  CENTURYPLY.NS   | Price:  690.25 | Target:  573.68 | Risk: LOW        | Conf: 100%
  JKCEMENT.NS     | Price: 5151.00 | Target: 4278.86 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3453.40 | Target: 2935.90 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  511.85 | Target:  418.81 | Risk: LOW        | Conf: 100%
  GODREJIND.NS    | Price:  888.60 | Target:  719.12 | Risk: LOW        | Conf: 100%
  TRIDENT.NS      | Price:   23.10 | Target:   18.96 | Risk: LOW        | Conf: 100%
  TBOTEK.NS       | Price: 1207.20 | Target:  918.27 | Risk: LOW        | Conf: 100%
  ASAHIINDIA.NS   | Price:  864.55 | Target:  679.00 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  676.20 | Target:  569.50 | Risk: LOW        | Conf: 100%
  ACE.NS          | Price:  853.40 | Target:  725.17 | Risk: LOW        | Conf: 80%
  CREDITACC.NS    | Price: 1195.30 | Target:  934.09 | Risk: LOW        | Conf: 100%
  POONAWALLA.NS   | Price:  417.70 | Target:  340.99 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price:  990.00 | Target:  813.71 | Risk: LOW        | Conf: 100%
  BHEL.NS         | Price:  255.75 | Target:  212.54 | Risk: LOW        | Conf: 100%
  CHAMBLFERT.NS   | Price:  431.75 | Target:  366.68 | Risk: LOW        | Conf: 100%
  BAJAJHLDNG.NS   | Price: 10177.00 | Target: 8627.36 | Risk: LOW        | Conf: 100%
  TRIVENI.NS      | Price:  367.40 | Target:  292.61 | Risk: LOW        | Conf: 80%
  ELECON.NS       | Price:  401.30 | Target:  311.67 | Risk: LOW        | Conf: 100%
  GODREJPROP.NS   | Price: 1651.10 | Target: 1323.99 | Risk: LOW        | Conf: 100%
  BHARTIHEXA.NS   | Price: 1536.20 | Target: 1308.27 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1183.00 | Target:  942.32 | Risk: LOW        | Conf: 100%
  UNOMINDA.NS     | Price: 1081.70 | Target:  867.45 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1505.30 | Target: 1279.34 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  353.20 | Target:  263.54 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1271.50 | Target: 1023.68 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  291.70 | Target:  214.59 | Risk: LOW        | Conf: 100%
  MAHSCOOTER.NS   | Price: 12755.00 | Target: 10806.79 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:   90.31 | Target:   62.49 | Risk: LOW        | Conf: 100%
  CUB.NS          | Price:  247.05 | Target:  194.66 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  842.45 | Target:  616.13 | Risk: LOW        | Conf: 100%
  JTLIND.NS       | Price:   54.56 | Target:   39.24 | Risk: LOW        | Conf: 100%
  PVP.NS          | Price:   25.95 | Target:   17.94 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  111.83 | Target:   78.89 | Risk: LOW        | Conf: 100%
  EQUITASBNK.NS   | Price:   58.16 | Target:   44.63 | Risk: LOW        | Conf: 100%
