NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-02 06:28:13

BUY SIGNALS (628):
  TCS.NS          | Price: 2337.40 | Entry: 2290.65 | Target: 2616.40 | Risk: LOW       
  AKI.NS          | Price:    5.48 | Entry:    5.37 | Target:    7.01 | Risk: LOW       
  CTE.NS          | Price:   44.00 | Entry:   43.12 | Target:   57.20 | Risk: LOW       
  ORIENTLTD.NS    | Price:   83.88 | Entry:    82.2 | Target:  101.50 | Risk: LOW       
  ONDOOR.NS       | Price:  301.00 | Entry:  294.98 | Target:  396.75 | Risk: LOW       
  TFL.NS          | Price:   12.78 | Entry:   12.52 | Target:   16.78 | Risk: LOW       
  ARABIAN.NS      | Price:   88.00 | Entry:   86.24 | Target:  101.77 | Risk: LOW       
  3PLAND.NS       | Price:   32.90 | Entry:   32.24 | Target:   37.83 | Risk: LOW       
  MARCO.NS        | Price:   34.00 | Entry:   33.32 | Target:   40.77 | Risk: LOW       
  FMNL.NS         | Price:   10.04 | Entry:    9.84 | Target:   13.21 | Risk: LOW       
  BANG.NS         | Price:   33.95 | Entry:   33.27 | Target:   44.62 | Risk: LOW       
  GATECH.NS       | Price:    1.00 | Entry:    0.98 | Target:    1.20 | Risk: LOW       
  SWASTIK.NS      | Price:   21.00 | Entry:   20.58 | Target:   22.86 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   51.45 | Entry:   50.42 | Target:   54.61 | Risk: LOW       
  DURLAX.NS       | Price:   65.40 | Entry:   64.09 | Target:   88.67 | Risk: LOW       
  SERVICE.NS      | Price:   71.45 | Entry:   70.02 | Target:   82.79 | Risk: LOW       
  GAYAHWS.NS      | Price:    1.99 | Entry:    1.95 | Target:    2.59 | Risk: LOW       
  ICDSLTD.NS      | Price:   59.06 | Entry:   57.88 | Target:   75.54 | Risk: LOW       
  PRESSTONIC.NS   | Price:   34.00 | Entry:   33.32 | Target:   45.59 | Risk: LOW       
  SIMBHALS.NS     | Price:    8.11 | Entry:    7.95 | Target:    9.67 | Risk: LOW       
  RULKA.NS        | Price:  110.35 | Entry:  108.14 | Target:  135.24 | Risk: LOW       
  SUPERSPIN.NS    | Price:    6.51 | Entry:    6.38 | Target:    7.22 | Risk: LOW       
  ITALIANE.NS     | Price:   34.10 | Entry:   33.42 | Target:   39.39 | Risk: LOW       
  UMA.NS          | Price:   18.55 | Entry:   18.18 | Target:   22.43 | Risk: LOW       
  ADL.NS          | Price:   76.10 | Entry:   74.58 | Target:   94.58 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   55.00 | Entry:    53.9 | Target:   74.84 | Risk: LOW       
  MOHITIND.NS     | Price:   24.00 | Entry:   23.52 | Target:   31.79 | Risk: LOW       
  VIJIFIN.NS      | Price:   15.95 | Entry:   15.63 | Target:   17.39 | Risk: LOW       
  SIGNORIA.NS     | Price:  166.00 | Entry:  162.68 | Target:  181.66 | Risk: LOW       
  RADIOWALLA.NS   | Price:   28.85 | Entry:   28.27 | Target:   31.10 | Risk: LOW       
  NEXTMEDIA.NS    | Price:    4.10 | Entry:    4.02 | Target:    6.21 | Risk: LOW       
  MEDIORG.NS      | Price:   25.65 | Entry:   25.14 | Target:   30.60 | Risk: LOW       
  SGL.NS          | Price:   10.69 | Entry:   10.48 | Target:   13.18 | Risk: LOW       
  KANANIIND.NS    | Price:    1.54 | Entry:    1.51 | Target:    1.95 | Risk: LOW       
  VINEETLAB.NS    | Price:   37.99 | Entry:   37.23 | Target:   49.19 | Risk: LOW       
  TECILCHEM.NS    | Price:    9.88 | Entry:    9.68 | Target:   15.54 | Risk: LOW       
  MEP.NS          | Price:    0.73 | Entry:    0.72 | Target:    0.78 | Risk: LOW       
  KHANDSE.NS      | Price:   17.80 | Entry:   17.44 | Target:   23.88 | Risk: LOW       
  VILINBIO.NS     | Price:   46.90 | Entry:   45.96 | Target:   51.49 | Risk: LOW       
  VERA.NS         | Price:   86.25 | Entry:   84.52 | Target:   89.11 | Risk: LOW       
  ROLLT.NS        | Price:    3.87 | Entry:    3.79 | Target:    5.06 | Risk: LOW       
  LIBAS.NS        | Price:   10.61 | Entry:    10.4 | Target:   14.05 | Risk: LOW       
  EASTSILK.NS     | Price:   61.75 | Entry:   60.52 | Target:   80.17 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   19.00 | Entry:   18.62 | Target:   24.45 | Risk: LOW       
  MANAV.NS        | Price:   36.00 | Entry:   35.28 | Target:   40.91 | Risk: LOW       
  SUPREMEENG.NS   | Price:    2.93 | Entry:    2.87 | Target:    3.18 | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.71 | Entry:    1.68 | Target:    2.11 | Risk: LOW       
  SANGINITA.NS    | Price:   61.69 | Entry:   60.46 | Target:   78.17 | Risk: LOW       
  CALSOFT.NS      | Price:   41.08 | Entry:   40.26 | Target:   50.37 | Risk: LOW       
  SANWARIA.NS     | Price:    0.20 | Entry:     0.2 | Target:    0.27 | Risk: LOW       
  BLUECHIP.NS     | Price:    2.18 | Entry:    2.14 | Target:    2.34 | Risk: LOW       
  NIRAJISPAT.NS   | Price:  429.65 | Entry:  421.06 | Target:  538.72 | Risk: LOW       
  TIJARIA.NS      | Price:    7.78 | Entry:    7.62 | Target:   11.78 | Risk: LOW       
  SILLYMONKS.NS   | Price:   16.25 | Entry:   15.92 | Target:   20.84 | Risk: LOW       
  GLFL.NS         | Price:    5.85 | Entry:    5.73 | Target:    7.72 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    4.54 | Entry:    4.45 | Target:    4.93 | Risk: LOW       
  SAROJA.NS       | Price:   40.95 | Entry:   40.13 | Target:   46.75 | Risk: LOW       
  VIVO.NS         | Price:  160.00 | Entry:   156.8 | Target:  180.91 | Risk: LOW       
  KALYANI.NS      | Price:  144.99 | Entry:  142.09 | Target:  147.45 | Risk: LOW       
  INDIFRA.NS      | Price:   12.25 | Entry:    12.0 | Target:   12.45 | Risk: LOW       
  SABAR.NS        | Price:    7.90 | Entry:    7.74 | Target:    9.35 | Risk: LOW       
  FALCONTECH.NS   | Price:   12.75 | Entry:   12.49 | Target:   15.02 | Risk: LOW       
  SMVD.NS         | Price:   17.00 | Entry:   16.66 | Target:   17.96 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.53 | Entry:    0.52 | Target:    0.68 | Risk: LOW       
  JALAN.NS        | Price:    1.90 | Entry:    1.86 | Target:    2.04 | Risk: LOW       
  DSKULKARNI.NS   | Price:   19.04 | Entry:   18.66 | Target:   21.53 | Risk: LOW       
  MBECL.NS        | Price:  234.83 | Entry:  230.13 | Target:  295.34 | Risk: ELEVATED  
  MCX.NS          | Price: 3291.80 | Entry: 3225.96 | Target: 3801.98 | Risk: LOW       

HOLD SIGNALS (878):
  RELIANCE.NS     | Price: 1305.20 | Trend:   0.15% | Mom:  -0.44% | Risk: LOW       
  ITC.NS          | Price:  267.60 | Trend:  -4.36% | Mom:   0.21% | Risk: LOW       
  HCLTECH.NS      | Price: 1331.70 | Trend:   6.14% | Mom:   0.52% | Risk: LOW       
  SUNPHARMA.NS    | Price: 1932.10 | Trend:   0.32% | Mom:   3.04% | Risk: LOW       
  AXISBANK.NS     | Price: 1256.10 | Trend:  -1.49% | Mom:   1.71% | Risk: LOW       
  BAJAJFINSV.NS   | Price: 1957.70 | Trend:   0.90% | Mom:  -2.70% | Risk: LOW       
  TITAN.NS        | Price: 4984.00 | Trend:   3.75% | Mom:  -1.66% | Risk: LOW       
  HAL.NS          | Price: 4719.90 | Trend:   1.19% | Mom:  -5.92% | Risk: LOW       
  ONGC.NS         | Price:  236.62 | Trend:  -1.55% | Mom:  -0.58% | Risk: LOW       
  ADANIPOWER.NS   | Price:  205.30 | Trend:  -3.72% | Mom:   0.63% | Risk: LOW       
  WIPRO.NS        | Price:  177.60 | Trend:  -0.38% | Mom:  -1.09% | Risk: LOW       
  POWERGRID.NS    | Price:  266.75 | Trend:  -4.10% | Mom:   1.23% | Risk: LOW       
  IOC.NS          | Price:  135.58 | Trend:  -2.59% | Mom:  -0.53% | Risk: LOW       
  TATASTEEL.NS    | Price:  182.81 | Trend:  -2.22% | Mom:  -0.65% | Risk: LOW       
  HYUNDAI.NS      | Price: 2109.00 | Trend:   1.98% | Mom:  -3.52% | Risk: LOW       
  GRASIM.NS       | Price: 3245.40 | Trend:   1.69% | Mom:  -1.02% | Risk: LOW       
  VEDL.NS         | Price:  269.80 | Trend:  -0.65% | Mom:   2.74% | Risk: LOW       
  DLF.NS          | Price:  659.50 | Trend:   0.65% | Mom:  -0.94% | Risk: LOW       
  HINDALCO.NS     | Price: 1005.70 | Trend:   1.27% | Mom:  -3.20% | Risk: LOW       
  HDFCLIFE.NS     | Price:  533.45 | Trend:  -3.74% | Mom:  -0.53% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4072.80 | Trend:   1.26% | Mom:  -6.61% | Risk: LOW       
  PIDILITIND.NS   | Price: 1627.20 | Trend:   0.42% | Mom:  -1.38% | Risk: LOW       
  BPCL.NS         | Price:  314.50 | Trend:   0.11% | Mom:   2.44% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 11114.00 | Trend:   1.03% | Mom:  -2.34% | Risk: LOW       
  TATACAP.NS      | Price:  363.40 | Trend:   0.82% | Mom:   0.07% | Risk: LOW       
  TMCV.NS         | Price:  446.45 | Trend:   1.27% | Mom:  -6.66% | Risk: LOW       
  PNB.NS          | Price:  116.15 | Trend:   4.24% | Mom:  -1.13% | Risk: LOW       
  SOLARINDS.NS    | Price: 20050.00 | Trend:   6.39% | Mom:  -1.13% | Risk: LOW       
  MUTHOOTFIN.NS   | Price: 2882.50 | Trend:  -3.87% | Mom:   0.82% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4956.50 | Trend:   1.24% | Mom:  -0.29% | Risk: LOW       
  LODHA.NS        | Price: 1176.30 | Trend:   0.43% | Mom:  -2.87% | Risk: LOW       
  GAIL.NS         | Price:  171.53 | Trend:  -0.95% | Mom:  -0.27% | Risk: LOW       
  MAXHEALTH.NS    | Price:  991.80 | Trend:  -7.47% | Mom:  -0.52% | Risk: LOW       
  BOSCHLTD.NS     | Price: 46695.00 | Trend:   7.71% | Mom:  -4.18% | Risk: LOW       
  ABB.NS          | Price: 7323.00 | Trend:   0.30% | Mom:  -1.44% | Risk: LOW       
  MOTHERSON.NS    | Price:  160.65 | Trend:   3.80% | Mom:  -5.66% | Risk: LOW       
  LGEINDIA.NS     | Price: 1647.10 | Trend:   3.83% | Mom:   0.12% | Risk: LOW       
  CGPOWER.NS      | Price:  871.95 | Trend:  -2.60% | Mom:   1.03% | Risk: LOW       
  UNIONBANK.NS    | Price:  184.14 | Trend:   4.98% | Mom:  -1.48% | Risk: LOW       
  APOLLOHOSP.NS   | Price: 8663.00 | Trend:  -1.68% | Mom:  -0.99% | Risk: LOW       
  INDHOTEL.NS     | Price:  721.15 | Trend:  -1.11% | Mom:  -0.30% | Risk: LOW       
  DRREDDY.NS      | Price: 1165.40 | Trend:  -4.37% | Mom:  -0.39% | Risk: LOW       
  INDIANB.NS      | Price:  868.55 | Trend:   2.32% | Mom:  -0.53% | Risk: LOW       
  INDUSTOWER.NS   | Price:  375.85 | Trend:  -0.72% | Mom:   0.93% | Risk: LOW       
  UNITDSPR.NS     | Price: 1454.80 | Trend:  -0.47% | Mom:  -4.54% | Risk: LOW       
  DIXON.NS        | Price: 14435.00 | Trend:   4.40% | Mom:  -0.19% | Risk: LOW       
  NAUKRI.NS       | Price: 1333.80 | Trend:   9.72% | Mom:  -1.56% | Risk: LOW       
  SRF.NS          | Price: 2580.00 | Trend:  -3.65% | Mom:   0.05% | Risk: LOW       
  BHEL.NS         | Price:  422.35 | Trend:   2.71% | Mom:   0.61% | Risk: LOW       
  NHPC.NS         | Price:   76.31 | Trend:  -2.44% | Mom:   0.18% | Risk: LOW       
  SBICARD.NS      | Price:  622.80 | Trend:  -1.90% | Mom:  -0.14% | Risk: LOW       
  ASHOKLEY.NS     | Price:  165.40 | Trend:  -0.16% | Mom:  -4.45% | Risk: LOW       
  PAYTM.NS        | Price: 1598.50 | Trend:  12.88% | Mom:   0.95% | Risk: LOW       
  GVT&D.NS        | Price: 4206.60 | Trend:  -4.73% | Mom:   2.85% | Risk: LOW       
  UNOMINDA.NS     | Price: 1233.40 | Trend:   3.48% | Mom:  -3.11% | Risk: LOW       
  VMM.NS          | Price:  107.45 | Trend:  -3.42% | Mom:   3.92% | Risk: LOW       
  NMDC.NS         | Price:   84.60 | Trend:  -0.33% | Mom:   1.50% | Risk: LOW       
  JSWINFRA.NS     | Price:  333.55 | Trend:   0.33% | Mom:   1.11% | Risk: LOW       
  JSL.NS          | Price:  727.45 | Trend:   1.65% | Mom:  -0.26% | Risk: LOW       
  AUBANK.NS       | Price: 1066.90 | Trend:   0.92% | Mom:  -0.75% | Risk: LOW       
  OBEROIRLTY.NS   | Price: 1847.10 | Trend:   0.00% | Mom:  -0.59% | Risk: LOW       
  FACT.NS         | Price:  806.50 | Trend:  -3.47% | Mom:   2.46% | Risk: LOW       
  BANKINDIA.NS    | Price:  141.62 | Trend:  -0.55% | Mom:  -0.06% | Risk: LOW       
  UPL.NS          | Price:  563.50 | Trend:  -3.63% | Mom:  -0.79% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   84.61 | Trend:   2.27% | Mom:  -1.03% | Risk: LOW       
  FEDERALBNK.NS   | Price:  349.00 | Trend:   1.05% | Mom:  -2.73% | Risk: LOW       
  KALYANKJIL.NS   | Price:  557.90 | Trend:   2.67% | Mom:  -6.27% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4554.50 | Trend:   0.17% | Mom:  -1.41% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3511.90 | Trend:   2.01% | Mom:  -2.72% | Risk: LOW       
  TATACOMM.NS     | Price: 1699.70 | Trend:  -5.43% | Mom:   0.59% | Risk: LOW       
  PAGEIND.NS      | Price: 35880.00 | Trend:  -8.16% | Mom:  -0.95% | Risk: LOW       
  GLAXO.NS        | Price: 2927.70 | Trend:  11.17% | Mom:  -3.45% | Risk: LOW       
  BALKRISIND.NS   | Price: 2295.60 | Trend:   1.36% | Mom:  -3.41% | Risk: LOW       
  COCHINSHIP.NS   | Price: 1457.30 | Trend:  -0.05% | Mom:  -1.87% | Risk: LOW       
  PREMIERENE.NS   | Price: 1005.90 | Trend:  -3.36% | Mom:   0.39% | Risk: LOW       
  LTTS.NS         | Price: 3517.60 | Trend:   2.31% | Mom:  -0.66% | Risk: LOW       
  360ONE.NS       | Price: 1145.40 | Trend:   0.51% | Mom:  -1.56% | Risk: LOW       
  MAHABANK.NS     | Price:   82.39 | Trend:   0.15% | Mom:   3.22% | Risk: LOW       
  PETRONET.NS     | Price:  289.80 | Trend:   2.94% | Mom:   0.57% | Risk: LOW       
  CONCOR.NS       | Price:  510.40 | Trend:   2.54% | Mom:  -1.51% | Risk: LOW       
  M&MFIN.NS       | Price:  362.60 | Trend:   0.59% | Mom:  -6.11% | Risk: LOW       
  NATIONALUM.NS   | Price:  370.35 | Trend:   1.79% | Mom:  -3.95% | Risk: LOW       
  JUBLFOOD.NS     | Price:  478.80 | Trend:   4.93% | Mom:  -4.35% | Risk: LOW       
  RADICO.NS       | Price: 4402.20 | Trend:   2.26% | Mom:  -6.26% | Risk: LOW       
  KAYNES.NS       | Price: 3541.70 | Trend:   0.05% | Mom:  -7.37% | Risk: LOW       
  FLUOROCHEM.NS   | Price: 4715.90 | Trend:   8.15% | Mom:   0.88% | Risk: LOW       
  ASTRAL.NS       | Price: 1502.50 | Trend:   3.96% | Mom:  -1.15% | Risk: LOW       
  NH.NS           | Price: 1918.00 | Trend:  -1.16% | Mom:   6.38% | Risk: LOW       
  APARINDS.NS     | Price: 16930.00 | Trend:   9.81% | Mom:  -1.65% | Risk: LOW       
  NLCINDIA.NS     | Price:  276.25 | Trend:  -5.77% | Mom:   3.06% | Risk: LOW       
  CDSL.NS         | Price: 1360.00 | Trend:   0.33% | Mom:   2.33% | Risk: LOW       
  DELHIVERY.NS    | Price:  453.80 | Trend:  -4.75% | Mom:   0.84% | Risk: LOW       
  GODIGIT.NS      | Price:  258.35 | Trend:  -7.42% | Mom:   1.02% | Risk: LOW       
  AJANTPHARM.NS   | Price: 3444.20 | Trend:  -0.14% | Mom:  -6.86% | Risk: LOW       
  COHANCE.NS      | Price:  455.50 | Trend:   2.41% | Mom:   0.07% | Risk: LOW       
  GILLETTE.NS     | Price: 7440.00 | Trend:  -2.33% | Mom:  -0.23% | Risk: LOW       
  GLAND.NS        | Price: 2861.20 | Trend:   9.91% | Mom:   0.70% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  433.05 | Trend:  -0.53% | Mom:  -0.68% | Risk: LOW       
  HINDCOPPER.NS   | Price:  518.05 | Trend:   1.02% | Mom:  -6.63% | Risk: LOW       
  SONACOMS.NS     | Price:  780.65 | Trend:   5.47% | Mom:  -5.20% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  276.80 | Trend:   1.03% | Mom:   0.73% | Risk: LOW       
  TATATECH.NS     | Price:  802.80 | Trend:   4.15% | Mom:  -1.20% | Risk: LOW       
  IRB.NS          | Price:   19.25 | Trend:  -3.16% | Mom:   1.42% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8298.50 | Trend:   5.15% | Mom:   0.53% | Risk: LOW       
  SYNGENE.NS      | Price:  402.70 | Trend:  -2.51% | Mom:  -0.35% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1908.90 | Trend:   5.87% | Mom:   0.39% | Risk: LOW       
  AMBER.NS        | Price: 7320.00 | Trend:  -2.12% | Mom:  -0.41% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 2552.60 | Trend:   2.31% | Mom:  -4.49% | Risk: LOW       
  MRPL.NS         | Price:  171.12 | Trend:   3.13% | Mom:  -3.05% | Risk: LOW       
  FSL.NS          | Price:  266.70 | Trend:  -0.24% | Mom:   1.08% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1722.10 | Trend:   2.04% | Mom:  -2.61% | Risk: LOW       
  WOCKPHARMA.NS   | Price: 1855.00 | Trend:  -2.68% | Mom:   1.59% | Risk: LOW       
  ANANDRATHI.NS   | Price: 2192.50 | Trend:   4.52% | Mom:   0.15% | Risk: LOW       
  PNBHOUSING.NS   | Price: 1134.70 | Trend:   2.64% | Mom:  -3.35% | Risk: LOW       
  ABSLAMC.NS      | Price: 1020.40 | Trend:  -3.47% | Mom:   0.70% | Risk: LOW       
  ASAHIINDIA.NS   | Price:  954.55 | Trend:   5.47% | Mom:  -0.86% | Risk: LOW       
  AADHARHFC.NS    | Price:  473.10 | Trend:  -6.02% | Mom:  -0.27% | Risk: LOW       
  JSWHL.NS        | Price: 11472.00 | Trend:  -0.96% | Mom:  -0.15% | Risk: LOW       
  ONESOURCE.NS    | Price: 1517.90 | Trend:  -5.18% | Mom:  -0.17% | Risk: LOW       
  KPIL.NS         | Price: 1398.50 | Trend:   3.95% | Mom:  -0.36% | Risk: LOW       
  SUNDRMFAST.NS   | Price: 1189.20 | Trend:  13.68% | Mom:  -3.18% | Risk: LOW       
  OLAELEC.NS      | Price:   39.22 | Trend:  -1.25% | Mom:   5.20% | Risk: LOW       
  CASTROLIND.NS   | Price:  185.61 | Trend:   2.00% | Mom:  -0.66% | Risk: LOW       
  BASF.NS         | Price: 3806.40 | Trend:   0.93% | Mom:  -4.36% | Risk: LOW       
  DEVYANI.NS      | Price:  135.51 | Trend:   8.61% | Mom:  -5.17% | Risk: LOW       
  NEULANDLAB.NS   | Price: 23040.00 | Trend:  12.10% | Mom:  -1.07% | Risk: LOW       
  EIDPARRY.NS     | Price:  784.35 | Trend:   1.78% | Mom:   0.48% | Risk: LOW       
  KFINTECH.NS     | Price:  920.70 | Trend:   0.58% | Mom:  -2.88% | Risk: LOW       
  RPOWER.NS       | Price:   21.96 | Trend:  -8.02% | Mom:   1.20% | Risk: LOW       
  JSWCEMENT.NS    | Price:  123.64 | Trend:  -6.60% | Mom:  -0.02% | Risk: LOW       
  JUBLPHARMA.NS   | Price:  898.10 | Trend:  -4.53% | Mom:   3.47% | Risk: LOW       
  TRITURBINE.NS   | Price:  564.85 | Trend:  -7.76% | Mom:  -0.50% | Risk: LOW       
  VENTIVE.NS      | Price:  580.50 | Trend:  -5.02% | Mom:  -0.89% | Risk: LOW       
  NAVA.NS         | Price:  557.85 | Trend:  -3.18% | Mom:   1.58% | Risk: LOW       
  CENTURYPLY.NS   | Price:  747.85 | Trend:  -2.92% | Mom:  -0.05% | Risk: LOW       
  NETWEB.NS       | Price: 5075.50 | Trend:   7.67% | Mom:   0.21% | Risk: LOW       
  TBOTEK.NS       | Price: 1707.50 | Trend:   9.35% | Mom:  -0.04% | Risk: LOW       
  CONCORDBIO.NS   | Price: 1454.80 | Trend:   5.82% | Mom:  -7.08% | Risk: LOW       
  LMW.NS          | Price: 19050.00 | Trend:  11.70% | Mom:  -3.53% | Risk: LOW       
  GABRIEL.NS      | Price: 1378.40 | Trend:   0.11% | Mom:  -4.18% | Risk: LOW       
  GMDCLTD.NS      | Price:  556.95 | Trend:  -3.73% | Mom:  -0.14% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  616.00 | Trend:   3.78% | Mom:   0.29% | Risk: LOW       
  JMFINANCIL.NS   | Price:  127.07 | Trend:   0.54% | Mom:   0.61% | Risk: LOW       
  AFCONS.NS       | Price:  282.80 | Trend:  -1.87% | Mom:   0.91% | Risk: LOW       
  ABDL.NS         | Price:  608.15 | Trend:  -3.13% | Mom:  -0.73% | Risk: LOW       
  DATAPATTNS.NS   | Price: 4460.20 | Trend:  -0.25% | Mom:  -6.58% | Risk: LOW       
  DOMS.NS         | Price: 2207.00 | Trend:  -2.13% | Mom:  -0.36% | Risk: LOW       
  LTFOODS.NS      | Price:  432.50 | Trend:   7.28% | Mom:   0.70% | Risk: LOW       
  JBMA.NS         | Price:  614.50 | Trend:  -7.31% | Mom:  -0.86% | Risk: LOW       
  RRKABEL.NS      | Price: 2704.30 | Trend:   4.70% | Mom:  -6.71% | Risk: LOW       
  INDIAMART.NS    | Price: 1737.90 | Trend:  -4.96% | Mom:  -0.87% | Risk: LOW       
  GESHIP.NS       | Price: 1309.00 | Trend:  -4.13% | Mom:  -0.49% | Risk: LOW       
  SYRMA.NS        | Price: 1430.50 | Trend:   1.04% | Mom:  -4.30% | Risk: LOW       
  NUVOCO.NS       | Price:  325.70 | Trend:  -2.07% | Mom:  -0.23% | Risk: LOW       
  KIRLOSENG.NS    | Price: 2128.20 | Trend:  -4.48% | Mom:   0.12% | Risk: LOW       
  AARTIIND.NS     | Price:  507.70 | Trend:   1.70% | Mom:  -3.67% | Risk: LOW       
  EMMVEE.NS       | Price:  323.15 | Trend:  -2.03% | Mom:   1.96% | Risk: LOW       
  BLUEDART.NS     | Price: 5021.20 | Trend:   0.25% | Mom:  -1.26% | Risk: LOW       
  ZYDUSWELL.NS    | Price:  529.15 | Trend:  -3.46% | Mom:   6.54% | Risk: LOW       
  KSB.NS          | Price:  807.80 | Trend:  -6.29% | Mom:   0.09% | Risk: LOW       
  ZENTEC.NS       | Price: 1802.80 | Trend:   0.61% | Mom:  -9.01% | Risk: LOW       
  BELRISE.NS      | Price:  233.39 | Trend:  -1.17% | Mom:   0.16% | Risk: LOW       
  TARIL.NS        | Price:  301.80 | Trend:  -3.73% | Mom:   3.62% | Risk: LOW       
  NEWGEN.NS       | Price:  519.00 | Trend:  -0.89% | Mom:  -0.18% | Risk: LOW       
  ANURAS.NS       | Price: 1243.80 | Trend:  -0.10% | Mom:   2.75% | Risk: LOW       
  GRAVITA.NS      | Price: 1771.80 | Trend:   0.78% | Mom:  -1.19% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1186.00 | Trend:  -0.83% | Mom:   0.76% | Risk: LOW       
  NCC.NS          | Price:  142.10 | Trend:  -0.59% | Mom:   1.23% | Risk: LOW       
  FINCABLES.NS    | Price: 1201.40 | Trend:   7.33% | Mom:  -9.63% | Risk: LOW       
  ACE.NS          | Price: 1082.00 | Trend:   1.86% | Mom:  -8.40% | Risk: LOW       
  CHENNPETRO.NS   | Price: 1394.00 | Trend:  13.43% | Mom:  -3.21% | Risk: LOW       
  CLEAN.NS        | Price:  821.40 | Trend:   4.87% | Mom:   0.26% | Risk: LOW       
  TITAGARH.NS     | Price:  827.55 | Trend:  -2.16% | Mom:  -0.50% | Risk: LOW       
  JYOTHYLAB.NS    | Price:  203.01 | Trend:   0.71% | Mom:  -3.64% | Risk: LOW       
  SHRIPISTON.NS   | Price: 4430.00 | Trend:   2.06% | Mom:  -1.75% | Risk: LOW       
  GRINFRA.NS      | Price:  867.55 | Trend:  -3.05% | Mom:  -0.14% | Risk: LOW       
  PRUDENT.NS      | Price: 3239.90 | Trend:   2.66% | Mom:  -4.53% | Risk: LOW       
  TTML.NS         | Price:   37.89 | Trend:  -4.82% | Mom:   0.58% | Risk: LOW       
  BLACKBUCK.NS    | Price:  575.35 | Trend:   0.92% | Mom:  -6.65% | Risk: LOW       
  SAFARI.NS       | Price: 1506.00 | Trend:  -3.41% | Mom:   1.56% | Risk: LOW       
  RUBICON.NS      | Price: 1807.90 | Trend:  16.35% | Mom:   0.21% | Risk: LOW       
  SCI.NS          | Price:  293.95 | Trend:   1.02% | Mom:  -0.47% | Risk: LOW       
  VIJAYA.NS       | Price: 1494.10 | Trend:   6.79% | Mom:  -0.21% | Risk: LOW       
  AZAD.NS         | Price: 2766.10 | Trend:  12.22% | Mom:  -2.20% | Risk: LOW       
  BALRAMCHIN.NS   | Price:  655.80 | Trend:   6.25% | Mom:   0.77% | Risk: LOW       
  WESTLIFE.NS     | Price:  542.00 | Trend:   3.04% | Mom:  -7.78% | Risk: LOW       
  RKFORGE.NS      | Price:  733.70 | Trend:  12.82% | Mom:  -2.07% | Risk: LOW       
  SHAILY.NS       | Price: 3166.10 | Trend:   3.33% | Mom:  -5.97% | Risk: LOW       
  TIMETECHNO.NS   | Price:  188.99 | Trend:  -2.42% | Mom:   1.79% | Risk: LOW       
  ASKAUTOLTD.NS   | Price:  621.70 | Trend:  13.29% | Mom:  -3.81% | Risk: LOW       
  MEDPLUS.NS      | Price:  667.50 | Trend:  -9.59% | Mom:   0.40% | Risk: LOW       
  AEQUS.NS        | Price:  244.60 | Trend:   1.31% | Mom:  -6.80% | Risk: LOW       
  TDPOWERSYS.NS   | Price:  749.45 | Trend:  18.40% | Mom:  -5.53% | Risk: LOW       
  SAPPHIRE.NS     | Price:  224.29 | Trend:  10.24% | Mom:  -3.32% | Risk: LOW       
  HCG.NS          | Price:  697.65 | Trend:   3.05% | Mom:  -2.24% | Risk: LOW       
  NESCO.NS        | Price: 1039.80 | Trend:  -2.24% | Mom:   0.49% | Risk: LOW       
  HONASA.NS       | Price:  469.90 | Trend:   1.72% | Mom:  -0.37% | Risk: LOW       
  VARROC.NS       | Price:  826.55 | Trend:  15.15% | Mom:  -2.06% | Risk: LOW       
  SANSERA.NS      | Price: 3793.50 | Trend:   8.90% | Mom:  -5.24% | Risk: LOW       
  BLUESTONE.NS    | Price:  796.20 | Trend:   9.53% | Mom:  -2.45% | Risk: LOW       
  WABAG.NS        | Price: 1959.50 | Trend:  -3.43% | Mom:  -0.90% | Risk: LOW       
  TI.NS           | Price:  541.60 | Trend:  10.63% | Mom:  -7.07% | Risk: LOW       
  DBREALTY.NS     | Price:  101.20 | Trend:  -9.54% | Mom:  -0.58% | Risk: LOW       
  POWERMECH.NS    | Price: 2460.10 | Trend:  -4.76% | Mom:   0.67% | Risk: LOW       
  ORKLAINDIA.NS   | Price:  580.20 | Trend:   0.26% | Mom:   5.30% | Risk: LOW       
