NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-02 05:07:08

BUY SIGNALS (694):
  BHARTIARTL.NS   | Price: 1972.00 | Entry: 1932.56 | Target: 2115.45 | Risk: LOW       
  SUMIT.NS        | Price:   52.23 | Entry:   51.19 | Target:   66.76 | Risk: LOW       
  INM.NS          | Price:  183.00 | Entry:  179.34 | Target:  207.30 | Risk: LOW       
  3IINFOLTD.NS    | Price:   23.21 | Entry:   22.75 | Target:   28.18 | Risk: LOW       
  DCI.NS          | Price:  329.70 | Entry:  323.11 | Target:  418.54 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   18.00 | Entry:   17.64 | Target:   19.65 | Risk: LOW       
  MEDICO.NS       | Price:   48.87 | Entry:   47.89 | Target:   60.72 | Risk: LOW       
  LOKESHMACH.NS   | Price:  338.00 | Entry:  331.24 | Target:  365.25 | Risk: LOW       
  MANCREDIT.NS    | Price:  245.28 | Entry:  240.37 | Target:  313.53 | Risk: LOW       
  ASAHISONG.NS    | Price:  394.90 | Entry:   387.0 | Target:  520.22 | Risk: LOW       
  GLOBAL.NS       | Price:  104.06 | Entry:  101.98 | Target:  122.81 | Risk: LOW       
  MARKOLINES.NS   | Price:  176.35 | Entry:  172.82 | Target:  209.78 | Risk: LOW       
  SKP.NS          | Price:  159.70 | Entry:  156.51 | Target:  177.68 | Risk: LOW       
  KCPSUGIND.NS    | Price:   31.95 | Entry:   31.31 | Target:   42.50 | Risk: LOW       
  BYKE.NS         | Price:   35.16 | Entry:   34.46 | Target:   43.06 | Risk: LOW       
  VARDHACRLC.NS   | Price:   44.91 | Entry:   44.01 | Target:   53.29 | Risk: LOW       
  MANOMAY.NS      | Price:  210.39 | Entry:  206.18 | Target:  250.29 | Risk: LOW       
  AVG.NS          | Price:  204.15 | Entry:  200.07 | Target:  248.71 | Risk: LOW       
  FROG.NS         | Price:  197.00 | Entry:  193.06 | Target:  234.75 | Risk: LOW       
  ALMONDZ.NS      | Price:   14.76 | Entry:   14.46 | Target:   18.51 | Risk: LOW       
  SINTERCOM.NS    | Price:   83.69 | Entry:   82.02 | Target:  102.48 | Risk: LOW       
  A2ZINFRA.NS     | Price:   15.55 | Entry:   15.24 | Target:   20.24 | Risk: LOW       
  PRIZOR.NS       | Price:  877.00 | Entry:  859.46 | Target:  947.45 | Risk: LOW       
  UNIHEALTH.NS    | Price:  750.00 | Entry:   735.0 | Target:  950.52 | Risk: LOW       
  BAFNAPH.NS      | Price:  262.91 | Entry:  257.65 | Target:  286.24 | Risk: LOW       
  GLOBALVECT.NS   | Price:  165.13 | Entry:  161.83 | Target:  205.99 | Risk: LOW       
  CINELINE.NS     | Price:   87.80 | Entry:   86.04 | Target:  108.73 | Risk: LOW       
  DJML.NS         | Price:  114.81 | Entry:  112.51 | Target:  141.60 | Risk: LOW       
  SAHYADRI.NS     | Price:  303.60 | Entry:  297.53 | Target:  369.94 | Risk: LOW       
  PODDARMENT.NS   | Price:  261.61 | Entry:  256.38 | Target:  332.04 | Risk: LOW       
  UYFINCORP.NS    | Price:   19.95 | Entry:   19.55 | Target:   25.09 | Risk: LOW       
  UNIVPHOTO.NS    | Price:  475.00 | Entry:   465.5 | Target:  616.91 | Risk: LOW       
  UNIVASTU.NS     | Price:  136.68 | Entry:  133.95 | Target:  173.66 | Risk: LOW       
  TRANSTEEL.NS    | Price:  123.60 | Entry:  121.13 | Target:  148.80 | Risk: LOW       
  CCHHL.NS        | Price:   13.08 | Entry:   12.82 | Target:   15.57 | Risk: LOW       
  RADIOCITY.NS    | Price:    6.79 | Entry:    6.65 | Target:    8.56 | Risk: LOW       
  CHAVDA.NS       | Price:  125.90 | Entry:  123.38 | Target:  152.44 | Risk: LOW       
  RBS.NS          | Price:   89.90 | Entry:    88.1 | Target:  108.35 | Risk: LOW       
  SCPL.NS         | Price:  615.00 | Entry:   602.7 | Target:  823.88 | Risk: LOW       
  PRATHAM.NS      | Price:  121.00 | Entry:  118.58 | Target:  139.38 | Risk: LOW       
  SUPREMEINF.NS   | Price:   83.63 | Entry:   81.96 | Target:  110.97 | Risk: LOW       
  STARPAPER.NS    | Price:  151.39 | Entry:  148.36 | Target:  185.65 | Risk: LOW       
  NURECA.NS       | Price:  343.60 | Entry:  336.73 | Target:  446.82 | Risk: LOW       
  SADHNANIQ.NS    | Price:    2.66 | Entry:    2.61 | Target:    2.90 | Risk: LOW       
  COMMITTED.NS    | Price:  350.00 | Entry:   343.0 | Target:  402.20 | Risk: LOW       
  ATALREAL.NS     | Price:   33.17 | Entry:   32.51 | Target:   39.19 | Risk: LOW       
  SHIVATEX.NS     | Price:  164.24 | Entry:  160.96 | Target:  203.84 | Risk: LOW       
  ABAN.NS         | Price:   15.79 | Entry:   15.47 | Target:   19.31 | Risk: LOW       
  KCK.NS          | Price:   19.00 | Entry:   18.62 | Target:   23.98 | Risk: LOW       
  SPECTSTM.NS     | Price:   67.75 | Entry:   66.39 | Target:   83.29 | Risk: LOW       
  KRITIKA.NS      | Price:    6.14 | Entry:    6.02 | Target:    7.41 | Risk: LOW       
  AMJLAND.NS      | Price:   39.34 | Entry:   38.55 | Target:   46.31 | Risk: LOW       
  MARALOVER.NS    | Price:   58.36 | Entry:   57.19 | Target:   74.22 | Risk: LOW       
  PRITIKA.NS      | Price:   64.00 | Entry:   62.72 | Target:   76.62 | Risk: LOW       
  AKIKO.NS        | Price:  355.25 | Entry:  348.14 | Target:  440.48 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  249.94 | Entry:  244.94 | Target:  315.65 | Risk: LOW       
  SADBHAV.NS      | Price:    9.08 | Entry:     8.9 | Target:   11.65 | Risk: LOW       
  GULFPETRO.NS    | Price:   49.96 | Entry:   48.96 | Target:   62.01 | Risk: LOW       
  ALUWIND.NS      | Price:   49.20 | Entry:   48.22 | Target:   61.20 | Risk: LOW       
  TIPSFILMS.NS    | Price:  386.20 | Entry:  378.48 | Target:  526.86 | Risk: LOW       
  ARCHIDPLY.NS    | Price:   81.14 | Entry:   79.52 | Target:   99.68 | Risk: LOW       
  CENTEXT.NS      | Price:   19.87 | Entry:   19.47 | Target:   23.71 | Risk: LOW       
  SIKKO.NS        | Price:    5.30 | Entry:    5.19 | Target:    6.77 | Risk: LOW       
  KESORAMIND.NS   | Price:   12.52 | Entry:   12.27 | Target:   14.66 | Risk: LOW       
  CPS.NS          | Price: 1023.00 | Entry: 1002.54 | Target: 1118.04 | Risk: LOW       
  KORE.NS         | Price:  174.50 | Entry:  171.01 | Target:  229.91 | Risk: LOW       
  LANCORHOL.NS    | Price:   26.16 | Entry:   25.64 | Target:   34.18 | Risk: LOW       
  AARVI.NS        | Price:  156.70 | Entry:  153.57 | Target:  206.16 | Risk: LOW       
  CORALFINAC.NS   | Price:   33.60 | Entry:   32.93 | Target:   45.51 | Risk: LOW       
  CANARYS.NS      | Price:   20.25 | Entry:   19.84 | Target:   24.43 | Risk: LOW       
  QMSMEDI.NS      | Price:  114.59 | Entry:   112.3 | Target:  145.36 | Risk: LOW       
  CROWN.NS        | Price:  114.59 | Entry:   112.3 | Target:  141.79 | Risk: LOW       
  VR.NS           | Price:  119.05 | Entry:  116.67 | Target:  127.60 | Risk: LOW       
  SIGIND.NS       | Price:   52.31 | Entry:   51.26 | Target:   65.01 | Risk: LOW       
  HINDCON.NS      | Price:   24.03 | Entry:   23.55 | Target:   30.10 | Risk: LOW       
  ISFT.NS         | Price:   81.31 | Entry:   79.68 | Target:  101.44 | Risk: LOW       
  GLOBALPET.NS    | Price:  159.90 | Entry:   156.7 | Target:  182.90 | Risk: LOW       
  INDIANCARD.NS   | Price:  225.72 | Entry:  221.21 | Target:  285.46 | Risk: LOW       
  ALPHAGEO.NS     | Price:  220.13 | Entry:  215.73 | Target:  266.04 | Risk: LOW       
  GVPTECH.NS      | Price:    7.03 | Entry:    6.89 | Target:    8.76 | Risk: LOW       
  BHARATGEAR.NS   | Price:  126.22 | Entry:   123.7 | Target:  149.94 | Risk: LOW       
  SADHAV.NS       | Price:  119.90 | Entry:   117.5 | Target:  136.76 | Risk: LOW       
  HECPROJECT.NS   | Price:  131.53 | Entry:   128.9 | Target:  177.87 | Risk: LOW       
  SLONE.NS        | Price:  139.55 | Entry:  136.76 | Target:  168.46 | Risk: LOW       
  BTML.NS         | Price:    7.09 | Entry:    6.95 | Target:    9.87 | Risk: LOW       
  AUSOMENT.NS     | Price:  143.14 | Entry:  140.28 | Target:  179.03 | Risk: LOW       
  GREENCHEF.NS    | Price:   51.45 | Entry:   50.42 | Target:   57.22 | Risk: LOW       
  URBAN.NS        | Price:  135.80 | Entry:  133.08 | Target:  163.09 | Risk: LOW       
  WIPL.NS         | Price:  169.22 | Entry:  165.84 | Target:  210.13 | Risk: LOW       
  BALPHARMA.NS    | Price:   88.09 | Entry:   86.33 | Target:  108.82 | Risk: LOW       
  SCML.NS         | Price:   81.05 | Entry:   79.43 | Target:   96.18 | Risk: LOW       
  OMFURN.NS       | Price:   67.00 | Entry:   65.66 | Target:   74.55 | Risk: LOW       
  GROBTEA.NS      | Price:  920.00 | Entry:   901.6 | Target: 1050.00 | Risk: LOW       
  SURYALAXMI.NS   | Price:   60.84 | Entry:   59.62 | Target:   75.65 | Risk: LOW       
  MAHICKRA.NS     | Price:  274.65 | Entry:  269.16 | Target:  324.42 | Risk: LOW       
  SIL.NS          | Price:   16.77 | Entry:   16.43 | Target:   19.70 | Risk: LOW       
  KAKATCEM.NS     | Price:  122.37 | Entry:  119.92 | Target:  141.78 | Risk: LOW       
  HOACFOODS.NS    | Price:  720.00 | Entry:   705.6 | Target:  799.18 | Risk: LOW       
  MARC.NS         | Price:  115.25 | Entry:  112.94 | Target:  152.52 | Risk: LOW       
  PIONEEREMB.NS   | Price:   25.26 | Entry:   24.75 | Target:   32.08 | Risk: LOW       
  CAPTRUST.NS     | Price:   18.17 | Entry:   17.81 | Target:   22.87 | Risk: LOW       
  ROXHITECH.NS    | Price:   47.25 | Entry:    46.3 | Target:   62.70 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   48.95 | Entry:   47.97 | Target:   66.85 | Risk: LOW       
  SILKFLEX.NS     | Price:  211.00 | Entry:  206.78 | Target:  261.98 | Risk: LOW       
  FONEBOX.NS      | Price:   86.00 | Entry:   84.28 | Target:   95.70 | Risk: LOW       
  SONAMAC.NS      | Price:   35.50 | Entry:   34.79 | Target:   41.14 | Risk: LOW       
  CLSL.NS         | Price:   65.90 | Entry:   64.58 | Target:   83.13 | Risk: LOW       
  AISL.NS         | Price:   59.00 | Entry:   57.82 | Target:   67.02 | Risk: LOW       
  VIAZ.NS         | Price:   64.00 | Entry:   62.72 | Target:   67.68 | Risk: LOW       
  CTE.NS          | Price:   34.92 | Entry:   34.22 | Target:   44.58 | Risk: LOW       
  ORIENTLTD.NS    | Price:   80.95 | Entry:   79.33 | Target:  110.45 | Risk: LOW       
  ONDOOR.NS       | Price:  269.30 | Entry:  263.91 | Target:  360.35 | Risk: LOW       
  ARABIAN.NS      | Price:   69.15 | Entry:   67.77 | Target:   72.15 | Risk: LOW       
  PARASPETRO.NS   | Price:    2.47 | Entry:    2.42 | Target:    3.16 | Risk: LOW       
  ANSALAPI.NS     | Price:    3.33 | Entry:    3.26 | Target:    3.60 | Risk: LOW       
  GATECH.NS       | Price:    0.69 | Entry:    0.68 | Target:    0.90 | Risk: LOW       
  SWASTIK.NS      | Price:   19.70 | Entry:   19.31 | Target:   22.31 | Risk: LOW       
  GRAPHISAD.NS    | Price:   29.80 | Entry:    29.2 | Target:   35.30 | Risk: LOW       
  RILINFRA.NS     | Price:   38.75 | Entry:   37.98 | Target:   47.02 | Risk: LOW       
  DURLAX.NS       | Price:   57.15 | Entry:   56.01 | Target:   69.92 | Risk: LOW       
  SERVICE.NS      | Price:   62.05 | Entry:   60.81 | Target:   72.16 | Risk: LOW       
  MALUPAPER.NS    | Price:   32.26 | Entry:   31.61 | Target:   44.98 | Risk: LOW       
  RKDL.NS         | Price:   19.74 | Entry:   19.35 | Target:   23.41 | Risk: LOW       
  UWCSL.NS        | Price:  100.70 | Entry:   98.69 | Target:  106.09 | Risk: LOW       
  BABAFP.NS       | Price:   24.75 | Entry:   24.25 | Target:   27.09 | Risk: LOW       
  BMETRICS.NS     | Price:   37.00 | Entry:   36.26 | Target:   40.84 | Risk: LOW       
  ADROITINFO.NS   | Price:   10.01 | Entry:    9.81 | Target:   12.78 | Risk: LOW       
  RCDL.NS         | Price:   32.10 | Entry:   31.46 | Target:   38.90 | Risk: LOW       
  21STCENMGM.NS   | Price:   40.17 | Entry:   39.37 | Target:   45.06 | Risk: LOW       
  UCL.NS          | Price:  204.95 | Entry:  200.85 | Target:  225.59 | Risk: LOW       
  SUPERSPIN.NS    | Price:    6.02 | Entry:     5.9 | Target:    6.49 | Risk: LOW       
  NGIL.NS         | Price:   40.94 | Entry:   40.12 | Target:   51.40 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   43.71 | Entry:   42.84 | Target:   59.91 | Risk: LOW       
  HRHNEXT.NS      | Price:   28.40 | Entry:   27.83 | Target:   31.88 | Risk: LOW       
  PRECISION.NS    | Price:    7.40 | Entry:    7.25 | Target:    9.45 | Risk: LOW       
  JFLLIFE.NS      | Price:   13.00 | Entry:   12.74 | Target:   15.66 | Risk: LOW       
  VIJIFIN.NS      | Price:   10.21 | Entry:   10.01 | Target:   11.07 | Risk: LOW       
  SIGNORIA.NS     | Price:  141.75 | Entry:  138.91 | Target:  160.55 | Risk: LOW       
  WALPAR.NS       | Price:   34.85 | Entry:   34.15 | Target:   34.97 | Risk: LOW       
  MEDIORG.NS      | Price:   27.15 | Entry:   26.61 | Target:   31.02 | Risk: LOW       
  VINEETLAB.NS    | Price:   39.63 | Entry:   38.84 | Target:   51.10 | Risk: LOW       
  SATIPOLY.NS     | Price:   40.95 | Entry:   40.13 | Target:   50.54 | Risk: LOW       
  AGUL.NS         | Price:   62.60 | Entry:   61.35 | Target:   65.69 | Risk: LOW       
  VERA.NS         | Price:   78.25 | Entry:   76.69 | Target:   82.79 | Risk: LOW       
  SKIL.NS         | Price:    0.96 | Entry:    0.94 | Target:    1.00 | Risk: LOW       
  CELLPOINT.NS    | Price:   17.25 | Entry:   16.91 | Target:   21.57 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.38 | Entry:    9.19 | Target:   13.02 | Risk: LOW       
  ASPIRE.NS       | Price:   14.50 | Entry:   14.21 | Target:   16.84 | Risk: LOW       
  YUDIZ.NS        | Price:   25.35 | Entry:   24.84 | Target:   28.67 | Risk: LOW       
  EASTSILK.NS     | Price:   59.65 | Entry:   58.46 | Target:   71.73 | Risk: LOW       
  SUPREMEENG.NS   | Price:    2.09 | Entry:    2.05 | Target:    2.25 | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.56 | Entry:    1.53 | Target:    2.01 | Risk: LOW       
  SANGINITA.NS    | Price:   65.36 | Entry:   64.05 | Target:   71.70 | Risk: LOW       
  GTECJAINX.NS    | Price:   27.95 | Entry:   27.39 | Target:   30.73 | Risk: LOW       
  INSPIRE.NS      | Price:    9.50 | Entry:    9.31 | Target:   10.39 | Risk: LOW       
  NIRAJISPAT.NS   | Price:  222.49 | Entry:  218.04 | Target:  260.89 | Risk: LOW       
  SUNREST.NS      | Price:   36.50 | Entry:   35.77 | Target:   37.96 | Risk: LOW       
  QFIL.NS         | Price:   62.80 | Entry:   61.54 | Target:   63.80 | Risk: LOW       
  TIJARIA.NS      | Price:    5.03 | Entry:    4.93 | Target:    6.99 | Risk: LOW       
  RADAAN.NS       | Price:    3.21 | Entry:    3.15 | Target:    4.33 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    2.50 | Entry:    2.45 | Target:    2.62 | Risk: LOW       
  ARENTERP.NS     | Price:   41.46 | Entry:   40.63 | Target:   64.25 | Risk: LOW       
  MTEDUCARE.NS    | Price:    2.02 | Entry:    1.98 | Target:    2.77 | Risk: LOW       
  VIVO.NS         | Price:   89.50 | Entry:   87.71 | Target:   93.84 | Risk: LOW       
  WINSOME.NS      | Price:  836.67 | Entry:  819.93 | Target:  916.43 | Risk: LOW       
  SABAR.NS        | Price:    6.35 | Entry:    6.22 | Target:    7.47 | Risk: LOW       
  QUINTEGRA.NS    | Price:    1.44 | Entry:    1.41 | Target:    1.53 | Risk: LOW       
  CLCIND.NS       | Price:   56.75 | Entry:   55.62 | Target:   58.63 | Risk: LOW       

HOLD SIGNALS (903):
  RELIANCE.NS     | Price: 1307.80 | Trend:   0.33% | Mom:  -1.46% | Risk: LOW       
  ICICIBANK.NS    | Price: 1435.40 | Trend:   5.44% | Mom:  -0.62% | Risk: LOW       
  SBIN.NS         | Price: 1027.40 | Trend:   1.16% | Mom:  -1.62% | Risk: LOW       
  LICI.NS         | Price:  424.70 | Trend:   1.56% | Mom:  -1.94% | Risk: LOW       
  LT.NS           | Price: 3938.90 | Trend:  -1.32% | Mom:   3.26% | Risk: LOW       
  ITC.NS          | Price:  281.00 | Trend:  -1.55% | Mom:   0.11% | Risk: LOW       
  KOTAKBANK.NS    | Price:  390.30 | Trend:   0.37% | Mom:   0.09% | Risk: LOW       
  NTPC.NS         | Price:  347.25 | Trend:  -2.96% | Mom:   1.58% | Risk: LOW       
  DMART.NS        | Price: 3921.00 | Trend:  -4.34% | Mom:  -0.78% | Risk: LOW       
  POWERGRID.NS    | Price:  284.25 | Trend:  -0.97% | Mom:   0.25% | Risk: LOW       
  INDIGO.NS       | Price: 5171.00 | Trend:   3.59% | Mom:  -1.48% | Risk: LOW       
  TATASTEEL.NS    | Price:  189.69 | Trend:  -2.03% | Mom:   2.04% | Risk: LOW       
  TMPV.NS         | Price:  339.75 | Trend:  -4.78% | Mom:   1.24% | Risk: LOW       
  HINDZINC.NS     | Price:  539.20 | Trend:  -3.09% | Mom:   4.02% | Risk: LOW       
  GRASIM.NS       | Price: 3100.80 | Trend:  -0.95% | Mom:  -0.29% | Risk: LOW       
  VEDL.NS         | Price:  264.25 | Trend:  -9.23% | Mom:   4.43% | Risk: LOW       
  DLF.NS          | Price:  659.30 | Trend:   6.23% | Mom:  -0.03% | Risk: LOW       
  HINDALCO.NS     | Price:  974.45 | Trend:  -2.90% | Mom:   3.21% | Risk: LOW       
  IRFC.NS         | Price:   89.15 | Trend:  -4.08% | Mom:   0.84% | Risk: LOW       
  AMBUJACEM.NS    | Price:  432.20 | Trend:   0.59% | Mom:  -1.44% | Risk: LOW       
  SOLARINDS.NS    | Price: 18391.00 | Trend:   1.19% | Mom:  -0.35% | Risk: LOW       
  TATAPOWER.NS    | Price:  380.70 | Trend:  -2.59% | Mom:   0.91% | Risk: LOW       
  GODREJCP.NS     | Price: 1070.40 | Trend:   2.67% | Mom:  -0.14% | Risk: LOW       
  HDFCAMC.NS      | Price: 2615.80 | Trend:  -0.19% | Mom:  -1.34% | Risk: LOW       
  CANBK.NS        | Price:  124.98 | Trend:  -2.39% | Mom:  -0.02% | Risk: LOW       
  MAXHEALTH.NS    | Price: 1098.50 | Trend:   3.17% | Mom:   0.79% | Risk: LOW       
  MAZDOCK.NS      | Price: 2381.80 | Trend:  -1.91% | Mom:   1.66% | Risk: LOW       
  BOSCHLTD.NS     | Price: 41085.00 | Trend:   3.29% | Mom:   0.56% | Risk: LOW       
  ABB.NS          | Price: 7284.50 | Trend:   2.47% | Mom:  -2.95% | Risk: LOW       
  CUMMINSIND.NS   | Price: 5519.00 | Trend:  -1.27% | Mom:   1.30% | Risk: LOW       
  TATACONSUM.NS   | Price: 1083.10 | Trend:  -2.97% | Mom:  -0.51% | Risk: LOW       
  POLYCAB.NS      | Price: 9106.50 | Trend:  -3.45% | Mom:   2.76% | Risk: LOW       
  ADANIENSOL.NS   | Price: 1645.40 | Trend:   4.23% | Mom:  -4.48% | Risk: LOW       
  SHREECEM.NS     | Price: 26055.00 | Trend:   1.71% | Mom:  -1.73% | Risk: LOW       
  JINDALSTEL.NS   | Price: 1102.40 | Trend:  -0.01% | Mom:   7.55% | Risk: LOW       
  IDBI.NS         | Price:   83.75 | Trend:   3.18% | Mom:  -3.76% | Risk: LOW       
  BSE.NS          | Price: 3646.20 | Trend:  -5.60% | Mom:   1.80% | Risk: LOW       
  MANKIND.NS      | Price: 2469.60 | Trend:   0.08% | Mom:  -0.59% | Risk: LOW       
  INDIANB.NS      | Price:  836.50 | Trend:   0.84% | Mom:   0.49% | Risk: LOW       
  ZYDUSLIFE.NS    | Price: 1126.80 | Trend:   1.65% | Mom:  -1.39% | Risk: LOW       
  ICICIGI.NS      | Price: 1623.70 | Trend:  -7.26% | Mom:   0.71% | Risk: LOW       
  DIXON.NS        | Price: 14049.00 | Trend:  11.04% | Mom:  -1.95% | Risk: LOW       
  BAJAJHFL.NS     | Price:   86.02 | Trend:  -0.19% | Mom:  -0.37% | Risk: LOW       
  LUPIN.NS        | Price: 2415.00 | Trend:   2.52% | Mom:  -1.15% | Risk: LOW       
  JSWENERGY.NS    | Price:  554.65 | Trend:  -1.76% | Mom:   2.49% | Risk: LOW       
  BHEL.NS         | Price:  407.00 | Trend:   1.24% | Mom:  -3.55% | Risk: LOW       
  POWERINDIA.NS   | Price: 32175.00 | Trend:  -5.41% | Mom:   0.31% | Risk: LOW       
  MEESHO.NS       | Price:  182.19 | Trend:  -0.01% | Mom:  -3.02% | Risk: LOW       
  NHPC.NS         | Price:   78.73 | Trend:   0.98% | Mom:  -0.59% | Risk: LOW       
  POLICYBZR.NS    | Price: 1601.50 | Trend:  -0.31% | Mom:   1.75% | Risk: LOW       
  SBICARD.NS      | Price:  660.15 | Trend:   7.04% | Mom:   0.83% | Risk: LOW       
  ABCAPITAL.NS    | Price:  404.30 | Trend:   5.86% | Mom:   0.68% | Risk: LOW       
  PAYTM.NS        | Price: 1343.00 | Trend:  13.09% | Mom:  -0.37% | Risk: LOW       
  IOB.NS          | Price:   33.90 | Trend:  -0.22% | Mom:   0.15% | Risk: LOW       
  OFSS.NS         | Price: 11186.00 | Trend:   5.83% | Mom:  -4.97% | Risk: LOW       
  RVNL.NS         | Price:  225.48 | Trend:  -4.14% | Mom:   0.02% | Risk: LOW       
  PRESTIGE.NS     | Price: 1616.20 | Trend:   4.75% | Mom:  -4.54% | Risk: LOW       
  FORTIS.NS       | Price:  945.00 | Trend:  -1.53% | Mom:  -0.68% | Risk: LOW       
  TORNTPOWER.NS   | Price: 1413.30 | Trend:  -0.64% | Mom:   1.64% | Risk: LOW       
  NMDC.NS         | Price:   85.04 | Trend:  -2.32% | Mom:   2.19% | Risk: LOW       
  PATANJALI.NS    | Price:  354.60 | Trend: -12.30% | Mom:   5.00% | Risk: LOW       
  GODREJPROP.NS   | Price: 2105.70 | Trend:  11.07% | Mom:   0.66% | Risk: LOW       
  LTF.NS          | Price:  311.25 | Trend:   4.86% | Mom:   0.39% | Risk: LOW       
  JSWINFRA.NS     | Price:  312.40 | Trend:   0.88% | Mom:  -8.70% | Risk: LOW       
  INDUSINDBK.NS   | Price: 1012.45 | Trend:   5.63% | Mom:  -1.44% | Risk: LOW       
  JSL.NS          | Price:  734.80 | Trend:   3.98% | Mom:  -0.37% | Risk: LOW       
  OBEROIRLTY.NS   | Price: 1827.70 | Trend:   3.49% | Mom:  -3.44% | Risk: LOW       
  BHARATFORG.NS   | Price: 2199.80 | Trend:   6.41% | Mom:   0.42% | Risk: LOW       
  FACT.NS         | Price:  826.65 | Trend:  -5.16% | Mom:  -0.83% | Risk: LOW       
  BDL.NS          | Price: 1253.10 | Trend:  -2.66% | Mom:  -0.14% | Risk: LOW       
  UPL.NS          | Price:  604.30 | Trend:  -0.35% | Mom:  -1.99% | Risk: LOW       
  GLENMARK.NS     | Price: 2233.90 | Trend:   0.62% | Mom:  -0.07% | Risk: LOW       
  SAIL.NS         | Price:  169.03 | Trend:  -4.59% | Mom:   3.67% | Risk: LOW       
  NAM-INDIA.NS    | Price: 1161.40 | Trend:   1.86% | Mom:  -2.12% | Risk: LOW       
  MPHASIS.NS      | Price: 2342.30 | Trend:   3.49% | Mom:  -2.17% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3465.40 | Trend:   0.95% | Mom:   0.92% | Risk: LOW       
  BIOCON.NS       | Price:  425.70 | Trend:   0.80% | Mom:  -2.63% | Risk: LOW       
  AIIL.NS         | Price:  539.30 | Trend:   4.49% | Mom:  -5.55% | Risk: LOW       
  GODFRYPHLP.NS   | Price: 2133.40 | Trend:  -2.58% | Mom:   1.11% | Risk: LOW       
  JKCEMENT.NS     | Price: 5444.00 | Trend:   2.01% | Mom:   0.98% | Risk: LOW       
  APLAPOLLO.NS    | Price: 1819.50 | Trend:  -0.12% | Mom:   1.34% | Risk: LOW       
  COCHINSHIP.NS   | Price: 1423.00 | Trend:  -1.46% | Mom:   1.48% | Risk: LOW       
  HEXT.NS         | Price:  561.65 | Trend:   5.64% | Mom:  -1.50% | Risk: LOW       
  VOLTAS.NS       | Price: 1328.90 | Trend:   1.95% | Mom:  -1.01% | Risk: LOW       
  MAHABANK.NS     | Price:   79.33 | Trend:  -4.86% | Mom:  -0.71% | Risk: LOW       
  NATIONALUM.NS   | Price:  350.05 | Trend:  -4.77% | Mom:   2.99% | Risk: LOW       
  DALBHARAT.NS    | Price: 1799.70 | Trend:   2.75% | Mom:  -1.29% | Risk: LOW       
  KEI.NS          | Price: 4999.00 | Trend:  -4.11% | Mom:   1.89% | Risk: LOW       
  ASTRAL.NS       | Price: 1448.60 | Trend:  -1.18% | Mom:   5.14% | Risk: LOW       
  PWL.NS          | Price:  124.89 | Trend:   1.83% | Mom:  -8.20% | Risk: LOW       
  UCOBANK.NS      | Price:   26.17 | Trend:  -0.41% | Mom:   0.42% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1681.20 | Trend:   2.98% | Mom:  -0.34% | Risk: LOW       
  NH.NS           | Price: 2029.20 | Trend:   3.64% | Mom:  -0.01% | Risk: LOW       
  GODREJIND.NS    | Price: 1317.60 | Trend:  10.54% | Mom:  -1.28% | Risk: LOW       
  POONAWALLA.NS   | Price:  463.55 | Trend:   6.88% | Mom:  -2.88% | Risk: LOW       
  3MINDIA.NS      | Price: 34615.00 | Trend:   3.52% | Mom:  -0.73% | Risk: LOW       
  IPCALAB.NS      | Price: 1747.80 | Trend:   3.80% | Mom:  -8.04% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2055.50 | Trend:  -0.49% | Mom:  -4.14% | Risk: LOW       
  APARINDS.NS     | Price: 14348.00 | Trend:  -0.10% | Mom:   3.70% | Risk: LOW       
  SJVN.NS         | Price:   68.62 | Trend:  -4.23% | Mom:  -0.74% | Risk: LOW       
  ACC.NS          | Price: 1357.40 | Trend:   0.07% | Mom:  -1.47% | Risk: LOW       
  TATAELXSI.NS    | Price: 3672.90 | Trend:  -5.58% | Mom:   4.84% | Risk: LOW       
  NLCINDIA.NS     | Price:  297.90 | Trend:  -5.84% | Mom:   0.78% | Risk: LOW       
  AWL.NS          | Price:  189.44 | Trend:   0.71% | Mom:   0.41% | Risk: LOW       
  KPITTECH.NS     | Price:  598.40 | Trend: -10.57% | Mom:   8.00% | Risk: LOW       
  CDSL.NS         | Price: 1333.00 | Trend:   2.39% | Mom:  -6.01% | Risk: LOW       
  DELHIVERY.NS    | Price:  481.95 | Trend:   2.13% | Mom:  -2.07% | Risk: LOW       
  ASTERDM.NS      | Price:  822.15 | Trend:   4.82% | Mom:   0.27% | Risk: LOW       
  HONAUT.NS       | Price: 38155.00 | Trend:   2.14% | Mom:  -2.05% | Risk: LOW       
  METROBRAND.NS   | Price: 1036.60 | Trend:   0.22% | Mom:  -3.24% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  428.15 | Trend:   2.61% | Mom:  -0.58% | Risk: LOW       
