NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-11 19:03:33

BUY SIGNALS (1352):
  LT.NS           | Price: 3959.90 | Entry:  3880.7 | Target: 4689.76 | Risk: LOW       
  IVALUE.NS       | Price:  240.48 | Entry:  235.67 | Target:  305.17 | Risk: LOW       
  QUADFUTURE.NS   | Price:  302.55 | Entry:   296.5 | Target:  372.48 | Risk: LOW       
  JAGSNPHARM.NS   | Price:  192.93 | Entry:  189.07 | Target:  213.84 | Risk: LOW       
  EKC.NS          | Price:  111.68 | Entry:  109.45 | Target:  140.18 | Risk: LOW       
  CONFIPET.NS     | Price:   55.97 | Entry:   54.85 | Target:   83.92 | Risk: LOW       
  CENTRUM.NS      | Price:   28.45 | Entry:   27.88 | Target:   40.44 | Risk: LOW       
  DOLATALGO.NS    | Price:   79.91 | Entry:   78.31 | Target:   97.29 | Risk: LOW       
  GPTINFRA.NS     | Price:  111.28 | Entry:  109.05 | Target:  136.84 | Risk: LOW       
  SURYODAY.NS     | Price:  133.77 | Entry:  131.09 | Target:  171.91 | Risk: LOW       
  RISHABH.NS      | Price:  440.40 | Entry:  431.59 | Target:  578.28 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  482.15 | Entry:  472.51 | Target:  632.26 | Risk: LOW       
  ASIANENE.NS     | Price:  301.30 | Entry:  295.27 | Target:  383.18 | Risk: LOW       
  EXCELINDUS.NS   | Price:  936.45 | Entry:  917.72 | Target: 1158.86 | Risk: LOW       
  BAJAJHCARE.NS   | Price:  337.60 | Entry:  330.85 | Target:  420.74 | Risk: LOW       
  DCMSRIND.NS     | Price:   40.82 | Entry:    40.0 | Target:   52.75 | Risk: LOW       
  CLSEL.NS        | Price:  271.48 | Entry:  266.05 | Target:  349.46 | Risk: LOW       
  PARACABLES.NS   | Price:   36.63 | Entry:    35.9 | Target:   48.46 | Risk: LOW       
  VPRPL.NS        | Price:   42.78 | Entry:   41.92 | Target:   56.83 | Risk: LOW       
  SIGACHI.NS      | Price:   21.96 | Entry:   21.52 | Target:   28.10 | Risk: LOW       
  INFOBEAN.NS     | Price:  185.12 | Entry:  181.42 | Target:  242.73 | Risk: LOW       
  ALLDIGI.NS      | Price:  826.50 | Entry:  809.97 | Target: 1031.98 | Risk: LOW       
  BLKASHYAP.NS    | Price:   49.86 | Entry:   48.86 | Target:   64.81 | Risk: LOW       
  SPORTKING.NS    | Price:  139.64 | Entry:  136.85 | Target:  174.34 | Risk: LOW       
  GODAVARIB.NS    | Price:  315.35 | Entry:  309.04 | Target:  396.69 | Risk: LOW       
  SURAJEST.NS     | Price:  219.51 | Entry:  215.12 | Target:  275.62 | Risk: LOW       
  MONTECARLO.NS   | Price:  549.15 | Entry:  538.17 | Target:  666.61 | Risk: LOW       
  SHANKARA.NS     | Price:  127.68 | Entry:  125.13 | Target:  160.06 | Risk: LOW       
  GNA.NS          | Price:  443.00 | Entry:  434.14 | Target:  560.16 | Risk: LOW       
  RIIL.NS         | Price:  726.10 | Entry:  711.58 | Target:  940.24 | Risk: LOW       
  VMARCIND.NS     | Price:  797.85 | Entry:  781.89 | Target: 1049.51 | Risk: LOW       
  SUMEETINDS.NS   | Price:   30.00 | Entry:    29.4 | Target:   38.66 | Risk: LOW       
  IGPL.NS         | Price:  424.00 | Entry:  415.52 | Target:  545.80 | Risk: LOW       
  TAC.NS          | Price:  566.85 | Entry:  555.51 | Target:  742.60 | Risk: LOW       
  BSHSL.NS        | Price:   98.48 | Entry:   96.51 | Target:  146.14 | Risk: LOW       
  SHREDIGCEM.NS   | Price:   70.84 | Entry:   69.42 | Target:   90.54 | Risk: LOW       
  SIGNPOST.NS     | Price:  242.89 | Entry:  238.03 | Target:  300.21 | Risk: LOW       
  BALAJITELE.NS   | Price:   92.38 | Entry:   90.53 | Target:  121.23 | Risk: LOW       
  YUKEN.NS        | Price:  727.45 | Entry:   712.9 | Target:  937.49 | Risk: LOW       
  DIFFNKG.NS      | Price:  281.97 | Entry:  276.33 | Target:  360.04 | Risk: LOW       
  ONEPOINT.NS     | Price:   52.29 | Entry:   51.24 | Target:   65.21 | Risk: LOW       
  CAPITALSFB.NS   | Price:  259.96 | Entry:  254.76 | Target:  321.57 | Risk: LOW       
  ASIANTILES.NS   | Price:   69.53 | Entry:   68.14 | Target:   87.59 | Risk: LOW       
  BUTTERFLY.NS    | Price:  619.85 | Entry:  607.45 | Target:  818.05 | Risk: LOW       
  MICEL.NS        | Price:   39.76 | Entry:   38.96 | Target:   49.07 | Risk: LOW       
  BHARATWIRE.NS   | Price:  171.60 | Entry:  168.17 | Target:  212.30 | Risk: LOW       
  WALCHANNAG.NS   | Price:  175.48 | Entry:  171.97 | Target:  223.50 | Risk: LOW       
  TEXINFRA.NS     | Price:   98.79 | Entry:   96.81 | Target:  118.39 | Risk: LOW       
  BOROSCI.NS      | Price:  116.04 | Entry:  113.72 | Target:  141.65 | Risk: LOW       
  GPTHEALTH.NS    | Price:  139.98 | Entry:  137.18 | Target:  166.87 | Risk: LOW       
  SHREEPUSHK.NS   | Price:  338.35 | Entry:  331.58 | Target:  441.94 | Risk: LOW       
  MEIL.NS         | Price:  256.04 | Entry:  250.92 | Target:  334.16 | Risk: LOW       
  GTPL.NS         | Price:   69.05 | Entry:   67.67 | Target:   82.65 | Risk: LOW       
  ROHLTD.NS       | Price:  369.90 | Entry:   362.5 | Target:  481.13 | Risk: LOW       
  VHL.NS          | Price: 3358.40 | Entry: 3291.23 | Target: 4017.04 | Risk: LOW       
  DSSL.NS         | Price: 1055.20 | Entry:  1034.1 | Target: 1329.84 | Risk: LOW       
  BAJAJINDEF.NS   | Price:  265.27 | Entry:  259.96 | Target:  347.46 | Risk: LOW       
  STLNETWORK.NS   | Price:   21.27 | Entry:   20.84 | Target:   27.17 | Risk: LOW       
  WEALTH.NS       | Price:  939.10 | Entry:  920.32 | Target: 1217.55 | Risk: LOW       
  CONTROLPR.NS    | Price:  650.10 | Entry:   637.1 | Target:  810.08 | Risk: LOW       
  ELECTHERM.NS    | Price:  717.85 | Entry:  703.49 | Target:  939.48 | Risk: LOW       
  SRM.NS          | Price:  473.80 | Entry:  464.32 | Target:  593.44 | Risk: LOW       
  VILAS.NS        | Price:  419.80 | Entry:   411.4 | Target:  546.42 | Risk: LOW       
  AMNPLST.NS      | Price:  159.77 | Entry:  156.57 | Target:  211.66 | Risk: LOW       
  STEELXIND.NS    | Price:    8.90 | Entry:    8.72 | Target:   11.31 | Risk: LOW       
  ICEMAKE.NS      | Price:  782.95 | Entry:  767.29 | Target:  964.29 | Risk: LOW       
  RACLGEAR.NS     | Price: 1300.00 | Entry:  1274.0 | Target: 1673.68 | Risk: LOW       
  BLUSPRING.NS    | Price:   64.61 | Entry:   63.32 | Target:   89.16 | Risk: LOW       
  PASHUPATI.NS    | Price:  999.30 | Entry:  979.31 | Target: 1227.28 | Risk: LOW       
  MANALIPETC.NS   | Price:   55.07 | Entry:   53.97 | Target:   70.66 | Risk: LOW       
  BCLIND.NS       | Price:   32.40 | Entry:   31.75 | Target:   41.23 | Risk: LOW       
  DPSCLTD.NS      | Price:    9.11 | Entry:    8.93 | Target:   12.15 | Risk: LOW       
  NELCAST.NS      | Price:  123.38 | Entry:  120.91 | Target:  150.27 | Risk: LOW       
  EIMCOELECO.NS   | Price: 1764.10 | Entry: 1728.82 | Target: 2191.35 | Risk: LOW       
  OAL.NS          | Price:  270.37 | Entry:  264.96 | Target:  337.46 | Risk: LOW       
  STERTOOLS.NS    | Price:  237.38 | Entry:  232.63 | Target:  314.77 | Risk: LOW       
  GRPLTD.NS       | Price: 1937.70 | Entry: 1898.95 | Target: 2447.84 | Risk: LOW       
  EXCELSOFT.NS    | Price:   85.71 | Entry:    84.0 | Target:  108.45 | Risk: LOW       
  PROSTARM.NS     | Price:  146.70 | Entry:  143.77 | Target:  186.07 | Risk: LOW       
  ANTELOPUS.NS    | Price:  602.05 | Entry:  590.01 | Target:  809.57 | Risk: LOW       
  SWELECTES.NS    | Price:  583.50 | Entry:  571.83 | Target:  742.75 | Risk: LOW       
  PDMJEPAPER.NS   | Price:   85.01 | Entry:   83.31 | Target:  109.75 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  192.16 | Entry:  188.32 | Target:  239.06 | Risk: LOW       
  OMINFRAL.NS     | Price:   91.01 | Entry:   89.19 | Target:  114.42 | Risk: LOW       
  VIDYAWIRES.NS   | Price:   62.97 | Entry:   61.71 | Target:   79.59 | Risk: LOW       
  GANESHCP.NS     | Price:  195.25 | Entry:  191.34 | Target:  250.50 | Risk: LOW       
  KOKUYOCMLN.NS   | Price:   85.36 | Entry:   83.65 | Target:  103.61 | Risk: LOW       
  MAXIND.NS       | Price:  155.08 | Entry:  151.98 | Target:  203.00 | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   80.42 | Entry:   78.81 | Target:   97.69 | Risk: LOW       
  CREST.NS        | Price:  348.10 | Entry:  341.14 | Target:  435.05 | Risk: LOW       
  THEMISMED.NS    | Price:   83.59 | Entry:   81.92 | Target:  110.11 | Risk: LOW       
  DHANBANK.NS     | Price:   26.36 | Entry:   25.83 | Target:   33.54 | Risk: LOW       
  SCODATUBES.NS   | Price:  146.26 | Entry:  143.33 | Target:  196.12 | Risk: LOW       
  INDOFARM.NS     | Price:  144.48 | Entry:  141.59 | Target:  180.67 | Risk: LOW       
  SBC.NS          | Price:   33.22 | Entry:   32.56 | Target:   39.38 | Risk: LOW       
  GGBL.NS         | Price:  273.85 | Entry:  268.37 | Target:  366.05 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   66.03 | Entry:   64.71 | Target:   85.40 | Risk: LOW       
  AEROENTER.NS    | Price:   84.67 | Entry:   82.98 | Target:  111.61 | Risk: LOW       
  INDOAMIN.NS     | Price:  106.77 | Entry:  104.63 | Target:  139.34 | Risk: LOW       
  DHARMAJ.NS      | Price:  270.14 | Entry:  264.74 | Target:  322.67 | Risk: LOW       
  BHARATSE.NS     | Price:  176.93 | Entry:  173.39 | Target:  234.29 | Risk: LOW       
  OSWALGREEN.NS   | Price:   27.76 | Entry:    27.2 | Target:   38.65 | Risk: LOW       
  DENTA.NS        | Price:  265.26 | Entry:  259.95 | Target:  334.43 | Risk: LOW       
  GANDHITUBE.NS   | Price:  871.25 | Entry:  853.82 | Target: 1029.39 | Risk: LOW       
  FABTECH.NS      | Price:  153.37 | Entry:   150.3 | Target:  204.06 | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  240.21 | Entry:  235.41 | Target:  327.49 | Risk: LOW       
  OSWALAGRO.NS    | Price:   50.95 | Entry:   49.93 | Target:   70.72 | Risk: LOW       
  MVGJL.NS        | Price:  169.69 | Entry:   166.3 | Target:  211.37 | Risk: LOW       
  KODYTECH.NS     | Price:  784.00 | Entry:  768.32 | Target:  908.73 | Risk: LOW       
  ADSL.NS         | Price:  114.66 | Entry:  112.37 | Target:  147.54 | Risk: LOW       
  HEXATRADEX.NS   | Price:  162.22 | Entry:  158.98 | Target:  192.88 | Risk: LOW       
  GULPOLY.NS      | Price:  171.43 | Entry:   168.0 | Target:  216.99 | Risk: LOW       
  PRIMESECU.NS    | Price:  289.00 | Entry:  283.22 | Target:  346.37 | Risk: LOW       
  KARNIKA.NS      | Price:  137.00 | Entry:  134.26 | Target:  166.41 | Risk: LOW       
  BIRLAMONEY.NS   | Price:  131.76 | Entry:  129.12 | Target:  172.21 | Risk: LOW       
  APS.NS          | Price:  359.00 | Entry:  351.82 | Target:  467.52 | Risk: LOW       
  PVSL.NS         | Price:   98.56 | Entry:   96.59 | Target:  129.98 | Risk: LOW       
  NCLIND.NS       | Price:  181.85 | Entry:  178.21 | Target:  230.40 | Risk: LOW       
  BASILIC.NS      | Price:  233.55 | Entry:  228.88 | Target:  312.26 | Risk: LOW       
  SKMEGGPROD.NS   | Price:  174.64 | Entry:  171.15 | Target:  220.70 | Risk: LOW       
  VAKRANGEE.NS    | Price:    6.50 | Entry:    6.37 | Target:    8.80 | Risk: LOW       
  ZUARIIND.NS     | Price:  257.94 | Entry:  252.78 | Target:  321.36 | Risk: LOW       
  LIKHITHA.NS     | Price:  221.86 | Entry:  217.42 | Target:  313.75 | Risk: LOW       
  REGAAL.NS       | Price:   78.68 | Entry:   77.11 | Target:   99.41 | Risk: LOW       
  UFBL.NS         | Price:  281.15 | Entry:  275.53 | Target:  386.97 | Risk: LOW       
  TVSELECT.NS     | Price:  405.05 | Entry:  396.95 | Target:  522.89 | Risk: LOW       
  MACPOWER.NS     | Price: 1012.50 | Entry:  992.25 | Target: 1251.23 | Risk: LOW       
  BESTAGRO.NS     | Price:   17.27 | Entry:   16.92 | Target:   21.27 | Risk: LOW       
  TEMBO.NS        | Price:  569.60 | Entry:  558.21 | Target:  714.58 | Risk: LOW       
  VALIANTORG.NS   | Price:  262.43 | Entry:  257.18 | Target:  375.91 | Risk: LOW       
  ARROWGREEN.NS   | Price:  569.50 | Entry:  558.11 | Target:  796.95 | Risk: LOW       
  DISHTV.NS       | Price:    3.04 | Entry:    2.98 | Target:    4.22 | Risk: LOW       
  KOTHARIPET.NS   | Price:  123.22 | Entry:  120.76 | Target:  155.93 | Risk: LOW       
  CHEMFAB.NS      | Price:  391.05 | Entry:  383.23 | Target:  530.50 | Risk: LOW       
  DHAMPURSUG.NS   | Price:  141.17 | Entry:  138.35 | Target:  180.67 | Risk: LOW       
  ANUHPHR.NS      | Price:   79.75 | Entry:   78.16 | Target:   99.05 | Risk: LOW       
  SVLL.NS         | Price:  572.00 | Entry:  560.56 | Target:  830.07 | Risk: LOW       
  VIVIANA.NS      | Price:  739.90 | Entry:   725.1 | Target:  960.15 | Risk: LOW       
  SUYOG.NS        | Price:  839.90 | Entry:   823.1 | Target: 1084.40 | Risk: LOW       
  MUNJALAU.NS     | Price:   79.86 | Entry:   78.26 | Target:   96.46 | Risk: LOW       
  AVADHSUGAR.NS   | Price:  467.95 | Entry:  458.59 | Target:  603.25 | Risk: LOW       
  NGLFINE.NS      | Price: 2331.20 | Entry: 2284.58 | Target: 3038.34 | Risk: LOW       
  SNOWMAN.NS      | Price:   40.73 | Entry:   39.92 | Target:   53.53 | Risk: LOW       
  JITFINFRA.NS    | Price:  330.80 | Entry:  324.18 | Target:  415.94 | Risk: LOW       
  BHAGERIA.NS     | Price:  160.75 | Entry:  157.53 | Target:  204.99 | Risk: LOW       
  ASAL.NS         | Price:  456.35 | Entry:  447.22 | Target:  556.78 | Risk: LOW       
  ARFIN.NS        | Price:   89.26 | Entry:   87.47 | Target:  108.80 | Risk: LOW       
  SARLAPOLY.NS    | Price:   84.06 | Entry:   82.38 | Target:  104.80 | Risk: LOW       
  ZTECH.NS        | Price:  546.20 | Entry:  535.28 | Target:  651.16 | Risk: LOW       
  AMBIKCO.NS      | Price: 1413.00 | Entry: 1384.74 | Target: 1751.11 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   28.30 | Entry:   27.73 | Target:   40.09 | Risk: LOW       
  INDOBORAX.NS    | Price:  254.84 | Entry:  249.74 | Target:  274.86 | Risk: LOW       
  SAKAR.NS        | Price:  589.45 | Entry:  577.66 | Target:  732.77 | Risk: LOW       
  NINSYS.NS       | Price:  415.85 | Entry:  407.53 | Target:  607.08 | Risk: LOW       
  MALLCOM.NS      | Price: 1113.95 | Entry: 1091.67 | Target: 1391.13 | Risk: LOW       
  BODALCHEM.NS    | Price:   64.80 | Entry:    63.5 | Target:   90.43 | Risk: LOW       
  TECHLABS.NS     | Price:  222.70 | Entry:  218.25 | Target:  282.41 | Risk: LOW       
  SATIA.NS        | Price:   64.34 | Entry:   63.05 | Target:   79.81 | Risk: LOW       
  DWARKESH.NS     | Price:   45.43 | Entry:   44.52 | Target:   60.50 | Risk: LOW       
  KECL.NS         | Price:  104.22 | Entry:  102.14 | Target:  135.51 | Risk: LOW       
  NAHARSPING.NS   | Price:  239.81 | Entry:  235.01 | Target:  301.47 | Risk: LOW       
  KAMDHENU.NS     | Price:   22.07 | Entry:   21.63 | Target:   29.45 | Risk: LOW       
  APEX.NS         | Price:  435.25 | Entry:  426.55 | Target:  570.11 | Risk: LOW       
  KOPRAN.NS       | Price:  157.39 | Entry:  154.24 | Target:  204.03 | Risk: LOW       
  MAGADSUGAR.NS   | Price:  486.30 | Entry:  476.57 | Target:  603.57 | Risk: LOW       
  ATL.NS          | Price:   24.94 | Entry:   24.44 | Target:   33.64 | Risk: LOW       
  RUBYMILLS.NS    | Price:  233.08 | Entry:  228.42 | Target:  271.82 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:   85.19 | Entry:   83.49 | Target:  108.27 | Risk: LOW       
  ESFL.NS         | Price:  148.65 | Entry:  145.68 | Target:  183.08 | Risk: LOW       
  PROZONER.NS     | Price:   57.91 | Entry:   56.75 | Target:   77.82 | Risk: LOW       
  STCINDIA.NS     | Price:  113.34 | Entry:  111.07 | Target:  145.49 | Risk: LOW       
  TREL.NS         | Price:   26.85 | Entry:   26.31 | Target:   32.49 | Risk: LOW       
  MVKAGRO.NS      | Price:  554.40 | Entry:  543.31 | Target:  751.99 | Risk: LOW       
  KSOLVES.NS      | Price:  310.50 | Entry:  304.29 | Target:  391.84 | Risk: LOW       
  LAXMIINDIA.NS   | Price:  104.89 | Entry:  102.79 | Target:  139.66 | Risk: LOW       
  GEECEE.NS       | Price:  313.49 | Entry:  307.22 | Target:  408.43 | Risk: LOW       
  HLVLTD.NS       | Price:    8.12 | Entry:    7.96 | Target:   11.07 | Risk: LOW       
  THEINVEST.NS    | Price:  103.17 | Entry:  101.11 | Target:  134.10 | Risk: LOW       
  PVP.NS          | Price:   33.01 | Entry:   32.35 | Target:   45.02 | Risk: LOW       
  PPL.NS          | Price:  210.01 | Entry:  205.81 | Target:  266.16 | Risk: LOW       
  RSWM.NS         | Price:  157.04 | Entry:   153.9 | Target:  191.93 | Risk: LOW       
  NAHARPOLY.NS    | Price:  267.20 | Entry:  261.86 | Target:  353.33 | Risk: LOW       
  VENUSREM.NS     | Price:  994.10 | Entry:  974.22 | Target: 1235.98 | Risk: LOW       
  SARVESHWAR.NS   | Price:    3.93 | Entry:    3.85 | Target:    5.48 | Risk: LOW       
  SEJALLTD.NS     | Price:  617.85 | Entry:  605.49 | Target:  786.56 | Risk: LOW       
  GLOSTERLTD.NS   | Price:  583.25 | Entry:  571.59 | Target:  713.41 | Risk: LOW       
  AHCL.NS         | Price:  129.93 | Entry:  127.33 | Target:  161.57 | Risk: LOW       
  NRAIL.NS        | Price:  446.55 | Entry:  437.62 | Target:  558.30 | Risk: LOW       
  HARDWYN.NS      | Price:   20.91 | Entry:   20.49 | Target:   25.22 | Risk: LOW       
  CELLECOR.NS     | Price:   31.20 | Entry:   30.58 | Target:   41.49 | Risk: LOW       
  ACL.NS          | Price:   57.36 | Entry:   56.21 | Target:   70.83 | Risk: LOW       
  JAYAGROGN.NS    | Price:  199.08 | Entry:   195.1 | Target:  254.80 | Risk: LOW       
  ACCENTMIC.NS    | Price:  417.15 | Entry:  408.81 | Target:  515.58 | Risk: LOW       
  APTECHT.NS      | Price:   84.95 | Entry:   83.25 | Target:  105.64 | Risk: LOW       
  URJA.NS         | Price:   10.11 | Entry:    9.91 | Target:   12.70 | Risk: LOW       
  VISAKAIND.NS    | Price:   64.73 | Entry:   63.44 | Target:   78.64 | Risk: LOW       
  MMP.NS          | Price:  241.58 | Entry:  236.75 | Target:  313.41 | Risk: LOW       
  HINDCOMPOS.NS   | Price:  417.30 | Entry:  408.95 | Target:  516.19 | Risk: LOW       
  PARSVNATH.NS    | Price:    8.08 | Entry:    7.92 | Target:   11.04 | Risk: LOW       
  PAKKA.NS        | Price:   97.75 | Entry:    95.8 | Target:  127.19 | Risk: LOW       
  MENONBE.NS      | Price:  119.83 | Entry:  117.43 | Target:  149.03 | Risk: LOW       
  MIRCELECTR.NS   | Price:   31.27 | Entry:   30.64 | Target:   42.48 | Risk: LOW       
  CHEVIOT.NS      | Price: 1045.30 | Entry: 1024.39 | Target: 1213.43 | Risk: LOW       
  SCHAND.NS       | Price:  164.81 | Entry:  161.51 | Target:  201.42 | Risk: LOW       
  KRITI.NS        | Price:   80.07 | Entry:   78.47 | Target:  125.22 | Risk: LOW       
  FOODSIN.NS      | Price:   61.32 | Entry:   60.09 | Target:   81.28 | Risk: LOW       
  ASIANHOTNR.NS   | Price:  298.90 | Entry:  292.92 | Target:  389.20 | Risk: LOW       
  GANESHBE.NS     | Price:   92.23 | Entry:   90.39 | Target:  115.51 | Risk: LOW       
  SBGLP.NS        | Price:   31.79 | Entry:   31.15 | Target:   46.94 | Risk: LOW       
  GLOTTIS.NS      | Price:   57.67 | Entry:   56.52 | Target:   72.54 | Risk: LOW       
  NILASPACES.NS   | Price:   13.72 | Entry:   13.45 | Target:   17.56 | Risk: LOW       
  SILINV.NS       | Price:  429.75 | Entry:  421.15 | Target:  520.32 | Risk: LOW       
  SPECIALITY.NS   | Price:  103.23 | Entry:  101.17 | Target:  134.72 | Risk: LOW       
  GPECO.NS        | Price:  388.45 | Entry:  380.68 | Target:  517.75 | Risk: LOW       
  OCCLLTD.NS      | Price:   93.64 | Entry:   91.77 | Target:  120.63 | Risk: LOW       
  SUTLEJTEX.NS    | Price:   31.69 | Entry:   31.06 | Target:   40.60 | Risk: LOW       
  PYRAMID.NS      | Price:  152.32 | Entry:  149.27 | Target:  186.92 | Risk: LOW       
  PRIMO.NS        | Price:   22.97 | Entry:   22.51 | Target:   30.79 | Risk: LOW       
  TARACHAND.NS    | Price:   63.26 | Entry:   61.99 | Target:   80.12 | Risk: LOW       
  CONSOFINVT.NS   | Price:  219.91 | Entry:  215.51 | Target:  282.09 | Risk: LOW       
  KRONOX.NS       | Price:  133.45 | Entry:  130.78 | Target:  179.75 | Risk: LOW       
  RADIANTCMS.NS   | Price:   42.57 | Entry:   41.72 | Target:   53.52 | Risk: LOW       
  BAHETI.NS       | Price:  583.90 | Entry:  572.22 | Target:  713.42 | Risk: LOW       
  HMVL.NS         | Price:   67.45 | Entry:    66.1 | Target:   85.57 | Risk: LOW       
  ESSARSHPNG.NS   | Price:   27.85 | Entry:   27.29 | Target:   35.58 | Risk: LOW       
  INTLCONV.NS     | Price:   75.30 | Entry:   73.79 | Target:   98.82 | Risk: LOW       
  ZODIAC.NS       | Price:  279.90 | Entry:   274.3 | Target:  377.65 | Risk: LOW       
  SURAJLTD.NS     | Price:  242.11 | Entry:  237.27 | Target:  363.08 | Risk: LOW       
  MBLINFRA.NS     | Price:   27.49 | Entry:   26.94 | Target:   38.09 | Risk: LOW       
  PRECOT.NS       | Price:  554.70 | Entry:  543.61 | Target:  709.61 | Risk: LOW       
  VINSYS.NS       | Price:  334.85 | Entry:  328.15 | Target:  475.71 | Risk: LOW       
  TPLPLASTEH.NS   | Price:   69.23 | Entry:   67.85 | Target:   92.64 | Risk: LOW       
  ALLETEC.NS      | Price:  177.80 | Entry:  174.24 | Target:  247.18 | Risk: LOW       
  RBZJEWEL.NS     | Price:  138.64 | Entry:  135.87 | Target:  182.76 | Risk: LOW       
  RAMAPHO.NS      | Price:  135.39 | Entry:  132.68 | Target:  177.73 | Risk: LOW       
  LIBERTSHOE.NS   | Price:  261.75 | Entry:  256.51 | Target:  339.95 | Risk: LOW       
  KNAGRI.NS       | Price:  225.91 | Entry:  221.39 | Target:  287.51 | Risk: LOW       
  ANNAPURNA.NS    | Price:  187.35 | Entry:   183.6 | Target:  263.64 | Risk: LOW       
  BMWVENTLTD.NS   | Price:   57.96 | Entry:    56.8 | Target:   73.21 | Risk: LOW       
  DBOL.NS         | Price:  120.07 | Entry:  117.67 | Target:  160.14 | Risk: LOW       
  MUNJALSHOW.NS   | Price:  124.82 | Entry:  122.32 | Target:  147.84 | Risk: LOW       
  ORBTEXP.NS      | Price:  167.76 | Entry:   164.4 | Target:  215.48 | Risk: LOW       
  MAZDA.NS        | Price:  202.82 | Entry:  198.76 | Target:  266.02 | Risk: LOW       
  GUJAPOLLO.NS    | Price:  436.10 | Entry:  427.38 | Target:  570.78 | Risk: LOW       
  PTL.NS          | Price:   38.68 | Entry:   37.91 | Target:   43.49 | Risk: LOW       
  DPEL.NS         | Price:  443.75 | Entry:  434.88 | Target:  531.68 | Risk: LOW       
  EFFWA.NS        | Price:  224.65 | Entry:  220.16 | Target:  290.86 | Risk: LOW       
  MEGATHERM.NS    | Price:  232.25 | Entry:   227.6 | Target:  291.45 | Risk: LOW       
  WSI.NS          | Price:   75.67 | Entry:   74.16 | Target:  100.49 | Risk: LOW       
  SUPREMEPWR.NS   | Price:  181.55 | Entry:  177.92 | Target:  241.93 | Risk: LOW       
  SUKHJITS.NS     | Price:  176.77 | Entry:  173.23 | Target:  230.03 | Risk: LOW       
  CGRAPHICS.NS    | Price:  167.05 | Entry:  163.71 | Target:  223.32 | Risk: LOW       
  DONEAR.NS       | Price:   90.47 | Entry:   88.66 | Target:  108.44 | Risk: LOW       
  MODISONLTD.NS   | Price:  139.27 | Entry:  136.48 | Target:  173.01 | Risk: LOW       
  VINYLINDIA.NS   | Price:  225.42 | Entry:  220.91 | Target:  291.40 | Risk: LOW       
  CPEDU.NS        | Price:  195.79 | Entry:  191.87 | Target:  267.55 | Risk: LOW       
  EUROBOND.NS     | Price:  170.11 | Entry:  166.71 | Target:  232.96 | Risk: LOW       
  ATMASTCO.NS     | Price:  150.35 | Entry:  147.34 | Target:  209.96 | Risk: LOW       
  SOFTTECH.NS     | Price:  315.09 | Entry:  308.79 | Target:  437.01 | Risk: LOW       
  NAHARINDUS.NS   | Price:  106.87 | Entry:  104.73 | Target:  131.34 | Risk: LOW       
  CYBERTECH.NS    | Price:  125.91 | Entry:  123.39 | Target:  168.40 | Risk: LOW       
  MODINATUR.NS    | Price:  378.50 | Entry:  370.93 | Target:  512.23 | Risk: LOW       
  ABSMARINE.NS    | Price:  200.30 | Entry:  196.29 | Target:  266.50 | Risk: LOW       
  KOTHARIPRO.NS   | Price:   67.96 | Entry:    66.6 | Target:   85.59 | Risk: LOW       
  HTMEDIA.NS      | Price:   22.87 | Entry:   22.41 | Target:   30.24 | Risk: LOW       
  VRAJ.NS         | Price:  128.31 | Entry:  125.74 | Target:  159.76 | Risk: LOW       
  UGARSUGAR.NS    | Price:   39.12 | Entry:   38.34 | Target:   49.19 | Risk: LOW       
  SINCLAIR.NS     | Price:   81.17 | Entry:   79.55 | Target:  100.42 | Risk: LOW       
  HIGREEN.NS      | Price:  145.30 | Entry:  142.39 | Target:  190.80 | Risk: LOW       
  ARIES.NS        | Price:  379.95 | Entry:  372.35 | Target:  471.86 | Risk: LOW       
  SIGMA.NS        | Price:   44.38 | Entry:   43.49 | Target:   60.97 | Risk: LOW       
  SAHAJSOLAR.NS   | Price:  141.00 | Entry:  138.18 | Target:  197.27 | Risk: LOW       
  NAHARCAP.NS     | Price:  238.48 | Entry:  233.71 | Target:  315.27 | Risk: LOW       
  SPENCERS.NS     | Price:   33.85 | Entry:   33.17 | Target:   43.73 | Risk: LOW       
  ORIENTCER.NS    | Price:   41.54 | Entry:   40.71 | Target:   54.17 | Risk: LOW       
  LORDSCHLO.NS    | Price:  154.46 | Entry:  151.37 | Target:  198.41 | Risk: LOW       
  AMANTA.NS       | Price:  112.18 | Entry:  109.94 | Target:  138.60 | Risk: LOW       
  KANPRPLA.NS     | Price:  189.39 | Entry:   185.6 | Target:  262.49 | Risk: LOW       
  MCLEODRUSS.NS   | Price:   43.47 | Entry:    42.6 | Target:   57.22 | Risk: LOW       
  MONEYBOXX.NS    | Price:   72.81 | Entry:   71.35 | Target:  102.67 | Risk: LOW       
  SOUTHWEST.NS    | Price:  228.55 | Entry:  223.98 | Target:  304.60 | Risk: LOW       
