NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-01-16 15:07:10

BUY SIGNALS (86):
  IFCI.NS         | Price:   60.85 | Entry:   59.63 | Target:   74.89 | Risk: LOW       
  SCI.NS          | Price:  212.86 | Target:  175.14 | Risk: LOW        | Conf: 100%
  MAZDOCK.NS      | Price: 2448.20 | Target: 2084.77 | Risk: LOW        | Conf: 80%
  MGL.NS          | Price: 1064.70 | Target:  921.95 | Risk: LOW        | Conf: 100%
  ATHERENERG.NS   | Price:  618.55 | Target:  450.17 | Risk: LOW        | Conf: 100%
  ABBOTINDIA.NS   | Price: 27775.00 | Target: 25048.21 | Risk: LOW        | Conf: 100%
  GICRE.NS        | Price:  360.20 | Target:  317.04 | Risk: LOW        | Conf: 100%
  ICICIGI.NS      | Price: 1868.20 | Target: 1645.70 | Risk: LOW        | Conf: 100%
  ADANIPOWER.NS   | Price:  142.65 | Target:  124.24 | Risk: LOW        | Conf: 100%
  SAPPHIRE.NS     | Price:  222.55 | Target:  173.59 | Risk: LOW        | Conf: 100%
  BHARTIARTL.NS   | Price: 2018.50 | Target: 1852.25 | Risk: LOW        | Conf: 100%
  NCC.NS          | Price:  150.53 | Target:  125.78 | Risk: LOW        | Conf: 100%
  KPRMILL.NS      | Price:  840.40 | Target:  688.85 | Risk: LOW        | Conf: 100%
  KEC.NS          | Price:  682.50 | Target:  587.21 | Risk: LOW        | Conf: 100%
  ADANIPORTS.NS   | Price: 1421.20 | Target: 1294.34 | Risk: LOW        | Conf: 100%
  NIACL.NS        | Price:  149.90 | Target:  131.73 | Risk: LOW        | Conf: 100%
  GLAXO.NS        | Price: 2348.40 | Target: 2030.40 | Risk: LOW        | Conf: 100%
  IGIL.NS         | Price:  315.05 | Target:  270.50 | Risk: LOW        | Conf: 100%
  MARUTI.NS       | Price: 15860.00 | Target: 14203.57 | Risk: LOW        | Conf: 100%
  HDFCLIFE.NS     | Price:  731.45 | Target:  659.00 | Risk: LOW        | Conf: 100%
  JUBLFOOD.NS     | Price:  528.60 | Target:  466.78 | Risk: LOW        | Conf: 100%
  RKFORGE.NS      | Price:  497.25 | Target:  413.46 | Risk: LOW        | Conf: 100%
  INDGN.NS        | Price:  497.35 | Target:  458.78 | Risk: LOW        | Conf: 100%
  AADHARHFC.NS    | Price:  474.30 | Target:  413.73 | Risk: LOW        | Conf: 80%
  RELIANCE.NS     | Price: 1458.10 | Target: 1305.46 | Risk: LOW        | Conf: 100%
  DRREDDY.NS      | Price: 1176.40 | Target: 1071.44 | Risk: LOW        | Conf: 100%
  BEML.NS         | Price: 1791.00 | Target: 1514.46 | Risk: LOW        | Conf: 100%
  ATGL.NS         | Price:  547.95 | Target:  483.49 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  458.30 | Target:  384.51 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 2002.20 | Target: 1842.20 | Risk: LOW        | Conf: 80%
  FLUOROCHEM.NS   | Price: 3411.70 | Target: 3008.63 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  280.20 | Target:  245.04 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  821.60 | Target:  757.67 | Risk: LOW        | Conf: 100%
  SHYAMMETL.NS    | Price:  814.05 | Target:  707.69 | Risk: LOW        | Conf: 100%
  POWERGRID.NS    | Price:  257.60 | Target:  231.80 | Risk: LOW        | Conf: 100%
  SUNPHARMA.NS    | Price: 1666.40 | Target: 1519.15 | Risk: LOW        | Conf: 100%
  KOTAKBANK.NS    | Price:  418.70 | Target:  380.61 | Risk: LOW        | Conf: 100%
  PAGEIND.NS      | Price: 34455.00 | Target: 31269.29 | Risk: LOW        | Conf: 100%
  CHOLAHLDNG.NS   | Price: 1770.20 | Target: 1506.77 | Risk: LOW        | Conf: 100%
  ITC.NS          | Price:  329.45 | Target:  284.38 | Risk: LOW        | Conf: 100%
  AKZOINDIA.NS    | Price: 3093.90 | Target: 2799.79 | Risk: LOW        | Conf: 100%
  ZYDUSLIFE.NS    | Price:  868.75 | Target:  787.16 | Risk: LOW        | Conf: 100%
  KPIL.NS         | Price: 1148.70 | Target:  981.84 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   48.56 | Target:   41.15 | Risk: LOW        | Conf: 100%
  JINDALSAW.NS    | Price:  154.91 | Target:  132.98 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3658.10 | Target: 3286.06 | Risk: LOW        | Conf: 80%
  GMRAIRPORT.NS   | Price:  100.22 | Target:   88.24 | Risk: LOW        | Conf: 100%
  DEEPAKFERT.NS   | Price: 1203.20 | Target: 1006.45 | Risk: LOW        | Conf: 100%
  MINDACORP.NS    | Price:  560.15 | Target:  483.19 | Risk: LOW        | Conf: 100%
  TIMKEN.NS       | Price: 2995.00 | Target: 2632.32 | Risk: LOW        | Conf: 80%
  TATAINVEST.NS   | Price:  664.60 | Target:  585.80 | Risk: LOW        | Conf: 100%
  IDEA.NS         | Price:   10.86 | Target:    7.52 | Risk: LOW        | Conf: 80%
  INDIGO.NS       | Price: 4745.50 | Target: 4300.68 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  230.85 | Target:  193.48 | Risk: LOW        | Conf: 100%
  INTELLECT.NS    | Price:  922.15 | Target:  732.17 | Risk: LOW        | Conf: 100%
  BIKAJI.NS       | Price:  699.50 | Target:  616.80 | Risk: LOW        | Conf: 100%
  SUNTV.NS        | Price:  548.80 | Target:  468.00 | Risk: LOW        | Conf: 100%
  BAJAJHFL.NS     | Price:   92.39 | Target:   85.20 | Risk: LOW        | Conf: 100%
  AAVAS.NS        | Price: 1439.10 | Target: 1281.53 | Risk: LOW        | Conf: 80%
  LT.NS           | Price: 3861.80 | Target: 3471.05 | Risk: LOW        | Conf: 100%
  ABFRL.NS        | Price:   71.62 | Target:   61.35 | Risk: LOW        | Conf: 100%
  COCHINSHIP.NS   | Price: 1528.20 | Target: 1325.99 | Risk: LOW        | Conf: 100%
  FIVESTAR.NS     | Price:  515.60 | Target:  449.96 | Risk: LOW        | Conf: 100%
  VGUARD.NS       | Price:  305.10 | Target:  255.49 | Risk: LOW        | Conf: 100%
  CIPLA.NS        | Price: 1395.80 | Target: 1258.12 | Risk: LOW        | Conf: 100%
  EIHOTEL.NS      | Price:  341.10 | Target:  305.96 | Risk: LOW        | Conf: 100%
  MAXHEALTH.NS    | Price: 1037.00 | Target:  930.07 | Risk: LOW        | Conf: 80%
  GODREJAGRO.NS   | Price:  540.80 | Target:  480.91 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  137.39 | Target:  117.08 | Risk: LOW        | Conf: 100%
  UNITDSPR.NS     | Price: 1345.90 | Target: 1202.11 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  270.00 | Target:  231.36 | Risk: LOW        | Conf: 100%
  ADANIGREEN.NS   | Price:  932.30 | Target:  818.05 | Risk: LOW        | Conf: 100%
  PATANJALI.NS    | Price:  522.50 | Target:  452.84 | Risk: LOW        | Conf: 100%
  TECHNOE.NS      | Price:  978.70 | Target:  795.99 | Risk: LOW        | Conf: 100%
  LATENTVIEW.NS   | Price:  435.15 | Target:  373.26 | Risk: LOW        | Conf: 100%
  APLLTD.NS       | Price:  775.05 | Target:  694.60 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  807.25 | Target:  649.73 | Risk: LOW        | Conf: 100%
  JYOTHYLAB.NS    | Price:  255.00 | Target:  220.07 | Risk: LOW        | Conf: 100%
  IRCTC.NS        | Price:  628.50 | Target:  558.68 | Risk: LOW        | Conf: 100%
  HDFCBANK.NS     | Price:  930.30 | Target:  853.07 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  430.85 | Target:  367.60 | Risk: LOW        | Conf: 100%
  FACT.NS         | Price:  835.80 | Target:  709.73 | Risk: LOW        | Conf: 100%
  LTFOODS.NS      | Price:  364.55 | Target:  300.30 | Risk: LOW        | Conf: 100%
  TATACOMM.NS     | Price: 1757.60 | Target: 1565.81 | Risk: LOW        | Conf: 100%
  MOTHERSON.NS    | Price:  114.85 | Target:  102.11 | Risk: LOW        | Conf: 80%
  NTPCGREEN.NS    | Price:   92.50 | Target:   81.33 | Risk: LOW        | Conf: 100%
  CARBORUNIV.NS   | Price:  814.55 | Target:  720.39 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  340.30 | Target:  283.01 | Risk: LOW        | Conf: 100%
  SUNDRMFAST.NS   | Price:  933.35 | Target:  836.53 | Risk: LOW        | Conf: 80%
  NYKAA.NS        | Price:  253.60 | Target:  222.19 | Risk: LOW        | Conf: 100%
  NAUKRI.NS       | Price: 1327.40 | Target: 1172.51 | Risk: LOW        | Conf: 80%
  VIJAYA.NS       | Price:  983.00 | Target:  851.84 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1812.30 | Target: 1570.37 | Risk: LOW        | Conf: 100%
  PPLPHARMA.NS    | Price:  166.15 | Target:  141.79 | Risk: LOW        | Conf: 100%
  INOXWIND.NS     | Price:  114.01 | Target:   93.04 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  934.90 | Target:  812.19 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 5408.00 | Target: 4678.54 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  302.75 | Target:  261.93 | Risk: LOW        | Conf: 100%
  RAINBOW.NS      | Price: 1261.70 | Target: 1132.81 | Risk: LOW        | Conf: 100%
  CHOLAFIN.NS     | Price: 1700.10 | Target: 1506.92 | Risk: LOW        | Conf: 60%
  INDHOTEL.NS     | Price:  685.40 | Target:  608.85 | Risk: LOW        | Conf: 100%
  TRITURBINE.NS   | Price:  503.45 | Target:  445.86 | Risk: LOW        | Conf: 100%
  ADANIENSOL.NS   | Price:  911.50 | Target:  767.77 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   31.92 | Target:   25.58 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  129.86 | Target:  114.44 | Risk: LOW        | Conf: 100%
  SONACOMS.NS     | Price:  460.05 | Target:  405.57 | Risk: LOW        | Conf: 100%
  DATAPATTNS.NS   | Price: 2544.40 | Target: 2106.01 | Risk: LOW        | Conf: 100%
  DIXON.NS        | Price: 10742.00 | Target: 8555.93 | Risk: LOW        | Conf: 100%
  SCHNEIDER.NS    | Price:  620.30 | Target:  492.12 | Risk: LOW        | Conf: 100%
  BRITANNIA.NS    | Price: 5901.50 | Target: 5328.11 | Risk: LOW        | Conf: 60%
  MFSL.NS         | Price: 1653.60 | Target: 1434.67 | Risk: LOW        | Conf: 80%
  ABB.NS          | Price: 4879.50 | Target: 4283.96 | Risk: LOW        | Conf: 100%
  ESCORTS.NS      | Price: 3687.10 | Target: 3256.56 | Risk: LOW        | Conf: 80%
  SONATSOFTW.NS   | Price:  338.80 | Target:  281.39 | Risk: LOW        | Conf: 100%
  GILLETTE.NS     | Price: 7994.50 | Target: 7058.43 | Risk: LOW        | Conf: 80%
  PFIZER.NS       | Price: 4764.30 | Target: 4275.12 | Risk: LOW        | Conf: 100%
  CASTROLIND.NS   | Price:  185.50 | Target:  169.72 | Risk: LOW        | Conf: 100%
  CESC.NS         | Price:  155.55 | Target:  134.55 | Risk: LOW        | Conf: 100%
  AARTIIND.NS     | Price:  355.50 | Target:  315.04 | Risk: LOW        | Conf: 100%
  ERIS.NS         | Price: 1457.60 | Target: 1272.03 | Risk: LOW        | Conf: 100%
  POLYCAB.NS      | Price: 7247.00 | Target: 6356.46 | Risk: LOW        | Conf: 100%
  IRB.NS          | Price:   41.62 | Target:   37.27 | Risk: LOW        | Conf: 80%
  LTF.NS          | Price:  297.25 | Target:  249.52 | Risk: LOW        | Conf: 100%
  HEROMOTOCO.NS   | Price: 5653.50 | Target: 5021.71 | Risk: LOW        | Conf: 100%
  TTML.NS         | Price:   46.05 | Target:   40.06 | Risk: LOW        | Conf: 100%
  LTTS.NS         | Price: 3941.90 | Target: 3329.58 | Risk: LOW        | Conf: 100%
  AGARWALEYE.NS   | Price:  485.50 | Target:  422.16 | Risk: LOW        | Conf: 100%
  BERGEPAINT.NS   | Price:  517.85 | Target:  456.10 | Risk: LOW        | Conf: 100%
  PGHH.NS         | Price: 12246.00 | Target: 11151.36 | Risk: LOW        | Conf: 100%
  SBICARD.NS      | Price:  840.10 | Target:  744.30 | Risk: LOW        | Conf: 100%
  LLOYDSME.NS     | Price: 1226.40 | Target: 1016.69 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  250.65 | Target:  224.58 | Risk: LOW        | Conf: 100%
  BAYERCROP.NS    | Price: 4401.10 | Target: 4047.49 | Risk: LOW        | Conf: 100%
  ENRIN.NS        | Price: 2331.90 | Target: 1990.29 | Risk: LOW        | Conf: 100%
  POLICYBZR.NS    | Price: 1616.30 | Target: 1387.66 | Risk: LOW        | Conf: 100%
  BAJFINANCE.NS   | Price:  949.80 | Target:  856.07 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  353.95 | Target:  317.20 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  467.90 | Target:  391.97 | Risk: LOW        | Conf: 100%
  SAMMAANCAP.NS   | Price:  140.24 | Target:  118.00 | Risk: LOW        | Conf: 100%
  USHAMART.NS     | Price:  426.00 | Target:  364.70 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price: 1107.30 | Target:  910.84 | Risk: LOW        | Conf: 100%
  WELSPUNLIV.NS   | Price:  121.51 | Target:  101.65 | Risk: LOW        | Conf: 100%
  GODIGIT.NS      | Price:  325.85 | Target:  282.78 | Risk: LOW        | Conf: 100%
  NEULANDLAB.NS   | Price: 14122.00 | Target: 11812.00 | Risk: LOW        | Conf: 100%
  DEEPAKNTR.NS    | Price: 1548.40 | Target: 1353.72 | Risk: LOW        | Conf: 100%
  STARHEALTH.NS   | Price:  442.40 | Target:  386.54 | Risk: LOW        | Conf: 100%
  ELGIEQUIP.NS    | Price:  432.00 | Target:  365.30 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  879.00 | Target:  790.11 | Risk: LOW        | Conf: 100%
  JMFINANCIL.NS   | Price:  137.95 | Target:  115.98 | Risk: LOW        | Conf: 100%
  CGCL.NS         | Price:  180.39 | Target:  155.26 | Risk: LOW        | Conf: 100%
  ACMESOLAR.NS    | Price:  217.05 | Target:  183.50 | Risk: LOW        | Conf: 100%
  DBREALTY.NS     | Price:  104.54 | Target:   82.82 | Risk: LOW        | Conf: 100%
  ALOKINDS.NS     | Price:   15.57 | Target:   13.62 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:  103.66 | Target:   86.18 | Risk: LOW        | Conf: 100%
  WELCORP.NS      | Price:  736.75 | Target:  624.00 | Risk: LOW        | Conf: 100%
  AEGISVOPAK.NS   | Price:  217.98 | Target:  176.46 | Risk: LOW        | Conf: 100%
  AWL.NS          | Price:  213.25 | Target:  188.46 | Risk: LOW        | Conf: 100%
  JSWINFRA.NS     | Price:  258.10 | Target:  228.10 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  180.93 | Target:  159.37 | Risk: LOW        | Conf: 100%
  HDFCAMC.NS      | Price: 2598.00 | Target: 2288.79 | Risk: LOW        | Conf: 80%
  REDINGTON.NS    | Price:  264.10 | Target:  214.74 | Risk: LOW        | Conf: 100%
  PCBL.NS         | Price:  277.00 | Target:  228.48 | Risk: LOW        | Conf: 100%
  POLYMED.NS      | Price: 1644.20 | Target: 1341.70 | Risk: LOW        | Conf: 100%
  CGPOWER.NS      | Price:  563.50 | Target:  467.25 | Risk: LOW        | Conf: 100%
  HAPPSTMNDS.NS   | Price:  427.00 | Target:  368.41 | Risk: LOW        | Conf: 100%
  BLS.NS          | Price:  303.25 | Target:  262.89 | Risk: LOW        | Conf: 100%
  ZENTEC.NS       | Price: 1326.90 | Target: 1105.22 | Risk: LOW        | Conf: 100%
  OBEROIRLTY.NS   | Price: 1663.40 | Target: 1447.33 | Risk: LOW        | Conf: 60%
  UTIAMC.NS       | Price: 1092.50 | Target:  961.11 | Risk: LOW        | Conf: 100%
  DLF.NS          | Price:  650.05 | Target:  565.55 | Risk: LOW        | Conf: 100%
  FSL.NS          | Price:  327.70 | Target:  275.09 | Risk: LOW        | Conf: 80%
  BATAINDIA.NS    | Price:  904.80 | Target:  843.60 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  355.40 | Target:  311.83 | Risk: LOW        | Conf: 100%
  JPPOWER.NS      | Price:   16.29 | Target:   14.17 | Risk: LOW        | Conf: 100%
  UBL.NS          | Price: 1520.00 | Target: 1384.18 | Risk: LOW        | Conf: 100%
  WHIRLPOOL.NS    | Price:  802.85 | Target:  694.58 | Risk: LOW        | Conf: 100%
  SIEMENS.NS      | Price: 2921.20 | Target: 2538.66 | Risk: LOW        | Conf: 100%
  ITCHOTELS.NS    | Price:  187.20 | Target:  165.06 | Risk: LOW        | Conf: 100%
  MSUMI.NS        | Price:   45.35 | Target:   34.46 | Risk: LOW        | Conf: 100%
  PRAJIND.NS      | Price:  311.95 | Target:  271.13 | Risk: LOW        | Conf: 100%
  DIVISLAB.NS     | Price: 6242.50 | Target: 5492.14 | Risk: LOW        | Conf: 80%
  TIINDIA.NS      | Price: 2349.80 | Target: 2034.05 | Risk: LOW        | Conf: 100%
  TARIL.NS        | Price:  260.25 | Target:  166.21 | Risk: LOW        | Conf: 100%
  HBLENGINE.NS    | Price:  800.80 | Target:  591.37 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  751.25 | Target:  651.75 | Risk: LOW        | Conf: 100%
  SYRMA.NS        | Price:  709.70 | Target:  602.68 | Risk: LOW        | Conf: 80%
  CENTURYPLY.NS   | Price:  747.95 | Target:  636.32 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3635.00 | Target: 3187.71 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  594.85 | Target:  465.12 | Risk: LOW        | Conf: 100%
  GODREJIND.NS    | Price: 1019.60 | Target:  858.67 | Risk: LOW        | Conf: 60%
  TRIDENT.NS      | Price:   25.52 | Target:   22.25 | Risk: LOW        | Conf: 100%
  TBOTEK.NS       | Price: 1528.50 | Target: 1250.93 | Risk: LOW        | Conf: 100%
  ASAHIINDIA.NS   | Price:  953.00 | Target:  746.79 | Risk: LOW        | Conf: 100%
  ASTRAZEN.NS     | Price: 8240.50 | Target: 6965.14 | Risk: LOW        | Conf: 100%
  ACE.NS          | Price:  850.75 | Target:  714.27 | Risk: LOW        | Conf: 100%
  BIOCON.NS       | Price:  378.65 | Target:  328.70 | Risk: LOW        | Conf: 100%
  ASTERDM.NS      | Price:  600.20 | Target:  534.52 | Risk: LOW        | Conf: 80%
  AUROPHARMA.NS   | Price: 1173.80 | Target: 1031.55 | Risk: LOW        | Conf: 80%
  MAHSEAMLES.NS   | Price:  520.10 | Target:  455.76 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price: 1482.80 | Target: 1223.62 | Risk: LOW        | Conf: 100%
  BHEL.NS         | Price:  265.80 | Target:  209.94 | Risk: LOW        | Conf: 100%
  LALPATHLAB.NS   | Price: 1393.60 | Target: 1158.28 | Risk: LOW        | Conf: 100%
  HFCL.NS         | Price:   66.92 | Target:   47.63 | Risk: LOW        | Conf: 100%
  CHAMBLFERT.NS   | Price:  440.10 | Target:  381.62 | Risk: LOW        | Conf: 100%
  BAJAJHLDNG.NS   | Price: 10693.00 | Target: 9071.93 | Risk: LOW        | Conf: 100%
  POWERINDIA.NS   | Price: 16215.00 | Target: 12598.21 | Risk: LOW        | Conf: 100%
  TRIVENI.NS      | Price:  333.00 | Target:  276.39 | Risk: LOW        | Conf: 100%
  ELECON.NS       | Price:  392.00 | Target:  253.11 | Risk: LOW        | Conf: 100%
  BALRAMCHIN.NS   | Price:  421.00 | Target:  375.11 | Risk: LOW        | Conf: 100%
  FIRSTCRY.NS     | Price:  272.70 | Target:  227.20 | Risk: LOW        | Conf: 100%
  GODREJPROP.NS   | Price: 1890.10 | Target: 1599.60 | Risk: LOW        | Conf: 100%
  BHARTIHEXA.NS   | Price: 1614.90 | Target: 1359.97 | Risk: LOW        | Conf: 100%
  NATCOPHARM.NS   | Price:  860.00 | Target:  719.36 | Risk: LOW        | Conf: 100%
  SAILIFE.NS      | Price:  869.90 | Target:  721.54 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1533.30 | Target: 1310.05 | Risk: LOW        | Conf: 100%
  CUMMINSIND.NS   | Price: 4065.60 | Target: 3456.42 | Risk: LOW        | Conf: 100%
  AMBER.NS        | Price: 6160.50 | Target: 5234.79 | Risk: LOW        | Conf: 100%
  UNOMINDA.NS     | Price: 1183.50 | Target: 1015.18 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1597.70 | Target: 1338.06 | Risk: LOW        | Conf: 100%
  RADICO.NS       | Price: 2892.10 | Target: 2248.10 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  435.00 | Target:  356.11 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1523.40 | Target: 1307.01 | Risk: LOW        | Conf: 100%
  APARINDS.NS     | Price: 7414.50 | Target: 6273.96 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  426.65 | Target:  351.76 | Risk: LOW        | Conf: 100%
  MAHSCOOTER.NS   | Price: 13853.00 | Target: 11644.79 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:  148.51 | Target:  139.69 | Risk: LOW        | Conf: 100%
  CUB.NS          | Price:  273.60 | Target:  219.85 | Risk: LOW        | Conf: 80%
  GVT&D.NS        | Price: 2628.80 | Target: 1996.66 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  917.30 | Target:  728.05 | Risk: LOW        | Conf: 100%
  TEJASNET.NS     | Price:  365.80 | Target:  284.53 | Risk: LOW        | Conf: 100%
  PVP.NS          | Price:   31.61 | Target:   22.00 | Risk: LOW        | Conf: 100%
