NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-23 22:47:48

BUY SIGNALS (533):
  HDFCBANK.NS     | Price:  738.60 | Entry:  723.83 | Target:  801.83 | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5373.00 | Trend:  -0.40% | Mom:   0.74% | Risk: LOW       
  JINDALSTEL.NS   | Price: 1141.00 | Trend:   2.84% | Mom:   0.41% | Risk: LOW       
  IDBI.NS         | Price:   82.88 | Trend:  -2.80% | Mom:   2.18% | Risk: LOW       
  GMRAIRPORT.NS   | Price:   98.35 | Trend:  -3.67% | Mom:   1.39% | Risk: LOW       
  ICICIGI.NS      | Price: 1480.00 | Trend:  -6.75% | Mom:  -0.30% | Risk: LOW       
  IDEA.NS         | Price:   14.27 | Trend:   2.43% | Mom:  -7.46% | Risk: LOW       
  MARICO.NS       | Price:  830.00 | Trend:  -1.36% | Mom:   0.74% | Risk: LOW       
  HINDPETRO.NS    | Price:  360.70 | Trend:  -1.67% | Mom:   3.95% | Risk: LOW       
  DABUR.NS        | Price:  388.10 | Trend:  -3.49% | Mom:   3.49% | Risk: LOW       
  LUPIN.NS        | Price: 2135.00 | Trend:  -5.37% | Mom:   1.44% | Risk: LOW       
  ICICIPRULI.NS   | Price:  486.65 | Trend:  -2.50% | Mom:   3.70% | Risk: LOW       
  BHARTIHEXA.NS   | Price: 1534.30 | Trend:  -2.03% | Mom:  -0.97% | Risk: LOW       
  NAUKRI.NS       | Price: 1304.00 | Trend:   2.02% | Mom:   0.12% | Risk: LOW       
  SRF.NS          | Price: 2538.30 | Trend:  -2.89% | Mom:   0.65% | Risk: LOW       
  BHEL.NS         | Price:  425.80 | Trend:   1.37% | Mom:   0.86% | Risk: LOW       
  POWERINDIA.NS   | Price: 31415.00 | Trend:  -3.90% | Mom:   0.90% | Risk: LOW       
  NHPC.NS         | Price:   76.01 | Trend:  -1.60% | Mom:   0.14% | Risk: LOW       
  POLICYBZR.NS    | Price: 1805.00 | Trend:   5.24% | Mom:  -1.15% | Risk: LOW       
  ABCAPITAL.NS    | Price:  397.00 | Trend:  -1.49% | Mom:   0.01% | Risk: LOW       
  LENSKART.NS     | Price:  691.45 | Trend:  11.36% | Mom:  -0.62% | Risk: LOW       
  GVT&D.NS        | Price: 4348.00 | Trend:   0.14% | Mom:  -8.46% | Risk: LOW       
  RVNL.NS         | Price:  211.15 | Trend:  -3.62% | Mom:   1.76% | Risk: LOW       
  LLOYDSME.NS     | Price: 1857.40 | Trend:  -2.09% | Mom:   3.23% | Risk: LOW       
  UNOMINDA.NS     | Price: 1226.00 | Trend:   0.30% | Mom:  -0.89% | Risk: LOW       
  NYKAA.NS        | Price:  333.55 | Trend:   0.32% | Mom:  -2.18% | Risk: LOW       
  OIL.NS          | Price:  467.00 | Trend:  -0.16% | Mom:  -5.73% | Risk: LOW       
  ATGL.NS         | Price:  626.25 | Trend:  -2.91% | Mom:   2.77% | Risk: LOW       
  COROMANDEL.NS   | Price: 1944.90 | Trend:  -2.93% | Mom:  -0.32% | Risk: LOW       
  VMM.NS          | Price:  104.03 | Trend:  -3.01% | Mom:   0.13% | Risk: LOW       
  AUROPHARMA.NS   | Price: 1700.00 | Trend:   4.58% | Mom:   0.47% | Risk: LOW       
  ALKEM.NS        | Price: 5331.50 | Trend:  -1.90% | Mom:   2.90% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 4054.20 | Trend:  -0.01% | Mom:   2.52% | Risk: LOW       
  JSL.NS          | Price:  743.45 | Trend:   1.77% | Mom:   0.64% | Risk: LOW       
  COLPAL.NS       | Price: 1869.00 | Trend:  -4.16% | Mom:   2.70% | Risk: LOW       
  OBEROIRLTY.NS   | Price: 1845.60 | Trend:   0.70% | Mom:   0.64% | Risk: LOW       
  BHARATFORG.NS   | Price: 2009.00 | Trend:  -3.19% | Mom:   0.26% | Risk: LOW       
  FACT.NS         | Price:  798.45 | Trend:  -1.59% | Mom:   0.92% | Risk: LOW       
  COFORGE.NS      | Price: 1803.00 | Trend:   1.41% | Mom:  -7.54% | Risk: LOW       
  IRCTC.NS        | Price:  469.65 | Trend:  -3.85% | Mom:  -0.49% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   85.37 | Trend:   0.88% | Mom:  -1.31% | Risk: LOW       
  PIIND.NS        | Price: 2410.00 | Trend:  -4.95% | Mom:   0.63% | Risk: LOW       
  MOTILALOFS.NS   | Price: 1007.00 | Trend:   5.14% | Mom:  -4.23% | Risk: LOW       
  GLENMARK.NS     | Price: 2461.40 | Trend:   5.35% | Mom:  -0.53% | Risk: LOW       
  LINDEINDIA.NS   | Price: 6320.00 | Trend:  -4.68% | Mom:  -0.94% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4751.90 | Trend:   3.79% | Mom:   0.83% | Risk: LOW       
  BIOCON.NS       | Price:  390.00 | Trend:  -5.87% | Mom:  -0.59% | Risk: LOW       
  AIIL.NS         | Price:  546.90 | Trend:  -0.09% | Mom:   3.93% | Risk: LOW       
  JKCEMENT.NS     | Price: 5104.00 | Trend:  -3.29% | Mom:   2.27% | Risk: LOW       
  APLAPOLLO.NS    | Price: 2195.00 | Trend:   7.52% | Mom:   0.46% | Risk: LOW       
  PAGEIND.NS      | Price: 37150.00 | Trend:  -0.77% | Mom:   3.44% | Risk: LOW       
  GLAXO.NS        | Price: 2873.60 | Trend:   4.28% | Mom:  -2.85% | Risk: LOW       
  ITCHOTELS.NS    | Price:  158.60 | Trend:  -2.74% | Mom:   1.12% | Risk: LOW       
  MAHABANK.NS     | Price:   82.40 | Trend:   1.24% | Mom:  -2.82% | Risk: LOW       
  ANTHEM.NS       | Price:  891.70 | Trend:   2.69% | Mom:  -6.90% | Risk: LOW       
  DALBHARAT.NS    | Price: 1741.60 | Trend:  -3.72% | Mom:   2.42% | Risk: LOW       
  RADICO.NS       | Price: 4448.80 | Trend:   0.26% | Mom:  -0.81% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1525.00 | Trend:  -2.38% | Mom:   4.39% | Risk: LOW       
  NH.NS           | Price: 1883.30 | Trend:  -1.61% | Mom:  -0.74% | Risk: LOW       
  POONAWALLA.NS   | Price:  471.90 | Trend:   0.20% | Mom:   3.66% | Risk: LOW       
  CRISIL.NS       | Price: 4559.80 | Trend:   0.89% | Mom:  -4.74% | Risk: LOW       
  KPRMILL.NS      | Price: 1120.80 | Trend:   0.92% | Mom:  -2.94% | Risk: LOW       
  3MINDIA.NS      | Price: 34220.00 | Trend:  -0.61% | Mom:   4.20% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2206.70 | Trend:   2.10% | Mom:  -3.99% | Risk: LOW       
  EXIDEIND.NS     | Price:  429.70 | Trend:  -3.12% | Mom:   2.76% | Risk: LOW       
  AJANTPHARM.NS   | Price: 3519.30 | Trend:   0.20% | Mom:  -1.68% | Risk: LOW       
  COHANCE.NS      | Price:  452.75 | Trend:   2.03% | Mom:   0.25% | Risk: LOW       
  LICHSGFIN.NS    | Price:  565.00 | Trend:   7.24% | Mom:   0.36% | Risk: LOW       
  GLAND.NS        | Price: 2916.60 | Trend:   6.30% | Mom:  -1.44% | Risk: LOW       
  NIACL.NS        | Price:  187.41 | Trend:   1.36% | Mom:  -8.68% | Risk: LOW       
  SONACOMS.NS     | Price:  809.00 | Trend:   3.67% | Mom:   0.62% | Risk: LOW       
  KIMS.NS         | Price:  789.80 | Trend:   0.30% | Mom:   3.31% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8438.00 | Trend:   3.25% | Mom:  -3.36% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1909.80 | Trend:   1.87% | Mom:  -0.14% | Risk: LOW       
  PPLPHARMA.NS    | Price:  210.12 | Trend:   2.82% | Mom:  -7.28% | Risk: LOW       
  RAMCOCEM.NS     | Price:  883.50 | Trend:  -2.18% | Mom:   1.38% | Risk: LOW       
  FSL.NS          | Price:  269.50 | Trend:  -1.40% | Mom:   4.54% | Risk: LOW       
  EMAMILTD.NS     | Price:  390.00 | Trend:  -0.67% | Mom:   7.25% | Risk: LOW       
  EIHOTEL.NS      | Price:  303.90 | Trend:  -1.39% | Mom:   2.76% | Risk: LOW       
  WOCKPHARMA.NS   | Price: 2185.40 | Trend:  10.77% | Mom:  -1.74% | Risk: LOW       
  PTCIL.NS        | Price: 22130.00 | Trend:   9.00% | Mom:  -6.74% | Risk: LOW       
  ANANDRATHI.NS   | Price: 2179.00 | Trend:   1.54% | Mom:  -2.27% | Risk: LOW       
  PNBHOUSING.NS   | Price: 1125.60 | Trend:  -0.39% | Mom:  -3.56% | Risk: LOW       
  BRIGADE.NS      | Price:  616.55 | Trend:   1.44% | Mom: -10.25% | Risk: LOW       
  TIMKEN.NS       | Price: 3178.50 | Trend:  -0.05% | Mom:   2.57% | Risk: LOW       
  HSCL.NS         | Price:  669.45 | Trend:  -6.50% | Mom:  -0.18% | Risk: LOW       
  ANGELONE.NS     | Price:  295.10 | Trend:  -1.42% | Mom:  -0.97% | Risk: LOW       
  SAGILITY.NS     | Price:   45.61 | Trend:   3.85% | Mom:  -0.20% | Risk: LOW       
  IIFL.NS         | Price:  617.55 | Trend:   0.70% | Mom:  -1.66% | Risk: LOW       
  HATSUN.NS       | Price: 1168.00 | Trend:  13.32% | Mom:  -2.50% | Risk: LOW       
  ONESOURCE.NS    | Price: 1587.90 | Trend:   0.13% | Mom:   0.53% | Risk: LOW       
  KPIL.NS         | Price: 1400.10 | Trend:   2.74% | Mom:   0.19% | Risk: LOW       
  ATHERENERG.NS   | Price: 1543.80 | Trend:   5.20% | Mom:  -2.17% | Risk: LOW       
  SUNDRMFAST.NS   | Price: 1190.90 | Trend:   5.06% | Mom:  -5.11% | Risk: LOW       
  OLAELEC.NS      | Price:   37.78 | Trend:  -1.85% | Mom:   0.40% | Risk: LOW       
  CHALET.NS       | Price:  872.35 | Trend:   1.76% | Mom:  -2.72% | Risk: LOW       
  CHAMBLFERT.NS   | Price:  418.50 | Trend:  -2.78% | Mom:  -0.04% | Risk: LOW       
  ANANTRAJ.NS     | Price:  610.10 | Trend:   0.06% | Mom:  -2.52% | Risk: LOW       
  ECLERX.NS       | Price: 1924.10 | Trend:   1.93% | Mom:  -1.08% | Risk: LOW       
  TENNIND.NS      | Price:  532.75 | Trend:  -1.26% | Mom:   1.34% | Risk: LOW       
  NEULANDLAB.NS   | Price: 22550.00 | Trend:   3.70% | Mom:  -6.02% | Risk: LOW       
  DEEPAKFERT.NS   | Price: 1340.40 | Trend:  -8.62% | Mom:  -0.41% | Risk: LOW       
  FIRSTCRY.NS     | Price:  175.08 | Trend: -10.57% | Mom:  -0.66% | Risk: LOW       
  SAILIFE.NS      | Price: 1600.50 | Trend:  10.93% | Mom:  -2.83% | Risk: LOW       
  CGCL.NS         | Price:  267.05 | Trend:   8.17% | Mom:  -1.37% | Risk: LOW       
  GRINDWELL.NS    | Price: 1941.90 | Trend:  -4.46% | Mom:   0.99% | Risk: LOW       
  MAHSCOOTER.NS   | Price: 13313.00 | Trend:   1.31% | Mom:  -0.17% | Risk: LOW       
  FIVESTAR.NS     | Price:  524.85 | Trend:  -2.60% | Mom:   0.13% | Risk: LOW       
  RATNAMANI.NS    | Price: 2781.70 | Trend:   9.91% | Mom:  -0.79% | Risk: LOW       
  VENTIVE.NS      | Price:  579.60 | Trend:  -2.61% | Mom:  -0.16% | Risk: LOW       
  NAVA.NS         | Price:  550.90 | Trend:  -2.18% | Mom:  -0.66% | Risk: LOW       
  CUB.NS          | Price:  227.21 | Trend:   2.30% | Mom:  -2.47% | Risk: LOW       
  BEML.NS         | Price: 2096.80 | Trend:  10.67% | Mom:   0.17% | Risk: LOW       
  MANYAVAR.NS     | Price:  535.35 | Trend:   7.02% | Mom:  -6.29% | Risk: LOW       
  NETWEB.NS       | Price: 4817.00 | Trend:  -0.45% | Mom:  -5.32% | Risk: LOW       
  TBOTEK.NS       | Price: 1703.70 | Trend:   5.25% | Mom:  -0.10% | Risk: LOW       
  CPPLUS.NS       | Price: 3649.50 | Trend:   1.81% | Mom:  -4.68% | Risk: LOW       
  GMDCLTD.NS      | Price:  554.15 | Trend:  -1.24% | Mom:  -0.91% | Risk: LOW       
  CRAFTSMAN.NS    | Price: 10602.00 | Trend:   0.98% | Mom:  -7.05% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  608.95 | Trend:   1.04% | Mom:  -4.58% | Risk: LOW       
  CHOICEIN.NS     | Price:  760.90 | Trend:  -3.94% | Mom:   0.99% | Risk: LOW       
  VGUARD.NS       | Price:  320.50 | Trend:  -0.25% | Mom:  -2.89% | Risk: LOW       
  CIEINDIA.NS     | Price:  390.60 | Trend:  -4.16% | Mom:   1.88% | Risk: LOW       
  JMFINANCIL.NS   | Price:  126.31 | Trend:  -0.05% | Mom:  -1.68% | Risk: LOW       
  CAPLIPOINT.NS   | Price: 2777.30 | Trend:   6.52% | Mom:   0.41% | Risk: LOW       
  IGIL.NS         | Price:  326.95 | Trend:  -2.97% | Mom:   2.78% | Risk: LOW       
  LTFOODS.NS      | Price:  421.35 | Trend:   0.68% | Mom:  -7.23% | Risk: LOW       
  RRKABEL.NS      | Price: 2472.50 | Trend:  -5.18% | Mom:   0.98% | Risk: LOW       
  NIVABUPA.NS     | Price:   80.83 | Trend:  -3.17% | Mom:   0.35% | Risk: LOW       
  PARADEEP.NS     | Price:  154.17 | Trend:   3.40% | Mom:  -3.52% | Risk: LOW       
  CEATLTD.NS      | Price: 3401.40 | Trend:  -2.35% | Mom:   2.66% | Risk: LOW       
  FINEORG.NS      | Price: 5159.50 | Trend:   1.65% | Mom:   0.67% | Risk: LOW       
  NUVOCO.NS       | Price:  338.85 | Trend:   0.34% | Mom:  -0.29% | Risk: LOW       
  SWANCORP.NS     | Price:  302.75 | Trend:   0.37% | Mom:   9.38% | Risk: LOW       
  KIRLOSENG.NS    | Price: 2165.00 | Trend:   0.01% | Mom:  -4.74% | Risk: LOW       
  THELEELA.NS     | Price:  537.05 | Trend:   3.31% | Mom:  -1.19% | Risk: LOW       
  KSB.NS          | Price:  820.15 | Trend:  -0.44% | Mom:  -0.47% | Risk: LOW       
  CEMPRO.NS       | Price: 1319.30 | Trend:  -0.74% | Mom:   2.66% | Risk: LOW       
  GODREJAGRO.NS   | Price:  653.90 | Trend:   8.91% | Mom:  -2.92% | Risk: LOW       
  BBTC.NS         | Price: 1460.40 | Trend:  -1.35% | Mom:  -0.78% | Risk: LOW       
  CYIENT.NS       | Price: 1079.00 | Trend:  13.72% | Mom:  -2.39% | Risk: LOW       
  INDGN.NS        | Price:  592.10 | Trend:   6.24% | Mom:   0.49% | Risk: LOW       
  AAVAS.NS        | Price: 1313.10 | Trend:  -3.41% | Mom:   0.53% | Risk: LOW       
  GRANULES.NS     | Price:  864.05 | Trend:   0.76% | Mom:  -3.50% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1212.50 | Trend:   1.18% | Mom:  -1.99% | Risk: LOW       
  LEMONTREE.NS    | Price:  107.51 | Trend:  -0.97% | Mom:   1.68% | Risk: LOW       
  SKFINDUS.NS     | Price: 2790.80 | Trend:  -0.37% | Mom:  -5.52% | Risk: LOW       
  ELECON.NS       | Price:  420.55 | Trend:  -2.41% | Mom:  -0.14% | Risk: LOW       
  EMBDL.NS        | Price:   58.43 | Trend:  -3.87% | Mom:   0.53% | Risk: LOW       
  JINDALSAW.NS    | Price:  286.45 | Trend:   1.84% | Mom:  -6.88% | Risk: LOW       
  ACUTAAS.NS      | Price: 3213.70 | Trend:  -2.67% | Mom:   1.07% | Risk: LOW       
  CARTRADE.NS     | Price: 2907.90 | Trend:   0.20% | Mom:  -8.46% | Risk: LOW       
  CHENNPETRO.NS   | Price: 1392.00 | Trend:   3.86% | Mom:  -4.51% | Risk: LOW       
  CANHLIFE.NS     | Price:  153.40 | Trend:   1.37% | Mom:  -0.49% | Risk: LOW       
  RAILTEL.NS      | Price:  263.90 | Trend:  -5.57% | Mom:  -0.90% | Risk: LOW       
  CLEAN.NS        | Price:  833.20 | Trend:   4.28% | Mom:   0.36% | Risk: LOW       
  JYOTHYLAB.NS    | Price:  193.97 | Trend:  -3.93% | Mom:  -0.32% | Risk: LOW       
  ALIVUS.NS       | Price: 1374.20 | Trend:   5.18% | Mom:   0.16% | Risk: LOW       
  J&KBANK.NS      | Price:  145.94 | Trend:  -6.67% | Mom:  -0.74% | Risk: LOW       
  OLECTRA.NS      | Price: 1217.20 | Trend:  -6.22% | Mom:   0.34% | Risk: LOW       
  BSOFT.NS        | Price:  281.15 | Trend:  -5.20% | Mom:  -0.18% | Risk: LOW       
  INOXINDIA.NS    | Price: 2133.70 | Trend:   5.24% | Mom:  -3.71% | Risk: LOW       
  HFCL.NS         | Price:  221.06 | Trend:   0.33% | Mom: -11.76% | Risk: LOW       
  RUBICON.NS      | Price: 1671.20 | Trend:   0.07% | Mom: -10.18% | Risk: LOW       
  JKLAKSHMI.NS    | Price:  507.80 | Trend:  -6.82% | Mom:   1.81% | Risk: LOW       
  PRIVISCL.NS     | Price: 3515.20 | Trend:  -0.59% | Mom:   3.92% | Risk: LOW       
  SONATSOFTW.NS   | Price:  284.45 | Trend:  -5.18% | Mom:   3.72% | Risk: LOW       
  AETHER.NS       | Price: 1643.50 | Trend:   3.49% | Mom:   0.04% | Risk: LOW       
  AZAD.NS         | Price: 2776.20 | Trend:   5.82% | Mom:  -1.63% | Risk: LOW       
  NAZARA.NS       | Price:  370.45 | Trend:   6.82% | Mom:   0.56% | Risk: LOW       
  BALRAMCHIN.NS   | Price:  661.05 | Trend:   1.17% | Mom:  -7.08% | Risk: LOW       
  SHAILY.NS       | Price: 3168.80 | Trend:  -0.44% | Mom:  -6.93% | Risk: LOW       
  SHAKTIPUMP.NS   | Price:  469.10 | Trend:  -6.79% | Mom:  -0.82% | Risk: LOW       
  SUDARSCHEM.NS   | Price: 1230.30 | Trend:   7.25% | Mom:   0.70% | Risk: LOW       
  RHIM.NS         | Price:  379.20 | Trend:  -1.19% | Mom:   2.70% | Risk: LOW       
  TDPOWERSYS.NS   | Price:  756.40 | Trend:  10.91% | Mom:  -1.61% | Risk: LOW       
  UJJIVANSFB.NS   | Price:   64.74 | Trend:  -4.94% | Mom:  -0.19% | Risk: LOW       
  NESCO.NS        | Price: 1069.00 | Trend:   0.86% | Mom:  -4.31% | Risk: LOW       
  HAPPYFORGE.NS   | Price: 2108.50 | Trend:   5.24% | Mom:  -5.46% | Risk: LOW       
  KRBL.NS         | Price:  389.90 | Trend:   0.87% | Mom:  -8.51% | Risk: LOW       
  LLOYDSENT.NS    | Price:   70.41 | Trend:  -7.12% | Mom:  -0.90% | Risk: LOW       
  MARKSANS.NS     | Price:  332.95 | Trend:  10.82% | Mom:  -0.88% | Risk: LOW       
  POWERMECH.NS    | Price: 2443.10 | Trend:  -2.02% | Mom:   1.22% | Risk: LOW       
  SAREGAMA.NS     | Price:  503.35 | Trend:  -0.64% | Mom:   1.83% | Risk: LOW       
  JSLL.NS         | Price:  515.40 | Trend:  -2.67% | Mom:   2.88% | Risk: LOW       
  PCJEWELLER.NS   | Price:   13.58 | Trend:  25.70% | Mom:   0.44% | Risk: LOW       
  MANORAMA.NS     | Price: 1911.00 | Trend:   6.17% | Mom: -10.37% | Risk: LOW       
  APOLLO.NS       | Price:  406.50 | Trend:   3.58% | Mom:  -2.67% | Risk: LOW       
  RELIGARE.NS     | Price:  249.17 | Trend:   0.81% | Mom:  -2.14% | Risk: LOW       
  GMRP&UI.NS      | Price:   95.26 | Trend:  -0.61% | Mom:  -0.37% | Risk: LOW       
  WEWORK.NS       | Price:  671.15 | Trend:  -3.73% | Mom:   0.57% | Risk: LOW       
  VOLTAMP.NS      | Price: 10747.00 | Trend:   4.38% | Mom:  -5.44% | Risk: LOW       
  OSWALPUMPS.NS   | Price:  273.60 | Trend: -12.47% | Mom:  -0.44% | Risk: LOW       
  GARFIBRES.NS    | Price:  800.45 | Trend:   2.24% | Mom:  -2.28% | Risk: LOW       
  THOMASCOOK.NS   | Price:  104.85 | Trend:  -0.36% | Mom:  -4.60% | Risk: LOW       
  SUDEEPPHRM.NS   | Price: 1197.10 | Trend:  12.47% | Mom: -10.94% | Risk: LOW       
  RUSTOMJEE.NS    | Price:  363.55 | Trend:  -4.23% | Mom:   1.68% | Risk: LOW       
  FDC.NS          | Price:  356.50 | Trend:  -3.45% | Mom:   3.05% | Risk: LOW       
  LLOYDSENGG.NS   | Price:   85.73 | Trend:  -2.29% | Mom:   4.79% | Risk: LOW       
  REDTAPE.NS      | Price:  118.80 | Trend:  -4.66% | Mom:   2.79% | Risk: LOW       
  TMB.NS          | Price:  883.75 | Trend:   1.32% | Mom:  -4.65% | Risk: LOW       
  TIPSMUSIC.NS    | Price:  661.80 | Trend:  -0.15% | Mom:   2.62% | Risk: LOW       
  WELENT.NS       | Price:  783.75 | Trend:  18.36% | Mom:  -0.79% | Risk: LOW       
  KTKBANK.NS      | Price:  331.50 | Trend:   8.30% | Mom:   0.73% | Risk: LOW       
  AURIONPRO.NS    | Price:  681.90 | Trend:  -6.20% | Mom:   1.75% | Risk: LOW       
  THYROCARE.NS    | Price:  577.50 | Trend:  -0.28% | Mom:   1.41% | Risk: LOW       
  EQUITASBNK.NS   | Price:   72.91 | Trend:  -2.90% | Mom:   0.51% | Risk: LOW       
  CMSINFO.NS      | Price:  234.62 | Trend:  -6.86% | Mom:   0.27% | Risk: LOW       
  PGIL.NS         | Price: 1194.90 | Trend:   5.86% | Mom:   0.97% | Risk: LOW       
  QPOWER.NS       | Price: 1491.60 | Trend:  15.14% | Mom:  -1.78% | Risk: LOW       
  JKPAPER.NS      | Price:  416.40 | Trend:   5.81% | Mom:   0.26% | Risk: LOW       
  HNDFDS.NS       | Price:  622.15 | Trend:   3.22% | Mom:  -1.07% | Risk: LOW       
  PURVA.NS        | Price:  216.69 | Trend:   0.40% | Mom:   0.14% | Risk: LOW       
  UTLSOLAR.NS     | Price:  434.60 | Trend:   4.45% | Mom:  -0.14% | Risk: LOW       
  SUPRAJIT.NS     | Price:  483.45 | Trend:  -3.14% | Mom:   2.17% | Risk: LOW       
  JAYNECOIND.NS   | Price:   90.28 | Trend:  -1.39% | Mom:  -0.44% | Risk: LOW       
  VMART.NS        | Price:  795.60 | Trend:  -0.49% | Mom:  -3.52% | Risk: LOW       
  IONEXCHANG.NS   | Price:  429.80 | Trend:   5.95% | Mom:  -0.45% | Risk: LOW       
  WAKEFIT.NS      | Price:  146.86 | Trend:   6.63% | Mom:  -4.04% | Risk: LOW       
  SUBROS.NS       | Price:  720.65 | Trend:  -3.99% | Mom:   3.70% | Risk: LOW       
  MTARTECH.NS     | Price: 7176.00 | Trend:   6.87% | Mom:  -7.99% | Risk: LOW       
  GULFOILLUB.NS   | Price: 1050.90 | Trend:  -2.44% | Mom:  -0.63% | Risk: LOW       
  PICCADIL.NS     | Price:  614.80 | Trend: -10.04% | Mom:  -0.34% | Risk: LOW       
  MANINFRA.NS     | Price:  124.04 | Trend:  10.17% | Mom:  -2.90% | Risk: LOW       
  TIIL.NS         | Price: 2983.00 | Trend:   1.83% | Mom:  -5.79% | Risk: LOW       
  SMARTWORKS.NS   | Price:  543.90 | Trend:   7.16% | Mom:  -1.58% | Risk: LOW       
  PARAS.NS        | Price: 1375.50 | Trend:   1.86% | Mom:  -8.54% | Risk: LOW       
  MASFIN.NS       | Price:  289.35 | Trend:  -4.51% | Mom:  -0.28% | Risk: LOW       
  SKIPPER.NS      | Price:  561.55 | Trend:   2.84% | Mom:  -7.14% | Risk: LOW       
  ICIL.NS         | Price:  448.90 | Trend:   6.32% | Mom:  -0.43% | Risk: LOW       
  SHOPERSTOP.NS   | Price:  392.50 | Trend:  -1.26% | Mom:   3.07% | Risk: LOW       
  INDIGOPNTS.NS   | Price: 1142.00 | Trend:   2.57% | Mom:   0.15% | Risk: LOW       
  RESPONIND.NS    | Price:  157.38 | Trend:  -5.52% | Mom:   6.17% | Risk: LOW       
  BANSALWIRE.NS   | Price:  315.25 | Trend:  -0.71% | Mom:   0.11% | Risk: LOW       
  LXCHEM.NS       | Price:  178.01 | Trend:   0.86% | Mom:  -3.53% | Risk: LOW       
  CRIZAC.NS       | Price:  177.03 | Trend:  -1.73% | Mom:   2.96% | Risk: LOW       
  KNRCON.NS       | Price:  120.04 | Trend:  -4.17% | Mom:   0.47% | Risk: LOW       
  E2E.NS          | Price:  604.95 | Trend:   5.03% | Mom:  -2.05% | Risk: LOW       
  KRN.NS          | Price: 1420.10 | Trend:   1.41% | Mom: -14.46% | Risk: LOW       
  DATAMATICS.NS   | Price:  765.30 | Trend:  -5.27% | Mom:   4.23% | Risk: LOW       
  PTC.NS          | Price:  155.63 | Trend:  -0.86% | Mom:   0.93% | Risk: LOW       
  ZAGGLE.NS       | Price:  179.95 | Trend:  -6.96% | Mom:  -0.09% | Risk: LOW       
  ORIANA.NS       | Price:  275.90 | Trend: -75.11% | Mom:  13.29% | Risk: NORMAL    
  SIS.NS          | Price:  424.05 | Trend:  -0.80% | Mom:  -0.86% | Risk: LOW       
  PDSL.NS         | Price:  361.45 | Trend:   0.42% | Mom:   3.39% | Risk: LOW       
  VRLLOG.NS       | Price:  291.75 | Trend:   4.27% | Mom:  -0.68% | Risk: LOW       
  ENTERO.NS       | Price: 1841.80 | Trend:  23.39% | Mom:  -2.98% | Risk: LOW       
  JSFB.NS         | Price:  533.70 | Trend:  -1.58% | Mom:  -0.89% | Risk: LOW       
  GREAVESCOT.NS   | Price:  199.67 | Trend:  -4.02% | Mom:   3.42% | Risk: LOW       
  LGBBROSLTD.NS   | Price: 1730.20 | Trend:   7.17% | Mom:  -0.37% | Risk: LOW       
  SKYGOLD.NS      | Price:  802.55 | Trend:   7.12% | Mom:  -2.13% | Risk: LOW       
  REFEX.NS        | Price:  291.00 | Trend:  -0.94% | Mom:   5.49% | Risk: LOW       
  TARC.NS         | Price:  130.66 | Trend:   3.11% | Mom:  -3.14% | Risk: LOW       
  NEPHROPLUS.NS   | Price:  749.45 | Trend:   7.42% | Mom:   0.72% | Risk: LOW       
  DCBBANK.NS      | Price:  218.58 | Trend:   7.91% | Mom:  -4.78% | Risk: LOW       
  SJS.NS          | Price: 2310.80 | Trend:  -3.06% | Mom:   1.05% | Risk: LOW       
  BOSCH-HCIL.NS   | Price: 1720.80 | Trend:   7.55% | Mom:  -4.08% | Risk: LOW       
  INDIQUBE.NS     | Price:  187.96 | Trend:   1.22% | Mom:  -7.01% | Risk: LOW       
  VSTTILLERS.NS   | Price: 4305.40 | Trend:  -0.69% | Mom:   4.96% | Risk: LOW       
  INDRAMEDCO.NS   | Price:  360.95 | Trend:  -0.54% | Mom:   2.76% | Risk: LOW       
  PACEDIGITK.NS   | Price:  167.74 | Trend:  -6.87% | Mom:   4.63% | Risk: LOW       
  VSTIND.NS       | Price:  205.69 | Trend:  -4.78% | Mom:  -0.51% | Risk: LOW       
  RAIN.NS         | Price:  219.54 | Trend:   3.15% | Mom:   0.79% | Risk: LOW       
  SAMHI.NS        | Price:  159.52 | Trend:  -2.76% | Mom:   2.51% | Risk: LOW       
  CEIGALL.NS      | Price:  377.20 | Trend:   9.60% | Mom:   0.76% | Risk: LOW       
  GUJTHEM.NS      | Price:  410.98 | Trend:   6.33% | Mom:  -9.18% | Risk: LOW       
  RBA.NS          | Price:   93.64 | Trend:   5.16% | Mom:  -1.99% | Risk: LOW       
  LUMAXIND.NS     | Price: 5846.00 | Trend:   2.37% | Mom:  -4.78% | Risk: LOW       
  EIEL.NS         | Price:  201.07 | Trend:  -3.18% | Mom:   2.48% | Risk: LOW       
  RAYMONDREL.NS   | Price:  589.50 | Trend:  -3.10% | Mom:   1.20% | Risk: LOW       
