NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-03-05 19:43:54

BUY SIGNALS (65):
  SARDAEN.NS      | Price:  542.65 | Entry:   531.8 | Target:  640.38 | Risk: LOW       
  INDGN.NS        | Price:  462.40 | Target:  373.63 | Risk: LOW        | Conf: 100%
  AADHARHFC.NS    | Price:  453.10 | Target:  362.99 | Risk: LOW        | Conf: 100%
  RELIANCE.NS     | Price: 1389.40 | Target: 1227.61 | Risk: LOW        | Conf: 100%
  ABCAPITAL.NS    | Price:  327.60 | Target:  271.62 | Risk: LOW        | Conf: 100%
  UCOBANK.NS      | Price:   27.46 | Target:   22.78 | Risk: LOW        | Conf: 100%
  NHPC.NS         | Price:   74.15 | Target:   65.46 | Risk: LOW        | Conf: 100%
  AMBUJACEM.NS    | Price:  480.00 | Target:  420.23 | Risk: LOW        | Conf: 100%
  YESBANK.NS      | Price:   20.23 | Target:   18.24 | Risk: LOW        | Conf: 100%
  WIPRO.NS        | Price:  195.68 | Target:  166.48 | Risk: LOW        | Conf: 100%
  IRCON.NS        | Price:  133.66 | Target:  114.94 | Risk: LOW        | Conf: 100%
  RVNL.NS         | Price:  279.25 | Target:  226.80 | Risk: LOW        | Conf: 100%
  RAILTEL.NS      | Price:  282.05 | Target:  229.87 | Risk: LOW        | Conf: 100%
  BEML.NS         | Price: 1629.50 | Target: 1378.68 | Risk: LOW        | Conf: 100%
  ACC.NS          | Price: 1523.60 | Target: 1384.39 | Risk: LOW        | Conf: 100%
  ATGL.NS         | Price:  483.45 | Target:  421.47 | Risk: LOW        | Conf: 100%
  NUVOCO.NS       | Price:  307.40 | Target:  258.38 | Risk: LOW        | Conf: 100%
  PNB.NS          | Price:  122.20 | Target:  103.96 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  418.40 | Target:  346.51 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1911.80 | Target: 1717.26 | Risk: LOW        | Conf: 100%
  DABUR.NS        | Price:  487.90 | Target:  428.11 | Risk: LOW        | Conf: 100%
  FLUOROCHEM.NS   | Price: 3273.40 | Target: 2700.97 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  243.10 | Target:  216.24 | Risk: LOW        | Conf: 100%
  LICI.NS         | Price:  832.95 | Target:  739.11 | Risk: LOW        | Conf: 100%
  SHYAMMETL.NS    | Price:  805.90 | Target:  672.47 | Risk: LOW        | Conf: 100%
  ECLERX.NS       | Price: 3096.60 | Target: 2189.03 | Risk: LOW        | Conf: 100%
  HCLTECH.NS      | Price: 1354.10 | Target: 1126.46 | Risk: LOW        | Conf: 100%
  KOTAKBANK.NS    | Price:  407.30 | Target:  365.73 | Risk: LOW        | Conf: 100%
  UPL.NS          | Price:  629.60 | Target:  492.26 | Risk: LOW        | Conf: 100%
  PAGEIND.NS      | Price: 31525.00 | Target: 27803.57 | Risk: LOW        | Conf: 100%
  ETERNAL.NS      | Price:  240.14 | Target:  192.11 | Risk: LOW        | Conf: 100%
  SRF.NS          | Price: 2563.10 | Target: 2209.03 | Risk: LOW        | Conf: 100%
  CHOLAHLDNG.NS   | Price: 1629.00 | Target: 1355.39 | Risk: LOW        | Conf: 100%
  ITC.NS          | Price:  311.50 | Target:  281.25 | Risk: LOW        | Conf: 100%
  AKZOINDIA.NS    | Price: 2835.50 | Target: 2391.00 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   40.25 | Target:   33.66 | Risk: LOW        | Conf: 100%
  JINDALSAW.NS    | Price:  168.80 | Target:  131.66 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3348.00 | Target: 2950.93 | Risk: LOW        | Conf: 100%
  GMRAIRPORT.NS   | Price:   97.98 | Target:   82.44 | Risk: LOW        | Conf: 100%
  TECHM.NS        | Price: 1333.30 | Target: 1074.16 | Risk: LOW        | Conf: 100%
  DEEPAKFERT.NS   | Price:  950.45 | Target:  786.58 | Risk: LOW        | Conf: 100%
  MINDACORP.NS    | Price:  528.35 | Target:  430.71 | Risk: LOW        | Conf: 100%
  CRISIL.NS       | Price: 4329.80 | Target: 3650.12 | Risk: LOW        | Conf: 100%
  CANFINHOME.NS   | Price:  826.80 | Target:  695.07 | Risk: LOW        | Conf: 100%
  APOLLOTYRE.NS   | Price:  444.35 | Target:  379.71 | Risk: LOW        | Conf: 100%
  IDEA.NS         | Price:   10.22 | Target:    8.42 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4512.80 | Target: 3869.41 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  201.87 | Target:  177.82 | Risk: LOW        | Conf: 100%
  CONCOR.NS       | Price:  479.95 | Target:  423.58 | Risk: LOW        | Conf: 100%
  INTELLECT.NS    | Price:  658.35 | Target:  520.76 | Risk: LOW        | Conf: 100%
  HEXT.NS         | Price:  462.05 | Target:  307.75 | Risk: LOW        | Conf: 100%
  HSCL.NS         | Price:  457.45 | Target:  368.95 | Risk: LOW        | Conf: 100%
  OLAELEC.NS      | Price:   24.39 | Target:   17.63 | Risk: LOW        | Conf: 100%
  BIKAJI.NS       | Price:  630.40 | Target:  562.60 | Risk: LOW        | Conf: 80%
  KAJARIACER.NS   | Price:  940.25 | Target:  764.68 | Risk: LOW        | Conf: 100%
  BAJAJHFL.NS     | Price:   84.63 | Target:   77.38 | Risk: LOW        | Conf: 100%
  AAVAS.NS        | Price: 1224.90 | Target: 1054.33 | Risk: LOW        | Conf: 100%
  LT.NS           | Price: 4038.70 | Target: 3404.49 | Risk: LOW        | Conf: 80%
  ABFRL.NS        | Price:   64.28 | Target:   52.30 | Risk: LOW        | Conf: 100%
  COCHINSHIP.NS   | Price: 1447.60 | Target: 1192.99 | Risk: LOW        | Conf: 100%
  FIVESTAR.NS     | Price:  408.05 | Target:  347.03 | Risk: LOW        | Conf: 100%
  VGUARD.NS       | Price:  305.55 | Target:  255.26 | Risk: LOW        | Conf: 100%
  CIPLA.NS        | Price: 1326.40 | Target: 1200.47 | Risk: LOW        | Conf: 80%
  VENTIVE.NS      | Price:  699.75 | Target:  588.05 | Risk: LOW        | Conf: 100%
  EIHOTEL.NS      | Price:  326.35 | Target:  260.01 | Risk: LOW        | Conf: 100%
  TATATECH.NS     | Price:  576.10 | Target:  495.64 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  114.21 | Target:   95.40 | Risk: LOW        | Conf: 100%
  UNITDSPR.NS     | Price: 1325.80 | Target: 1180.41 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  228.50 | Target:  191.11 | Risk: LOW        | Conf: 100%
  ADANIGREEN.NS   | Price:  884.55 | Target:  706.55 | Risk: LOW        | Conf: 100%
  PATANJALI.NS    | Price:  499.80 | Target:  435.16 | Risk: LOW        | Conf: 100%
  CANBK.NS        | Price:  148.51 | Target:  125.56 | Risk: LOW        | Conf: 100%
  TATAELXSI.NS    | Price: 4400.00 | Target: 3560.11 | Risk: LOW        | Conf: 100%
  LATENTVIEW.NS   | Price:  312.50 | Target:  237.68 | Risk: LOW        | Conf: 100%
  APLLTD.NS       | Price:  707.50 | Target:  596.21 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  658.00 | Target:  558.64 | Risk: LOW        | Conf: 100%
  IRCTC.NS        | Price:  561.95 | Target:  461.03 | Risk: LOW        | Conf: 100%
  HDFCBANK.NS     | Price:  877.75 | Target:  792.61 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  397.30 | Target:  345.55 | Risk: LOW        | Conf: 100%
  JKTYRE.NS       | Price:  440.85 | Target:  310.96 | Risk: LOW        | Conf: 100%
  ICICIPRULI.NS   | Price:  627.45 | Target:  553.61 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1238.10 | Target: 1041.14 | Risk: LOW        | Conf: 100%
  FACT.NS         | Price:  678.05 | Target:  532.16 | Risk: LOW        | Conf: 100%
  TATACOMM.NS     | Price: 1461.60 | Target: 1179.24 | Risk: LOW        | Conf: 100%
  NTPCGREEN.NS    | Price:   87.33 | Target:   77.69 | Risk: LOW        | Conf: 100%
  CARBORUNIV.NS   | Price:  813.55 | Target:  707.76 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  298.40 | Target:  242.40 | Risk: LOW        | Conf: 100%
  SUNDRMFAST.NS   | Price:  852.95 | Target:  726.74 | Risk: LOW        | Conf: 100%
  NAUKRI.NS       | Price: 1015.30 | Target:  826.68 | Risk: LOW        | Conf: 100%
  AEGISLOG.NS     | Price:  663.65 | Target:  540.03 | Risk: LOW        | Conf: 100%
  LTIM.NS         | Price: 4349.30 | Target: 3424.94 | Risk: LOW        | Conf: 100%
  VIJAYA.NS       | Price:  960.00 | Target:  801.32 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1627.30 | Target: 1400.42 | Risk: LOW        | Conf: 100%
  360ONE.NS       | Price: 1081.00 | Target:  922.50 | Risk: LOW        | Conf: 100%
  PPLPHARMA.NS    | Price:  153.30 | Target:  130.09 | Risk: LOW        | Conf: 100%
  INOXWIND.NS     | Price:   86.32 | Target:   66.97 | Risk: LOW        | Conf: 100%
  MPHASIS.NS      | Price: 2231.60 | Target: 1779.21 | Risk: LOW        | Conf: 100%
  PHOENIXLTD.NS   | Price: 1633.60 | Target: 1388.53 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  834.00 | Target:  690.52 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 5453.00 | Target: 4749.07 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  256.70 | Target:  216.49 | Risk: LOW        | Conf: 100%
  CHOLAFIN.NS     | Price: 1669.00 | Target: 1408.71 | Risk: LOW        | Conf: 100%
  HEG.NS          | Price:  542.15 | Target:  434.26 | Risk: LOW        | Conf: 100%
  INDHOTEL.NS     | Price:  629.70 | Target:  538.00 | Risk: LOW        | Conf: 100%
  TRITURBINE.NS   | Price:  472.85 | Target:  405.78 | Risk: LOW        | Conf: 100%
  WOCKPHARMA.NS   | Price: 1305.20 | Target: 1105.41 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   22.55 | Target:   17.28 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  114.91 | Target:   94.01 | Risk: LOW        | Conf: 100%
  ALKYLAMINE.NS   | Price: 1400.90 | Target: 1234.08 | Risk: LOW        | Conf: 100%
  CROMPTON.NS     | Price:  250.10 | Target:  209.18 | Risk: LOW        | Conf: 80%
  DIXON.NS        | Price: 10224.00 | Target: 8275.79 | Risk: LOW        | Conf: 100%
  IIFL.NS         | Price:  491.40 | Target:  401.79 | Risk: LOW        | Conf: 100%
  ESCORTS.NS      | Price: 3333.30 | Target: 2778.11 | Risk: LOW        | Conf: 100%
  SONATSOFTW.NS   | Price:  250.25 | Target:  193.39 | Risk: LOW        | Conf: 100%
  PFIZER.NS       | Price: 4806.00 | Target: 4173.29 | Risk: LOW        | Conf: 100%
  SOBHA.NS        | Price: 1354.80 | Target: 1118.16 | Risk: LOW        | Conf: 100%
  CYIENT.NS       | Price:  885.80 | Target:  729.69 | Risk: LOW        | Conf: 100%
  IRB.NS          | Price:   40.36 | Target:   34.12 | Risk: LOW        | Conf: 100%
  CAPLIPOINT.NS   | Price: 1653.30 | Target: 1471.16 | Risk: LOW        | Conf: 100%
  LTF.NS          | Price:  275.50 | Target:  227.64 | Risk: LOW        | Conf: 100%
  DOMS.NS         | Price: 2143.40 | Target: 1822.08 | Risk: LOW        | Conf: 100%
  TTML.NS         | Price:   39.11 | Target:   33.02 | Risk: LOW        | Conf: 100%
  LTTS.NS         | Price: 3297.50 | Target: 2590.96 | Risk: LOW        | Conf: 100%
  AGARWALEYE.NS   | Price:  444.85 | Target:  373.08 | Risk: LOW        | Conf: 80%
  BOSCHLTD.NS     | Price: 33230.00 | Target: 28447.86 | Risk: LOW        | Conf: 100%
  BERGEPAINT.NS   | Price:  434.80 | Target:  385.28 | Risk: LOW        | Conf: 100%
  PGHH.NS         | Price: 11118.00 | Target: 10215.14 | Risk: LOW        | Conf: 100%
  SBICARD.NS      | Price:  730.55 | Target:  614.35 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  239.55 | Target:  202.44 | Risk: LOW        | Conf: 100%
  KPITTECH.NS     | Price:  717.50 | Target:  538.95 | Risk: LOW        | Conf: 100%
  KFINTECH.NS     | Price:  927.90 | Target:  755.97 | Risk: LOW        | Conf: 100%
  BAYERCROP.NS    | Price: 4513.90 | Target: 3990.08 | Risk: LOW        | Conf: 80%
  POLICYBZR.NS    | Price: 1472.80 | Target: 1245.19 | Risk: LOW        | Conf: 80%
  BAJFINANCE.NS   | Price:  962.40 | Target:  842.85 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  355.15 | Target:  297.28 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  399.80 | Target:  337.34 | Risk: LOW        | Conf: 100%
  INFY.NS         | Price: 1305.80 | Target: 1077.30 | Risk: LOW        | Conf: 100%
  HAVELLS.NS      | Price: 1352.50 | Target: 1192.57 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price:  929.25 | Target:  772.36 | Risk: LOW        | Conf: 100%
  ZEEL.NS         | Price:   82.39 | Target:   67.52 | Risk: LOW        | Conf: 100%
  WELSPUNLIV.NS   | Price:  120.30 | Target:   93.78 | Risk: LOW        | Conf: 100%
  CHALET.NS       | Price:  771.65 | Target:  636.42 | Risk: LOW        | Conf: 100%
  GODIGIT.NS      | Price:  323.65 | Target:  270.67 | Risk: LOW        | Conf: 100%
  RHIM.NS         | Price:  396.85 | Target:  292.53 | Risk: LOW        | Conf: 100%
  NEULANDLAB.NS   | Price: 12926.00 | Target: 10050.29 | Risk: LOW        | Conf: 100%
  DEEPAKNTR.NS    | Price: 1535.90 | Target: 1290.01 | Risk: LOW        | Conf: 100%
  COROMANDEL.NS   | Price: 2063.50 | Target: 1706.79 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  805.05 | Target:  705.62 | Risk: LOW        | Conf: 100%
  JMFINANCIL.NS   | Price:  125.25 | Target:   98.71 | Risk: LOW        | Conf: 100%
  MOTILALOFS.NS   | Price:  725.85 | Target:  610.21 | Risk: LOW        | Conf: 100%
  CGCL.NS         | Price:  156.83 | Target:  127.84 | Risk: LOW        | Conf: 100%
  CERA.NS         | Price: 4764.30 | Target: 4129.30 | Risk: LOW        | Conf: 100%
  DBREALTY.NS     | Price:  103.52 | Target:   76.50 | Risk: LOW        | Conf: 100%
  GRANULES.NS     | Price:  573.30 | Target:  490.57 | Risk: LOW        | Conf: 80%
  ALOKINDS.NS     | Price:   13.56 | Target:   11.52 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:   86.85 | Target:   71.28 | Risk: LOW        | Conf: 100%
  PERSISTENT.NS   | Price: 4641.70 | Target: 3414.13 | Risk: LOW        | Conf: 100%
  IDFCFIRSTB.NS   | Price:   70.40 | Target:   53.11 | Risk: LOW        | Conf: 100%
  AEGISVOPAK.NS   | Price:  188.80 | Target:  126.62 | Risk: LOW        | Conf: 100%
  GUJGASLTD.NS    | Price:  397.15 | Target:  322.10 | Risk: LOW        | Conf: 100%
  AWL.NS          | Price:  178.84 | Target:  151.13 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  160.13 | Target:  136.78 | Risk: LOW        | Conf: 100%
  HDFCAMC.NS      | Price: 2559.00 | Target: 2213.57 | Risk: LOW        | Conf: 100%
  REDINGTON.NS    | Price:  248.85 | Target:  192.87 | Risk: LOW        | Conf: 100%
  PCBL.NS         | Price:  283.95 | Target:  212.68 | Risk: LOW        | Conf: 100%
  PAYTM.NS        | Price: 1052.90 | Target:  844.44 | Risk: LOW        | Conf: 100%
  NIVABUPA.NS     | Price:   72.59 | Target:   64.76 | Risk: LOW        | Conf: 100%
  HAPPSTMNDS.NS   | Price:  340.60 | Target:  266.81 | Risk: LOW        | Conf: 100%
  BLS.NS          | Price:  258.70 | Target:  198.93 | Risk: LOW        | Conf: 100%
  CHOICEIN.NS     | Price:  687.20 | Target:  563.50 | Risk: LOW        | Conf: 100%
  HONAUT.NS       | Price: 29945.00 | Target: 27000.36 | Risk: LOW        | Conf: 100%
  GPIL.NS         | Price:  248.65 | Target:  196.15 | Risk: LOW        | Conf: 100%
  OBEROIRLTY.NS   | Price: 1482.10 | Target: 1277.99 | Risk: LOW        | Conf: 100%
  UTIAMC.NS       | Price:  989.55 | Target:  830.96 | Risk: LOW        | Conf: 100%
  NH.NS           | Price: 1767.30 | Target: 1522.91 | Risk: LOW        | Conf: 100%
  DLF.NS          | Price:  585.15 | Target:  493.10 | Risk: LOW        | Conf: 100%
  FSL.NS          | Price:  223.11 | Target:  156.48 | Risk: LOW        | Conf: 100%
  BATAINDIA.NS    | Price:  743.20 | Target:  633.74 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  284.75 | Target:  238.87 | Risk: LOW        | Conf: 100%
  JUBLINGREA.NS   | Price:  565.10 | Target:  470.24 | Risk: LOW        | Conf: 100%
  JPPOWER.NS      | Price:   13.87 | Target:   11.42 | Risk: LOW        | Conf: 100%
  METROPOLIS.NS   | Price: 1794.00 | Target: 1527.18 | Risk: LOW        | Conf: 100%
  ITCHOTELS.NS    | Price:  166.36 | Target:  144.49 | Risk: LOW        | Conf: 100%
  MSUMI.NS        | Price:   41.56 | Target:   35.19 | Risk: LOW        | Conf: 100%
  PRAJIND.NS      | Price:  306.25 | Target:  215.32 | Risk: LOW        | Conf: 80%
  CRAFTSMAN.NS    | Price: 7594.50 | Target: 6266.11 | Risk: LOW        | Conf: 80%
  JUBLPHARMA.NS   | Price:  836.55 | Target:  684.82 | Risk: LOW        | Conf: 100%
  ZFCVINDIA.NS    | Price: 14328.00 | Target: 11716.57 | Risk: LOW        | Conf: 100%
  NAM-INDIA.NS    | Price:  860.70 | Target:  672.61 | Risk: LOW        | Conf: 100%
  GSPL.NS         | Price:  290.05 | Target:  252.94 | Risk: LOW        | Conf: 100%
  HBLENGINE.NS    | Price:  663.55 | Target:  542.05 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  467.75 | Target:  247.41 | Risk: LOW        | Conf: 100%
  CENTURYPLY.NS   | Price:  704.35 | Target:  593.67 | Risk: LOW        | Conf: 100%
  JKCEMENT.NS     | Price: 5514.50 | Target: 4662.71 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3453.90 | Target: 2910.79 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  514.20 | Target:  428.88 | Risk: LOW        | Conf: 100%
  GODREJIND.NS    | Price:  932.60 | Target:  761.98 | Risk: LOW        | Conf: 100%
  TRIDENT.NS      | Price:   23.85 | Target:   19.76 | Risk: LOW        | Conf: 100%
  TBOTEK.NS       | Price: 1154.80 | Target:  831.69 | Risk: LOW        | Conf: 100%
  ASAHIINDIA.NS   | Price:  843.55 | Target:  684.30 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  652.35 | Target:  549.53 | Risk: LOW        | Conf: 100%
  ASTRAZEN.NS     | Price: 8601.00 | Target: 7626.18 | Risk: LOW        | Conf: 80%
  ACE.NS          | Price:  872.80 | Target:  742.96 | Risk: LOW        | Conf: 100%
  CREDITACC.NS    | Price: 1210.80 | Target:  989.37 | Risk: LOW        | Conf: 100%
  POONAWALLA.NS   | Price:  433.60 | Target:  350.98 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price: 1004.40 | Target:  768.11 | Risk: LOW        | Conf: 100%
  BHEL.NS         | Price:  257.25 | Target:  216.66 | Risk: LOW        | Conf: 80%
  LALPATHLAB.NS   | Price: 1339.20 | Target: 1134.31 | Risk: LOW        | Conf: 100%
  CHAMBLFERT.NS   | Price:  433.30 | Target:  378.35 | Risk: LOW        | Conf: 100%
  BAJAJHLDNG.NS   | Price: 10663.00 | Target: 9148.36 | Risk: LOW        | Conf: 100%
  ELECON.NS       | Price:  399.90 | Target:  325.24 | Risk: LOW        | Conf: 100%
  GODREJPROP.NS   | Price: 1743.80 | Target: 1422.94 | Risk: LOW        | Conf: 100%
  SAREGAMA.NS     | Price:  328.15 | Target:  273.42 | Risk: LOW        | Conf: 100%
  AFFLE.NS        | Price: 1359.50 | Target: 1048.43 | Risk: LOW        | Conf: 100%
  BHARTIHEXA.NS   | Price: 1608.90 | Target: 1390.83 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1233.40 | Target: 1004.51 | Risk: LOW        | Conf: 100%
  UNOMINDA.NS     | Price: 1118.30 | Target:  932.76 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1536.80 | Target: 1312.44 | Risk: LOW        | Conf: 100%
  RADICO.NS       | Price: 2566.40 | Target: 2215.58 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  360.90 | Target:  282.69 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1375.60 | Target: 1125.49 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  291.85 | Target:  204.44 | Risk: LOW        | Conf: 100%
  MAHSCOOTER.NS   | Price: 13236.00 | Target: 11499.57 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:   90.09 | Target:   60.11 | Risk: LOW        | Conf: 100%
  CUB.NS          | Price:  268.15 | Target:  218.92 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  923.30 | Target:  685.46 | Risk: LOW        | Conf: 100%
  JTLIND.NS       | Price:   53.34 | Target:   40.03 | Risk: LOW        | Conf: 100%
  PVP.NS          | Price:   26.98 | Target:   18.60 | Risk: LOW        | Conf: 100%
  RICOAUTO.NS     | Price:  116.92 | Target:   84.42 | Risk: LOW        | Conf: 100%
  EQUITASBNK.NS   | Price:   57.79 | Target:   44.90 | Risk: LOW        | Conf: 100%
