NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-16 19:10:20

BUY SIGNALS (297):
  TMPV.NS         | Price:  356.30 | Entry:  349.17 | Target:  416.94 | Risk: LOW       
  CGCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARE&M.NS        | Price:  772.70 | Trend:  -3.43% | Mom:  14.91% | Risk: LOW       
  GRINDWELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VINATIORGA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKFINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHSCOOTER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUBLPHARMA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENSARTECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FIVESTAR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRITURBINE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CARBORUNIV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RBLBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GSPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RATNAMANI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VENTIVE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAVA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTURYPLY.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BEML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANYAVAR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NETWEB.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TBOTEK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CONCORDBIO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRAVELFOOD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CPPLUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UTIAMC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOBHA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LMW.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACMESOLAR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRCON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GABRIEL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMDCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAFTSMAN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELGIEQUIP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NATCOPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHOICEIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VGUARD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APTUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGNATURE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIEINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TECHNOE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WHIRLPOOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JMFINANCIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AFCONS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPLIPOINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DATAPATTNS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DOMS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLOSBROS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGARWALEYE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JBMA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALLANTT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IFCI.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIVABUPA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIAMART.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GESHIP.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARADEEP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CEATLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIDENT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAINBOW.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INTELLECT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYRMA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINEORG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NUVOCO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BATAINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWANCORP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLOSENG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTIIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THELEELA.NS     | Price:  427.95 | Trend:  -0.29% | Mom:   4.48% | Risk: LOW       
  EMMVEE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPLPETRO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUEDART.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZYDUSWELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KSB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PCBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JWL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENTEC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAINREC.NS      | Price:  418.00 | Trend:   0.71% | Mom:  -8.43% | Risk: LOW       
  GODREJAGRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IEX.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BBTC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CYIENT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDGN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAVAS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MINDACORP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BELRISE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CELLO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPPOWER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEWGEN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANURAS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRANULES.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAVITA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HOMEFIRST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  USHAMART.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LEMONTREE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEGA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NCC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINCABLES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMBDL.NS        | Price:   50.21 | Trend: -10.54% | Mom:  16.39% | Risk: LOW       
  JINDALSAW.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WELSPUNLIV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NSLNISP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACUTAAS.NS      | Price: 2340.40 | Trend:   6.87% | Mom:  -8.53% | Risk: LOW       
  RITES.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CCL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINPIPE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMMAANCAP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INGERRAND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIACEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUEJET.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CARTRADE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHENNPETRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TSFINV.NS       | Price:  387.25 | Trend:  -2.02% | Mom:  14.69% | Risk: LOW       
  RAILTEL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CLEAN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TITAGARH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JYOTHYLAB.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRIPISTON.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENGINERSIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  J&KBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OLECTRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUBLINGREA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANOFI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELAXO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDENT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIKRAMSOLR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANFINHOME.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSOFT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAPHITE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKTYRE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZEEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAFARI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HFCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUBICON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PVRINOX.NS      | Price:  950.85 | Trend:  -4.74% | Mom:   3.51% | Risk: LOW       
  SCI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKLAKSHMI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIJAYA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRIVISCL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONATSOFTW.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AETHER.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AZAD.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EDELWEISS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAZARA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  METROPOLIS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IXIGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALRAMCHIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VESUVIUS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WESTLIFE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKFORGE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STARCEMENT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENUSPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELINFRA.NS     | Price:   87.14 | Trend:  -8.26% | Mom:  23.62% | Risk: LOW       
  HEG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALKYLAMINE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEJASNET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAILY.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIMETECHNO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANCOINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVANTIFEED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IIFLCAPS.NS     | Price:  296.82 | Trend:   0.09% | Mom:  21.57% | Risk: LOW       
  ASKAUTOLTD.NS   | Price:  435.20 | Trend:   1.71% | Mom:  -2.15% | Risk: LOW       
  MEDPLUS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAKTIPUMP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABFRL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MMTC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUDARSCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RHIM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AEQUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JLHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIASHLTR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTRAMICRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TDPOWERSYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KPIGREEN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRANSRAILL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLACORPN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAPPHIRE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAPMYINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UJJIVANSFB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NESCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAPPYFORGE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HONASA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VARROC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANSERA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATENTVIEW.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUESTONE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WABAG.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LLOYDSENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TI.NS           | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALOKINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANDUMA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTKPRESTIG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBREALTY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARKSANS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TCI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BBOX.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERMECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORKLAINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOUTHBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOTUSDEV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAIBALAJI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAREGAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSLL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PCJEWELLER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUMAXTECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CORONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TANLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANORAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARVIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHSEAMLES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAPPSTMNDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAMPUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIGARE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMRP&UI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BECTORFOOD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEWORK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RCF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESABINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VOLTAMP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STAR.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALAXYSURF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHLIFE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHARDACROP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DODLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NETWORK18.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIACABS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRWRHITECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CERA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLPNU.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BORORENEW.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KALPATARU.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIVENI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GSFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GARFIBRES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHILPAMED.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THOMASCOOK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUDEEPPHRM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTIPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GNFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THANGAMAYL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRSMJOHNSN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUSTOMJEE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AJAXENGG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ETHOSLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PNCINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FDC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TMB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIPSMUSIC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATLANTAELE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXGREEN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  V2RETAIL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASTEK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALUFORGE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RTNINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PFOCUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WELENT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAYMONDLSL.NS   | Price:  804.95 | Trend:  -7.10% | Mom:   6.52% | Risk: LOW       
  ISGEC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAJIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RATEGAIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MIDHANI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KTKBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YATHARTH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CSBBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AURIONPRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUSTDIAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MHRIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THYROCARE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARVINDFASN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EQUITASBNK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELLEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CMSINFO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHANUKA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
