NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-01-12 18:54:56

BUY SIGNALS (101):
  IFCI.NS         | Price:   56.43 | Entry:    55.3 | Target:   67.56 | Risk: LOW       
  EXIDEIND.NS     | Price:  349.70 | Target:  317.33 | Risk: LOW        | Conf: 100%
  SCI.NS          | Price:  215.69 | Target:  178.30 | Risk: LOW        | Conf: 100%
  CEATLTD.NS      | Price: 3767.00 | Target: 3247.32 | Risk: LOW        | Conf: 80%
  MGL.NS          | Price: 1068.80 | Target:  936.34 | Risk: LOW        | Conf: 100%
  ATHERENERG.NS   | Price:  639.30 | Target:  483.48 | Risk: LOW        | Conf: 100%
  ABBOTINDIA.NS   | Price: 28380.00 | Target: 25428.21 | Risk: LOW        | Conf: 80%
  ICICIGI.NS      | Price: 1910.30 | Target: 1734.80 | Risk: LOW        | Conf: 80%
  SAPPHIRE.NS     | Price:  222.05 | Target:  173.31 | Risk: LOW        | Conf: 100%
  BHARTIARTL.NS   | Price: 2044.00 | Target: 1896.75 | Risk: LOW        | Conf: 80%
  NCC.NS          | Price:  148.45 | Target:  124.69 | Risk: LOW        | Conf: 100%
  KPRMILL.NS      | Price:  827.85 | Target:  692.46 | Risk: LOW        | Conf: 100%
  KEC.NS          | Price:  692.10 | Target:  609.44 | Risk: LOW        | Conf: 100%
  CDSL.NS         | Price: 1417.50 | Target: 1271.93 | Risk: LOW        | Conf: 100%
  NIACL.NS        | Price:  149.81 | Target:  129.41 | Risk: LOW        | Conf: 100%
  GLAXO.NS        | Price: 2397.10 | Target: 2121.53 | Risk: LOW        | Conf: 100%
  IGIL.NS         | Price:  309.30 | Target:  260.76 | Risk: LOW        | Conf: 100%
  INDIAMART.NS    | Price: 2153.80 | Target: 1948.19 | Risk: LOW        | Conf: 100%
  JUBLFOOD.NS     | Price:  523.60 | Target:  463.39 | Risk: LOW        | Conf: 100%
  RKFORGE.NS      | Price:  504.35 | Target:  429.85 | Risk: LOW        | Conf: 80%
  INDGN.NS        | Price:  511.10 | Target:  468.87 | Risk: LOW        | Conf: 100%
  RELIANCE.NS     | Price: 1483.20 | Target: 1353.41 | Risk: LOW        | Conf: 100%
  TATACHEM.NS     | Price:  750.50 | Target:  666.96 | Risk: LOW        | Conf: 80%
  AMBUJACEM.NS    | Price:  538.70 | Target:  498.86 | Risk: LOW        | Conf: 100%
  IOC.NS          | Price:  158.24 | Target:  141.28 | Risk: LOW        | Conf: 100%
  DRREDDY.NS      | Price: 1215.50 | Target: 1120.61 | Risk: LOW        | Conf: 100%
  RAILTEL.NS      | Price:  343.55 | Target:  279.78 | Risk: LOW        | Conf: 100%
  BEML.NS         | Price: 1793.70 | Target: 1544.59 | Risk: LOW        | Conf: 100%
  ACC.NS          | Price: 1706.70 | Target: 1596.91 | Risk: LOW        | Conf: 80%
  ATGL.NS         | Price:  557.25 | Target:  491.55 | Risk: LOW        | Conf: 80%
  NUVOCO.NS       | Price:  348.75 | Target:  304.79 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  451.05 | Target:  385.98 | Risk: LOW        | Conf: 100%
  FLUOROCHEM.NS   | Price: 3458.70 | Target: 3080.09 | Risk: LOW        | Conf: 100%
  JIOFIN.NS       | Price:  288.25 | Target:  258.93 | Risk: LOW        | Conf: 80%
  LICI.NS         | Price:  832.10 | Target:  774.47 | Risk: LOW        | Conf: 80%
  SHYAMMETL.NS    | Price:  805.60 | Target:  717.97 | Risk: LOW        | Conf: 80%
  JSL.NS          | Price:  772.35 | Target:  632.40 | Risk: LOW        | Conf: 80%
  PAGEIND.NS      | Price: 34365.00 | Target: 31207.86 | Risk: LOW        | Conf: 100%
  CLEAN.NS        | Price:  855.10 | Target:  772.87 | Risk: LOW        | Conf: 80%
  CHOLAHLDNG.NS   | Price: 1820.10 | Target: 1532.99 | Risk: LOW        | Conf: 80%
  ITC.NS          | Price:  338.40 | Target:  296.79 | Risk: LOW        | Conf: 100%
  ZYDUSLIFE.NS    | Price:  895.05 | Target:  823.59 | Risk: LOW        | Conf: 80%
  KPIL.NS         | Price: 1120.80 | Target:  942.16 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   49.20 | Target:   42.37 | Risk: LOW        | Conf: 100%
  JINDALSAW.NS    | Price:  161.77 | Target:  142.51 | Risk: LOW        | Conf: 100%
  GMRAIRPORT.NS   | Price:   99.88 | Target:   88.55 | Risk: LOW        | Conf: 100%
  DEEPAKFERT.NS   | Price: 1208.40 | Target: 1024.47 | Risk: LOW        | Conf: 100%
  CANFINHOME.NS   | Price:  887.90 | Target:  726.78 | Risk: LOW        | Conf: 80%
  TATAINVEST.NS   | Price:  666.70 | Target:  594.66 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4850.00 | Target: 4424.29 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  231.30 | Target:  194.32 | Risk: LOW        | Conf: 100%
  OFSS.NS         | Price: 7584.00 | Target: 6889.36 | Risk: LOW        | Conf: 80%
  INTELLECT.NS    | Price:  913.65 | Target:  733.42 | Risk: LOW        | Conf: 100%
  HEXT.NS         | Price:  730.10 | Target:  627.21 | Risk: LOW        | Conf: 60%
  BIKAJI.NS       | Price:  702.55 | Target:  620.84 | Risk: LOW        | Conf: 100%
  AAVAS.NS        | Price: 1451.80 | Target: 1299.34 | Risk: LOW        | Conf: 80%
  CCL.NS          | Price:  942.75 | Target:  796.89 | Risk: LOW        | Conf: 80%
  ABFRL.NS        | Price:   74.31 | Target:   64.74 | Risk: LOW        | Conf: 100%
  COCHINSHIP.NS   | Price: 1562.60 | Target: 1362.96 | Risk: LOW        | Conf: 100%
  FIVESTAR.NS     | Price:  507.15 | Target:  445.85 | Risk: LOW        | Conf: 100%
  VGUARD.NS       | Price:  314.70 | Target:  269.49 | Risk: LOW        | Conf: 100%
  CIPLA.NS        | Price: 1465.20 | Target: 1359.49 | Risk: LOW        | Conf: 80%
  BANDHANBNK.NS   | Price:  143.74 | Target:  129.54 | Risk: LOW        | Conf: 80%
  EIHOTEL.NS      | Price:  345.30 | Target:  310.51 | Risk: LOW        | Conf: 100%
  MAXHEALTH.NS    | Price: 1013.70 | Target:  918.24 | Risk: LOW        | Conf: 100%
  GODREJAGRO.NS   | Price:  547.70 | Target:  496.97 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  136.70 | Target:  117.45 | Risk: LOW        | Conf: 100%
  UNITDSPR.NS     | Price: 1327.60 | Target: 1183.21 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  273.90 | Target:  238.02 | Risk: LOW        | Conf: 80%
  ADANIGREEN.NS   | Price:  942.20 | Target:  838.95 | Risk: LOW        | Conf: 100%
  TECHNOE.NS      | Price: 1000.00 | Target:  810.36 | Risk: LOW        | Conf: 100%
  LATENTVIEW.NS   | Price:  438.90 | Target:  381.76 | Risk: LOW        | Conf: 100%
  APLLTD.NS       | Price:  796.90 | Target:  723.44 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  798.05 | Target:  642.41 | Risk: LOW        | Conf: 100%
  JYOTHYLAB.NS    | Price:  260.00 | Target:  225.98 | Risk: LOW        | Conf: 100%
  IRCTC.NS        | Price:  634.85 | Target:  561.87 | Risk: LOW        | Conf: 100%
  HDFCBANK.NS     | Price:  936.95 | Target:  872.50 | Risk: LOW        | Conf: 100%
  SUMICHEM.NS     | Price:  438.05 | Target:  378.18 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1417.50 | Target: 1204.50 | Risk: LOW        | Conf: 100%
  FACT.NS         | Price:  863.80 | Target:  742.96 | Risk: LOW        | Conf: 100%
  LTFOODS.NS      | Price:  363.75 | Target:  309.82 | Risk: LOW        | Conf: 100%
  TATACOMM.NS     | Price: 1737.30 | Target: 1554.26 | Risk: LOW        | Conf: 100%
  NTPCGREEN.NS    | Price:   90.31 | Target:   78.94 | Risk: LOW        | Conf: 100%
  CARBORUNIV.NS   | Price:  799.25 | Target:  699.79 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  349.60 | Target:  296.51 | Risk: LOW        | Conf: 100%
  SUNDRMFAST.NS   | Price:  922.40 | Target:  837.47 | Risk: LOW        | Conf: 80%
  NYKAA.NS        | Price:  252.75 | Target:  225.34 | Risk: LOW        | Conf: 100%
  NAUKRI.NS       | Price: 1312.90 | Target: 1174.61 | Risk: LOW        | Conf: 100%
  VIJAYA.NS       | Price:  984.10 | Target:  850.24 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1802.40 | Target: 1545.33 | Risk: LOW        | Conf: 80%
  360ONE.NS       | Price: 1130.50 | Target:  956.43 | Risk: LOW        | Conf: 80%
  PPLPHARMA.NS    | Price:  167.73 | Target:  144.15 | Risk: LOW        | Conf: 100%
  INOXWIND.NS     | Price:  112.37 | Target:   92.95 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  939.80 | Target:  821.37 | Risk: LOW        | Conf: 100%
  BLUEDART.NS     | Price: 5366.50 | Target: 4635.79 | Risk: LOW        | Conf: 80%
  ITI.NS          | Price:  296.10 | Target:  257.37 | Risk: LOW        | Conf: 100%
  RAINBOW.NS      | Price: 1259.40 | Target: 1130.86 | Risk: LOW        | Conf: 100%
  INDHOTEL.NS     | Price:  690.10 | Target:  622.55 | Risk: LOW        | Conf: 100%
  TRITURBINE.NS   | Price:  514.30 | Target:  458.07 | Risk: LOW        | Conf: 100%
  ADANIENSOL.NS   | Price:  950.90 | Target:  812.01 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   33.41 | Target:   26.57 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  128.24 | Target:  113.53 | Risk: LOW        | Conf: 100%
  SONACOMS.NS     | Price:  456.85 | Target:  406.60 | Risk: LOW        | Conf: 100%
  ALKYLAMINE.NS   | Price: 1546.00 | Target: 1301.18 | Risk: LOW        | Conf: 100%
  DATAPATTNS.NS   | Price: 2617.00 | Target: 2204.50 | Risk: LOW        | Conf: 80%
  CROMPTON.NS     | Price:  251.15 | Target:  221.38 | Risk: LOW        | Conf: 80%
  SCHNEIDER.NS    | Price:  640.75 | Target:  519.00 | Risk: LOW        | Conf: 100%
  ABB.NS          | Price: 5048.00 | Target: 4499.79 | Risk: LOW        | Conf: 100%
  SONATSOFTW.NS   | Price:  348.30 | Target:  295.44 | Risk: LOW        | Conf: 100%
  GILLETTE.NS     | Price: 7841.50 | Target: 6885.79 | Risk: LOW        | Conf: 100%
  PFIZER.NS       | Price: 4823.80 | Target: 4335.94 | Risk: LOW        | Conf: 100%
  CASTROLIND.NS   | Price:  187.17 | Target:  163.45 | Risk: LOW        | Conf: 80%
  AARTIIND.NS     | Price:  357.95 | Target:  320.49 | Risk: LOW        | Conf: 100%
  ERIS.NS         | Price: 1494.30 | Target: 1300.34 | Risk: LOW        | Conf: 100%
  IRB.NS          | Price:   40.97 | Target:   36.91 | Risk: LOW        | Conf: 80%
  CAPLIPOINT.NS   | Price: 1803.40 | Target: 1529.76 | Risk: LOW        | Conf: 100%
  LTF.NS          | Price:  296.15 | Target:  256.63 | Risk: LOW        | Conf: 80%
  FEDERALBNK.NS   | Price:  252.90 | Target:  228.51 | Risk: LOW        | Conf: 80%
  DOMS.NS         | Price: 2469.10 | Target: 2167.03 | Risk: LOW        | Conf: 100%
  TTML.NS         | Price:   46.10 | Target:   39.61 | Risk: LOW        | Conf: 100%
  LTTS.NS         | Price: 4316.30 | Target: 3786.05 | Risk: LOW        | Conf: 100%
  AGARWALEYE.NS   | Price:  500.30 | Target:  439.17 | Risk: LOW        | Conf: 80%
  BERGEPAINT.NS   | Price:  509.90 | Target:  447.08 | Risk: LOW        | Conf: 100%
  PGHH.NS         | Price: 12396.00 | Target: 11302.79 | Risk: LOW        | Conf: 100%
  LLOYDSME.NS     | Price: 1252.10 | Target: 1055.49 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  252.15 | Target:  223.99 | Risk: LOW        | Conf: 100%
  KPITTECH.NS     | Price: 1172.60 | Target: 1016.14 | Risk: LOW        | Conf: 80%
  KFINTECH.NS     | Price: 1051.00 | Target:  945.07 | Risk: LOW        | Conf: 100%
  BAYERCROP.NS    | Price: 4425.50 | Target: 4008.04 | Risk: LOW        | Conf: 100%
  ENRIN.NS        | Price: 2373.70 | Target: 2047.02 | Risk: LOW        | Conf: 100%
  POLICYBZR.NS    | Price: 1675.50 | Target: 1470.96 | Risk: LOW        | Conf: 100%
  BAJFINANCE.NS   | Price:  951.90 | Target:  861.27 | Risk: LOW        | Conf: 100%
  TMPV.NS         | Price:  350.55 | Target:  314.55 | Risk: LOW        | Conf: 100%
  USHAMART.NS     | Price:  437.05 | Target:  370.64 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price: 1136.40 | Target:  940.51 | Risk: LOW        | Conf: 100%
  WELSPUNLIV.NS   | Price:  121.46 | Target:  105.22 | Risk: LOW        | Conf: 100%
  CHALET.NS       | Price:  862.10 | Target:  747.17 | Risk: LOW        | Conf: 80%
  GODIGIT.NS      | Price:  331.65 | Target:  295.97 | Risk: LOW        | Conf: 100%
  NEULANDLAB.NS   | Price: 14705.00 | Target: 12297.50 | Risk: LOW        | Conf: 80%
  DEEPAKNTR.NS    | Price: 1574.30 | Target: 1371.94 | Risk: LOW        | Conf: 100%
  ELGIEQUIP.NS    | Price:  440.30 | Target:  380.14 | Risk: LOW        | Conf: 100%
  ARE&M.NS        | Price:  888.65 | Target:  802.97 | Risk: LOW        | Conf: 80%
  JMFINANCIL.NS   | Price:  136.97 | Target:  117.78 | Risk: LOW        | Conf: 100%
  MOTILALOFS.NS   | Price:  794.45 | Target:  681.34 | Risk: LOW        | Conf: 100%
  ACMESOLAR.NS    | Price:  223.32 | Target:  189.84 | Risk: LOW        | Conf: 100%
  CERA.NS         | Price: 5058.00 | Target: 4626.57 | Risk: LOW        | Conf: 80%
  DBREALTY.NS     | Price:  110.58 | Target:   90.24 | Risk: LOW        | Conf: 100%
  ALOKINDS.NS     | Price:   15.60 | Target:   13.72 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:  107.55 | Target:   90.84 | Risk: LOW        | Conf: 100%
  WELCORP.NS      | Price:  741.35 | Target:  633.30 | Risk: LOW        | Conf: 100%
  AEGISVOPAK.NS   | Price:  226.60 | Target:  184.54 | Risk: LOW        | Conf: 100%
  AWL.NS          | Price:  219.82 | Target:  196.29 | Risk: LOW        | Conf: 100%
  JSWINFRA.NS     | Price:  264.20 | Target:  233.74 | Risk: LOW        | Conf: 100%
  IGL.NS          | Price:  183.99 | Target:  164.27 | Risk: LOW        | Conf: 100%
  HDFCAMC.NS      | Price: 2487.50 | Target: 2250.79 | Risk: LOW        | Conf: 100%
  PCBL.NS         | Price:  278.95 | Target:  232.16 | Risk: LOW        | Conf: 100%
  PAYTM.NS        | Price: 1267.50 | Target: 1128.36 | Risk: LOW        | Conf: 100%
  LICHSGFIN.NS    | Price:  518.75 | Target:  470.34 | Risk: LOW        | Conf: 100%
  CGPOWER.NS      | Price:  585.80 | Target:  498.41 | Risk: LOW        | Conf: 100%
  HAPPSTMNDS.NS   | Price:  433.15 | Target:  376.35 | Risk: LOW        | Conf: 100%
  BLS.NS          | Price:  295.80 | Target:  262.59 | Risk: LOW        | Conf: 100%
  ZENTEC.NS       | Price: 1266.60 | Target: 1092.06 | Risk: LOW        | Conf: 100%
  UTIAMC.NS       | Price: 1061.60 | Target:  946.31 | Risk: LOW        | Conf: 100%
  DLF.NS          | Price:  659.65 | Target:  588.51 | Risk: LOW        | Conf: 100%
  FSL.NS          | Price:  311.45 | Target:  267.47 | Risk: LOW        | Conf: 100%
  BATAINDIA.NS    | Price:  909.85 | Target:  852.49 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  355.60 | Target:  313.96 | Risk: LOW        | Conf: 100%
  JUBLINGREA.NS   | Price:  675.45 | Target:  564.59 | Risk: LOW        | Conf: 100%
  JPPOWER.NS      | Price:   16.43 | Target:   14.34 | Risk: LOW        | Conf: 100%
  UBL.NS          | Price: 1517.20 | Target: 1386.77 | Risk: LOW        | Conf: 100%
  WHIRLPOOL.NS    | Price:  827.95 | Target:  719.27 | Risk: LOW        | Conf: 100%
  SIEMENS.NS      | Price: 2980.80 | Target: 2641.26 | Risk: LOW        | Conf: 100%
  ITCHOTELS.NS    | Price:  190.61 | Target:  170.09 | Risk: LOW        | Conf: 100%
  PRAJIND.NS      | Price:  305.05 | Target:  268.16 | Risk: LOW        | Conf: 100%
  TIINDIA.NS      | Price: 2408.70 | Target: 2115.56 | Risk: LOW        | Conf: 100%
  TARIL.NS        | Price:  267.50 | Target:  169.55 | Risk: LOW        | Conf: 100%
  HBLENGINE.NS    | Price:  861.15 | Target:  688.19 | Risk: LOW        | Conf: 100%
  NEWGEN.NS       | Price:  785.40 | Target:  693.88 | Risk: LOW        | Conf: 100%
  SYRMA.NS        | Price:  700.90 | Target:  600.33 | Risk: LOW        | Conf: 80%
  CENTURYPLY.NS   | Price:  759.05 | Target:  644.17 | Risk: LOW        | Conf: 100%
  JKCEMENT.NS     | Price: 5595.50 | Target: 4703.89 | Risk: LOW        | Conf: 80%
  BASF.NS         | Price: 3658.10 | Target: 3211.35 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  599.75 | Target:  451.89 | Risk: LOW        | Conf: 80%
  TRIDENT.NS      | Price:   25.47 | Target:   22.48 | Risk: LOW        | Conf: 100%
  TBOTEK.NS       | Price: 1502.20 | Target: 1258.02 | Risk: LOW        | Conf: 100%
  ASAHIINDIA.NS   | Price:  921.40 | Target:  726.86 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  710.50 | Target:  633.86 | Risk: LOW        | Conf: 100%
  ASTRAZEN.NS     | Price: 8215.00 | Target: 6958.75 | Risk: LOW        | Conf: 100%
  DELHIVERY.NS    | Price:  395.40 | Target:  348.69 | Risk: LOW        | Conf: 100%
  ACE.NS          | Price:  888.85 | Target:  767.60 | Risk: LOW        | Conf: 100%
  THERMAX.NS      | Price: 2949.40 | Target: 2569.97 | Risk: LOW        | Conf: 80%
  BIOCON.NS       | Price:  371.80 | Target:  327.60 | Risk: LOW        | Conf: 100%
  ASTERDM.NS      | Price:  601.10 | Target:  531.12 | Risk: LOW        | Conf: 80%
  PVRINOX.NS      | Price:  981.90 | Target:  837.65 | Risk: LOW        | Conf: 100%
  AUROPHARMA.NS   | Price: 1172.90 | Target: 1039.54 | Risk: LOW        | Conf: 100%
  POONAWALLA.NS   | Price:  450.50 | Target:  389.93 | Risk: LOW        | Conf: 100%
  MAHSEAMLES.NS   | Price:  520.95 | Target:  463.20 | Risk: LOW        | Conf: 100%
  MAPMYINDIA.NS   | Price: 1549.90 | Target: 1303.44 | Risk: LOW        | Conf: 100%
  BHEL.NS         | Price:  267.90 | Target:  213.97 | Risk: LOW        | Conf: 100%
  LALPATHLAB.NS   | Price: 1381.00 | Target: 1170.43 | Risk: LOW        | Conf: 100%
  KIRLOSENG.NS    | Price: 1125.90 | Target:  913.40 | Risk: LOW        | Conf: 100%
  HFCL.NS         | Price:   63.19 | Target:   45.51 | Risk: LOW        | Conf: 100%
  CHAMBLFERT.NS   | Price:  436.55 | Target:  380.96 | Risk: LOW        | Conf: 100%
  BAJAJHLDNG.NS   | Price: 10745.00 | Target: 9263.57 | Risk: LOW        | Conf: 100%
  POWERINDIA.NS   | Price: 17429.00 | Target: 14059.36 | Risk: LOW        | Conf: 100%
  TRIVENI.NS      | Price:  347.15 | Target:  290.49 | Risk: LOW        | Conf: 100%
  ELECON.NS       | Price:  409.90 | Target:  276.72 | Risk: LOW        | Conf: 100%
  BALRAMCHIN.NS   | Price:  417.20 | Target:  374.83 | Risk: LOW        | Conf: 100%
  FIRSTCRY.NS     | Price:  269.35 | Target:  224.65 | Risk: LOW        | Conf: 100%
  GODREJPROP.NS   | Price: 1930.80 | Target: 1685.80 | Risk: LOW        | Conf: 100%
  SAREGAMA.NS     | Price:  352.95 | Target:  288.54 | Risk: LOW        | Conf: 80%
  BHARTIHEXA.NS   | Price: 1705.90 | Target: 1460.65 | Risk: LOW        | Conf: 100%
  NATCOPHARM.NS   | Price:  857.85 | Target:  737.53 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1569.30 | Target: 1355.94 | Risk: LOW        | Conf: 100%
  CUMMINSIND.NS   | Price: 3974.70 | Target: 3378.91 | Risk: LOW        | Conf: 100%
  AMBER.NS        | Price: 6118.50 | Target: 5243.14 | Risk: LOW        | Conf: 100%
  UNOMINDA.NS     | Price: 1210.00 | Target: 1056.00 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1618.00 | Target: 1349.79 | Risk: LOW        | Conf: 100%
  RADICO.NS       | Price: 2831.80 | Target: 2201.76 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  423.55 | Target:  353.01 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1505.10 | Target: 1301.39 | Risk: LOW        | Conf: 100%
  APARINDS.NS     | Price: 7879.00 | Target: 7002.39 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  457.40 | Target:  393.45 | Risk: LOW        | Conf: 100%
  MAHSCOOTER.NS   | Price: 12952.00 | Target: 11481.64 | Risk: LOW        | Conf: 100%
  RELINFRA.NS     | Price:  148.51 | Target:  139.69 | Risk: LOW        | Conf: 100%
  CUB.NS          | Price:  263.05 | Target:  214.60 | Risk: LOW        | Conf: 100%
  GVT&D.NS        | Price: 2718.20 | Target: 2110.88 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  955.60 | Target:  787.06 | Risk: LOW        | Conf: 100%
  TEJASNET.NS     | Price:  377.60 | Target:  308.80 | Risk: LOW        | Conf: 100%
