NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-07-22 05:06:10

BUY SIGNALS (681):
  BHARTIARTL.NS   | Price: 1944.80 | Entry:  1905.9 | Target: 2114.16 | Risk: LOW       
  SOUTHWEST.NS    | Price:  243.70 | Entry:  238.83 | Target:  296.76 | Risk: LOW       
  SRGHFL.NS       | Price:  305.00 | Entry:   298.9 | Target:  378.77 | Risk: LOW       
  TIRUPATIFL.NS   | Price:   82.75 | Entry:   81.09 | Target:  110.27 | Risk: LOW       
  SWARAJ.NS       | Price:  359.90 | Entry:   352.7 | Target:  446.95 | Risk: LOW       
  MANORG.NS       | Price:  565.00 | Entry:   553.7 | Target:  699.91 | Risk: LOW       
  ASHIMASYN.NS    | Price:   18.30 | Entry:   17.93 | Target:   22.95 | Risk: LOW       
  WELINV.NS       | Price: 1892.00 | Entry: 1854.16 | Target: 2199.64 | Risk: LOW       
  AARTISURF.NS    | Price:  390.55 | Entry:  382.74 | Target:  451.57 | Risk: LOW       
  DYNPRO.NS       | Price:  239.50 | Entry:  234.71 | Target:  283.42 | Risk: LOW       
  SUMIT.NS        | Price:   53.95 | Entry:   52.87 | Target:   68.00 | Risk: LOW       
  ROSSELLIND.NS   | Price:   60.40 | Entry:   59.19 | Target:   73.47 | Risk: LOW       
  3IINFOLTD.NS    | Price:   19.24 | Entry:   18.86 | Target:   22.57 | Risk: LOW       
  WTICAB.NS       | Price:  129.60 | Entry:  127.01 | Target:  164.39 | Risk: LOW       
  PROV.NS         | Price: 1703.00 | Entry: 1668.94 | Target: 1986.04 | Risk: LOW       
  NDGL.NS         | Price: 2769.80 | Entry:  2714.4 | Target: 3597.37 | Risk: LOW       
  LOKESHMACH.NS   | Price:  349.85 | Entry:  342.85 | Target:  394.08 | Risk: LOW       
  TRF.NS          | Price:  242.00 | Entry:  237.16 | Target:  303.40 | Risk: LOW       
  HARRMALAYA.NS   | Price:  216.30 | Entry:  211.97 | Target:  261.54 | Risk: LOW       
  ASAHISONG.NS    | Price:  289.90 | Entry:   284.1 | Target:  363.45 | Risk: LOW       
  KANORICHEM.NS   | Price:  153.60 | Entry:  150.53 | Target:  194.53 | Risk: LOW       
  MARKOLINES.NS   | Price:  176.86 | Entry:  173.32 | Target:  217.34 | Risk: LOW       
  KCPSUGIND.NS    | Price:   24.90 | Entry:    24.4 | Target:   28.94 | Risk: LOW       
  MAWANASUG.NS    | Price:  115.05 | Entry:  112.75 | Target:  137.66 | Risk: LOW       
  SHRADHA.NS      | Price:   35.68 | Entry:   34.97 | Target:   51.67 | Risk: LOW       
  MANOMAY.NS      | Price:  202.69 | Entry:  198.64 | Target:  249.31 | Risk: LOW       
  AFFORDABLE.NS   | Price:  187.20 | Entry:  183.46 | Target:  236.30 | Risk: LOW       
  FROG.NS         | Price:  184.55 | Entry:  180.86 | Target:  227.23 | Risk: LOW       
  SINTERCOM.NS    | Price:   81.20 | Entry:   79.58 | Target:   98.16 | Risk: LOW       
  PPAP.NS         | Price:  293.00 | Entry:  287.14 | Target:  418.46 | Risk: LOW       
  HITECHCORP.NS   | Price:  323.00 | Entry:  316.54 | Target:  369.02 | Risk: LOW       
  SHERA.NS        | Price:  174.00 | Entry:  170.52 | Target:  211.59 | Risk: LOW       
  SHEMAROO.NS     | Price:  127.85 | Entry:  125.29 | Target:  163.52 | Risk: LOW       
  GRETEX.NS       | Price:  304.00 | Entry:  297.92 | Target:  316.07 | Risk: LOW       
  PILITA.NS       | Price:    9.10 | Entry:    8.92 | Target:   11.36 | Risk: LOW       
  UNIHEALTH.NS    | Price:  717.00 | Entry:  702.66 | Target:  873.00 | Risk: LOW       
  BAFNAPH.NS      | Price:  238.25 | Entry:  233.48 | Target:  261.84 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.20 | Entry:   58.02 | Target:   82.54 | Risk: LOW       
  PODDARMENT.NS   | Price:  266.99 | Entry:  261.65 | Target:  329.72 | Risk: LOW       
  UCAL.NS         | Price:  118.06 | Entry:   115.7 | Target:  144.09 | Risk: LOW       
  UYFINCORP.NS    | Price:   17.24 | Entry:    16.9 | Target:   21.05 | Risk: LOW       
  GSMFOILS.NS     | Price:  278.65 | Entry:  273.08 | Target:  335.95 | Risk: LOW       
  UNIVPHOTO.NS    | Price:  468.95 | Entry:  459.57 | Target:  568.18 | Risk: LOW       
  UNIVASTU.NS     | Price:  117.75 | Entry:  115.39 | Target:  147.84 | Risk: LOW       
  PRITIKAUTO.NS   | Price:   17.98 | Entry:   17.62 | Target:   23.21 | Risk: LOW       
  CHAVDA.NS       | Price:  119.25 | Entry:  116.86 | Target:  146.18 | Risk: LOW       
  MADHAVBAUG.NS   | Price:  207.00 | Entry:  202.86 | Target:  243.50 | Risk: LOW       
  SCPL.NS         | Price:  534.05 | Entry:  523.37 | Target:  713.75 | Risk: LOW       
  TCL.NS          | Price:  125.00 | Entry:   122.5 | Target:  168.36 | Risk: LOW       
  SUPREMEINF.NS   | Price:   87.91 | Entry:   86.15 | Target:  115.80 | Risk: LOW       
  STARPAPER.NS    | Price:  142.55 | Entry:   139.7 | Target:  166.24 | Risk: LOW       
  NURECA.NS       | Price:  319.00 | Entry:  312.62 | Target:  400.81 | Risk: LOW       
  IVC.NS          | Price:    8.30 | Entry:    8.13 | Target:    9.50 | Risk: LOW       
  ANLON.NS        | Price:  668.00 | Entry:  654.64 | Target:  798.18 | Risk: LOW       
  ESCONET.NS      | Price:  131.95 | Entry:  129.31 | Target:  168.24 | Risk: LOW       
  KMSUGAR.NS      | Price:   29.06 | Entry:   28.48 | Target:   35.38 | Risk: LOW       
  OMAXAUTO.NS     | Price:  234.84 | Entry:  230.14 | Target:  297.49 | Risk: LOW       
  ARIHANTACA.NS   | Price:  470.00 | Entry:   460.6 | Target:  505.71 | Risk: LOW       
  ATALREAL.NS     | Price:   30.24 | Entry:   29.64 | Target:   36.40 | Risk: LOW       
  NAVKARURB.NS    | Price:    1.13 | Entry:    1.11 | Target:    1.45 | Risk: LOW       
  WORTHPERI.NS    | Price:  142.60 | Entry:  139.75 | Target:  174.39 | Risk: LOW       
  KCK.NS          | Price:   16.75 | Entry:   16.41 | Target:   22.37 | Risk: LOW       
  SPECTSTM.NS     | Price:   61.00 | Entry:   59.78 | Target:   68.27 | Risk: LOW       
  BASML.NS        | Price:   27.07 | Entry:   26.53 | Target:   32.93 | Risk: LOW       
  GRCL.NS         | Price:  607.40 | Entry:  595.25 | Target:  638.81 | Risk: LOW       
  AKIKO.NS        | Price:  336.05 | Entry:  329.33 | Target:  406.37 | Risk: LOW       
  SETCO.NS        | Price:   18.13 | Entry:   17.77 | Target:   22.02 | Risk: LOW       
  ASPINWALL.NS    | Price:  254.00 | Entry:  248.92 | Target:  306.10 | Risk: LOW       
  NITIRAJ.NS      | Price:  213.00 | Entry:  208.74 | Target:  275.26 | Risk: LOW       
  EQUIPPP.NS      | Price:   24.99 | Entry:   24.49 | Target:   31.51 | Risk: LOW       
  TAINWALCHM.NS   | Price:  206.30 | Entry:  202.17 | Target:  270.56 | Risk: LOW       
  SIKKO.NS        | Price:    4.78 | Entry:    4.68 | Target:    6.11 | Risk: LOW       
  KESORAMIND.NS   | Price:   12.09 | Entry:   11.85 | Target:   13.26 | Risk: LOW       
  SONAMLTD.NS     | Price:   55.18 | Entry:   54.08 | Target:   68.69 | Risk: LOW       
  KORE.NS         | Price:  153.50 | Entry:  150.43 | Target:  192.68 | Risk: LOW       
  AARVI.NS        | Price:  158.52 | Entry:  155.35 | Target:  209.37 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  168.11 | Entry:  164.75 | Target:  209.66 | Risk: LOW       
  QMSMEDI.NS      | Price:  107.32 | Entry:  105.17 | Target:  137.92 | Risk: LOW       
  CROWN.NS        | Price:  116.47 | Entry:  114.14 | Target:  140.15 | Risk: LOW       
  MAHESHWARI.NS   | Price:   74.00 | Entry:   72.52 | Target:   83.94 | Risk: LOW       
  IBLFL.NS        | Price:   61.00 | Entry:   59.78 | Target:   65.36 | Risk: LOW       
  HECPROJECT.NS   | Price:  137.09 | Entry:  134.35 | Target:  190.35 | Risk: LOW       
  LAGNAM.NS       | Price:   86.50 | Entry:   84.77 | Target:  109.41 | Risk: LOW       
  MASTER.NS       | Price:  465.00 | Entry:   455.7 | Target:  544.91 | Risk: LOW       
  AUSOMENT.NS     | Price:  125.01 | Entry:  122.51 | Target:  154.74 | Risk: LOW       
  SMARTLINK.NS    | Price:  214.10 | Entry:  209.82 | Target:  259.29 | Risk: LOW       
  BALPHARMA.NS    | Price:   88.13 | Entry:   86.37 | Target:  108.99 | Risk: LOW       
  LAMBODHARA.NS   | Price:  115.99 | Entry:  113.67 | Target:  141.20 | Risk: LOW       
  PAR.NS          | Price:   97.00 | Entry:   95.06 | Target:  129.04 | Risk: LOW       
  RELIABLE.NS     | Price:  145.94 | Entry:  143.02 | Target:  180.67 | Risk: LOW       
  VAISHALI.NS     | Price:    7.80 | Entry:    7.64 | Target:    9.68 | Risk: LOW       
  SPLIL.NS        | Price:   32.44 | Entry:   31.79 | Target:   44.78 | Risk: LOW       
  HOLMARC.NS      | Price:  110.00 | Entry:   107.8 | Target:  122.48 | Risk: LOW       
  MARC.NS         | Price:  107.80 | Entry:  105.64 | Target:  135.50 | Risk: LOW       
  MAGSON.NS       | Price:  182.00 | Entry:  178.36 | Target:  195.29 | Risk: LOW       
  CAPTRUST.NS     | Price:   15.40 | Entry:   15.09 | Target:   18.68 | Risk: LOW       
  AAKASH.NS       | Price:    9.39 | Entry:     9.2 | Target:   11.65 | Risk: LOW       
  TGL.NS          | Price:   22.80 | Entry:   22.34 | Target:   28.39 | Risk: LOW       
  CLSL.NS         | Price:   60.10 | Entry:    58.9 | Target:   74.49 | Risk: LOW       
  MHHL.NS         | Price:   37.00 | Entry:   36.26 | Target:   41.84 | Risk: LOW       
  KONSTELEC.NS    | Price:   62.75 | Entry:   61.49 | Target:   75.57 | Risk: LOW       
  AJOONI.NS       | Price:    4.20 | Entry:    4.12 | Target:    5.10 | Risk: LOW       
  CTE.NS          | Price:   32.01 | Entry:   31.37 | Target:   39.95 | Risk: LOW       
  ORIENTLTD.NS    | Price:   71.00 | Entry:   69.58 | Target:   84.99 | Risk: LOW       
  ARISTO.NS       | Price:  115.00 | Entry:   112.7 | Target:  125.25 | Risk: LOW       
  ONDOOR.NS       | Price:  228.00 | Entry:  223.44 | Target:  284.25 | Risk: LOW       
  BANARBEADS.NS   | Price:  114.50 | Entry:  112.21 | Target:  151.83 | Risk: LOW       
  HOMESFY.NS      | Price:  122.85 | Entry:  120.39 | Target:  129.76 | Risk: LOW       
  VELS.NS         | Price:   73.00 | Entry:   71.54 | Target:   74.13 | Risk: LOW       
  SYNOPTICS.NS    | Price:   76.35 | Entry:   74.82 | Target:   93.64 | Risk: LOW       
  LRRPL.NS        | Price:   90.10 | Entry:    88.3 | Target:  106.05 | Risk: LOW       
  NIBL.NS         | Price:   35.36 | Entry:   34.65 | Target:   44.87 | Risk: LOW       
  RILINFRA.NS     | Price:   38.00 | Entry:   37.24 | Target:   49.84 | Risk: LOW       
  JETFREIGHT.NS   | Price:   23.56 | Entry:   23.09 | Target:   30.39 | Risk: LOW       
  SERVICE.NS      | Price:   63.10 | Entry:   61.84 | Target:   72.76 | Risk: LOW       
  SEL.NS          | Price:  233.50 | Entry:  228.83 | Target:  280.48 | Risk: LOW       
  ASTRON.NS       | Price:    3.96 | Entry:    3.88 | Target:    4.84 | Risk: LOW       
  KHAITANLTD.NS   | Price:  134.80 | Entry:   132.1 | Target:  164.38 | Risk: LOW       
  21STCENMGM.NS   | Price:   34.38 | Entry:   33.69 | Target:   39.23 | Risk: LOW       
  RULKA.NS        | Price:  113.00 | Entry:  110.74 | Target:  145.52 | Risk: LOW       
  COUNCODOS.NS    | Price:    6.34 | Entry:    6.21 | Target:    9.11 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   45.45 | Entry:   44.54 | Target:   52.76 | Risk: LOW       
  AKASH.NS        | Price:   27.38 | Entry:   26.83 | Target:   33.51 | Risk: LOW       
  HRHNEXT.NS      | Price:   28.95 | Entry:   28.37 | Target:   33.33 | Risk: LOW       
  JFLLIFE.NS      | Price:   11.00 | Entry:   10.78 | Target:   13.00 | Risk: LOW       
  VIJIFIN.NS      | Price:    8.92 | Entry:    8.74 | Target:    9.85 | Risk: LOW       
  SIGNORIA.NS     | Price:  130.00 | Entry:   127.4 | Target:  165.55 | Risk: LOW       
  RADIOWALLA.NS   | Price:   29.40 | Entry:   28.81 | Target:   34.72 | Risk: LOW       
  WALPAR.NS       | Price:   34.85 | Entry:   34.15 | Target:   39.42 | Risk: LOW       
  VINEETLAB.NS    | Price:   37.80 | Entry:   37.04 | Target:   46.38 | Risk: LOW       
  SATIPOLY.NS     | Price:   41.10 | Entry:   40.28 | Target:   46.89 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.92 | Entry:    9.72 | Target:   12.01 | Risk: LOW       
  MICROPRO.NS     | Price:   19.45 | Entry:   19.06 | Target:   22.02 | Risk: LOW       
  GFSTEELS.NS     | Price:   14.29 | Entry:    14.0 | Target:   14.53 | Risk: LOW       
  MORARJEE.NS     | Price:   12.40 | Entry:   12.15 | Target:   15.37 | Risk: LOW       
  AILIMITED.NS    | Price:   39.75 | Entry:   38.95 | Target:   46.95 | Risk: LOW       
  MANDEEP.NS      | Price:   20.15 | Entry:   19.75 | Target:   22.03 | Risk: LOW       
  SUPREMEENG.NS   | Price:    1.86 | Entry:    1.82 | Target:    2.01 | Risk: LOW       
  SANGINITA.NS    | Price:   59.25 | Entry:   58.06 | Target:   64.67 | Risk: LOW       
  CALSOFT.NS      | Price:   23.19 | Entry:   22.73 | Target:   28.83 | Risk: LOW       
  GTECJAINX.NS    | Price:   28.65 | Entry:   28.08 | Target:   31.80 | Risk: LOW       
  UNIINFO.NS      | Price:   12.40 | Entry:   12.15 | Target:   16.36 | Risk: LOW       
  UNIVAFOODS.NS   | Price:    8.99 | Entry:    8.81 | Target:    9.14 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    2.39 | Entry:    2.34 | Target:    2.54 | Risk: LOW       
  ARENTERP.NS     | Price:   41.22 | Entry:    40.4 | Target:   55.46 | Risk: LOW       
  SHANTI.NS       | Price:    6.91 | Entry:    6.77 | Target:    9.07 | Risk: LOW       
  CBAZAAR.NS      | Price:    6.45 | Entry:    6.32 | Target:    7.61 | Risk: LOW       
  ACCORD.NS       | Price:  202.35 | Entry:   198.3 | Target:  230.73 | Risk: LOW       
  SMVD.NS         | Price:   14.60 | Entry:   14.31 | Target:   15.53 | Risk: LOW       
  BGLOBAL.NS      | Price:    3.21 | Entry:    3.15 | Target:    3.44 | Risk: LOW       
  ORTEL.NS        | Price:    1.74 | Entry:    1.71 | Target:    2.38 | Risk: LOW       
  QUINTEGRA.NS    | Price:    1.39 | Entry:    1.36 | Target:    1.52 | Risk: LOW       
  CLCIND.NS       | Price:   54.05 | Entry:   52.97 | Target:   56.68 | Risk: LOW       

HOLD SIGNALS (911):
  RELIANCE.NS     | Price: 1290.20 | Trend:  -1.63% | Mom:   1.12% | Risk: LOW       
  INFY.NS         | Price: 1061.70 | Trend:  -3.86% | Mom:  -0.71% | Risk: LOW       
  HINDUNILVR.NS   | Price: 2138.20 | Trend:  -0.71% | Mom:   0.11% | Risk: LOW       
  LICI.NS         | Price:  425.50 | Trend:   2.84% | Mom:  -0.56% | Risk: LOW       
  ITC.NS          | Price:  278.85 | Trend:  -3.03% | Mom:  -0.64% | Risk: LOW       
  MARUTI.NS       | Price: 13603.00 | Trend:   0.91% | Mom:  -2.49% | Risk: LOW       
  KOTAKBANK.NS    | Price:  382.90 | Trend:  -1.44% | Mom:   3.64% | Risk: LOW       
  NTPC.NS         | Price:  347.45 | Trend:  -4.56% | Mom:  -0.36% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1834.00 | Trend:   1.39% | Mom:   0.01% | Risk: LOW       
  ONGC.NS         | Price:  251.49 | Trend:  -2.40% | Mom:   1.82% | Risk: LOW       
  ETERNAL.NS      | Price:  287.15 | Trend:   9.46% | Mom:   0.16% | Risk: LOW       
  BEL.NS          | Price:  407.55 | Trend:  -1.64% | Mom:  -0.01% | Risk: LOW       
  ADANIPOWER.NS   | Price:  219.00 | Trend:  -2.93% | Mom:   1.16% | Risk: LOW       
  WIPRO.NS        | Price:  174.49 | Trend:  -5.60% | Mom:   1.02% | Risk: LOW       
  POWERGRID.NS    | Price:  285.50 | Trend:  -1.14% | Mom:   2.07% | Risk: LOW       
  COALINDIA.NS    | Price:  427.70 | Trend:  -4.50% | Mom:  -0.31% | Risk: LOW       
  NESTLEIND.NS    | Price: 1469.00 | Trend:   3.77% | Mom:   0.29% | Risk: LOW       
  INDIGO.NS       | Price: 5153.00 | Trend:   5.75% | Mom:   0.57% | Risk: LOW       
  TMPV.NS         | Price:  330.25 | Trend:  -8.33% | Mom:  -0.54% | Risk: LOW       
  HINDZINC.NS     | Price:  537.30 | Trend:  -5.92% | Mom:   1.32% | Risk: LOW       
  JIOFIN.NS       | Price:  237.00 | Trend:  -0.31% | Mom:   3.05% | Risk: LOW       
  HYUNDAI.NS      | Price: 1955.30 | Trend:   1.51% | Mom:  -1.27% | Risk: LOW       
  GRASIM.NS       | Price: 3164.90 | Trend:   1.71% | Mom:  -0.81% | Risk: LOW       
  SBILIFE.NS      | Price: 1806.60 | Trend:  -0.17% | Mom:  -1.40% | Risk: LOW       
  DLF.NS          | Price:  655.40 | Trend:   6.54% | Mom:   0.66% | Risk: LOW       
  PIDILITIND.NS   | Price: 1578.00 | Trend:   2.72% | Mom:   0.48% | Risk: LOW       
  BPCL.NS         | Price:  314.65 | Trend:   3.86% | Mom:   0.22% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 10390.00 | Trend:   0.18% | Mom:  -3.43% | Risk: LOW       
  TATACAP.NS      | Price:  348.15 | Trend:   4.04% | Mom:   0.55% | Risk: LOW       
  BANKBARODA.NS   | Price:  245.95 | Trend:  -6.07% | Mom:   2.29% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1745.60 | Trend:   5.47% | Mom:  -5.78% | Risk: LOW       
  TMCV.NS         | Price:  407.65 | Trend:   2.48% | Mom:  -2.18% | Risk: LOW       
  ICICIAMC.NS     | Price: 3121.70 | Trend:  -4.32% | Mom:  -0.87% | Risk: LOW       
  PFC.NS          | Price:  410.75 | Trend:  -3.23% | Mom:   1.77% | Risk: LOW       
  TATAPOWER.NS    | Price:  379.80 | Trend:  -3.89% | Mom:   2.07% | Risk: LOW       
  CIPLA.NS        | Price: 1405.00 | Trend:  -0.44% | Mom:  -1.87% | Risk: LOW       
  GODREJCP.NS     | Price: 1042.30 | Trend:   0.61% | Mom:  -3.06% | Risk: LOW       
  GAIL.NS         | Price:  172.92 | Trend:   2.08% | Mom:  -0.63% | Risk: LOW       
  CANBK.NS        | Price:  126.29 | Trend:  -1.19% | Mom:   4.24% | Risk: LOW       
  MAXHEALTH.NS    | Price: 1083.00 | Trend:   2.47% | Mom:  -3.17% | Risk: LOW       
  ENRIN.NS        | Price: 3379.60 | Trend:  -4.34% | Mom:   0.62% | Risk: LOW       
  BOSCHLTD.NS     | Price: 40760.00 | Trend:   4.50% | Mom:  -2.80% | Risk: LOW       
  CGPOWER.NS      | Price:  918.55 | Trend:   0.74% | Mom:   0.88% | Risk: LOW       
  INDHOTEL.NS     | Price:  726.20 | Trend:   4.98% | Mom:  -2.65% | Risk: LOW       
  SHREECEM.NS     | Price: 26905.00 | Trend:   6.40% | Mom:   0.99% | Risk: LOW       
  JINDALSTEL.NS   | Price: 1043.00 | Trend:  -7.23% | Mom:   2.10% | Risk: LOW       
  MANKIND.NS      | Price: 2526.30 | Trend:   2.82% | Mom:  -0.04% | Risk: LOW       
  INDUSTOWER.NS   | Price:  398.25 | Trend:  -3.56% | Mom:   4.04% | Risk: LOW       
  UNITDSPR.NS     | Price: 1379.10 | Trend:   4.78% | Mom:  -3.45% | Risk: LOW       
  GMRAIRPORT.NS   | Price:  110.61 | Trend:   5.00% | Mom:  -0.36% | Risk: LOW       
  ZYDUSLIFE.NS    | Price: 1115.10 | Trend:   1.75% | Mom:  -2.87% | Risk: LOW       
  HAVELLS.NS      | Price: 1202.00 | Trend:   1.68% | Mom:  -1.88% | Risk: LOW       
  MARICO.NS       | Price:  846.20 | Trend:   1.98% | Mom:  -0.17% | Risk: LOW       
  BAJAJHFL.NS     | Price:   85.51 | Trend:  -0.41% | Mom:  -0.56% | Risk: LOW       
  LUPIN.NS        | Price: 2417.60 | Trend:   3.53% | Mom:  -0.97% | Risk: LOW       
  ICICIPRULI.NS   | Price:  494.75 | Trend:  -0.72% | Mom:   3.06% | Risk: LOW       
  POWERINDIA.NS   | Price: 32460.00 | Trend:  -5.55% | Mom:   1.71% | Risk: LOW       
  MEESHO.NS       | Price:  190.53 | Trend:   3.78% | Mom:   0.52% | Risk: LOW       
  NTPCGREEN.NS    | Price:   91.82 | Trend:  -6.59% | Mom:  -0.95% | Risk: LOW       
  SUZLON.NS       | Price:   52.62 | Trend:  -4.67% | Mom:  -0.96% | Risk: LOW       
  GVT&D.NS        | Price: 4458.50 | Trend:  -7.14% | Mom:   0.40% | Risk: LOW       
  RVNL.NS         | Price:  222.85 | Trend:  -8.09% | Mom:  -0.84% | Risk: LOW       
  UNOMINDA.NS     | Price: 1131.40 | Trend:   1.99% | Mom:   0.19% | Risk: LOW       
  OIL.NS          | Price:  450.00 | Trend:  -0.20% | Mom:   4.57% | Risk: LOW       
  ATGL.NS         | Price:  694.00 | Trend:  -2.43% | Mom:  -0.67% | Risk: LOW       
  COROMANDEL.NS   | Price: 2020.00 | Trend:   4.60% | Mom:  -2.53% | Risk: LOW       
  TORNTPOWER.NS   | Price: 1432.40 | Trend:   0.15% | Mom:   2.24% | Risk: LOW       
  AUROPHARMA.NS   | Price: 1531.10 | Trend:   1.80% | Mom:  -3.28% | Risk: LOW       
  NMDC.NS         | Price:   83.90 | Trend:  -4.65% | Mom:  -0.53% | Risk: LOW       
  ALKEM.NS        | Price: 5545.00 | Trend:   1.60% | Mom:  -2.16% | Risk: LOW       
  MRF.NS          | Price: 133370.00 | Trend:   3.84% | Mom:  -3.64% | Risk: LOW       
  HDBFS.NS        | Price:  710.40 | Trend:   1.85% | Mom:  -3.67% | Risk: LOW       
  LTF.NS          | Price:  309.25 | Trend:   6.07% | Mom:  -7.47% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 4122.50 | Trend:   0.33% | Mom:   0.29% | Risk: LOW       
  OBEROIRLTY.NS   | Price: 1859.30 | Trend:   7.14% | Mom:  -2.47% | Risk: LOW       
  COFORGE.NS      | Price: 1484.00 | Trend:   2.93% | Mom:  -2.12% | Risk: LOW       
  PHOENIXLTD.NS   | Price: 2065.00 | Trend:   9.64% | Mom:  -0.49% | Risk: LOW       
  IRCTC.NS        | Price:  497.70 | Trend:  -3.44% | Mom:  -0.16% | Risk: LOW       
  UPL.NS          | Price:  611.05 | Trend:   0.22% | Mom:   6.06% | Risk: LOW       
  PIIND.NS        | Price: 2681.50 | Trend:  -2.80% | Mom:   1.10% | Risk: LOW       
  MOTILALOFS.NS   | Price:  945.50 | Trend:   4.08% | Mom:  -0.57% | Risk: LOW       
  SAIL.NS         | Price:  163.15 | Trend: -10.16% | Mom:   0.70% | Risk: LOW       
  NAM-INDIA.NS    | Price: 1149.40 | Trend:   1.84% | Mom:  -3.62% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4445.50 | Trend:   0.50% | Mom:  -7.08% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3385.10 | Trend:  -1.56% | Mom:   6.40% | Risk: LOW       
  APLAPOLLO.NS    | Price: 1808.50 | Trend:  -0.99% | Mom:  -0.62% | Risk: LOW       
  PAGEIND.NS      | Price: 39780.00 | Trend:   0.99% | Mom:  -4.79% | Risk: LOW       
  LTTS.NS         | Price: 3349.00 | Trend:  -0.14% | Mom:   3.96% | Risk: LOW       
  360ONE.NS       | Price: 1108.50 | Trend:   0.58% | Mom:  -3.62% | Risk: LOW       
  IREDA.NS        | Price:  120.10 | Trend:  -4.39% | Mom:  -0.88% | Risk: LOW       
  ANTHEM.NS       | Price:  769.80 | Trend:   0.11% | Mom:   0.41% | Risk: LOW       
  ESCORTS.NS      | Price: 2947.90 | Trend:   2.76% | Mom:   0.96% | Risk: LOW       
  RADICO.NS       | Price: 4115.90 | Trend:  10.38% | Mom:   0.42% | Risk: LOW       
  KEI.NS          | Price: 5029.00 | Trend:  -4.26% | Mom:  -0.03% | Risk: LOW       
  ASTRAL.NS       | Price: 1432.00 | Trend:  -2.78% | Mom:   7.19% | Risk: LOW       
  PWL.NS          | Price:  132.36 | Trend:  10.17% | Mom: -11.04% | Risk: LOW       
  NH.NS           | Price: 1967.60 | Trend:   1.91% | Mom:  -1.53% | Risk: LOW       
  KPRMILL.NS      | Price: 1085.70 | Trend:   1.81% | Mom:  -5.20% | Risk: LOW       
  IPCALAB.NS      | Price: 1734.20 | Trend:   4.67% | Mom:  -3.28% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2172.50 | Trend:   6.46% | Mom:   0.59% | Risk: LOW       
  ACC.NS          | Price: 1363.90 | Trend:   0.56% | Mom:  -1.48% | Risk: LOW       
  CENTRALBK.NS    | Price:   31.58 | Trend:  -1.49% | Mom:   1.06% | Risk: LOW       
  KPITTECH.NS     | Price:  556.90 | Trend: -19.12% | Mom:   0.41% | Risk: LOW       
  DELHIVERY.NS    | Price:  473.50 | Trend:   0.62% | Mom:  -5.64% | Risk: LOW       
  ASTERDM.NS      | Price:  794.75 | Trend:   2.47% | Mom:   0.71% | Risk: LOW       
  HONAUT.NS       | Price: 38190.00 | Trend:   5.80% | Mom:   0.41% | Risk: LOW       
  AIAENG.NS       | Price: 4594.00 | Trend:   1.69% | Mom:  -3.42% | Risk: LOW       
  COHANCE.NS      | Price:  437.85 | Trend:   0.43% | Mom:  -1.02% | Risk: LOW       
  LICHSGFIN.NS    | Price:  540.25 | Trend:  -1.34% | Mom:   1.82% | Risk: LOW       
  GILLETTE.NS     | Price: 7812.50 | Trend:   0.36% | Mom:  -0.61% | Risk: LOW       
  GLAND.NS        | Price: 2361.00 | Trend:   2.27% | Mom:  -7.41% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  424.50 | Trend:   3.31% | Mom:  -2.87% | Risk: LOW       
  NIACL.NS        | Price:  174.93 | Trend:   2.92% | Mom:  -1.73% | Risk: LOW       
  NBCC.NS         | Price:   95.15 | Trend:  -6.16% | Mom:   0.39% | Risk: LOW       
  HINDCOPPER.NS   | Price:  493.65 | Trend:  -4.70% | Mom:   1.31% | Risk: LOW       
  GRSE.NS         | Price: 2606.50 | Trend:  -2.55% | Mom:  -0.50% | Risk: LOW       
  MSUMI.NS        | Price:   39.80 | Trend:   2.63% | Mom:  -2.26% | Risk: LOW       
  IGL.NS          | Price:  152.20 | Trend:  -4.94% | Mom:  -0.05% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  291.05 | Trend:  26.29% | Mom:  -1.04% | Risk: LOW       
  TATATECH.NS     | Price:  721.00 | Trend:   0.35% | Mom:   2.56% | Risk: LOW       
  PINELABS.NS     | Price:  147.47 | Trend:  -1.87% | Mom:   3.80% | Risk: LOW       
  IKS.NS          | Price: 1860.00 | Trend:   7.84% | Mom:  -1.61% | Risk: LOW       
  STARHEALTH.NS   | Price:  575.30 | Trend:   4.10% | Mom:  -2.45% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2408.90 | Trend:   6.99% | Mom:   0.79% | Risk: LOW       
