NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-02-28 18:57:33

BUY SIGNALS (152):
  FORCEMOT.NS     | Price: 24341.00 | Entry: 23854.18 | Target: 30645.64 | Risk: LOW       
  ARE&M.NS        | Price:  844.95 | Trend:  -3.86% | Mom:   0.40% | Risk: LOW       
  GRANULES.NS     | Price:  582.25 | Trend:  -0.63% | Mom:   3.54% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  228.07 | Trend:  -0.25% | Mom:   6.45% | Risk: LOW       
  IGL.NS          | Price:  170.86 | Trend:  -3.71% | Mom:   4.58% | Risk: LOW       
  HDFCAMC.NS      | Price: 2698.60 | Trend:   1.79% | Mom:  -4.07% | Risk: LOW       
  BLS.NS          | Price:  278.70 | Trend:  -4.56% | Mom:   3.49% | Risk: LOW       
  NH.NS           | Price: 1830.90 | Trend:  -0.56% | Mom:   0.61% | Risk: LOW       
  JPPOWER.NS      | Price:   15.25 | Trend:  -4.56% | Mom:   2.01% | Risk: LOW       
  UBL.NS          | Price: 1605.00 | Trend:   3.12% | Mom:  -1.46% | Risk: LOW       
  MSUMI.NS        | Price:   43.20 | Trend:  -4.31% | Mom:   0.96% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 15164.00 | Trend:   1.82% | Mom:  -4.38% | Risk: LOW       
  GSPL.NS         | Price:  304.75 | Trend:   0.47% | Mom:  -1.68% | Risk: LOW       
  NEWGEN.NS       | Price:  508.75 | Trend: -24.14% | Mom:   6.08% | Risk: LOW       
  SYRMA.NS        | Price:  822.25 | Trend:   7.12% | Mom:  -5.79% | Risk: LOW       
  JKCEMENT.NS     | Price: 5656.00 | Trend:  -0.54% | Mom:   1.02% | Risk: LOW       
  GODREJIND.NS    | Price:  993.05 | Trend:  -1.37% | Mom:   2.79% | Risk: LOW       
  ASTRAZEN.NS     | Price: 8849.00 | Trend:   1.82% | Mom:  -0.78% | Risk: LOW       
  ONESOURCE.NS    | Price: 1346.80 | Trend:  -9.47% | Mom:  13.63% | Risk: LOW       
  PVRINOX.NS      | Price: 1022.20 | Trend:   0.58% | Mom:  -2.94% | Risk: LOW       
  CREDITACC.NS    | Price: 1265.20 | Trend:  -2.35% | Mom:  -0.38% | Risk: LOW       
  POONAWALLA.NS   | Price:  454.80 | Trend:  -0.39% | Mom:  -2.01% | Risk: LOW       
  BHEL.NS         | Price:  264.95 | Trend:  -1.56% | Mom:   3.60% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1399.90 | Trend:  -1.34% | Mom:   0.09% | Risk: LOW       
  HFCL.NS         | Price:   68.51 | Trend:   1.91% | Mom:  -1.76% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 10804.00 | Trend:  -1.81% | Mom:  -0.71% | Risk: LOW       
  CUB.NS          | Price:  283.05 | Trend:  -0.91% | Mom:  -0.37% | Risk: LOW       

SELL SIGNALS (207):
  SBFC.NS         | Price:   93.09 | Target:   79.16 | Risk: LOW        | Conf: 100%
  BSE.NS          | Price: 2707.10 | Target: 2172.49 | Risk: LOW        | Conf: 100%
  PREMIERENE.NS   | Price:  731.00 | Target:  578.18 | Risk: LOW        | Conf: 100%
  IREDA.NS        | Price:  122.25 | Target:  107.00 | Risk: LOW        | Conf: 80%
  SJVN.NS         | Price:   73.03 | Target:   61.32 | Risk: LOW        | Conf: 100%
  HOMEFIRST.NS    | Price: 1083.10 | Target:  871.39 | Risk: LOW        | Conf: 100%
  ABLBL.NS        | Price:  102.08 | Target:   87.77 | Risk: LOW        | Conf: 100%
  MANAPPURAM.NS   | Price:  283.25 | Target:  236.07 | Risk: LOW        | Conf: 100%
  MUTHOOTFIN.NS   | Price: 3353.50 | Target: 2678.57 | Risk: LOW        | Conf: 100%
  BALKRISIND.NS   | Price: 2383.90 | Target: 1999.90 | Risk: LOW        | Conf: 100%
  EMAMILTD.NS     | Price:  462.60 | Target:  410.65 | Risk: LOW        | Conf: 100%
  TRENT.NS        | Price: 3899.50 | Target: 3422.04 | Risk: LOW        | Conf: 100%
  DEVYANI.NS      | Price:  127.44 | Target:  109.79 | Risk: LOW        | Conf: 100%
  BRIGADE.NS      | Price:  694.05 | Target:  590.50 | Risk: LOW        | Conf: 100%
  JWL.NS          | Price:  267.20 | Target:  221.84 | Risk: LOW        | Conf: 100%
  WAAREEENER.NS   | Price: 2709.30 | Target: 2143.26 | Risk: LOW        | Conf: 100%
  LEMONTREE.NS    | Price:  113.67 | Target:   94.63 | Risk: LOW        | Conf: 100%
  ANGELONE.NS     | Price:  233.20 | Target:  184.09 | Risk: LOW        | Conf: 100%
  MRF.NS          | Price: 140985.00 | Target: 124083.29 | Risk: LOW        | Conf: 100%
  DCMSHRIRAM.NS   | Price: 1037.20 | Target:  888.41 | Risk: LOW        | Conf: 100%
  IRFC.NS         | Price:  103.55 | Target:   91.35 | Risk: LOW        | Conf: 100%
  HAL.NS          | Price: 3913.20 | Target: 3439.39 | Risk: LOW        | Conf: 100%
  MANYAVAR.NS     | Price:  389.95 | Target:  315.00 | Risk: LOW        | Conf: 100%
  HUDCO.NS        | Price:  186.75 | Target:  159.80 | Risk: LOW        | Conf: 100%
  LODHA.NS        | Price:  988.25 | Target:  834.43 | Risk: LOW        | Conf: 100%
  MMTC.NS         | Price:   61.82 | Target:   53.62 | Risk: LOW        | Conf: 100%
  SYNGENE.NS      | Price:  422.20 | Target:  362.27 | Risk: LOW        | Conf: 100%
  TCS.NS          | Price: 2637.40 | Target: 2221.76 | Risk: LOW        | Conf: 100%
  SAGILITY.NS     | Price:   39.55 | Target:   31.06 | Risk: LOW        | Conf: 100%
  IKS.NS          | Price: 1375.80 | Target: 1062.73 | Risk: LOW        | Conf: 100%
  AUBANK.NS       | Price:  958.35 | Target:  814.49 | Risk: LOW        | Conf: 100%
  CEATLTD.NS      | Price: 3531.40 | Target: 2965.61 | Risk: LOW        | Conf: 100%
  GRASIM.NS       | Price: 2799.80 | Target: 2518.76 | Risk: LOW        | Conf: 100%
  MAZDOCK.NS      | Price: 2224.90 | Target: 1934.24 | Risk: LOW        | Conf: 100%
  DALBHARAT.NS    | Price: 1993.00 | Target: 1765.11 | Risk: LOW        | Conf: 100%
  COFORGE.NS      | Price: 1185.80 | Target:  871.69 | Risk: LOW        | Conf: 100%
  ZENSARTECH.NS   | Price:  564.75 | Target:  443.07 | Risk: LOW        | Conf: 100%
  SAPPHIRE.NS     | Price:  204.29 | Target:  165.46 | Risk: LOW        | Conf: 100%
  BHARTIARTL.NS   | Price: 1879.30 | Target: 1692.01 | Risk: LOW        | Conf: 100%
  KPRMILL.NS      | Price:  897.80 | Target:  704.54 | Risk: LOW        | Conf: 80%
  KEC.NS          | Price:  585.30 | Target:  514.66 | Risk: LOW        | Conf: 100%
  CDSL.NS         | Price: 1272.20 | Target: 1105.38 | Risk: LOW        | Conf: 100%
  PNBHOUSING.NS   | Price:  824.75 | Target:  708.71 | Risk: LOW        | Conf: 80%
  NIACL.NS        | Price:  147.30 | Target:  127.87 | Risk: LOW        | Conf: 100%
  MARUTI.NS       | Price: 14857.00 | Target: 13536.64 | Risk: LOW        | Conf: 100%
  INDIAMART.NS    | Price: 2132.00 | Target: 1875.29 | Risk: LOW        | Conf: 100%
  JUBLFOOD.NS     | Price:  519.90 | Target:  440.74 | Risk: LOW        | Conf: 100%
  INDIACEM.NS     | Price:  406.00 | Target:  331.86 | Risk: LOW        | Conf: 100%
  AADHARHFC.NS    | Price:  458.95 | Target:  384.29 | Risk: LOW        | Conf: 80%
  RELIANCE.NS     | Price: 1393.90 | Target: 1265.94 | Risk: LOW        | Conf: 80%
  AMBUJACEM.NS    | Price:  500.40 | Target:  447.40 | Risk: LOW        | Conf: 100%
  WIPRO.NS        | Price:  200.96 | Target:  169.48 | Risk: LOW        | Conf: 100%
  IRCON.NS        | Price:  143.61 | Target:  125.41 | Risk: LOW        | Conf: 100%
  RAILTEL.NS      | Price:  313.65 | Target:  263.13 | Risk: LOW        | Conf: 100%
  BEML.NS         | Price: 1681.00 | Target: 1453.36 | Risk: LOW        | Conf: 100%
  ACC.NS          | Price: 1592.40 | Target: 1462.97 | Risk: LOW        | Conf: 100%
  ATGL.NS         | Price:  512.00 | Target:  459.57 | Risk: LOW        | Conf: 80%
  NUVOCO.NS       | Price:  328.15 | Target:  279.45 | Risk: LOW        | Conf: 100%
  HINDPETRO.NS    | Price:  438.75 | Target:  381.37 | Risk: LOW        | Conf: 100%
  BAJAJFINSV.NS   | Price: 1993.40 | Target: 1840.04 | Risk: LOW        | Conf: 80%
  JIOFIN.NS       | Price:  255.40 | Target:  234.01 | Risk: LOW        | Conf: 100%
  ECLERX.NS       | Price: 3172.40 | Target: 2339.33 | Risk: LOW        | Conf: 100%
  HCLTECH.NS      | Price: 1389.10 | Target: 1147.92 | Risk: LOW        | Conf: 100%
  KOTAKBANK.NS    | Price:  415.20 | Target:  377.59 | Risk: LOW        | Conf: 80%
  UPL.NS          | Price:  637.40 | Target:  506.38 | Risk: LOW        | Conf: 100%
  PAGEIND.NS      | Price: 32110.00 | Target: 28655.40 | Risk: LOW        | Conf: 100%
  ETERNAL.NS      | Price:  246.30 | Target:  196.01 | Risk: LOW        | Conf: 100%
  CLEAN.NS        | Price:  735.15 | Target:  617.47 | Risk: LOW        | Conf: 100%
  SRF.NS          | Price: 2562.20 | Target: 2187.70 | Risk: LOW        | Conf: 100%
  CHOLAHLDNG.NS   | Price: 1634.10 | Target: 1364.56 | Risk: LOW        | Conf: 100%
  SUZLON.NS       | Price:   42.67 | Target:   37.33 | Risk: LOW        | Conf: 100%
  M&M.NS          | Price: 3397.40 | Target: 3000.83 | Risk: LOW        | Conf: 100%
  TECHM.NS        | Price: 1357.80 | Target: 1078.09 | Risk: LOW        | Conf: 100%
  DEEPAKFERT.NS   | Price:  996.00 | Target:  862.89 | Risk: LOW        | Conf: 100%
  MINDACORP.NS    | Price:  555.55 | Target:  474.21 | Risk: LOW        | Conf: 100%
  CRISIL.NS       | Price: 4376.40 | Target: 3730.47 | Risk: LOW        | Conf: 80%
  CANFINHOME.NS   | Price:  843.40 | Target:  708.19 | Risk: LOW        | Conf: 100%
  APOLLOTYRE.NS   | Price:  454.05 | Target:  392.41 | Risk: LOW        | Conf: 100%
  IDEA.NS         | Price:   10.59 | Target:    8.84 | Risk: LOW        | Conf: 100%
  INDIGO.NS       | Price: 4827.20 | Target: 4374.88 | Risk: LOW        | Conf: 100%
  RITES.NS        | Price:  213.91 | Target:  192.40 | Risk: LOW        | Conf: 100%
  HEXT.NS         | Price:  473.50 | Target:  313.73 | Risk: LOW        | Conf: 100%
  OLAELEC.NS      | Price:   25.22 | Target:   19.20 | Risk: LOW        | Conf: 100%
  BAJAJHFL.NS     | Price:   87.04 | Target:   81.45 | Risk: LOW        | Conf: 100%
  ABFRL.NS        | Price:   66.93 | Target:   55.13 | Risk: LOW        | Conf: 100%
  FIVESTAR.NS     | Price:  417.15 | Target:  354.70 | Risk: LOW        | Conf: 100%
  VGUARD.NS       | Price:  313.20 | Target:  269.27 | Risk: LOW        | Conf: 100%
  VENTIVE.NS      | Price:  694.70 | Target:  598.07 | Risk: LOW        | Conf: 100%
  EIHOTEL.NS      | Price:  313.55 | Target:  267.85 | Risk: LOW        | Conf: 100%
  TATATECH.NS     | Price:  585.45 | Target:  501.95 | Risk: LOW        | Conf: 100%
  RCF.NS          | Price:  126.78 | Target:  111.66 | Risk: LOW        | Conf: 100%
  APTUS.NS        | Price:  244.00 | Target:  208.57 | Risk: LOW        | Conf: 100%
  PATANJALI.NS    | Price:  508.00 | Target:  438.96 | Risk: LOW        | Conf: 100%
  TATAELXSI.NS    | Price: 4513.00 | Target: 3599.25 | Risk: LOW        | Conf: 100%
  LATENTVIEW.NS   | Price:  337.20 | Target:  265.25 | Risk: LOW        | Conf: 100%
  APLLTD.NS       | Price:  711.20 | Target:  601.43 | Risk: LOW        | Conf: 100%
  TITAGARH.NS     | Price:  700.95 | Target:  617.43 | Risk: LOW        | Conf: 100%
  IRCTC.NS        | Price:  569.55 | Target:  477.81 | Risk: LOW        | Conf: 100%
  HDFCBANK.NS     | Price:  887.75 | Target:  814.66 | Risk: LOW        | Conf: 80%
  SUMICHEM.NS     | Price:  401.15 | Target:  347.36 | Risk: LOW        | Conf: 80%
  JKTYRE.NS       | Price:  501.10 | Target:  376.80 | Risk: LOW        | Conf: 100%
  NUVAMA.NS       | Price: 1244.90 | Target: 1036.79 | Risk: LOW        | Conf: 100%
  FACT.NS         | Price:  743.45 | Target:  625.65 | Risk: LOW        | Conf: 100%
  TATACOMM.NS     | Price: 1597.50 | Target: 1307.11 | Risk: LOW        | Conf: 100%
  SWIGGY.NS       | Price:  301.75 | Target:  242.52 | Risk: LOW        | Conf: 100%
  SUNDRMFAST.NS   | Price:  873.15 | Target:  764.17 | Risk: LOW        | Conf: 100%
  NAUKRI.NS       | Price: 1029.60 | Target:  830.61 | Risk: LOW        | Conf: 100%
  AEGISLOG.NS     | Price:  688.45 | Target:  577.77 | Risk: LOW        | Conf: 80%
  LTIM.NS         | Price: 4462.00 | Target: 3513.79 | Risk: LOW        | Conf: 100%
  BBTC.NS         | Price: 1694.20 | Target: 1479.72 | Risk: LOW        | Conf: 100%
  360ONE.NS       | Price: 1103.60 | Target:  941.74 | Risk: LOW        | Conf: 100%
  PPLPHARMA.NS    | Price:  156.13 | Target:  133.72 | Risk: LOW        | Conf: 100%
  INOXWIND.NS     | Price:   92.13 | Target:   74.17 | Risk: LOW        | Conf: 100%
  MPHASIS.NS      | Price: 2296.50 | Target: 1851.57 | Risk: LOW        | Conf: 100%
  PHOENIXLTD.NS   | Price: 1658.60 | Target: 1427.17 | Risk: LOW        | Conf: 100%
  EIDPARRY.NS     | Price:  865.20 | Target:  746.34 | Risk: LOW        | Conf: 100%
  ITI.NS          | Price:  270.30 | Target:  234.80 | Risk: LOW        | Conf: 100%
  INDHOTEL.NS     | Price:  667.05 | Target:  587.44 | Risk: LOW        | Conf: 100%
  WOCKPHARMA.NS   | Price: 1361.90 | Target: 1160.97 | Risk: LOW        | Conf: 100%
  RPOWER.NS       | Price:   23.97 | Target:   19.52 | Risk: LOW        | Conf: 100%
  VMM.NS          | Price:  117.78 | Target:   97.67 | Risk: LOW        | Conf: 100%
  ALKYLAMINE.NS   | Price: 1484.30 | Target: 1336.01 | Risk: LOW        | Conf: 100%
  DIXON.NS        | Price: 10528.00 | Target: 8737.29 | Risk: LOW        | Conf: 100%
  IIFL.NS         | Price:  496.20 | Target:  417.16 | Risk: LOW        | Conf: 100%
  ESCORTS.NS      | Price: 3518.60 | Target: 2980.91 | Risk: LOW        | Conf: 80%
  SONATSOFTW.NS   | Price:  268.20 | Target:  203.63 | Risk: LOW        | Conf: 100%
  SOBHA.NS        | Price: 1395.10 | Target: 1183.21 | Risk: LOW        | Conf: 100%
  ERIS.NS         | Price: 1358.30 | Target: 1118.55 | Risk: LOW        | Conf: 100%
  CYIENT.NS       | Price:  914.70 | Target:  753.45 | Risk: LOW        | Conf: 100%
  CAPLIPOINT.NS   | Price: 1700.10 | Target: 1520.64 | Risk: LOW        | Conf: 80%
  DOMS.NS         | Price: 2332.00 | Target: 2057.54 | Risk: LOW        | Conf: 80%
  TTML.NS         | Price:   41.59 | Target:   35.38 | Risk: LOW        | Conf: 100%
  BERGEPAINT.NS   | Price:  456.10 | Target:  413.23 | Risk: LOW        | Conf: 80%
  PGHH.NS         | Price: 11351.00 | Target: 10513.86 | Risk: LOW        | Conf: 100%
  CAMPUS.NS       | Price:  259.55 | Target:  229.64 | Risk: LOW        | Conf: 80%
  KPITTECH.NS     | Price:  771.10 | Target:  583.35 | Risk: LOW        | Conf: 100%
  KFINTECH.NS     | Price:  956.70 | Target:  780.27 | Risk: LOW        | Conf: 80%
  POLICYBZR.NS    | Price: 1481.60 | Target: 1239.60 | Risk: LOW        | Conf: 100%
  KALYANKJIL.NS   | Price:  410.10 | Target:  350.83 | Risk: LOW        | Conf: 80%
  INFY.NS         | Price: 1300.10 | Target: 1047.28 | Risk: LOW        | Conf: 100%
  OLECTRA.NS      | Price:  997.10 | Target:  862.21 | Risk: LOW        | Conf: 100%
  ZEEL.NS         | Price:   87.45 | Target:   73.35 | Risk: LOW        | Conf: 100%
  WELSPUNLIV.NS   | Price:  125.33 | Target:   95.67 | Risk: LOW        | Conf: 100%
  CHALET.NS       | Price:  808.10 | Target:  690.35 | Risk: LOW        | Conf: 100%
  NEULANDLAB.NS   | Price: 12825.00 | Target: 9466.07 | Risk: LOW        | Conf: 80%
  DEEPAKNTR.NS    | Price: 1580.70 | Target: 1355.59 | Risk: LOW        | Conf: 100%
  COROMANDEL.NS   | Price: 2220.00 | Target: 1909.50 | Risk: LOW        | Conf: 100%
  JMFINANCIL.NS   | Price:  127.74 | Target:   99.66 | Risk: LOW        | Conf: 100%
  MOTILALOFS.NS   | Price:  725.15 | Target:  619.63 | Risk: LOW        | Conf: 100%
  CGCL.NS         | Price:  159.68 | Target:  132.11 | Risk: LOW        | Conf: 100%
  CERA.NS         | Price: 4886.40 | Target: 4264.19 | Risk: LOW        | Conf: 100%
  DBREALTY.NS     | Price:  113.78 | Target:   85.63 | Risk: LOW        | Conf: 80%
  ALOKINDS.NS     | Price:   14.30 | Target:   12.41 | Risk: LOW        | Conf: 100%
  NBCC.NS         | Price:   92.67 | Target:   79.62 | Risk: LOW        | Conf: 100%
  PERSISTENT.NS   | Price: 4733.00 | Target: 3521.57 | Risk: LOW        | Conf: 100%
  IDFCFIRSTB.NS   | Price:   73.48 | Target:   56.66 | Risk: LOW        | Conf: 100%
  GUJGASLTD.NS    | Price:  407.40 | Target:  359.20 | Risk: LOW        | Conf: 100%
  AWL.NS          | Price:  189.10 | Target:  166.12 | Risk: LOW        | Conf: 100%
  JSWINFRA.NS     | Price:  254.80 | Target:  225.66 | Risk: LOW        | Conf: 80%
  POLYMED.NS      | Price: 1256.10 | Target:  984.49 | Risk: LOW        | Conf: 100%
  PAYTM.NS        | Price: 1098.30 | Target:  909.55 | Risk: LOW        | Conf: 100%
  NIVABUPA.NS     | Price:   75.09 | Target:   68.60 | Risk: LOW        | Conf: 80%
  HAPPSTMNDS.NS   | Price:  359.80 | Target:  289.17 | Risk: LOW        | Conf: 100%
  CHOICEIN.NS     | Price:  736.85 | Target:  626.80 | Risk: LOW        | Conf: 100%
  HONAUT.NS       | Price: 30975.00 | Target: 28200.00 | Risk: LOW        | Conf: 80%
  OBEROIRLTY.NS   | Price: 1522.80 | Target: 1344.48 | Risk: LOW        | Conf: 80%
  UTIAMC.NS       | Price:  987.30 | Target:  828.37 | Risk: LOW        | Conf: 100%
  BSOFT.NS        | Price:  390.10 | Target:  284.03 | Risk: LOW        | Conf: 100%
  DLF.NS          | Price:  603.85 | Target:  522.67 | Risk: LOW        | Conf: 100%
  FSL.NS          | Price:  213.15 | Target:  151.17 | Risk: LOW        | Conf: 100%
  BATAINDIA.NS    | Price:  789.00 | Target:  669.07 | Risk: LOW        | Conf: 100%
  AFCONS.NS       | Price:  292.15 | Target:  246.49 | Risk: LOW        | Conf: 100%
  JUBLINGREA.NS   | Price:  585.40 | Target:  490.01 | Risk: LOW        | Conf: 100%
  METROPOLIS.NS   | Price: 1903.80 | Target: 1679.84 | Risk: LOW        | Conf: 80%
  ITCHOTELS.NS    | Price:  176.06 | Target:  157.03 | Risk: LOW        | Conf: 100%
  CRAFTSMAN.NS    | Price: 7526.00 | Target: 6367.07 | Risk: LOW        | Conf: 100%
  JUBLPHARMA.NS   | Price:  866.30 | Target:  719.82 | Risk: LOW        | Conf: 100%
  HBLENGINE.NS    | Price:  684.75 | Target:  566.63 | Risk: LOW        | Conf: 100%
  CENTURYPLY.NS   | Price:  735.05 | Target:  630.59 | Risk: LOW        | Conf: 100%
  BASF.NS         | Price: 3452.10 | Target: 2951.42 | Risk: LOW        | Conf: 100%
  JBMA.NS         | Price:  551.35 | Target:  477.40 | Risk: LOW        | Conf: 100%
  TRIDENT.NS      | Price:   25.58 | Target:   21.43 | Risk: LOW        | Conf: 100%
  TBOTEK.NS       | Price: 1225.80 | Target:  896.80 | Risk: LOW        | Conf: 100%
  ASAHIINDIA.NS   | Price:  900.70 | Target:  776.38 | Risk: LOW        | Conf: 100%
  CAMS.NS         | Price:  677.60 | Target:  592.21 | Risk: LOW        | Conf: 100%
  ACE.NS          | Price:  884.70 | Target:  768.29 | Risk: LOW        | Conf: 80%
  MAPMYINDIA.NS   | Price: 1034.10 | Target:  779.78 | Risk: LOW        | Conf: 100%
  ELECON.NS       | Price:  415.85 | Target:  335.65 | Risk: LOW        | Conf: 100%
  EMCURE.NS       | Price: 1455.50 | Target: 1247.11 | Risk: LOW        | Conf: 100%
  FIRSTCRY.NS     | Price:  217.40 | Target:  142.74 | Risk: LOW        | Conf: 100%
  GODREJPROP.NS   | Price: 1731.00 | Target: 1447.29 | Risk: LOW        | Conf: 100%
  SAREGAMA.NS     | Price:  333.00 | Target:  277.29 | Risk: LOW        | Conf: 100%
  AFFLE.NS        | Price: 1377.20 | Target: 1092.56 | Risk: LOW        | Conf: 100%
  BHARTIHEXA.NS   | Price: 1606.90 | Target: 1412.90 | Risk: LOW        | Conf: 100%
  ABREL.NS        | Price: 1290.20 | Target: 1068.31 | Risk: LOW        | Conf: 100%
  UNOMINDA.NS     | Price: 1188.50 | Target: 1027.01 | Risk: LOW        | Conf: 100%
  GRAVITA.NS      | Price: 1613.00 | Target: 1387.82 | Risk: LOW        | Conf: 100%
  RADICO.NS       | Price: 2649.50 | Target: 2325.82 | Risk: LOW        | Conf: 100%
  SWANCORP.NS     | Price:  382.40 | Target:  308.97 | Risk: LOW        | Conf: 100%
  PRESTIGE.NS     | Price: 1393.00 | Target: 1167.21 | Risk: LOW        | Conf: 100%
  COHANCE.NS      | Price:  309.95 | Target:  223.40 | Risk: LOW        | Conf: 80%
  MAHSCOOTER.NS   | Price: 13259.00 | Target: 11626.86 | Risk: LOW        | Conf: 80%
  RELINFRA.NS     | Price:   90.38 | Target:   59.69 | Risk: LOW        | Conf: 100%
  SIGNATURE.NS    | Price:  989.80 | Target:  758.21 | Risk: LOW        | Conf: 80%
  JTLIND.NS       | Price:   63.63 | Target:   54.56 | Risk: LOW        | Conf: 100%
  PVP.NS          | Price:   27.30 | Target:   20.20 | Risk: LOW        | Conf: 100%
  EQUITASBNK.NS   | Price:   64.37 | Target:   53.87 | Risk: LOW        | Conf: 100%
