NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-07-10 20:09:41

BUY SIGNALS (704):
  HDFCBANK.NS     | Price:  817.55 | Entry:   801.2 | Target:  891.30 | Risk: LOW       
  NRL.NS          | Price:   96.11 | Entry:   94.19 | Target:  114.60 | Risk: LOW       
  MUTHOOTCAP.NS   | Price:  217.71 | Entry:  213.36 | Target:  262.54 | Risk: LOW       
  PANSARI.NS      | Price:  359.95 | Entry:  352.75 | Target:  467.47 | Risk: LOW       
  SRGHFL.NS       | Price:  300.00 | Entry:   294.0 | Target:  367.00 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  231.56 | Entry:  226.93 | Target:  296.41 | Risk: LOW       
  TIRUPATIFL.NS   | Price:   67.09 | Entry:   65.75 | Target:   91.52 | Risk: LOW       
  SWARAJ.NS       | Price:  323.00 | Entry:  316.54 | Target:  386.71 | Risk: LOW       
  RUBFILA.NS      | Price:   77.44 | Entry:   75.89 | Target:   89.26 | Risk: LOW       
  SPCENET.NS      | Price:    3.89 | Entry:    3.81 | Target:    5.09 | Risk: LOW       
  UNIDT.NS        | Price:  228.84 | Entry:  224.26 | Target:  275.55 | Risk: LOW       
  SHIVAUM.NS      | Price:  427.15 | Entry:  418.61 | Target:  586.95 | Risk: LOW       
  PHANTOMFX.NS    | Price:  188.60 | Entry:  184.83 | Target:  223.42 | Risk: LOW       
  MANAKSTEEL.NS   | Price:   78.13 | Entry:   76.57 | Target:   97.56 | Risk: LOW       
  BBTCL.NS        | Price:  216.95 | Entry:  212.61 | Target:  252.64 | Risk: LOW       
  INFINIUM.NS     | Price:  212.25 | Entry:   208.0 | Target:  244.84 | Risk: LOW       
  SUMIT.NS        | Price:   45.87 | Entry:   44.95 | Target:   56.20 | Risk: LOW       
  BCONCEPTS.NS    | Price:  211.34 | Entry:  207.11 | Target:  270.80 | Risk: LOW       
  3IINFOLTD.NS    | Price:   18.24 | Entry:   17.88 | Target:   20.64 | Risk: LOW       
  DCI.NS          | Price:  285.30 | Entry:  279.59 | Target:  329.41 | Risk: LOW       
  WTICAB.NS       | Price:  119.40 | Entry:  117.01 | Target:  151.44 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   19.63 | Entry:   19.24 | Target:   23.14 | Risk: LOW       
  GINNIFILA.NS    | Price:   54.04 | Entry:   52.96 | Target:   72.71 | Risk: LOW       
  PROV.NS         | Price: 1555.00 | Entry:  1523.9 | Target: 1826.05 | Risk: LOW       
  NDGL.NS         | Price: 2732.30 | Entry: 2677.65 | Target: 3450.69 | Risk: LOW       
  LOKESHMACH.NS   | Price:  337.05 | Entry:  330.31 | Target:  394.37 | Risk: LOW       
  BPL.NS          | Price:   58.84 | Entry:   57.66 | Target:   76.19 | Risk: LOW       
  HALEOSLABS.NS   | Price: 1546.80 | Entry: 1515.86 | Target: 1993.94 | Risk: LOW       
  MANCREDIT.NS    | Price:  237.93 | Entry:  233.17 | Target:  322.15 | Risk: LOW       
  ASAHISONG.NS    | Price:  275.85 | Entry:  270.33 | Target:  324.43 | Risk: LOW       
  MASON.NS        | Price:  127.90 | Entry:  125.34 | Target:  162.04 | Risk: LOW       
  MAWANASUG.NS    | Price:  111.94 | Entry:   109.7 | Target:  135.23 | Risk: LOW       
  AVG.NS          | Price:  209.19 | Entry:  205.01 | Target:  279.90 | Risk: LOW       
  FROG.NS         | Price:  173.55 | Entry:  170.08 | Target:  211.16 | Risk: LOW       
  GOLDTECH.NS     | Price:   58.05 | Entry:   56.89 | Target:   82.48 | Risk: LOW       
  PPAP.NS         | Price:  276.63 | Entry:   271.1 | Target:  347.22 | Risk: LOW       
  HITECHCORP.NS   | Price:  327.40 | Entry:  320.85 | Target:  364.65 | Risk: LOW       
  DIAMINESQ.NS    | Price:  266.96 | Entry:  261.62 | Target:  337.12 | Risk: LOW       
  AUTOIND.NS      | Price:   94.53 | Entry:   92.64 | Target:  115.89 | Risk: LOW       
  SOMATEX.NS      | Price:  111.08 | Entry:  108.86 | Target:  144.29 | Risk: LOW       
  GRETEX.NS       | Price:  289.65 | Entry:  283.86 | Target:  301.24 | Risk: LOW       
  OMFREIGHT.NS    | Price:   95.26 | Entry:   93.35 | Target:  134.27 | Risk: LOW       
  PILITA.NS       | Price:    8.94 | Entry:    8.76 | Target:   11.12 | Risk: LOW       
  UNIHEALTH.NS    | Price:  716.50 | Entry:  702.17 | Target:  866.66 | Risk: LOW       
  BAFNAPH.NS      | Price:  200.60 | Entry:  196.59 | Target:  233.52 | Risk: LOW       
  GOYALSALT.NS    | Price:  123.95 | Entry:  121.47 | Target:  136.57 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   59.33 | Entry:   58.14 | Target:   78.87 | Risk: LOW       
  UYFINCORP.NS    | Price:   15.67 | Entry:   15.36 | Target:   19.15 | Risk: LOW       
  GSMFOILS.NS     | Price:  254.80 | Entry:   249.7 | Target:  300.76 | Risk: LOW       
  UNIVASTU.NS     | Price:   94.92 | Entry:   93.02 | Target:  118.19 | Risk: LOW       
  MEGASTAR.NS     | Price:  375.20 | Entry:   367.7 | Target:  451.24 | Risk: LOW       
  RVTH.NS         | Price:  737.85 | Entry:  723.09 | Target:  919.65 | Risk: LOW       
  PRITIKAUTO.NS   | Price:   18.19 | Entry:   17.83 | Target:   23.43 | Risk: LOW       
  SCPL.NS         | Price:  492.45 | Entry:   482.6 | Target:  659.52 | Risk: LOW       
  TCL.NS          | Price:  120.40 | Entry:  117.99 | Target:  155.36 | Risk: LOW       
  SUPREMEINF.NS   | Price:   83.85 | Entry:   82.17 | Target:  110.76 | Risk: LOW       
  KOTARISUG.NS    | Price:   25.98 | Entry:   25.46 | Target:   30.83 | Risk: LOW       
  OMAXAUTO.NS     | Price:  230.72 | Entry:  226.11 | Target:  283.65 | Risk: LOW       
  COMMITTED.NS    | Price:  338.00 | Entry:  331.24 | Target:  378.20 | Risk: LOW       
  KALYANIFRG.NS   | Price:  628.70 | Entry:  616.13 | Target:  755.58 | Risk: LOW       
  CPCAP.NS        | Price:  115.27 | Entry:  112.96 | Target:  140.68 | Risk: LOW       
  WORTHPERI.NS    | Price:  135.05 | Entry:  132.35 | Target:  159.32 | Risk: LOW       
  KCK.NS          | Price:   14.05 | Entry:   13.77 | Target:   18.78 | Risk: LOW       
  GRCL.NS         | Price:  613.95 | Entry:  601.67 | Target:  675.04 | Risk: LOW       
  AKIKO.NS        | Price:  286.50 | Entry:  280.77 | Target:  347.25 | Risk: LOW       
  SETCO.NS        | Price:   18.37 | Entry:    18.0 | Target:   21.24 | Risk: LOW       
  IBULLSLTD.NS    | Price:   29.57 | Entry:   28.98 | Target:   36.92 | Risk: LOW       
  EQUIPPP.NS      | Price:   23.01 | Entry:   22.55 | Target:   29.25 | Risk: LOW       
  MADHUSUDAN.NS   | Price:  251.80 | Entry:  246.76 | Target:  336.35 | Risk: LOW       
  DCM.NS          | Price:  100.06 | Entry:   98.06 | Target:  123.95 | Risk: LOW       
  LANCORHOL.NS    | Price:   25.00 | Entry:    24.5 | Target:   30.82 | Risk: LOW       
  AARVI.NS        | Price:  147.09 | Entry:  144.15 | Target:  185.18 | Risk: LOW       
  CORALFINAC.NS   | Price:   34.30 | Entry:   33.61 | Target:   43.47 | Risk: LOW       
  QMSMEDI.NS      | Price:  104.51 | Entry:  102.42 | Target:  135.14 | Risk: LOW       
  MODTHREAD.NS    | Price:   47.46 | Entry:   46.51 | Target:   63.52 | Risk: LOW       
  GLOBALPET.NS    | Price:  152.00 | Entry:  148.96 | Target:  164.23 | Risk: LOW       
  INDIANCARD.NS   | Price:  238.72 | Entry:  233.95 | Target:  297.56 | Risk: LOW       
  RPPL.NS         | Price:   21.60 | Entry:   21.17 | Target:   28.98 | Risk: LOW       
  SADHAV.NS       | Price:  118.95 | Entry:  116.57 | Target:  141.82 | Risk: LOW       
  HECPROJECT.NS   | Price:  134.94 | Entry:  132.24 | Target:  181.07 | Risk: LOW       
  SHYAMCENT.NS    | Price:    5.75 | Entry:    5.63 | Target:    7.56 | Risk: LOW       
  MASTER.NS       | Price:  380.35 | Entry:  372.74 | Target:  425.45 | Risk: LOW       
  VITAL.NS        | Price:   56.00 | Entry:   54.88 | Target:   70.00 | Risk: LOW       
  SYLVANPLY.NS    | Price:   59.95 | Entry:   58.75 | Target:   70.86 | Risk: LOW       
  VIPULLTD.NS     | Price:   16.24 | Entry:   15.92 | Target:   21.03 | Risk: LOW       
  LOVABLE.NS      | Price:   76.54 | Entry:   75.01 | Target:   98.39 | Risk: LOW       
  SHAHALLOYS.NS   | Price:   74.91 | Entry:   73.41 | Target:   92.93 | Risk: LOW       
  SAMPANN.NS      | Price:   27.91 | Entry:   27.35 | Target:   36.33 | Risk: LOW       
  SSFL.NS         | Price:  277.50 | Entry:  271.95 | Target:  343.91 | Risk: LOW       
  SIDDHIKA.NS     | Price:  216.55 | Entry:  212.22 | Target:  253.35 | Risk: LOW       
  TOTAL.NS        | Price:   56.11 | Entry:   54.99 | Target:   69.38 | Risk: LOW       
  SIL.NS          | Price:   16.05 | Entry:   15.73 | Target:   19.20 | Risk: LOW       
  TOKYOPLAST.NS   | Price:   87.70 | Entry:   85.95 | Target:  104.76 | Risk: LOW       
  HOLMARC.NS      | Price:  108.50 | Entry:  106.33 | Target:  124.04 | Risk: LOW       
  HOACFOODS.NS    | Price:  704.90 | Entry:   690.8 | Target:  801.79 | Risk: LOW       
  MARC.NS         | Price:   93.50 | Entry:   91.63 | Target:  118.98 | Risk: LOW       
  ZENITHDRUG.NS   | Price:   49.70 | Entry:   48.71 | Target:   64.00 | Risk: LOW       
  MAGSON.NS       | Price:  178.95 | Entry:  175.37 | Target:  196.09 | Risk: LOW       
  PARAGON.NS      | Price:   50.30 | Entry:   49.29 | Target:   58.53 | Risk: LOW       
  BVCL.NS         | Price:   43.04 | Entry:   42.18 | Target:   54.11 | Risk: LOW       
  CLSL.NS         | Price:   48.00 | Entry:   47.04 | Target:   55.41 | Risk: LOW       
  AISL.NS         | Price:   57.35 | Entry:    56.2 | Target:   65.39 | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   42.30 | Entry:   41.45 | Target:   61.21 | Risk: LOW       
  KONSTELEC.NS    | Price:   50.80 | Entry:   49.78 | Target:   59.26 | Risk: LOW       
  BANKA.NS        | Price:   93.90 | Entry:   92.02 | Target:  113.80 | Risk: LOW       
  SRIVASAVI.NS    | Price:   79.00 | Entry:   77.42 | Target:  102.96 | Risk: LOW       
  ARABIAN.NS      | Price:   72.65 | Entry:    71.2 | Target:   81.76 | Risk: LOW       
  BANARBEADS.NS   | Price:  114.15 | Entry:  111.87 | Target:  143.43 | Risk: LOW       
  AMEYA.NS        | Price:  113.50 | Entry:  111.23 | Target:  125.87 | Risk: LOW       
  SYNOPTICS.NS    | Price:   79.00 | Entry:   77.42 | Target:   92.07 | Risk: LOW       
  SERVICE.NS      | Price:   54.60 | Entry:   53.51 | Target:   59.94 | Risk: LOW       
  SEL.NS          | Price:  207.75 | Entry:  203.59 | Target:  231.89 | Risk: LOW       
  RULKA.NS        | Price:   97.75 | Entry:    95.8 | Target:  122.00 | Risk: LOW       
  UCL.NS          | Price:  194.00 | Entry:  190.12 | Target:  218.89 | Risk: LOW       
  COUNCODOS.NS    | Price:    5.12 | Entry:    5.02 | Target:    6.29 | Risk: LOW       
  MASKINVEST.NS   | Price:  155.00 | Entry:   151.9 | Target:  173.51 | Risk: LOW       
  PROLIFE.NS      | Price:   79.55 | Entry:   77.96 | Target:   84.55 | Risk: LOW       
  NGIL.NS         | Price:   40.98 | Entry:   40.16 | Target:   52.01 | Risk: LOW       
  AKASH.NS        | Price:   27.15 | Entry:   26.61 | Target:   32.31 | Risk: LOW       
  JFLLIFE.NS      | Price:   10.45 | Entry:   10.24 | Target:   11.61 | Risk: LOW       
  VIJIFIN.NS      | Price:    7.50 | Entry:    7.35 | Target:    8.57 | Risk: LOW       
  SIGNORIA.NS     | Price:  135.90 | Entry:  133.18 | Target:  164.94 | Risk: LOW       
  WALPAR.NS       | Price:   34.90 | Entry:    34.2 | Target:   40.10 | Risk: LOW       
  AGARWALFT.NS    | Price:   41.60 | Entry:   40.77 | Target:   44.85 | Risk: LOW       
  KAUSHALYA.NS    | Price: 1088.85 | Entry: 1067.07 | Target: 1474.99 | Risk: LOW       
  MICROPRO.NS     | Price:   19.60 | Entry:   19.21 | Target:   21.80 | Risk: LOW       
  MORARJEE.NS     | Price:    9.68 | Entry:    9.49 | Target:   12.19 | Risk: LOW       
  SUPREMEENG.NS   | Price:    1.59 | Entry:    1.56 | Target:    1.69 | Risk: LOW       
  SANGINITA.NS    | Price:   49.61 | Entry:   48.62 | Target:   53.61 | Risk: LOW       
  YCCL.NS         | Price:   10.85 | Entry:   10.63 | Target:   12.39 | Risk: LOW       
  SUNREST.NS      | Price:   35.60 | Entry:   34.89 | Target:   37.92 | Risk: LOW       
  QFIL.NS         | Price:   60.00 | Entry:    58.8 | Target:   66.68 | Risk: LOW       
  UNIINFO.NS      | Price:   12.20 | Entry:   11.96 | Target:   16.00 | Risk: LOW       
  ONELIFECAP.NS   | Price:   38.46 | Entry:   37.69 | Target:   48.88 | Risk: LOW       
  QUADPRO.NS      | Price:    2.40 | Entry:    2.35 | Target:    2.45 | Risk: LOW       
  PLADAINFO.NS    | Price:   11.80 | Entry:   11.56 | Target:   11.93 | Risk: LOW       
  UMESLTD.NS      | Price:    5.84 | Entry:    5.72 | Target:    7.50 | Risk: LOW       
  RITEZONE.NS     | Price:   23.80 | Entry:   23.32 | Target:   26.87 | Risk: LOW       
  CBAZAAR.NS      | Price:    6.15 | Entry:    6.03 | Target:    7.06 | Risk: LOW       
  ACCORD.NS       | Price:  194.75 | Entry:  190.85 | Target:  228.73 | Risk: LOW       
  SMVD.NS         | Price:   13.30 | Entry:   13.03 | Target:   13.96 | Risk: LOW       
  SABEVENTS.NS    | Price:    8.77 | Entry:    8.59 | Target:   11.51 | Risk: LOW       
  LAKPRE.NS       | Price:    5.56 | Entry:    5.45 | Target:    7.41 | Risk: LOW       
  CLCIND.NS       | Price:   49.04 | Entry:   48.06 | Target:   51.42 | Risk: LOW       

HOLD SIGNALS (891):
  ICICIBANK.NS    | Price: 1380.70 | Trend:   5.83% | Mom:  -0.49% | Risk: LOW       
  SBIN.NS         | Price: 1022.10 | Trend:   1.90% | Mom:  -2.23% | Risk: LOW       
  INFY.NS         | Price: 1050.80 | Trend:  -5.73% | Mom:   0.92% | Risk: LOW       
  MARUTI.NS       | Price: 13728.00 | Trend:   2.08% | Mom:  -0.12% | Risk: LOW       
  M&M.NS          | Price: 3085.40 | Trend:   0.09% | Mom:  -2.02% | Risk: LOW       
  HCLTECH.NS      | Price: 1150.40 | Trend:   0.05% | Mom:   4.52% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11524.00 | Trend:   0.60% | Mom:   0.30% | Risk: LOW       
  HAL.NS          | Price: 4378.90 | Trend:  -0.57% | Mom:   0.23% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1800.10 | Trend:   0.48% | Mom:   0.23% | Risk: LOW       
  ONGC.NS         | Price:  243.65 | Trend:  -8.04% | Mom:   4.53% | Risk: LOW       
  BEL.NS          | Price:  406.20 | Trend:  -2.92% | Mom:  -0.25% | Risk: LOW       
  JSWSTEEL.NS     | Price: 1225.80 | Trend:  -2.95% | Mom:   0.15% | Risk: LOW       
  POWERGRID.NS    | Price:  281.35 | Trend:  -4.29% | Mom:  -0.90% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price: 10155.00 | Trend:   0.03% | Mom:   3.17% | Risk: LOW       
  INDIGO.NS       | Price: 5229.50 | Trend:  10.92% | Mom:  -4.05% | Risk: LOW       
  TATASTEEL.NS    | Price:  187.91 | Trend:  -6.40% | Mom:  -0.42% | Risk: LOW       
  HINDZINC.NS     | Price:  528.50 | Trend: -10.28% | Mom:   2.02% | Risk: LOW       
  HYUNDAI.NS      | Price: 1926.20 | Trend:   1.15% | Mom:  -2.19% | Risk: LOW       
  VEDL.NS         | Price:  271.35 | Trend: -11.78% | Mom:  -0.77% | Risk: LOW       
  EICHERMOT.NS    | Price: 7361.00 | Trend:   1.18% | Mom:  -3.12% | Risk: LOW       
  HINDALCO.NS     | Price:  958.45 | Trend:  -7.43% | Mom:   1.08% | Risk: LOW       
  ADANIGREEN.NS   | Price: 1486.60 | Trend:   2.62% | Mom:  -2.59% | Risk: LOW       
  PIDILITIND.NS   | Price: 1590.40 | Trend:   5.42% | Mom:  -0.41% | Risk: LOW       
  BPCL.NS         | Price:  308.20 | Trend:   2.30% | Mom:  -0.50% | Risk: LOW       
  AMBUJACEM.NS    | Price:  428.15 | Trend:  -0.59% | Mom:   1.04% | Risk: LOW       
  TATACAP.NS      | Price:  355.85 | Trend:   8.27% | Mom:  -2.14% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1791.90 | Trend:   9.81% | Mom:  -0.41% | Risk: LOW       
  SHRIRAMFIN.NS   | Price: 1031.70 | Trend:   6.54% | Mom:   0.56% | Risk: LOW       
  TMCV.NS         | Price:  419.85 | Trend:   5.94% | Mom:  -2.79% | Risk: LOW       
  SOLARINDS.NS    | Price: 17380.00 | Trend:  -1.35% | Mom:  -0.28% | Risk: LOW       
  MUTHOOTFIN.NS   | Price: 3057.40 | Trend:  -4.92% | Mom:   1.05% | Risk: LOW       
  CIPLA.NS        | Price: 1441.30 | Trend:   3.61% | Mom:   0.08% | Risk: LOW       
  GAIL.NS         | Price:  170.20 | Trend:   1.27% | Mom:  -1.53% | Risk: LOW       
  MAXHEALTH.NS    | Price: 1101.30 | Trend:   5.58% | Mom:  -1.79% | Risk: LOW       
  MOTHERSON.NS    | Price:  142.80 | Trend:   2.49% | Mom:  -5.87% | Risk: LOW       
  CUMMINSIND.NS   | Price: 5542.50 | Trend:  -0.24% | Mom:  -1.76% | Risk: LOW       
  LGEINDIA.NS     | Price: 1563.80 | Trend:   1.12% | Mom:  -0.48% | Risk: LOW       
  CGPOWER.NS      | Price:  910.90 | Trend:   1.29% | Mom:  -3.31% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 4898.50 | Trend:  -1.47% | Mom:   0.05% | Risk: LOW       
  IDBI.NS         | Price:   82.32 | Trend:   6.42% | Mom:  -4.72% | Risk: LOW       
  INDUSTOWER.NS   | Price:  398.15 | Trend:  -3.60% | Mom:   1.17% | Risk: LOW       
  UNITDSPR.NS     | Price: 1381.20 | Trend:   6.24% | Mom:   0.50% | Risk: LOW       
  RECLTD.NS       | Price:  352.00 | Trend:   0.58% | Mom:  -3.47% | Risk: LOW       
  ICICIGI.NS      | Price: 1794.70 | Trend:   0.24% | Mom:  -1.04% | Risk: LOW       
  GROWW.NS        | Price:  198.44 | Trend:   1.05% | Mom:  -0.68% | Risk: LOW       
  IDEA.NS         | Price:   14.04 | Trend:   2.54% | Mom:  -0.14% | Risk: LOW       
  HAVELLS.NS      | Price: 1190.80 | Trend:   0.06% | Mom:   1.06% | Risk: LOW       
  HINDPETRO.NS    | Price:  392.10 | Trend:   0.68% | Mom:  -4.19% | Risk: LOW       
  BAJAJHFL.NS     | Price:   87.59 | Trend:   2.10% | Mom:   0.10% | Risk: LOW       
  DABUR.NS        | Price:  443.15 | Trend:   0.41% | Mom:   4.54% | Risk: LOW       
  ICICIPRULI.NS   | Price:  490.70 | Trend:  -2.87% | Mom:  -0.07% | Risk: LOW       
  PERSISTENT.NS   | Price: 4829.90 | Trend:  -1.66% | Mom:  -0.24% | Risk: LOW       
  SRF.NS          | Price: 2756.90 | Trend:   1.73% | Mom:   0.88% | Risk: LOW       
  NHPC.NS         | Price:   78.61 | Trend:   0.58% | Mom:  -0.99% | Risk: LOW       
  ASHOKLEY.NS     | Price:  155.19 | Trend:   0.00% | Mom:  -3.42% | Risk: LOW       
  LLOYDSME.NS     | Price: 1745.10 | Trend:  -0.77% | Mom:   1.38% | Risk: LOW       
  FORTIS.NS       | Price:  951.45 | Trend:  -1.02% | Mom:  -0.35% | Risk: LOW       
  OIL.NS          | Price:  423.05 | Trend:  -7.43% | Mom:   3.99% | Risk: LOW       
  ATGL.NS         | Price:  700.65 | Trend:   0.58% | Mom:  -2.66% | Risk: LOW       
  COROMANDEL.NS   | Price: 2014.30 | Trend:   4.99% | Mom:   0.69% | Risk: LOW       
  GICRE.NS        | Price:  362.70 | Trend:  -4.17% | Mom:   0.48% | Risk: LOW       
  YESBANK.NS      | Price:   23.64 | Trend:   2.18% | Mom:  -4.95% | Risk: LOW       
  VMM.NS          | Price:  116.69 | Trend:  -2.62% | Mom:   0.26% | Risk: LOW       
  TORNTPOWER.NS   | Price: 1414.90 | Trend:  -3.99% | Mom:   0.08% | Risk: LOW       
  NMDC.NS         | Price:   84.42 | Trend:  -4.83% | Mom:  -0.61% | Risk: LOW       
  PATANJALI.NS    | Price:  412.25 | Trend:  -5.57% | Mom:  -0.07% | Risk: LOW       
  HDBFS.NS        | Price:  734.90 | Trend:   6.92% | Mom:  -1.16% | Risk: LOW       
  JSWINFRA.NS     | Price:  323.90 | Trend:  11.51% | Mom:  -1.82% | Risk: LOW       
  JSL.NS          | Price:  709.60 | Trend:  -0.60% | Mom:   2.09% | Risk: LOW       
  COLPAL.NS       | Price: 2063.00 | Trend:  -0.01% | Mom:   3.51% | Risk: LOW       
  BHARATFORG.NS   | Price: 2130.60 | Trend:   7.30% | Mom:  -0.38% | Risk: LOW       
  COFORGE.NS      | Price: 1468.60 | Trend:   4.77% | Mom:  -1.63% | Risk: LOW       
  BDL.NS          | Price: 1326.30 | Trend:   0.68% | Mom:  -3.08% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   79.46 | Trend:   7.83% | Mom:   0.30% | Risk: LOW       
  MOTILALOFS.NS   | Price:  942.50 | Trend:   5.84% | Mom:  -0.39% | Risk: LOW       
  GLENMARK.NS     | Price: 2267.20 | Trend:   0.49% | Mom:   5.24% | Risk: LOW       
  LINDEINDIA.NS   | Price: 6987.50 | Trend:  -3.08% | Mom:  -0.48% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4621.20 | Trend:   3.92% | Mom:   0.40% | Risk: LOW       
  TATACOMM.NS     | Price: 1870.40 | Trend:   1.32% | Mom:  -6.10% | Risk: LOW       
  AIIL.NS         | Price:  507.50 | Trend:   1.26% | Mom:  -2.03% | Risk: LOW       
  JKCEMENT.NS     | Price: 5373.50 | Trend:   1.34% | Mom:  -3.29% | Risk: LOW       
  UBL.NS          | Price: 1328.20 | Trend:  -1.92% | Mom:  -0.05% | Risk: LOW       
  APLAPOLLO.NS    | Price: 1785.90 | Trend:  -3.10% | Mom:  -0.42% | Risk: LOW       
  PAGEIND.NS      | Price: 40615.00 | Trend:   4.55% | Mom:  -0.82% | Risk: LOW       
  BALKRISIND.NS   | Price: 2201.80 | Trend:   0.88% | Mom:  -1.42% | Risk: LOW       
  360ONE.NS       | Price: 1100.20 | Trend:   0.18% | Mom:   1.36% | Risk: LOW       
  PETRONET.NS     | Price:  277.15 | Trend:   0.93% | Mom:  -1.81% | Risk: LOW       
  NATIONALUM.NS   | Price:  349.50 | Trend:  -9.31% | Mom:   5.22% | Risk: LOW       
  DALBHARAT.NS    | Price: 1742.30 | Trend:  -0.49% | Mom:   1.27% | Risk: LOW       
  JUBLFOOD.NS     | Price:  429.35 | Trend:  -1.93% | Mom:   1.45% | Risk: LOW       
  ESCORTS.NS      | Price: 2908.60 | Trend:   0.32% | Mom:  -0.28% | Risk: LOW       
  FLUOROCHEM.NS   | Price: 3863.60 | Trend:   2.75% | Mom:  -1.17% | Risk: LOW       
  ENDURANCE.NS    | Price: 2706.80 | Trend:   3.90% | Mom:   0.28% | Risk: LOW       
  THERMAX.NS      | Price: 4785.00 | Trend:   3.22% | Mom:  -0.50% | Risk: LOW       
  UCOBANK.NS      | Price:   26.05 | Trend:  -0.13% | Mom:  -4.09% | Risk: LOW       
  TATAINVEST.NS   | Price:  684.85 | Trend:   1.30% | Mom:   0.88% | Risk: LOW       
  CRISIL.NS       | Price: 4054.70 | Trend:   0.21% | Mom:  -0.86% | Risk: LOW       
  KPRMILL.NS      | Price: 1115.10 | Trend:   7.05% | Mom:  -6.40% | Risk: LOW       
  CHOLAHLDNG.NS   | Price: 1652.20 | Trend:   2.38% | Mom:  -0.07% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2118.20 | Trend:   5.73% | Mom:  -0.60% | Risk: LOW       
  APARINDS.NS     | Price: 14070.00 | Trend:   0.81% | Mom: -12.18% | Risk: LOW       
  ACC.NS          | Price: 1362.20 | Trend:   0.33% | Mom:   1.82% | Risk: LOW       
  AWL.NS          | Price:  185.68 | Trend:  -3.17% | Mom:   2.01% | Risk: LOW       
  HONAUT.NS       | Price: 38015.00 | Trend:   9.06% | Mom:  -3.53% | Risk: LOW       
  AIAENG.NS       | Price: 4687.50 | Trend:   6.76% | Mom:  -2.95% | Risk: LOW       
  COHANCE.NS      | Price:  440.15 | Trend:  -0.32% | Mom:  -3.91% | Risk: LOW       
  GILLETTE.NS     | Price: 7788.50 | Trend:  -0.23% | Mom:   0.90% | Risk: LOW       
  NIACL.NS        | Price:  182.12 | Trend:   9.08% | Mom:  -0.55% | Risk: LOW       
  MSUMI.NS        | Price:   40.22 | Trend:   1.75% | Mom:  -2.52% | Risk: LOW       
  TATATECH.NS     | Price:  711.60 | Trend:   2.60% | Mom:  -4.91% | Risk: LOW       
  AFFLE.NS        | Price: 1468.00 | Trend:  -0.06% | Mom:   1.26% | Risk: LOW       
  BANDHANBNK.NS   | Price:  199.86 | Trend:  -1.63% | Mom:  -0.94% | Risk: LOW       
  EMCURE.NS       | Price: 1809.50 | Trend:   3.61% | Mom:  -3.76% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1684.60 | Trend:   4.33% | Mom:  -0.27% | Risk: LOW       
  AMBER.NS        | Price: 7600.50 | Trend:  -1.93% | Mom:  -0.76% | Risk: LOW       
  RAMCOCEM.NS     | Price:  922.10 | Trend:   1.88% | Mom:   0.33% | Risk: LOW       
  SHYAMMETL.NS    | Price:  948.40 | Trend:   0.61% | Mom:   0.28% | Risk: LOW       
  FSL.NS          | Price:  242.94 | Trend:  -2.01% | Mom:  -0.21% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1621.20 | Trend:  -4.48% | Mom:  -0.07% | Risk: LOW       
  EIHOTEL.NS      | Price:  327.85 | Trend:   3.72% | Mom:   0.43% | Risk: LOW       
  WOCKPHARMA.NS   | Price: 1831.30 | Trend:   0.99% | Mom:  -6.81% | Risk: LOW       
  PTCIL.NS        | Price: 17354.00 | Trend:   0.06% | Mom:  -0.43% | Risk: LOW       
  PFIZER.NS       | Price: 4590.10 | Trend:  -0.12% | Mom:   2.90% | Risk: LOW       
  ABSLAMC.NS      | Price: 1136.00 | Trend:   4.51% | Mom:  -0.46% | Risk: LOW       
  HSCL.NS         | Price:  650.05 | Trend:   1.91% | Mom:  -4.14% | Risk: LOW       
  ASAHIINDIA.NS   | Price:  891.55 | Trend:   3.07% | Mom:  -0.82% | Risk: LOW       
  ERIS.NS         | Price: 1430.00 | Trend:   2.88% | Mom:  -1.99% | Risk: LOW       
  SAGILITY.NS     | Price:   40.76 | Trend:  -0.59% | Mom:   0.97% | Risk: LOW       
  JYOTICNC.NS     | Price:  769.05 | Trend:   8.95% | Mom:   1.00% | Risk: LOW       
  REDINGTON.NS    | Price:  274.75 | Trend:  15.07% | Mom:  -1.96% | Risk: LOW       
  PSB.NS          | Price:   24.46 | Trend:   0.62% | Mom:  -0.69% | Risk: LOW       
  ONESOURCE.NS    | Price: 1625.70 | Trend:  -5.73% | Mom:   4.48% | Risk: LOW       
