NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-25 02:57:23

BUY SIGNALS (722):
  KOTAKBANK.NS    | Price:  402.80 | Entry:  394.74 | Target:  434.89 | Risk: LOW       
  CORDSCABLE.NS   | Price:  241.33 | Entry:   236.5 | Target:  297.19 | Risk: LOW       
  MHLXMIRU.NS     | Price:  188.99 | Entry:  185.21 | Target:  239.02 | Risk: LOW       
  DHARAN.NS       | Price:    0.16 | Entry:    0.16 | Target:    0.23 | Risk: LOW       
  NEPHROCARE.NS   | Price:   89.50 | Entry:   87.71 | Target:  111.55 | Risk: LOW       
  TEAMGTY.NS      | Price:  232.44 | Entry:  227.79 | Target:  289.28 | Risk: LOW       
  MARALOVER.NS    | Price:   56.34 | Entry:   55.21 | Target:   70.54 | Risk: LOW       
  VETO.NS         | Price:  127.25 | Entry:   124.7 | Target:  149.64 | Risk: LOW       
  PLAZACABLE.NS   | Price:   52.08 | Entry:   51.04 | Target:   65.83 | Risk: LOW       
  AKIKO.NS        | Price:  392.25 | Entry:   384.4 | Target:  485.07 | Risk: LOW       
  GOLDSTAR.NS     | Price:    7.80 | Entry:    7.64 | Target:    9.19 | Risk: LOW       
  RANASUG.NS      | Price:   15.92 | Entry:    15.6 | Target:   19.86 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  303.22 | Entry:  297.16 | Target:  383.20 | Risk: LOW       
  ANIKINDS.NS     | Price:   45.46 | Entry:   44.55 | Target:   58.20 | Risk: LOW       
  ASPINWALL.NS    | Price:  247.49 | Entry:  242.54 | Target:  298.29 | Risk: LOW       
  GULFPETRO.NS    | Price:   70.52 | Entry:   69.11 | Target:   88.65 | Risk: LOW       
  JMA.NS          | Price:   90.73 | Entry:   88.92 | Target:  104.85 | Risk: LOW       
  ALUWIND.NS      | Price:   50.75 | Entry:   49.73 | Target:   59.39 | Risk: LOW       
  EQUIPPP.NS      | Price:   24.06 | Entry:   23.58 | Target:   30.11 | Risk: LOW       
  ARCHIDPLY.NS    | Price:   97.98 | Entry:   96.02 | Target:  121.51 | Risk: LOW       
  KEYFINSERV.NS   | Price:  262.50 | Entry:  257.25 | Target:  322.14 | Risk: LOW       
  TAINWALCHM.NS   | Price:  216.67 | Entry:  212.34 | Target:  273.02 | Risk: LOW       
  ARVEE.NS        | Price:  165.81 | Entry:  162.49 | Target:  217.85 | Risk: LOW       
  DTIL.NS         | Price:  138.69 | Entry:  135.92 | Target:  168.19 | Risk: LOW       
  CPS.NS          | Price: 1146.05 | Entry: 1123.13 | Target: 1270.28 | Risk: LOW       
  SONAMLTD.NS     | Price:   64.41 | Entry:   63.12 | Target:   79.79 | Risk: LOW       
  VISHWARAJ.NS    | Price:    6.79 | Entry:    6.65 | Target:    8.35 | Risk: LOW       
  VIVIMEDLAB.NS   | Price:    6.24 | Entry:    6.12 | Target:    7.71 | Risk: LOW       
  LANCORHOL.NS    | Price:   30.95 | Entry:   30.33 | Target:   42.09 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  167.80 | Entry:  164.44 | Target:  204.26 | Risk: LOW       
  CORALFINAC.NS   | Price:   34.53 | Entry:   33.84 | Target:   44.37 | Risk: LOW       
  IVP.NS          | Price:  185.46 | Entry:  181.75 | Target:  221.00 | Risk: LOW       
  QMSMEDI.NS      | Price:  148.39 | Entry:  145.42 | Target:  182.77 | Risk: LOW       
  GAYAPROJ.NS     | Price:   21.76 | Entry:   21.32 | Target:   27.11 | Risk: LOW       
  MODTHREAD.NS    | Price:   58.31 | Entry:   57.14 | Target:   80.65 | Risk: LOW       
  SIGIND.NS       | Price:   72.26 | Entry:   70.81 | Target:   99.66 | Risk: LOW       
  DOLLEX.NS       | Price:   33.10 | Entry:   32.44 | Target:   39.69 | Risk: LOW       
  WOMANCART.NS    | Price:  121.45 | Entry:  119.02 | Target:  159.29 | Risk: LOW       
  ISFT.NS         | Price:   86.18 | Entry:   84.46 | Target:  108.43 | Risk: LOW       
  USASEEDS.NS     | Price:   94.90 | Entry:    93.0 | Target:  111.54 | Risk: LOW       
  ALPHAGEO.NS     | Price:  331.41 | Entry:  324.78 | Target:  469.16 | Risk: LOW       
  GVPTECH.NS      | Price:    7.34 | Entry:    7.19 | Target:    8.81 | Risk: LOW       
  UMAEXPORTS.NS   | Price:   23.39 | Entry:   22.92 | Target:   28.24 | Risk: LOW       
  SLONE.NS        | Price:  153.70 | Entry:  150.63 | Target:  189.65 | Risk: LOW       
  GANGESSECU.NS   | Price:  121.93 | Entry:  119.49 | Target:  145.43 | Risk: LOW       
  SMLT.NS         | Price:   70.77 | Entry:   69.35 | Target:   86.53 | Risk: LOW       
  AUSOMENT.NS     | Price:  146.83 | Entry:  143.89 | Target:  186.65 | Risk: LOW       
  SMARTLINK.NS    | Price:  226.31 | Entry:  221.78 | Target:  275.42 | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   61.13 | Entry:   59.91 | Target:   83.54 | Risk: LOW       
  SADBHIN.NS      | Price:    2.72 | Entry:    2.67 | Target:    3.39 | Risk: LOW       
  JOCIL.NS        | Price:  149.99 | Entry:  146.99 | Target:  180.39 | Risk: LOW       
  VIPULLTD.NS     | Price:   15.76 | Entry:   15.44 | Target:   18.32 | Risk: LOW       
  SALONA.NS       | Price:  263.30 | Entry:  258.03 | Target:  334.34 | Risk: LOW       
  LAMBODHARA.NS   | Price:  118.08 | Entry:  115.72 | Target:  145.42 | Risk: LOW       
  SHIGAN.NS       | Price:   68.00 | Entry:   66.64 | Target:   73.64 | Risk: LOW       
  RAJSREESUG.NS   | Price:   39.10 | Entry:   38.32 | Target:   49.57 | Risk: LOW       
  OSWALSEEDS.NS   | Price:   12.67 | Entry:   12.42 | Target:   16.98 | Risk: LOW       
  SHAHALLOYS.NS   | Price:   77.31 | Entry:   75.76 | Target:  103.86 | Risk: LOW       
  LATTEYS.NS      | Price:   23.28 | Entry:   22.81 | Target:   29.35 | Risk: LOW       
  PAR.NS          | Price:  101.33 | Entry:    99.3 | Target:  127.09 | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    7.66 | Entry:    7.51 | Target:    9.72 | Risk: LOW       
  GROBTEA.NS      | Price:  927.00 | Entry:  908.46 | Target: 1134.00 | Risk: LOW       
  KOHINOOR.NS     | Price:   36.47 | Entry:   35.74 | Target:   47.03 | Risk: LOW       
  TOTAL.NS        | Price:   72.77 | Entry:   71.31 | Target:   97.04 | Risk: LOW       
  VAISHALI.NS     | Price:    7.99 | Entry:    7.83 | Target:   10.40 | Risk: LOW       
  SIL.NS          | Price:   20.84 | Entry:   20.42 | Target:   28.97 | Risk: LOW       
  OBCL.NS         | Price:   54.81 | Entry:   53.71 | Target:   63.69 | Risk: LOW       
  ROCKINGDCE.NS   | Price:  205.95 | Entry:  201.83 | Target:  280.95 | Risk: LOW       
  BHANDARI.NS     | Price:    3.05 | Entry:    2.99 | Target:    3.55 | Risk: LOW       
  AAATECH.NS      | Price:   95.71 | Entry:    93.8 | Target:  116.03 | Risk: LOW       
  HOACFOODS.NS    | Price:  829.00 | Entry:  812.42 | Target:  940.93 | Risk: LOW       
  MARC.NS         | Price:  140.20 | Entry:   137.4 | Target:  173.65 | Risk: LOW       
  MAGSON.NS       | Price:  183.20 | Entry:  179.54 | Target:  208.16 | Risk: LOW       
  LPDC.NS         | Price:    7.24 | Entry:     7.1 | Target:   10.01 | Risk: LOW       
  ROXHITECH.NS    | Price:   53.75 | Entry:   52.67 | Target:   70.21 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   51.64 | Entry:   50.61 | Target:   65.20 | Risk: LOW       
  PRUDMOULI.NS    | Price:   15.24 | Entry:   14.94 | Target:   19.42 | Risk: LOW       
  AMDIND.NS       | Price:   54.30 | Entry:   53.21 | Target:   72.66 | Risk: LOW       
  SILKFLEX.NS     | Price:  210.00 | Entry:   205.8 | Target:  252.39 | Risk: LOW       
  JHS.NS          | Price:    8.29 | Entry:    8.12 | Target:   11.12 | Risk: LOW       
  CLSL.NS         | Price:   80.00 | Entry:    78.4 | Target:   96.68 | Risk: LOW       
  SANGANI.NS      | Price:   52.25 | Entry:    51.2 | Target:   60.07 | Risk: LOW       
  VIAZ.NS         | Price:   70.00 | Entry:    68.6 | Target:   78.25 | Risk: LOW       
  CTE.NS          | Price:   49.53 | Entry:   48.54 | Target:   60.44 | Risk: LOW       
  ORIENTLTD.NS    | Price:   81.16 | Entry:   79.54 | Target:   96.79 | Risk: LOW       
  TPHQ.NS         | Price:    0.62 | Entry:    0.61 | Target:    0.83 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   18.60 | Entry:   18.23 | Target:   26.47 | Risk: LOW       
  NORBTEAEXP.NS   | Price:   69.44 | Entry:   68.05 | Target:   86.78 | Risk: LOW       
  GATECH.NS       | Price:    0.90 | Entry:    0.88 | Target:    1.09 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   50.40 | Entry:   49.39 | Target:   52.19 | Risk: LOW       
  DURLAX.NS       | Price:   63.85 | Entry:   62.57 | Target:   84.87 | Risk: LOW       
  PALREDTEC.NS    | Price:   55.60 | Entry:   54.49 | Target:   70.56 | Risk: LOW       
  GOLDENTOBC.NS   | Price:   25.48 | Entry:   24.97 | Target:   32.67 | Risk: LOW       
  PRESSTONIC.NS   | Price:   34.80 | Entry:    34.1 | Target:   47.44 | Risk: LOW       
  ADROITINFO.NS   | Price:   10.04 | Entry:    9.84 | Target:   12.90 | Risk: LOW       
  SEL.NS          | Price:  302.00 | Entry:  295.96 | Target:  395.29 | Risk: LOW       
  MCON.NS         | Price:   48.50 | Entry:   47.53 | Target:   55.11 | Risk: LOW       
  SIMBHALS.NS     | Price:    8.28 | Entry:    8.11 | Target:   10.07 | Risk: LOW       
  DKEGL.NS        | Price:   70.00 | Entry:    68.6 | Target:   76.75 | Risk: LOW       
  UCL.NS          | Price:  260.00 | Entry:   254.8 | Target:  294.38 | Risk: LOW       
  COUNCODOS.NS    | Price:    6.65 | Entry:    6.52 | Target:    8.36 | Risk: LOW       
  ITALIANE.NS     | Price:   33.60 | Entry:   32.93 | Target:   36.76 | Risk: LOW       
  MILTON.NS       | Price:   40.50 | Entry:   39.69 | Target:   46.70 | Risk: LOW       
  PROLIFE.NS      | Price:   79.45 | Entry:   77.86 | Target:   89.32 | Risk: LOW       
  NGIL.NS         | Price:   39.95 | Entry:   39.15 | Target:   51.71 | Risk: LOW       
  ADL.NS          | Price:   71.98 | Entry:   70.54 | Target:   92.20 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   55.92 | Entry:    54.8 | Target:   82.69 | Risk: LOW       
  HRHNEXT.NS      | Price:   27.00 | Entry:   26.46 | Target:   30.96 | Risk: LOW       
  VIJIFIN.NS      | Price:   13.65 | Entry:   13.38 | Target:   14.81 | Risk: LOW       
  BOHRAIND.NS     | Price:   14.80 | Entry:    14.5 | Target:   21.14 | Risk: LOW       
  NKIND.NS        | Price:   67.62 | Entry:   66.27 | Target:   86.69 | Risk: LOW       
  MADHAV.NS       | Price:   36.25 | Entry:   35.52 | Target:   44.56 | Risk: LOW       
  VINEETLAB.NS    | Price:   37.81 | Entry:   37.05 | Target:   48.78 | Risk: LOW       
  TAPIFRUIT.NS    | Price:   52.00 | Entry:   50.96 | Target:   52.71 | Risk: LOW       
  MEP.NS          | Price:    0.67 | Entry:    0.66 | Target:    0.72 | Risk: LOW       
  VERA.NS         | Price:   86.25 | Entry:   84.52 | Target:   89.11 | Risk: LOW       
  ROLLT.NS        | Price:    3.64 | Entry:    3.57 | Target:    4.58 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.82 | Entry:    9.62 | Target:   12.88 | Risk: LOW       
  GFSTEELS.NS     | Price:   15.00 | Entry:    14.7 | Target:   15.25 | Risk: LOW       
  EASTSILK.NS     | Price:   64.20 | Entry:   62.92 | Target:   82.39 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   16.90 | Entry:   16.56 | Target:   20.56 | Risk: LOW       
  SUPREMEENG.NS   | Price:    2.53 | Entry:    2.48 | Target:    2.73 | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.64 | Entry:    1.61 | Target:    2.03 | Risk: LOW       
  CALSOFT.NS      | Price:   27.82 | Entry:   27.26 | Target:   34.60 | Risk: LOW       
  FEL.NS          | Price:    0.39 | Entry:    0.38 | Target:    0.46 | Risk: LOW       
  CMRSL.NS        | Price:   69.00 | Entry:   67.62 | Target:   75.83 | Risk: LOW       
  VCL.NS          | Price:    2.13 | Entry:    2.09 | Target:    2.53 | Risk: LOW       
  VIVIDHA.NS      | Price:    0.54 | Entry:    0.53 | Target:    0.74 | Risk: LOW       
  MARINETRAN.NS   | Price:   16.10 | Entry:   15.78 | Target:   18.46 | Risk: LOW       
  SUNREST.NS      | Price:   41.00 | Entry:   40.18 | Target:   54.71 | Risk: LOW       
  TIJARIA.NS      | Price:    5.92 | Entry:     5.8 | Target:    9.33 | Risk: LOW       
  UNIVAFOODS.NS   | Price:    9.03 | Entry:    8.85 | Target:    9.33 | Risk: LOW       
  GLFL.NS         | Price:    5.94 | Entry:    5.82 | Target:    7.77 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    3.92 | Entry:    3.84 | Target:    4.38 | Risk: LOW       
  SAROJA.NS       | Price:   34.40 | Entry:   33.71 | Target:   37.85 | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.36 | Entry:    6.23 | Target:    8.80 | Risk: LOW       
  VIVO.NS         | Price:  157.00 | Entry:  153.86 | Target:  186.75 | Risk: LOW       
  GLOBALE.NS      | Price:   11.81 | Entry:   11.57 | Target:   14.64 | Risk: LOW       
  AHIMSA.NS       | Price:   25.80 | Entry:   25.28 | Target:   27.19 | Risk: LOW       
  SABAR.NS        | Price:    6.95 | Entry:    6.81 | Target:    8.04 | Risk: LOW       
  FALCONTECH.NS   | Price:   12.80 | Entry:   12.54 | Target:   15.37 | Risk: LOW       
  SMVD.NS         | Price:   16.25 | Entry:   15.92 | Target:   16.84 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.44 | Entry:    0.43 | Target:    0.59 | Risk: LOW       
  JALAN.NS        | Price:    1.90 | Entry:    1.86 | Target:    2.17 | Risk: LOW       
  DSKULKARNI.NS   | Price:   16.14 | Entry:   15.82 | Target:   18.68 | Risk: LOW       
  MCX.NS          | Price: 3268.00 | Entry: 3202.64 | Target: 3820.64 | Risk: LOW       

HOLD SIGNALS (771):
  RELIANCE.NS     | Price: 1309.80 | Trend:   0.24% | Mom:  -1.32% | Risk: LOW       
  HDFCBANK.NS     | Price:  729.00 | Trend:  -5.15% | Mom:  -0.27% | Risk: LOW       
  BHARTIARTL.NS   | Price: 1935.00 | Trend:   1.48% | Mom:  -0.41% | Risk: LOW       
  TCS.NS          | Price: 2284.10 | Trend:   2.29% | Mom:  -5.84% | Risk: LOW       
  ICICIBANK.NS    | Price: 1415.00 | Trend:   0.92% | Mom:  -1.17% | Risk: LOW       
  SBIN.NS         | Price: 1039.50 | Trend:  -0.19% | Mom:  -2.94% | Risk: LOW       
  INFY.NS         | Price: 1130.00 | Trend:   2.70% | Mom:  -4.48% | Risk: LOW       
  BAJFINANCE.NS   | Price: 1077.00 | Trend:   3.09% | Mom:  -2.29% | Risk: LOW       
  LICI.NS         | Price:  421.85 | Trend:  -0.04% | Mom:   7.34% | Risk: LOW       
  LT.NS           | Price: 4093.00 | Trend:   1.97% | Mom:   0.91% | Risk: LOW       
  M&M.NS          | Price: 3414.10 | Trend:   5.48% | Mom:  -2.93% | Risk: LOW       
  HCLTECH.NS      | Price: 1322.00 | Trend:   7.63% | Mom:  -2.59% | Risk: LOW       
  AXISBANK.NS     | Price: 1236.00 | Trend:  -4.13% | Mom:  -0.91% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11570.00 | Trend:   0.33% | Mom:  -4.42% | Risk: LOW       
  BAJAJFINSV.NS   | Price: 2001.70 | Trend:   4.87% | Mom:  -0.97% | Risk: LOW       
  NTPC.NS         | Price:  339.50 | Trend:  -2.60% | Mom:  -0.28% | Risk: LOW       
  HAL.NS          | Price: 4906.00 | Trend:   6.55% | Mom:  -0.24% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1672.10 | Trend:  -5.48% | Mom:  -0.53% | Risk: LOW       
  BEL.NS          | Price:  409.00 | Trend:   0.23% | Mom:   1.29% | Risk: LOW       
  ADANIENT.NS     | Price: 2998.60 | Trend:  -1.97% | Mom:  -0.38% | Risk: LOW       
  WIPRO.NS        | Price:  181.31 | Trend:   1.85% | Mom:  -2.26% | Risk: LOW       
  POWERGRID.NS    | Price:  271.40 | Trend:  -3.56% | Mom:   0.48% | Risk: LOW       
  COALINDIA.NS    | Price:  406.90 | Trend:  -3.58% | Mom:  -1.00% | Risk: LOW       
  NESTLEIND.NS    | Price: 1471.30 | Trend:   1.04% | Mom:  -3.75% | Risk: LOW       
  HYUNDAI.NS      | Price: 2207.00 | Trend:   8.36% | Mom:  -0.72% | Risk: LOW       
  GRASIM.NS       | Price: 3308.00 | Trend:   4.33% | Mom:  -0.45% | Risk: LOW       
  VEDL.NS         | Price:  277.00 | Trend:   1.03% | Mom:  -2.34% | Risk: LOW       
  EICHERMOT.NS    | Price: 8010.00 | Trend:   5.06% | Mom:  -0.12% | Risk: LOW       
  HINDALCO.NS     | Price: 1058.50 | Trend:   7.12% | Mom:   0.42% | Risk: LOW       
  HDFCLIFE.NS     | Price:  552.95 | Trend:  -1.32% | Mom:   2.40% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4390.00 | Trend:  13.05% | Mom:  -1.15% | Risk: LOW       
  PIDILITIND.NS   | Price: 1660.00 | Trend:   3.20% | Mom:  -1.48% | Risk: LOW       
  TECHM.NS        | Price: 1584.00 | Trend:   4.20% | Mom:  -3.12% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 11120.00 | Trend:   2.23% | Mom:  -3.06% | Risk: LOW       
  BRITANNIA.NS    | Price: 5311.00 | Trend:  -0.43% | Mom:  -5.56% | Risk: LOW       
  TATACAP.NS      | Price:  364.45 | Trend:   1.81% | Mom:  -0.92% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1862.90 | Trend:   3.16% | Mom:  -0.18% | Risk: LOW       
  SHRIRAMFIN.NS   | Price: 1119.00 | Trend:   5.70% | Mom:  -1.65% | Risk: LOW       
  CIPLA.NS        | Price: 1437.90 | Trend:   0.04% | Mom:  -2.03% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4896.50 | Trend:   1.47% | Mom:  -0.56% | Risk: LOW       
  HDFCAMC.NS      | Price: 2610.00 | Trend:  -0.51% | Mom:   2.55% | Risk: LOW       
  GAIL.NS         | Price:  173.75 | Trend:  -0.09% | Mom:   0.72% | Risk: LOW       
  ABB.NS          | Price: 7424.00 | Trend:   2.75% | Mom:  -2.32% | Risk: LOW       
  MOTHERSON.NS    | Price:  169.00 | Trend:  11.28% | Mom:   0.60% | Risk: LOW       
  CGPOWER.NS      | Price:  877.50 | Trend:  -2.96% | Mom:  -0.17% | Risk: LOW       
  INDHOTEL.NS     | Price:  728.90 | Trend:   0.11% | Mom:   0.03% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5735.00 | Trend:  11.05% | Mom:   0.17% | Risk: LOW       
  DRREDDY.NS      | Price: 1174.70 | Trend:  -4.87% | Mom:   0.23% | Risk: LOW       
  INDIANB.NS      | Price:  870.45 | Trend:   2.92% | Mom:  -1.55% | Risk: LOW       
  INDUSTOWER.NS   | Price:  374.25 | Trend:  -1.63% | Mom:   1.70% | Risk: LOW       
  ZYDUSLIFE.NS    | Price: 1120.00 | Trend:  -0.20% | Mom:   0.52% | Risk: LOW       
  GROWW.NS        | Price:  196.47 | Trend:  -1.29% | Mom:   1.62% | Risk: LOW       
  HAVELLS.NS      | Price: 1268.00 | Trend:   3.70% | Mom:  -1.55% | Risk: LOW       
  MARICO.NS       | Price:  849.25 | Trend:   0.47% | Mom:  -1.48% | Risk: LOW       
  HINDPETRO.NS    | Price:  371.95 | Trend:  -0.88% | Mom:  -0.52% | Risk: LOW       
  BHEL.NS         | Price:  411.40 | Trend:   0.97% | Mom:   0.59% | Risk: LOW       
  POWERINDIA.NS   | Price: 33840.00 | Trend:   1.02% | Mom:  -6.11% | Risk: LOW       
  NTPCGREEN.NS    | Price:   91.44 | Trend:  -2.14% | Mom:  -0.48% | Risk: LOW       
  NHPC.NS         | Price:   76.65 | Trend:  -2.03% | Mom:  -0.44% | Risk: LOW       
  SBICARD.NS      | Price:  649.00 | Trend:   2.92% | Mom:  -1.52% | Risk: LOW       
  ASHOKLEY.NS     | Price:  173.29 | Trend:   6.17% | Mom:  -0.41% | Risk: LOW       
  SUZLON.NS       | Price:   47.05 | Trend: -10.08% | Mom:  -0.95% | Risk: LOW       
  OFSS.NS         | Price: 11518.00 | Trend:   3.18% | Mom:  -3.13% | Risk: LOW       
  UNOMINDA.NS     | Price: 1265.00 | Trend:   8.09% | Mom:  -1.56% | Risk: LOW       
  GICRE.NS        | Price:  355.75 | Trend:  -1.31% | Mom:  -0.41% | Risk: LOW       
  YESBANK.NS      | Price:   22.60 | Trend:  -4.08% | Mom:  -0.66% | Risk: LOW       
  AUROPHARMA.NS   | Price: 1608.00 | Trend:   2.45% | Mom:  -2.43% | Risk: LOW       
  NMDC.NS         | Price:   85.90 | Trend:   1.03% | Mom:   0.49% | Risk: LOW       
  BERGEPAINT.NS   | Price:  524.40 | Trend:   1.38% | Mom:  -1.16% | Risk: LOW       
  MRF.NS          | Price: 132665.00 | Trend:   0.55% | Mom:  -1.14% | Risk: LOW       
  PATANJALI.NS    | Price:  350.00 | Trend:  -6.62% | Mom:  -0.76% | Risk: LOW       
  GODREJPROP.NS   | Price: 2039.90 | Trend:   1.83% | Mom:  -3.25% | Risk: LOW       
  HDBFS.NS        | Price:  695.85 | Trend:  -2.22% | Mom:   4.54% | Risk: LOW       
  JSWINFRA.NS     | Price:  340.20 | Trend:   3.65% | Mom:  -0.53% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 4017.90 | Trend:  -2.60% | Mom:  -0.43% | Risk: LOW       
  INDUSINDBK.NS   | Price: 1005.60 | Trend:   1.48% | Mom:  -1.60% | Risk: LOW       
  PHOENIXLTD.NS   | Price: 1930.00 | Trend:  -2.07% | Mom:   1.82% | Risk: LOW       
  BANKINDIA.NS    | Price:  142.00 | Trend:  -0.53% | Mom:   0.71% | Risk: LOW       
  TIINDIA.NS      | Price: 2885.80 | Trend:  -1.91% | Mom:   4.11% | Risk: LOW       
  UPL.NS          | Price:  569.00 | Trend:  -3.46% | Mom:  -0.70% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   85.89 | Trend:   4.91% | Mom:   0.93% | Risk: LOW       
  MPHASIS.NS      | Price: 2427.00 | Trend:   3.81% | Mom:  -3.23% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4534.50 | Trend:   0.04% | Mom:  -1.51% | Risk: LOW       
  LAURUSLABS.NS   | Price: 1802.00 | Trend:  10.92% | Mom:  -2.29% | Risk: LOW       
  AIIL.NS         | Price:  552.25 | Trend:   1.73% | Mom:  -7.43% | Risk: LOW       
  BALKRISIND.NS   | Price: 2350.80 | Trend:   4.48% | Mom:  -4.68% | Risk: LOW       
  COCHINSHIP.NS   | Price: 1514.00 | Trend:   4.24% | Mom:   0.80% | Risk: LOW       
  HEXT.NS         | Price:  562.50 | Trend:   3.05% | Mom:  -1.37% | Risk: LOW       
  LTTS.NS         | Price: 3584.60 | Trend:   5.05% | Mom:   0.03% | Risk: LOW       
  MAHABANK.NS     | Price:   80.70 | Trend:  -2.87% | Mom:   2.31% | Risk: LOW       
  M&MFIN.NS       | Price:  381.60 | Trend:   9.62% | Mom:  -6.57% | Risk: LOW       
  ESCORTS.NS      | Price: 3086.60 | Trend:   3.78% | Mom:   0.21% | Risk: LOW       
  ENDURANCE.NS    | Price: 2988.20 | Trend:   8.02% | Mom:   0.65% | Risk: LOW       
  KEI.NS          | Price: 5494.00 | Trend:   3.31% | Mom:  -2.93% | Risk: LOW       
  UCOBANK.NS      | Price:   25.89 | Trend:  -2.31% | Mom:  -0.88% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1504.00 | Trend:  -7.05% | Mom:  -0.27% | Risk: LOW       
  POONAWALLA.NS   | Price:  475.10 | Trend:   2.28% | Mom:  -0.34% | Risk: LOW       
  CRISIL.NS       | Price: 4514.50 | Trend:   5.88% | Mom:  -2.01% | Risk: LOW       
  KPRMILL.NS      | Price: 1112.30 | Trend:  -0.11% | Mom:   2.42% | Risk: LOW       
  MEDANTA.NS      | Price: 1409.70 | Trend:   3.72% | Mom:  -3.12% | Risk: LOW       
  AWL.NS          | Price:  193.88 | Trend:   2.51% | Mom:  -1.15% | Risk: LOW       
  CENTRALBK.NS    | Price:   31.21 | Trend:  -2.04% | Mom:   0.61% | Risk: LOW       
  EXIDEIND.NS     | Price:  453.30 | Trend:   4.88% | Mom:  -6.61% | Risk: LOW       
  LICHSGFIN.NS    | Price:  491.40 | Trend:  -6.10% | Mom:   0.25% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  439.70 | Trend:   1.66% | Mom:  -1.19% | Risk: LOW       
  GRSE.NS         | Price: 2596.10 | Trend:  -2.12% | Mom:   0.36% | Risk: LOW       
  SONACOMS.NS     | Price:  817.60 | Trend:  15.44% | Mom:  -0.06% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  276.30 | Trend:   2.46% | Mom:  -3.15% | Risk: LOW       
  TATATECH.NS     | Price:  797.50 | Trend:   4.55% | Mom:  -9.29% | Risk: LOW       
  PINELABS.NS     | Price:  157.54 | Trend:   2.34% | Mom:  -2.72% | Risk: LOW       
  IKS.NS          | Price: 1786.20 | Trend:  -0.54% | Mom:   2.79% | Risk: LOW       
  STARHEALTH.NS   | Price:  578.50 | Trend:  -0.66% | Mom:   1.52% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2408.90 | Trend:   6.15% | Mom:  -1.46% | Risk: LOW       
  SUMICHEM.NS     | Price:  523.45 | Trend:   3.71% | Mom:  -6.73% | Risk: LOW       
  AEGISLOG.NS     | Price: 1341.50 | Trend:   6.09% | Mom:   0.58% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8206.50 | Trend:   5.92% | Mom:  -0.78% | Risk: LOW       
  SYNGENE.NS      | Price:  407.25 | Trend:  -2.68% | Mom:   0.88% | Risk: LOW       
  BANDHANBNK.NS   | Price:  173.90 | Trend:  -8.21% | Mom:   1.61% | Risk: LOW       
  EMCURE.NS       | Price: 1863.00 | Trend:  -0.24% | Mom:  -5.83% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1894.20 | Trend:   7.38% | Mom:  -1.94% | Risk: LOW       
  AMBER.NS        | Price: 7378.00 | Trend:  -1.87% | Mom:   3.99% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 2662.00 | Trend:   6.76% | Mom:   0.94% | Risk: LOW       
  NUVAMA.NS       | Price: 1750.00 | Trend:  -2.38% | Mom:   6.99% | Risk: LOW       
  FSL.NS          | Price:  272.50 | Trend:   3.13% | Mom:  -2.57% | Risk: LOW       
  EMAMILTD.NS     | Price:  405.60 | Trend:  -0.44% | Mom:  -0.95% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1730.30 | Trend:   3.55% | Mom:  -2.75% | Risk: LOW       
  INOXWIND.NS     | Price:   73.75 | Trend:  -9.20% | Mom:   0.34% | Risk: LOW       
  PFIZER.NS       | Price: 4881.50 | Trend:   4.85% | Mom:   0.08% | Risk: LOW       
  KIOCL.NS        | Price:  388.10 | Trend:   1.12% | Mom:  -0.93% | Risk: LOW       
  MANAPPURAM.NS   | Price:  365.05 | Trend:   7.02% | Mom:  -0.87% | Risk: LOW       
