NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-24 03:03:22

BUY SIGNALS (731):
  BAJFINANCE.NS   | Price: 1095.00 | Entry:  1073.1 | Target: 1206.32 | Risk: LOW       
  SONAMLTD.NS     | Price:   65.16 | Entry:   63.86 | Target:   80.30 | Risk: LOW       
  VISHWARAJ.NS    | Price:    5.69 | Entry:    5.58 | Target:    6.98 | Risk: LOW       
  VIVIMEDLAB.NS   | Price:    6.24 | Entry:    6.12 | Target:    7.71 | Risk: LOW       
  LANCORHOL.NS    | Price:   30.95 | Entry:   30.33 | Target:   42.09 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  167.80 | Entry:  164.44 | Target:  204.26 | Risk: LOW       
  CORALFINAC.NS   | Price:   34.53 | Entry:   33.84 | Target:   44.37 | Risk: LOW       
  IVP.NS          | Price:  185.46 | Entry:  181.75 | Target:  221.00 | Risk: LOW       
  QMSMEDI.NS      | Price:  148.39 | Entry:  145.42 | Target:  182.77 | Risk: LOW       
  GAYAPROJ.NS     | Price:   21.76 | Entry:   21.32 | Target:   27.11 | Risk: LOW       
  SOMICONVEY.NS   | Price:  101.17 | Entry:   99.15 | Target:  132.86 | Risk: LOW       
  MODTHREAD.NS    | Price:   58.31 | Entry:   57.14 | Target:   80.65 | Risk: LOW       
  DUCON.NS        | Price:    3.35 | Entry:    3.28 | Target:    4.60 | Risk: LOW       
  SIGIND.NS       | Price:   72.26 | Entry:   70.81 | Target:   99.66 | Risk: LOW       
  DOLLEX.NS       | Price:   33.10 | Entry:   32.44 | Target:   39.69 | Risk: LOW       
  WOMANCART.NS    | Price:  121.45 | Entry:  119.02 | Target:  159.29 | Risk: LOW       
  ISFT.NS         | Price:   86.18 | Entry:   84.46 | Target:  108.43 | Risk: LOW       
  USASEEDS.NS     | Price:   94.90 | Entry:    93.0 | Target:  111.54 | Risk: LOW       
  ALPHAGEO.NS     | Price:  331.41 | Entry:  324.78 | Target:  469.16 | Risk: LOW       
  GVPTECH.NS      | Price:    7.34 | Entry:    7.19 | Target:    8.81 | Risk: LOW       
  UMAEXPORTS.NS   | Price:   23.39 | Entry:   22.92 | Target:   28.24 | Risk: LOW       
  SLONE.NS        | Price:  153.70 | Entry:  150.63 | Target:  189.65 | Risk: LOW       
  GANGESSECU.NS   | Price:  121.93 | Entry:  119.49 | Target:  145.43 | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.98 | Entry:    13.7 | Target:   16.67 | Risk: LOW       
  SMLT.NS         | Price:   70.77 | Entry:   69.35 | Target:   86.53 | Risk: LOW       
  AUSOMENT.NS     | Price:  146.83 | Entry:  143.89 | Target:  186.65 | Risk: LOW       
  SMARTLINK.NS    | Price:  226.31 | Entry:  221.78 | Target:  275.42 | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   61.13 | Entry:   59.91 | Target:   83.54 | Risk: LOW       
  SADBHIN.NS      | Price:    2.72 | Entry:    2.67 | Target:    3.39 | Risk: LOW       
  JOCIL.NS        | Price:  149.99 | Entry:  146.99 | Target:  180.39 | Risk: LOW       
  VIPULLTD.NS     | Price:   15.76 | Entry:   15.44 | Target:   18.32 | Risk: LOW       
  SALONA.NS       | Price:  263.30 | Entry:  258.03 | Target:  334.34 | Risk: LOW       
  LAMBODHARA.NS   | Price:  118.08 | Entry:  115.72 | Target:  145.42 | Risk: LOW       
  SHIGAN.NS       | Price:   68.00 | Entry:   66.64 | Target:   73.64 | Risk: LOW       
  RAJSREESUG.NS   | Price:   39.10 | Entry:   38.32 | Target:   49.57 | Risk: LOW       
  OSWALSEEDS.NS   | Price:   12.67 | Entry:   12.42 | Target:   16.98 | Risk: LOW       
  SHAHALLOYS.NS   | Price:   77.31 | Entry:   75.76 | Target:  103.86 | Risk: LOW       
  LATTEYS.NS      | Price:   23.28 | Entry:   22.81 | Target:   29.35 | Risk: LOW       
  PAR.NS          | Price:  101.33 | Entry:    99.3 | Target:  127.09 | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    7.66 | Entry:    7.51 | Target:    9.72 | Risk: LOW       
  GROBTEA.NS      | Price:  927.00 | Entry:  908.46 | Target: 1134.00 | Risk: LOW       
  KOHINOOR.NS     | Price:   36.59 | Entry:   35.86 | Target:   46.34 | Risk: LOW       
  TOTAL.NS        | Price:   72.77 | Entry:   71.31 | Target:   97.04 | Risk: LOW       
  VAISHALI.NS     | Price:    7.99 | Entry:    7.83 | Target:   10.40 | Risk: LOW       
  SIL.NS          | Price:   20.84 | Entry:   20.42 | Target:   28.97 | Risk: LOW       
  ROCKINGDCE.NS   | Price:  205.95 | Entry:  201.83 | Target:  280.95 | Risk: LOW       
  BHANDARI.NS     | Price:    3.05 | Entry:    2.99 | Target:    3.55 | Risk: LOW       
  AAATECH.NS      | Price:   95.71 | Entry:    93.8 | Target:  116.03 | Risk: LOW       
  HOACFOODS.NS    | Price:  829.00 | Entry:  812.42 | Target:  940.93 | Risk: LOW       
  MARC.NS         | Price:  140.20 | Entry:   137.4 | Target:  173.65 | Risk: LOW       
  MAGSON.NS       | Price:  183.20 | Entry:  179.54 | Target:  208.16 | Risk: LOW       
  LPDC.NS         | Price:    7.24 | Entry:     7.1 | Target:   10.01 | Risk: LOW       
  ROXHITECH.NS    | Price:   53.75 | Entry:   52.67 | Target:   70.21 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   51.64 | Entry:   50.61 | Target:   65.20 | Risk: LOW       
  PRUDMOULI.NS    | Price:   15.24 | Entry:   14.94 | Target:   19.42 | Risk: LOW       
  AMDIND.NS       | Price:   54.30 | Entry:   53.21 | Target:   72.66 | Risk: LOW       
  SILKFLEX.NS     | Price:  210.00 | Entry:   205.8 | Target:  252.39 | Risk: LOW       
  BVCL.NS         | Price:   42.13 | Entry:   41.29 | Target:   48.92 | Risk: LOW       
  JHS.NS          | Price:    8.29 | Entry:    8.12 | Target:   11.12 | Risk: LOW       
  CLSL.NS         | Price:   80.00 | Entry:    78.4 | Target:   96.68 | Risk: LOW       
  SANGANI.NS      | Price:   52.25 | Entry:    51.2 | Target:   60.07 | Risk: LOW       
  VIAZ.NS         | Price:   70.00 | Entry:    68.6 | Target:   78.25 | Risk: LOW       
  CTE.NS          | Price:   49.53 | Entry:   48.54 | Target:   60.44 | Risk: LOW       
  ORIENTLTD.NS    | Price:   81.16 | Entry:   79.54 | Target:   96.79 | Risk: LOW       
  TPHQ.NS         | Price:    0.62 | Entry:    0.61 | Target:    0.83 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   18.60 | Entry:   18.23 | Target:   26.47 | Risk: LOW       
  NORBTEAEXP.NS   | Price:   69.44 | Entry:   68.05 | Target:   86.78 | Risk: LOW       
  GATECH.NS       | Price:    0.90 | Entry:    0.88 | Target:    1.09 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   50.40 | Entry:   49.39 | Target:   52.19 | Risk: LOW       
  DURLAX.NS       | Price:   63.85 | Entry:   62.57 | Target:   84.87 | Risk: LOW       
  PALREDTEC.NS    | Price:   55.60 | Entry:   54.49 | Target:   70.56 | Risk: LOW       
  GOLDENTOBC.NS   | Price:   25.48 | Entry:   24.97 | Target:   32.67 | Risk: LOW       
  PRESSTONIC.NS   | Price:   34.80 | Entry:    34.1 | Target:   47.44 | Risk: LOW       
  ADROITINFO.NS   | Price:   10.04 | Entry:    9.84 | Target:   12.90 | Risk: LOW       
  SEL.NS          | Price:  302.00 | Entry:  295.96 | Target:  395.29 | Risk: LOW       
  MCON.NS         | Price:   48.50 | Entry:   47.53 | Target:   55.11 | Risk: LOW       
  SIMBHALS.NS     | Price:    8.28 | Entry:    8.11 | Target:   10.07 | Risk: LOW       
  DKEGL.NS        | Price:   70.00 | Entry:    68.6 | Target:   76.75 | Risk: LOW       
  UCL.NS          | Price:  260.00 | Entry:   254.8 | Target:  294.38 | Risk: LOW       
  COUNCODOS.NS    | Price:    6.65 | Entry:    6.52 | Target:    8.36 | Risk: LOW       
  ITALIANE.NS     | Price:   33.60 | Entry:   32.93 | Target:   36.76 | Risk: LOW       
  MILTON.NS       | Price:   40.50 | Entry:   39.69 | Target:   46.70 | Risk: LOW       
  PROLIFE.NS      | Price:   79.45 | Entry:   77.86 | Target:   89.32 | Risk: LOW       
  NGIL.NS         | Price:   39.95 | Entry:   39.15 | Target:   51.71 | Risk: LOW       
  ADL.NS          | Price:   71.98 | Entry:   70.54 | Target:   92.20 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   55.92 | Entry:    54.8 | Target:   82.69 | Risk: LOW       
  HRHNEXT.NS      | Price:   27.00 | Entry:   26.46 | Target:   30.96 | Risk: LOW       
  VIJIFIN.NS      | Price:   13.65 | Entry:   13.38 | Target:   14.81 | Risk: LOW       
  BOHRAIND.NS     | Price:   14.80 | Entry:    14.5 | Target:   21.14 | Risk: LOW       
  NKIND.NS        | Price:   67.62 | Entry:   66.27 | Target:   86.69 | Risk: LOW       
  MADHAV.NS       | Price:   36.25 | Entry:   35.52 | Target:   44.56 | Risk: LOW       
  VINEETLAB.NS    | Price:   37.81 | Entry:   37.05 | Target:   48.78 | Risk: LOW       
  TAPIFRUIT.NS    | Price:   52.00 | Entry:   50.96 | Target:   52.71 | Risk: LOW       
  MEP.NS          | Price:    0.67 | Entry:    0.66 | Target:    0.72 | Risk: LOW       
  VERA.NS         | Price:   86.25 | Entry:   84.52 | Target:   89.11 | Risk: LOW       
  ROLLT.NS        | Price:    3.64 | Entry:    3.57 | Target:    4.58 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.82 | Entry:    9.62 | Target:   12.88 | Risk: LOW       
  GFSTEELS.NS     | Price:   15.00 | Entry:    14.7 | Target:   15.25 | Risk: LOW       
  EASTSILK.NS     | Price:   64.20 | Entry:   62.92 | Target:   82.39 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   16.90 | Entry:   16.56 | Target:   20.56 | Risk: LOW       
  SUPREMEENG.NS   | Price:    2.53 | Entry:    2.48 | Target:    2.73 | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.64 | Entry:    1.61 | Target:    2.03 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   41.22 | Entry:    40.4 | Target:   53.47 | Risk: LOW       
  CALSOFT.NS      | Price:   27.82 | Entry:   27.26 | Target:   34.60 | Risk: LOW       
  FEL.NS          | Price:    0.39 | Entry:    0.38 | Target:    0.46 | Risk: LOW       
  CMRSL.NS        | Price:   69.00 | Entry:   67.62 | Target:   75.83 | Risk: LOW       
  VCL.NS          | Price:    2.13 | Entry:    2.09 | Target:    2.53 | Risk: LOW       
  VIVIDHA.NS      | Price:    0.54 | Entry:    0.53 | Target:    0.74 | Risk: LOW       
  MARINETRAN.NS   | Price:   16.10 | Entry:   15.78 | Target:   18.46 | Risk: LOW       
  SUNREST.NS      | Price:   41.00 | Entry:   40.18 | Target:   54.71 | Risk: LOW       
  TIJARIA.NS      | Price:    5.92 | Entry:     5.8 | Target:    9.33 | Risk: LOW       
  UNIVAFOODS.NS   | Price:    9.03 | Entry:    8.85 | Target:    9.33 | Risk: LOW       
  GLFL.NS         | Price:    5.94 | Entry:    5.82 | Target:    7.77 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    3.92 | Entry:    3.84 | Target:    4.38 | Risk: LOW       
  SAROJA.NS       | Price:   34.40 | Entry:   33.71 | Target:   37.85 | Risk: LOW       
  CREATIVEYE.NS   | Price:    6.36 | Entry:    6.23 | Target:    8.80 | Risk: LOW       
  VIVO.NS         | Price:  157.00 | Entry:  153.86 | Target:  186.75 | Risk: LOW       
  GLOBALE.NS      | Price:   11.81 | Entry:   11.57 | Target:   14.64 | Risk: LOW       
  AHIMSA.NS       | Price:   25.80 | Entry:   25.28 | Target:   27.19 | Risk: LOW       
  DCMFINSERV.NS   | Price:    5.43 | Entry:    5.32 | Target:    8.06 | Risk: LOW       
  SABAR.NS        | Price:    6.95 | Entry:    6.81 | Target:    8.04 | Risk: LOW       
  FALCONTECH.NS   | Price:   12.80 | Entry:   12.54 | Target:   15.37 | Risk: LOW       
  SMVD.NS         | Price:   16.25 | Entry:   15.92 | Target:   16.84 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.44 | Entry:    0.43 | Target:    0.59 | Risk: LOW       
  JALAN.NS        | Price:    1.90 | Entry:    1.86 | Target:    2.17 | Risk: LOW       
  DSKULKARNI.NS   | Price:   16.14 | Entry:   15.82 | Target:   18.68 | Risk: LOW       
  MCX.NS          | Price: 3185.00 | Entry:  3121.3 | Target: 3720.64 | Risk: LOW       

HOLD SIGNALS (772):
  RELIANCE.NS     | Price: 1316.00 | Trend:   0.72% | Mom:  -1.41% | Risk: LOW       
  HDFCBANK.NS     | Price:  726.95 | Trend:  -5.50% | Mom:  -0.55% | Risk: LOW       
  BHARTIARTL.NS   | Price: 1946.00 | Trend:   2.18% | Mom:  -0.71% | Risk: LOW       
  TCS.NS          | Price: 2302.00 | Trend:   3.21% | Mom:  -6.14% | Risk: LOW       
  ICICIBANK.NS    | Price: 1420.00 | Trend:   1.42% | Mom:  -0.07% | Risk: LOW       
  SBIN.NS         | Price: 1048.70 | Trend:   0.73% | Mom:  -4.42% | Risk: LOW       
  INFY.NS         | Price: 1121.00 | Trend:   1.87% | Mom:  -4.60% | Risk: LOW       
  LICI.NS         | Price:  422.25 | Trend:   0.17% | Mom:   7.17% | Risk: LOW       
  LT.NS           | Price: 4093.00 | Trend:   1.97% | Mom:   0.91% | Risk: LOW       
  M&M.NS          | Price: 3412.20 | Trend:   5.63% | Mom:  -2.56% | Risk: LOW       
  HCLTECH.NS      | Price: 1302.50 | Trend:   6.41% | Mom:  -3.99% | Risk: LOW       
  AXISBANK.NS     | Price: 1245.80 | Trend:  -3.57% | Mom:   0.63% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11570.00 | Trend:   0.33% | Mom:  -4.42% | Risk: LOW       
  NTPC.NS         | Price:  340.00 | Trend:  -2.50% | Mom:  -0.73% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1700.00 | Trend:  -4.05% | Mom:   0.38% | Risk: LOW       
  ADANIENT.NS     | Price: 2997.00 | Trend:  -1.99% | Mom:  -0.76% | Risk: LOW       
  DMART.NS        | Price: 3906.00 | Trend:  -4.07% | Mom:   0.15% | Risk: LOW       
  JSWSTEEL.NS     | Price: 1293.70 | Trend:   2.73% | Mom:  -0.45% | Risk: LOW       
  WIPRO.NS        | Price:  180.79 | Trend:   1.58% | Mom:  -3.59% | Risk: LOW       
  POWERGRID.NS    | Price:  272.40 | Trend:  -3.30% | Mom:   0.29% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price: 11700.00 | Trend:   8.86% | Mom:   0.33% | Risk: LOW       
  NESTLEIND.NS    | Price: 1477.10 | Trend:   1.58% | Mom:  -4.08% | Risk: LOW       
  HINDZINC.NS     | Price:  594.90 | Trend:   8.32% | Mom:  -1.34% | Risk: LOW       
  JIOFIN.NS       | Price:  244.00 | Trend:   0.21% | Mom:  -4.76% | Risk: LOW       
  HYUNDAI.NS      | Price: 2218.80 | Trend:   9.15% | Mom:   0.83% | Risk: LOW       
  GRASIM.NS       | Price: 3308.00 | Trend:   4.33% | Mom:  -0.45% | Risk: LOW       
  VEDL.NS         | Price:  279.00 | Trend:   1.57% | Mom:   0.05% | Risk: LOW       
  EICHERMOT.NS    | Price: 8010.00 | Trend:   5.06% | Mom:  -0.12% | Risk: LOW       
  HINDALCO.NS     | Price: 1034.00 | Trend:   4.75% | Mom:  -2.42% | Risk: LOW       
  HDFCLIFE.NS     | Price:  554.80 | Trend:  -1.08% | Mom:   2.74% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4390.00 | Trend:  13.05% | Mom:  -1.15% | Risk: LOW       
  PIDILITIND.NS   | Price: 1649.00 | Trend:   2.65% | Mom:  -0.66% | Risk: LOW       
  TECHM.NS        | Price: 1584.00 | Trend:   4.20% | Mom:  -3.12% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 11320.00 | Trend:   4.25% | Mom:   0.51% | Risk: LOW       
  BRITANNIA.NS    | Price: 5365.00 | Trend:   0.66% | Mom:  -2.63% | Risk: LOW       
  TATACAP.NS      | Price:  365.05 | Trend:   2.12% | Mom:  -1.42% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1862.90 | Trend:   3.16% | Mom:  -0.18% | Risk: LOW       
  MUTHOOTFIN.NS   | Price: 3022.00 | Trend:   0.29% | Mom:   4.57% | Risk: LOW       
  CIPLA.NS        | Price: 1432.20 | Trend:  -0.28% | Mom:  -2.16% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4896.50 | Trend:   1.47% | Mom:  -0.56% | Risk: LOW       
  HDFCAMC.NS      | Price: 2610.00 | Trend:  -0.51% | Mom:   2.55% | Risk: LOW       
  GAIL.NS         | Price:  172.00 | Trend:  -1.12% | Mom:  -0.94% | Risk: LOW       
  CANBK.NS        | Price:  129.96 | Trend:   1.18% | Mom:  -1.51% | Risk: LOW       
  SIEMENS.NS      | Price: 3920.00 | Trend:   5.68% | Mom:  -0.51% | Risk: LOW       
  ABB.NS          | Price: 7424.00 | Trend:   2.75% | Mom:  -2.32% | Risk: LOW       
  MOTHERSON.NS    | Price:  169.38 | Trend:  11.84% | Mom:   0.52% | Risk: LOW       
  UNIONBANK.NS    | Price:  183.45 | Trend:   6.18% | Mom:  -0.08% | Risk: LOW       
  INDHOTEL.NS     | Price:  730.00 | Trend:   0.38% | Mom:  -0.14% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5735.00 | Trend:  11.05% | Mom:   0.17% | Risk: LOW       
  DRREDDY.NS      | Price: 1174.70 | Trend:  -4.87% | Mom:   0.23% | Risk: LOW       
  SWIGGY.NS       | Price:  282.50 | Trend:   5.83% | Mom:   0.62% | Risk: LOW       
  INDIANB.NS      | Price:  876.90 | Trend:   3.74% | Mom:  -1.42% | Risk: LOW       
  INDUSTOWER.NS   | Price:  375.75 | Trend:  -1.36% | Mom:   1.01% | Risk: LOW       
  ZYDUSLIFE.NS    | Price: 1120.00 | Trend:  -0.20% | Mom:   0.52% | Risk: LOW       
  GROWW.NS        | Price:  197.01 | Trend:  -1.12% | Mom:   3.42% | Risk: LOW       
  HAVELLS.NS      | Price: 1268.00 | Trend:   3.70% | Mom:  -1.55% | Risk: LOW       
  MARICO.NS       | Price:  849.25 | Trend:   0.47% | Mom:  -1.48% | Risk: LOW       
  NTPCGREEN.NS    | Price:   91.43 | Trend:  -2.30% | Mom:  -0.08% | Risk: LOW       
  NHPC.NS         | Price:   76.15 | Trend:  -2.62% | Mom:  -0.73% | Risk: LOW       
  SBICARD.NS      | Price:  649.00 | Trend:   2.92% | Mom:  -1.52% | Risk: LOW       
  ASHOKLEY.NS     | Price:  173.00 | Trend:   6.19% | Mom:  -2.54% | Risk: LOW       
  OFSS.NS         | Price: 11724.00 | Trend:   5.43% | Mom:  -0.69% | Risk: LOW       
  UNOMINDA.NS     | Price: 1265.00 | Trend:   8.09% | Mom:  -1.56% | Risk: LOW       
  NYKAA.NS        | Price:  334.00 | Trend:   4.63% | Mom:   0.60% | Risk: LOW       
  GICRE.NS        | Price:  355.75 | Trend:  -1.31% | Mom:  -0.41% | Risk: LOW       
  YESBANK.NS      | Price:   22.80 | Trend:  -3.32% | Mom:   0.48% | Risk: LOW       
  AUROPHARMA.NS   | Price: 1621.30 | Trend:   3.56% | Mom:  -2.21% | Risk: LOW       
  NMDC.NS         | Price:   84.61 | Trend:  -0.54% | Mom:  -0.37% | Risk: LOW       
  BERGEPAINT.NS   | Price:  524.40 | Trend:   1.38% | Mom:  -1.16% | Risk: LOW       
  MRF.NS          | Price: 132665.00 | Trend:   0.55% | Mom:  -1.14% | Risk: LOW       
  GODREJPROP.NS   | Price: 2035.00 | Trend:   1.87% | Mom:  -1.69% | Risk: LOW       
  HDBFS.NS        | Price:  695.85 | Trend:  -2.22% | Mom:   4.54% | Risk: LOW       
  JSWINFRA.NS     | Price:  335.70 | Trend:   2.57% | Mom:  -0.01% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 4017.90 | Trend:  -2.60% | Mom:  -0.43% | Risk: LOW       
  INDUSINDBK.NS   | Price: 1005.60 | Trend:   1.48% | Mom:  -1.60% | Risk: LOW       
  PHOENIXLTD.NS   | Price: 1930.00 | Trend:  -2.07% | Mom:   1.82% | Risk: LOW       
  BANKINDIA.NS    | Price:  142.79 | Trend:  -0.03% | Mom:  -1.52% | Risk: LOW       
  TIINDIA.NS      | Price: 2885.80 | Trend:  -1.91% | Mom:   4.11% | Risk: LOW       
  UPL.NS          | Price:  569.00 | Trend:  -3.46% | Mom:  -0.70% | Risk: LOW       
  SAIL.NS         | Price:  173.46 | Trend:   1.90% | Mom:  -1.77% | Risk: LOW       
  MPHASIS.NS      | Price: 2430.00 | Trend:   4.10% | Mom:  -1.82% | Risk: LOW       
  KALYANKJIL.NS   | Price:  603.55 | Trend:  18.80% | Mom:  -0.45% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4534.50 | Trend:   0.04% | Mom:  -1.51% | Risk: LOW       
  LAURUSLABS.NS   | Price: 1802.00 | Trend:  10.92% | Mom:  -2.29% | Risk: LOW       
  AIIL.NS         | Price:  552.25 | Trend:   1.73% | Mom:  -7.43% | Risk: LOW       
  BALKRISIND.NS   | Price: 2350.80 | Trend:   4.48% | Mom:  -4.68% | Risk: LOW       
  COCHINSHIP.NS   | Price: 1480.50 | Trend:   2.08% | Mom:  -2.58% | Risk: LOW       
  PREMIERENE.NS   | Price: 1053.00 | Trend:   0.56% | Mom:   0.55% | Risk: LOW       
  LTTS.NS         | Price: 3604.60 | Trend:   5.76% | Mom:   0.16% | Risk: LOW       
  MAHABANK.NS     | Price:   80.26 | Trend:  -3.60% | Mom:   2.53% | Risk: LOW       
  M&MFIN.NS       | Price:  381.60 | Trend:   9.62% | Mom:  -6.57% | Risk: LOW       
  ESCORTS.NS      | Price: 3086.60 | Trend:   3.78% | Mom:   0.21% | Risk: LOW       
  KAYNES.NS       | Price: 3890.00 | Trend:  12.92% | Mom:   0.87% | Risk: LOW       
  KEI.NS          | Price: 5527.60 | Trend:   3.95% | Mom:  -1.29% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1511.90 | Trend:  -6.68% | Mom:  -0.14% | Risk: LOW       
  CRISIL.NS       | Price: 4514.50 | Trend:   5.88% | Mom:  -2.01% | Risk: LOW       
  MEDANTA.NS      | Price: 1409.70 | Trend:   3.72% | Mom:  -3.12% | Risk: LOW       
  AWL.NS          | Price:  188.12 | Trend:  -0.50% | Mom:  -4.75% | Risk: LOW       
  CENTRALBK.NS    | Price:   31.29 | Trend:  -1.83% | Mom:  -0.22% | Risk: LOW       
  EXIDEIND.NS     | Price:  459.60 | Trend:   6.64% | Mom:  -6.20% | Risk: LOW       
  LICHSGFIN.NS    | Price:  497.00 | Trend:  -5.22% | Mom:   0.54% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  439.70 | Trend:   1.66% | Mom:  -1.19% | Risk: LOW       
  GRSE.NS         | Price: 2601.50 | Trend:  -1.97% | Mom:   0.10% | Risk: LOW       
  SONACOMS.NS     | Price:  817.60 | Trend:  15.44% | Mom:  -0.06% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  276.30 | Trend:   2.46% | Mom:  -3.15% | Risk: LOW       
  TATATECH.NS     | Price:  820.75 | Trend:   7.70% | Mom:  -5.96% | Risk: LOW       
  IKS.NS          | Price: 1786.20 | Trend:  -0.54% | Mom:   2.79% | Risk: LOW       
  STARHEALTH.NS   | Price:  578.50 | Trend:  -0.66% | Mom:   1.52% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2408.90 | Trend:   6.15% | Mom:  -1.46% | Risk: LOW       
  SUMICHEM.NS     | Price:  534.65 | Trend:   6.14% | Mom:   0.32% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8206.50 | Trend:   5.92% | Mom:  -0.78% | Risk: LOW       
  SYNGENE.NS      | Price:  407.25 | Trend:  -2.68% | Mom:   0.88% | Risk: LOW       
  BANDHANBNK.NS   | Price:  175.10 | Trend:  -7.92% | Mom:   0.34% | Risk: LOW       
  EMCURE.NS       | Price: 1863.00 | Trend:  -0.24% | Mom:  -5.83% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1894.20 | Trend:   7.38% | Mom:  -1.94% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 2662.00 | Trend:   6.76% | Mom:   0.94% | Risk: LOW       
  NUVAMA.NS       | Price: 1743.60 | Trend:  -2.64% | Mom:   6.14% | Risk: LOW       
  FSL.NS          | Price:  276.05 | Trend:   4.68% | Mom:  -1.36% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1747.10 | Trend:   4.65% | Mom:  -2.75% | Risk: LOW       
  KIOCL.NS        | Price:  388.10 | Trend:   1.12% | Mom:  -0.93% | Risk: LOW       
  MANAPPURAM.NS   | Price:  357.50 | Trend:   5.11% | Mom:  -2.24% | Risk: LOW       
  KARURVYSYA.NS   | Price:  335.50 | Trend:   6.32% | Mom:  -0.01% | Risk: LOW       
  SAGILITY.NS     | Price:   43.35 | Trend:   3.95% | Mom:  -0.73% | Risk: LOW       
  REDINGTON.NS    | Price:  350.55 | Trend:  18.86% | Mom:  -1.21% | Risk: LOW       
  ATHERENERG.NS   | Price: 1462.00 | Trend:  17.58% | Mom:  -1.32% | Risk: LOW       
  CHALET.NS       | Price:  861.95 | Trend:   4.20% | Mom:   0.26% | Risk: LOW       
  BASF.NS         | Price: 3902.70 | Trend:   4.83% | Mom:  -4.60% | Risk: LOW       
  KANSAINER.NS    | Price:  205.85 | Trend:   0.18% | Mom:  -3.06% | Risk: LOW       
  CROMPTON.NS     | Price:  252.00 | Trend:  -2.91% | Mom:   0.82% | Risk: LOW       
  EIDPARRY.NS     | Price:  797.30 | Trend:   5.01% | Mom:  -0.97% | Risk: LOW       
  KAJARIACER.NS   | Price: 1208.50 | Trend:   0.12% | Mom:   3.53% | Risk: LOW       
  ATUL.NS         | Price: 6509.50 | Trend:  -0.06% | Mom:  -3.90% | Risk: LOW       
  APLLTD.NS       | Price:  821.75 | Trend:   2.39% | Mom:  -1.01% | Risk: LOW       
  ARE&M.NS        | Price:  919.75 | Trend:   3.89% | Mom:  -1.28% | Risk: LOW       
  VINATIORGA.NS   | Price: 1329.40 | Trend:   0.10% | Mom:   0.34% | Risk: LOW       
  MAHSCOOTER.NS   | Price: 13131.00 | Trend:   1.01% | Mom:  -4.97% | Risk: LOW       
  ZENSARTECH.NS   | Price:  483.55 | Trend:   0.41% | Mom:  -3.10% | Risk: LOW       
  RBLBANK.NS      | Price:  392.50 | Trend:   5.16% | Mom:   0.95% | Risk: LOW       
  RATNAMANI.NS    | Price: 2354.40 | Trend:  -5.09% | Mom:   7.61% | Risk: LOW       
  PGEL.NS         | Price:  600.55 | Trend:   2.69% | Mom:  -4.77% | Risk: LOW       
  UTIAMC.NS       | Price:  893.05 | Trend:  -2.50% | Mom:  -0.40% | Risk: LOW       
  GABRIEL.NS      | Price: 1420.60 | Trend:   5.61% | Mom:  -5.08% | Risk: LOW       
  CHOICEIN.NS     | Price:  808.60 | Trend:   2.62% | Mom:  -3.87% | Risk: LOW       
  SIGNATURE.NS    | Price:  795.30 | Trend:  -0.06% | Mom:  -0.87% | Risk: LOW       
  JMFINANCIL.NS   | Price:  128.24 | Trend:   1.93% | Mom:   0.61% | Risk: LOW       
  GPIL.NS         | Price:  245.09 | Trend:  -2.35% | Mom:   2.28% | Risk: LOW       
  AFCONS.NS       | Price:  278.90 | Trend:  -4.74% | Mom:   1.70% | Risk: LOW       
  ABDL.NS         | Price:  595.00 | Trend:  -5.41% | Mom:  -0.71% | Risk: LOW       
