NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-24 23:09:38

BUY SIGNALS (653):
  HDFCBANK.NS     | Price:  737.25 | Entry:   722.5 | Target:  799.41 | Risk: LOW       
  AKG.NS          | Price:    9.97 | Entry:    9.77 | Target:   13.26 | Risk: LOW       
  KSR.NS          | Price:   39.28 | Entry:   38.49 | Target:   53.08 | Risk: LOW       
  TECILCHEM.NS    | Price:    9.50 | Entry:    9.31 | Target:   13.24 | Risk: LOW       
  NAGREEKCAP.NS   | Price:   30.20 | Entry:    29.6 | Target:   39.79 | Risk: LOW       
  BILVYAPAR.NS    | Price:    4.29 | Entry:     4.2 | Target:    5.42 | Risk: LOW       
  SKIL.NS         | Price:    0.93 | Entry:    0.91 | Target:    0.99 | Risk: LOW       
  ROLLT.NS        | Price:    6.41 | Entry:    6.28 | Target:    7.98 | Risk: LOW       
  LIBAS.NS        | Price:   12.09 | Entry:   11.85 | Target:   16.14 | Risk: LOW       
  HAVISHA.NS      | Price:    1.38 | Entry:    1.35 | Target:    1.71 | Risk: LOW       
  GFSTEELS.NS     | Price:   29.44 | Entry:   28.85 | Target:   34.60 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    4.83 | Entry:    4.73 | Target:    5.90 | Risk: LOW       
  EASTSILK.NS     | Price:   68.51 | Entry:   67.14 | Target:   87.84 | Risk: LOW       
  SPRL.NS         | Price:  114.65 | Entry:  112.36 | Target:  119.35 | Risk: LOW       
  MANAV.NS        | Price:   40.75 | Entry:   39.94 | Target:   42.05 | Risk: LOW       
  SUPREMEENG.NS   | Price:    3.79 | Entry:    3.71 | Target:    4.10 | Risk: LOW       
  NIDAN.NS        | Price:   13.70 | Entry:   13.43 | Target:   17.77 | Risk: LOW       
  ANKITMETAL.NS   | Price:    1.82 | Entry:    1.78 | Target:    2.01 | Risk: LOW       
  SANGINITA.NS    | Price:   75.39 | Entry:   73.88 | Target:   82.29 | Risk: LOW       
  CALSOFT.NS      | Price:   40.02 | Entry:   39.22 | Target:   51.95 | Risk: LOW       
  INSPIRE.NS      | Price:    9.00 | Entry:    8.82 | Target:   10.07 | Risk: LOW       
  RADAAN.NS       | Price:    3.13 | Entry:    3.07 | Target:    4.11 | Risk: LOW       
  UNIVAFOODS.NS   | Price:    9.48 | Entry:    9.29 | Target:    9.64 | Risk: LOW       
  ONELIFECAP.NS   | Price:   35.09 | Entry:   34.39 | Target:   45.89 | Risk: LOW       
  WINNY.NS        | Price:   32.45 | Entry:    31.8 | Target:   34.06 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    5.91 | Entry:    5.79 | Target:    6.43 | Risk: LOW       
  QUADPRO.NS      | Price:    3.70 | Entry:    3.63 | Target:    4.16 | Risk: LOW       
  PLADAINFO.NS    | Price:   13.05 | Entry:   12.79 | Target:   14.23 | Risk: LOW       
  PREMIER.NS      | Price:    2.85 | Entry:    2.79 | Target:    3.91 | Risk: LOW       
  FALCONTECH.NS   | Price:   13.00 | Entry:   12.74 | Target:   15.62 | Risk: LOW       
  CMICABLES.NS    | Price:    2.75 | Entry:    2.69 | Target:    2.93 | Risk: LOW       
  DSKULKARNI.NS   | Price:   23.16 | Entry:    22.7 | Target:   24.63 | Risk: LOW       
  MBECL.NS        | Price:  438.69 | Entry:  429.92 | Target:  517.69 | Risk: ELEVATED  

HOLD SIGNALS (961):
  BHARTIARTL.NS   | Price: 1833.20 | Trend:  -3.52% | Mom:   1.02% | Risk: LOW       
  SBIN.NS         | Price:  994.10 | Trend:  -3.69% | Mom:  -0.64% | Risk: LOW       
  BAJFINANCE.NS   | Price: 1043.20 | Trend:  -2.30% | Mom:   0.38% | Risk: LOW       
  HINDUNILVR.NS   | Price: 1950.00 | Trend:  -4.22% | Mom:   0.26% | Risk: LOW       
  LICI.NS         | Price:  407.50 | Trend:  -1.34% | Mom:   0.00% | Risk: LOW       
  LT.NS           | Price: 3929.90 | Trend:  -0.74% | Mom:   0.19% | Risk: LOW       
  ITC.NS          | Price:  270.15 | Trend:  -1.08% | Mom:   3.59% | Risk: LOW       
  HCLTECH.NS      | Price: 1256.70 | Trend:  -3.03% | Mom:   2.19% | Risk: LOW       
  KOTAKBANK.NS    | Price:  413.25 | Trend:   2.69% | Mom:  -0.18% | Risk: LOW       
  SUNPHARMA.NS    | Price: 1865.00 | Trend:  -2.74% | Mom:   0.01% | Risk: LOW       
  AXISBANK.NS     | Price: 1243.20 | Trend:  -0.38% | Mom:   0.38% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11155.00 | Trend:  -3.02% | Mom:   2.34% | Risk: LOW       
  HAL.NS          | Price: 4836.00 | Trend:   0.79% | Mom:  -3.29% | Risk: LOW       
  ONGC.NS         | Price:  236.90 | Trend:  -0.40% | Mom:   1.23% | Risk: LOW       
  DMART.NS        | Price: 3834.80 | Trend:  -1.30% | Mom:   2.67% | Risk: LOW       
  JSWSTEEL.NS     | Price: 1297.80 | Trend:   1.07% | Mom:  -0.93% | Risk: LOW       
  POWERGRID.NS    | Price:  270.20 | Trend:  -0.94% | Mom:   1.64% | Risk: LOW       
  COALINDIA.NS    | Price:  424.55 | Trend:   3.31% | Mom:  -1.50% | Risk: LOW       
  NESTLEIND.NS    | Price: 1387.20 | Trend:  -4.44% | Mom:  -0.42% | Risk: LOW       
  INDIGO.NS       | Price: 5028.50 | Trend:  -2.21% | Mom:   1.08% | Risk: LOW       
  IOC.NS          | Price:  138.15 | Trend:  -0.04% | Mom:   1.88% | Risk: LOW       
  TMPV.NS         | Price:  300.50 | Trend:  -6.79% | Mom:  -0.83% | Risk: LOW       
  HINDZINC.NS     | Price:  595.45 | Trend:   3.89% | Mom:  -1.64% | Risk: LOW       
  JIOFIN.NS       | Price:  232.15 | Trend:  -3.80% | Mom:   0.50% | Risk: LOW       
  SBILIFE.NS      | Price: 1760.00 | Trend:  -1.69% | Mom:   4.51% | Risk: LOW       
  VEDL.NS         | Price:  271.00 | Trend:   0.76% | Mom:  -0.55% | Risk: LOW       
  HINDALCO.NS     | Price: 1003.80 | Trend:  -0.01% | Mom:  -2.25% | Risk: LOW       
  IRFC.NS         | Price:   81.00 | Trend:  -5.08% | Mom:  -0.48% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4135.00 | Trend:  -1.14% | Mom:  -0.39% | Risk: LOW       
  PIDILITIND.NS   | Price: 1588.10 | Trend:  -1.92% | Mom:   1.02% | Risk: LOW       
  BPCL.NS         | Price:  315.75 | Trend:   0.34% | Mom:   4.02% | Risk: LOW       
  TECHM.NS        | Price: 1557.00 | Trend:  -2.26% | Mom:   3.25% | Risk: LOW       
  BANKBARODA.NS   | Price:  236.87 | Trend:  -2.26% | Mom:   1.18% | Risk: LOW       
  SOLARINDS.NS    | Price: 19730.00 | Trend:   0.25% | Mom: -11.74% | Risk: LOW       
  MUTHOOTFIN.NS   | Price: 2856.50 | Trend:  -2.76% | Mom:   1.47% | Risk: LOW       
  TATAPOWER.NS    | Price:  369.00 | Trend:  -0.85% | Mom:  -0.27% | Risk: LOW       
  CIPLA.NS        | Price: 1383.00 | Trend:  -2.62% | Mom:   1.46% | Risk: LOW       
  GODREJCP.NS     | Price:  879.75 | Trend:  -8.17% | Mom:   1.85% | Risk: LOW       
  LODHA.NS        | Price: 1162.50 | Trend:  -3.30% | Mom:  -0.30% | Risk: LOW       
  HDFCAMC.NS      | Price: 2448.30 | Trend:  -3.06% | Mom:   0.34% | Risk: LOW       
  GAIL.NS         | Price:  172.95 | Trend:  -0.30% | Mom:  -1.11% | Risk: LOW       
  CANBK.NS        | Price:  126.00 | Trend:  -0.70% | Mom:   1.55% | Risk: LOW       
  ENRIN.NS        | Price: 3214.40 | Trend:  -2.68% | Mom:   0.96% | Risk: LOW       
  SIEMENS.NS      | Price: 3886.00 | Trend:   0.01% | Mom:  -1.60% | Risk: LOW       
  BOSCHLTD.NS     | Price: 47955.00 | Trend:   5.50% | Mom:  -1.70% | Risk: LOW       
  MOTHERSON.NS    | Price:  164.40 | Trend:   2.86% | Mom:   0.43% | Risk: LOW       
  TATACONSUM.NS   | Price:  994.30 | Trend:  -5.57% | Mom:  -0.67% | Risk: LOW       
  POLYCAB.NS      | Price: 8417.00 | Trend:  -5.08% | Mom:   0.75% | Risk: LOW       
  CGPOWER.NS      | Price:  895.00 | Trend:   1.10% | Mom:  -3.45% | Risk: LOW       
  UNIONBANK.NS    | Price:  180.00 | Trend:   0.10% | Mom:  -2.12% | Risk: LOW       
  HEROMOTOCO.NS   | Price: 5394.00 | Trend:  -0.22% | Mom:   3.37% | Risk: LOW       
  IDBI.NS         | Price:   83.39 | Trend:  -2.14% | Mom:   2.24% | Risk: LOW       
  SWIGGY.NS       | Price:  278.50 | Trend:   0.35% | Mom:  -1.50% | Risk: LOW       
  BSE.NS          | Price: 3270.70 | Trend:  -4.31% | Mom:  -0.58% | Risk: LOW       
  UNITDSPR.NS     | Price: 1441.00 | Trend:  -2.15% | Mom:   2.55% | Risk: LOW       
  GMRAIRPORT.NS   | Price:   99.14 | Trend:  -2.66% | Mom:   0.50% | Risk: LOW       
  RECLTD.NS       | Price:  311.50 | Trend:  -7.11% | Mom:  -0.95% | Risk: LOW       
  ICICIGI.NS      | Price: 1500.60 | Trend:  -5.07% | Mom:   1.80% | Risk: LOW       
  IDEA.NS         | Price:   14.52 | Trend:   4.10% | Mom:  -6.44% | Risk: LOW       
  MARICO.NS       | Price:  832.30 | Trend:  -1.07% | Mom:   2.26% | Risk: LOW       
  HINDPETRO.NS    | Price:  360.00 | Trend:  -1.78% | Mom:   3.18% | Risk: LOW       
  BAJAJHFL.NS     | Price:   83.52 | Trend:  -1.48% | Mom:   0.72% | Risk: LOW       
  DABUR.NS        | Price:  387.40 | Trend:  -3.48% | Mom:   4.27% | Risk: LOW       
  LUPIN.NS        | Price: 2102.80 | Trend:  -6.49% | Mom:   0.13% | Risk: LOW       
  ICICIPRULI.NS   | Price:  484.50 | Trend:  -2.77% | Mom:   4.76% | Risk: LOW       
  NAUKRI.NS       | Price: 1297.00 | Trend:   1.29% | Mom:   0.39% | Risk: LOW       
  SRF.NS          | Price: 2550.00 | Trend:  -2.28% | Mom:   1.19% | Risk: LOW       
  BHEL.NS         | Price:  423.10 | Trend:   0.70% | Mom:  -2.44% | Risk: LOW       
  NHPC.NS         | Price:   76.74 | Trend:  -0.60% | Mom:   0.07% | Risk: LOW       
  ABCAPITAL.NS    | Price:  402.45 | Trend:  -0.13% | Mom:   0.61% | Risk: LOW       
  LENSKART.NS     | Price:  686.70 | Trend:  10.09% | Mom:  -1.04% | Risk: LOW       
  GVT&D.NS        | Price: 4417.00 | Trend:   1.85% | Mom:  -5.48% | Risk: LOW       
  RVNL.NS         | Price:  211.77 | Trend:  -3.20% | Mom:   2.30% | Risk: LOW       
  LLOYDSME.NS     | Price: 1890.90 | Trend:  -0.35% | Mom:   4.61% | Risk: LOW       
  UNOMINDA.NS     | Price: 1223.10 | Trend:  -0.04% | Mom:  -0.48% | Risk: LOW       
  NYKAA.NS        | Price:  340.85 | Trend:   2.45% | Mom:  -0.63% | Risk: LOW       
  OIL.NS          | Price:  470.00 | Trend:   0.34% | Mom:  -5.80% | Risk: LOW       
  ATGL.NS         | Price:  625.25 | Trend:  -2.80% | Mom:   2.11% | Risk: LOW       
  COROMANDEL.NS   | Price: 1956.00 | Trend:  -2.28% | Mom:  -0.34% | Risk: LOW       
  GICRE.NS        | Price:  344.15 | Trend:  -0.07% | Mom:  -1.64% | Risk: LOW       
  VMM.NS          | Price:  106.00 | Trend:  -1.02% | Mom:   2.73% | Risk: LOW       
  ALKEM.NS        | Price: 5417.50 | Trend:  -0.24% | Mom:   5.42% | Risk: LOW       
  HDBFS.NS        | Price:  670.80 | Trend:  -2.35% | Mom:  -0.63% | Risk: LOW       
  LTF.NS          | Price:  310.00 | Trend:  -0.56% | Mom:  -0.13% | Risk: LOW       
  JSL.NS          | Price:  758.55 | Trend:   3.74% | Mom:  -3.16% | Risk: LOW       
  AUBANK.NS       | Price: 1053.00 | Trend:  -0.55% | Mom:  -0.71% | Risk: LOW       
  COLPAL.NS       | Price: 1886.70 | Trend:  -3.13% | Mom:   4.82% | Risk: LOW       
  BHARATFORG.NS   | Price: 2004.00 | Trend:  -3.34% | Mom:   1.23% | Risk: LOW       
  FACT.NS         | Price:  796.70 | Trend:  -1.68% | Mom:   1.31% | Risk: LOW       
  COFORGE.NS      | Price: 1782.40 | Trend:  -0.03% | Mom:  -3.39% | Risk: LOW       
  BANKINDIA.NS    | Price:  139.65 | Trend:  -1.50% | Mom:  -1.00% | Risk: LOW       
  PIIND.NS        | Price: 2386.00 | Trend:  -5.73% | Mom:  -0.33% | Risk: LOW       
  SAIL.NS         | Price:  185.44 | Trend:   4.97% | Mom:  -0.52% | Risk: LOW       
  NAM-INDIA.NS    | Price: 1165.00 | Trend:  -0.96% | Mom:   0.02% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4654.90 | Trend:   1.61% | Mom:  -1.55% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3497.10 | Trend:   0.07% | Mom:  -0.56% | Risk: LOW       
  BIOCON.NS       | Price:  395.00 | Trend:  -4.48% | Mom:   0.00% | Risk: LOW       
  GODFRYPHLP.NS   | Price: 2003.00 | Trend:  -4.03% | Mom:   1.24% | Risk: LOW       
  JKCEMENT.NS     | Price: 5085.00 | Trend:  -3.53% | Mom:   1.89% | Risk: LOW       
  PAGEIND.NS      | Price: 37340.00 | Trend:  -0.11% | Mom:   5.50% | Risk: LOW       
  GLAXO.NS        | Price: 2876.90 | Trend:   3.83% | Mom:  -0.46% | Risk: LOW       
  BALKRISIND.NS   | Price: 2199.60 | Trend:  -3.26% | Mom:  -0.41% | Risk: LOW       
  ITCHOTELS.NS    | Price:  161.23 | Trend:  -0.85% | Mom:   3.81% | Risk: LOW       
  HUDCO.NS        | Price:  177.92 | Trend:  -4.74% | Mom:   1.47% | Risk: LOW       
  360ONE.NS       | Price: 1108.00 | Trend:  -2.75% | Mom:   1.89% | Risk: LOW       
  MAHABANK.NS     | Price:   84.11 | Trend:   3.24% | Mom:  -0.53% | Risk: LOW       
  PETRONET.NS     | Price:  285.85 | Trend:   0.63% | Mom:  -0.02% | Risk: LOW       
  IREDA.NS        | Price:  111.00 | Trend:  -4.17% | Mom:  -0.22% | Risk: LOW       
  ANTHEM.NS       | Price:  881.90 | Trend:   1.25% | Mom:  -6.47% | Risk: LOW       
  DALBHARAT.NS    | Price: 1744.00 | Trend:  -3.50% | Mom:   0.60% | Risk: LOW       
  KEI.NS          | Price: 4722.50 | Trend:  -8.31% | Mom:   1.14% | Risk: LOW       
  UCOBANK.NS      | Price:   24.04 | Trend:  -5.43% | Mom:   0.25% | Risk: LOW       
  BLUESTARCO.NS   | Price: 1532.60 | Trend:  -1.63% | Mom:   5.20% | Risk: LOW       
  NH.NS           | Price: 1919.30 | Trend:   0.39% | Mom:   1.52% | Risk: LOW       
  CRISIL.NS       | Price: 4605.80 | Trend:   1.66% | Mom:  -3.13% | Risk: LOW       
  KPRMILL.NS      | Price: 1136.70 | Trend:   2.31% | Mom:   0.15% | Risk: LOW       
  IPCALAB.NS      | Price: 1962.60 | Trend:   4.90% | Mom:  -0.05% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2226.50 | Trend:   2.96% | Mom:  -3.64% | Risk: LOW       
  ACC.NS          | Price: 1251.40 | Trend:  -4.62% | Mom:  -0.50% | Risk: LOW       
  AWL.NS          | Price:  186.18 | Trend:  -2.12% | Mom:  -0.71% | Risk: LOW       
  EXIDEIND.NS     | Price:  425.95 | Trend:  -3.99% | Mom:   3.70% | Risk: LOW       
  AJANTPHARM.NS   | Price: 3568.10 | Trend:   1.50% | Mom:   0.95% | Risk: LOW       
  GLAND.NS        | Price: 2910.20 | Trend:   5.71% | Mom:  -3.83% | Risk: LOW       
  NIACL.NS        | Price:  191.16 | Trend:   3.27% | Mom:  -6.98% | Risk: LOW       
  NBCC.NS         | Price:   83.99 | Trend:  -5.86% | Mom:   0.47% | Risk: LOW       
  AFFLE.NS        | Price: 1584.30 | Trend:  -1.52% | Mom:  -0.19% | Risk: LOW       
  NAVINFLUOR.NS   | Price: 8457.50 | Trend:   3.28% | Mom:  -3.62% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1924.30 | Trend:   2.41% | Mom:   0.24% | Risk: LOW       
  PPLPHARMA.NS    | Price:  210.74 | Trend:   2.73% | Mom:  -3.33% | Risk: LOW       
  RAMCOCEM.NS     | Price:  885.05 | Trend:  -1.92% | Mom:   1.56% | Risk: LOW       
  FSL.NS          | Price:  267.85 | Trend:  -2.05% | Mom:   5.14% | Risk: LOW       
  EMAMILTD.NS     | Price:  391.45 | Trend:  -0.20% | Mom:   6.06% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1635.80 | Trend:  -3.50% | Mom:  -0.37% | Risk: LOW       
  EIHOTEL.NS      | Price:  301.15 | Trend:  -2.05% | Mom:   4.08% | Risk: LOW       
  PTCIL.NS        | Price: 22355.00 | Trend:   9.60% | Mom:  -1.87% | Risk: LOW       
  ANANDRATHI.NS   | Price: 2169.20 | Trend:   1.00% | Mom:  -0.52% | Risk: LOW       
  MANAPPURAM.NS   | Price:  320.40 | Trend:  -6.98% | Mom:   0.12% | Risk: LOW       
  PNBHOUSING.NS   | Price: 1138.50 | Trend:   0.67% | Mom:  -0.31% | Risk: LOW       
  BRIGADE.NS      | Price:  616.45 | Trend:   1.23% | Mom:  -7.01% | Risk: LOW       
  HSCL.NS         | Price:  667.75 | Trend:  -6.70% | Mom:   0.10% | Risk: LOW       
  FORCEMOT.NS     | Price: 17352.00 | Trend:  -2.42% | Mom:  -0.02% | Risk: LOW       
  ANGELONE.NS     | Price:  300.00 | Trend:   0.50% | Mom:   0.32% | Risk: LOW       
  ASAHIINDIA.NS   | Price:  971.30 | Trend:   4.61% | Mom:   0.47% | Risk: LOW       
  KEC.NS          | Price:  402.40 | Trend:  -7.98% | Mom:   2.34% | Risk: LOW       
  HATSUN.NS       | Price: 1155.70 | Trend:  11.64% | Mom:  -3.62% | Risk: LOW       
  URBANCO.NS      | Price:  172.73 | Trend:  13.11% | Mom:   0.66% | Risk: LOW       
  KPIL.NS         | Price: 1411.80 | Trend:   3.43% | Mom:   0.23% | Risk: LOW       
  ATHERENERG.NS   | Price: 1499.40 | Trend:   1.89% | Mom:  -5.10% | Risk: LOW       
  SUNDRMFAST.NS   | Price: 1185.40 | Trend:   4.16% | Mom:  -2.79% | Risk: LOW       
  CHALET.NS       | Price:  884.05 | Trend:   3.07% | Mom:  -0.52% | Risk: LOW       
  CHAMBLFERT.NS   | Price:  419.60 | Trend:  -2.40% | Mom:   0.96% | Risk: LOW       
  ECLERX.NS       | Price: 1924.20 | Trend:   1.70% | Mom:   0.08% | Risk: LOW       
  SCHNEIDER.NS    | Price: 1243.40 | Trend:  -2.17% | Mom:   4.15% | Risk: LOW       
  POLYMED.NS      | Price: 1726.60 | Trend:   0.08% | Mom:   0.15% | Risk: LOW       
  TENNIND.NS      | Price:  518.60 | Trend:  -3.71% | Mom:   0.04% | Risk: LOW       
  NEULANDLAB.NS   | Price: 22490.00 | Trend:   3.10% | Mom:  -3.04% | Risk: LOW       
  CAMS.NS         | Price:  723.90 | Trend:  -4.13% | Mom:   1.24% | Risk: LOW       
  KFINTECH.NS     | Price:  911.95 | Trend:  -1.61% | Mom:   0.44% | Risk: LOW       
  BIKAJI.NS       | Price:  591.10 | Trend:  -2.57% | Mom:   3.39% | Risk: LOW       
  KAJARIACER.NS   | Price: 1216.40 | Trend:   0.15% | Mom:  -2.22% | Risk: LOW       
  SARDAEN.NS      | Price:  505.95 | Trend:  -0.34% | Mom:  -2.67% | Risk: LOW       
  DEEPAKFERT.NS   | Price: 1386.20 | Trend:  -5.30% | Mom:   2.09% | Risk: LOW       
  FIRSTCRY.NS     | Price:  180.41 | Trend:  -7.54% | Mom:   4.57% | Risk: LOW       
  SAILIFE.NS      | Price: 1609.60 | Trend:  11.03% | Mom:  -3.93% | Risk: LOW       
  CGCL.NS         | Price:  268.60 | Trend:   8.70% | Mom:  -1.40% | Risk: LOW       
  GRINDWELL.NS    | Price: 1977.60 | Trend:  -2.64% | Mom:   4.46% | Risk: LOW       
  SKFINDIA.NS     | Price: 1519.80 | Trend:  -0.90% | Mom:  -0.89% | Risk: LOW       
  TRITURBINE.NS   | Price:  562.10 | Trend:  -4.40% | Mom:  -0.52% | Risk: LOW       
  RATNAMANI.NS    | Price: 2800.80 | Trend:  10.48% | Mom:  -2.04% | Risk: LOW       
  VENTIVE.NS      | Price:  578.35 | Trend:  -2.70% | Mom:   1.20% | Risk: LOW       
  CUB.NS          | Price:  225.34 | Trend:   1.40% | Mom:  -2.73% | Risk: LOW       
  BEML.NS         | Price: 2095.40 | Trend:  10.29% | Mom:   0.47% | Risk: LOW       
  MANYAVAR.NS     | Price:  531.15 | Trend:   5.60% | Mom:  -7.32% | Risk: LOW       
  TBOTEK.NS       | Price: 1704.50 | Trend:   4.96% | Mom:   0.59% | Risk: LOW       
  SOBHA.NS        | Price: 1243.80 | Trend:  -4.82% | Mom:   1.16% | Risk: LOW       
  CRAFTSMAN.NS    | Price: 10904.00 | Trend:   3.53% | Mom:  -7.64% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  614.70 | Trend:   1.84% | Mom:  -0.67% | Risk: LOW       
  NATCOPHARM.NS   | Price:  837.60 | Trend:  -4.84% | Mom:   1.37% | Risk: LOW       
  CHOICEIN.NS     | Price:  751.85 | Trend:  -4.93% | Mom:   0.16% | Risk: LOW       
  CIEINDIA.NS     | Price:  384.20 | Trend:  -5.37% | Mom:   0.67% | Risk: LOW       
  JMFINANCIL.NS   | Price:  127.51 | Trend:   0.86% | Mom:   0.62% | Risk: LOW       
  IGIL.NS         | Price:  331.65 | Trend:  -1.46% | Mom:   6.47% | Risk: LOW       
  LTFOODS.NS      | Price:  430.00 | Trend:   2.53% | Mom:  -4.97% | Risk: LOW       
  RRKABEL.NS      | Price: 2476.70 | Trend:  -5.15% | Mom:   2.35% | Risk: LOW       
  GALLANTT.NS     | Price:  556.45 | Trend:  -3.32% | Mom:   0.25% | Risk: LOW       
  IFCI.NS         | Price:   79.49 | Trend:  -0.46% | Mom: -10.65% | Risk: LOW       
  NIVABUPA.NS     | Price:   80.23 | Trend:  -3.71% | Mom:   0.80% | Risk: LOW       
  PARADEEP.NS     | Price:  154.26 | Trend:   3.27% | Mom:  -2.32% | Risk: LOW       
  CEATLTD.NS      | Price: 3432.20 | Trend:  -1.29% | Mom:   4.22% | Risk: LOW       
  FINEORG.NS      | Price: 5096.50 | Trend:   0.36% | Mom:  -1.91% | Risk: LOW       
  SWANCORP.NS     | Price:  300.05 | Trend:  -0.43% | Mom:   8.07% | Risk: LOW       
  KIRLOSENG.NS    | Price: 2219.50 | Trend:   2.71% | Mom:  -0.02% | Risk: LOW       
  AARTIIND.NS     | Price:  491.35 | Trend:  -2.31% | Mom:  -0.78% | Risk: LOW       
  THELEELA.NS     | Price:  544.95 | Trend:   4.62% | Mom:   0.45% | Risk: LOW       
  KSB.NS          | Price:  823.20 | Trend:   0.16% | Mom:   2.05% | Risk: LOW       
  CEMPRO.NS       | Price: 1311.20 | Trend:  -0.92% | Mom:   3.32% | Risk: LOW       
  JAINREC.NS      | Price:  302.95 | Trend:  -0.28% | Mom:   2.40% | Risk: LOW       
  GODREJAGRO.NS   | Price:  670.05 | Trend:  11.21% | Mom:  -0.68% | Risk: LOW       
  CYIENT.NS       | Price: 1072.20 | Trend:  11.97% | Mom:  -0.27% | Risk: LOW       
  AAVAS.NS        | Price: 1285.80 | Trend:  -4.88% | Mom:  -0.35% | Risk: LOW       
  GRANULES.NS     | Price:  860.25 | Trend:   0.40% | Mom:  -2.77% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1205.80 | Trend:   0.69% | Mom:   0.29% | Risk: LOW       
  MGL.NS          | Price: 1092.80 | Trend:   0.09% | Mom:   0.78% | Risk: LOW       
  LEMONTREE.NS    | Price:  107.92 | Trend:  -0.49% | Mom:   1.65% | Risk: LOW       
  SKFINDUS.NS     | Price: 2885.90 | Trend:   2.91% | Mom:  -2.89% | Risk: LOW       
  JINDALSAW.NS    | Price:  292.60 | Trend:   3.75% | Mom:  -6.13% | Risk: LOW       
  NSLNISP.NS      | Price:   43.95 | Trend:   1.59% | Mom:  -2.42% | Risk: LOW       
  ACUTAAS.NS      | Price: 3265.20 | Trend:  -0.94% | Mom:   0.80% | Risk: LOW       
  FINPIPE.NS      | Price:  154.16 | Trend:  -2.34% | Mom:   0.13% | Risk: LOW       
  BLUEJET.NS      | Price:  585.75 | Trend:   0.39% | Mom:   2.03% | Risk: LOW       
  CARTRADE.NS     | Price: 3001.80 | Trend:   3.30% | Mom:  -0.84% | Risk: LOW       
  CHENNPETRO.NS   | Price: 1388.60 | Trend:   3.17% | Mom: -13.45% | Risk: LOW       
  CANHLIFE.NS     | Price:  151.63 | Trend:   0.21% | Mom:   1.43% | Risk: LOW       
  RAILTEL.NS      | Price:  268.75 | Trend:  -3.61% | Mom:   1.88% | Risk: LOW       
  TITAGARH.NS     | Price:  842.05 | Trend:   0.29% | Mom:  -3.80% | Risk: LOW       
  JYOTHYLAB.NS    | Price:  194.11 | Trend:  -3.80% | Mom:  -0.51% | Risk: LOW       
  SHRIPISTON.NS   | Price: 4489.80 | Trend:   1.13% | Mom:  -0.24% | Risk: LOW       
  ALIVUS.NS       | Price: 1383.10 | Trend:   5.51% | Mom:  -1.21% | Risk: LOW       
  J&KBANK.NS      | Price:  149.25 | Trend:  -4.14% | Mom:   2.36% | Risk: LOW       
  OLECTRA.NS      | Price: 1275.90 | Trend:  -1.53% | Mom:   5.80% | Risk: LOW       
  WAAREERTL.NS    | Price:  848.00 | Trend:  -4.55% | Mom:   1.74% | Risk: LOW       
  BSOFT.NS        | Price:  281.10 | Trend:  -5.19% | Mom:   1.41% | Risk: LOW       
  GRAPHITE.NS     | Price:  821.00 | Trend:  13.55% | Mom:  -2.80% | Risk: LOW       
  JKTYRE.NS       | Price:  355.35 | Trend:  -6.33% | Mom:  -0.25% | Risk: LOW       
  INOXINDIA.NS    | Price: 2168.90 | Trend:   6.77% | Mom:  -0.76% | Risk: LOW       
  RUBICON.NS      | Price: 1674.80 | Trend:   0.01% | Mom:  -7.50% | Risk: LOW       
  JKLAKSHMI.NS    | Price:  511.20 | Trend:  -5.99% | Mom:   2.40% | Risk: LOW       
  PRIVISCL.NS     | Price: 3483.80 | Trend:  -1.37% | Mom:   0.41% | Risk: LOW       
  SONATSOFTW.NS   | Price:  282.00 | Trend:  -5.91% | Mom:   5.34% | Risk: LOW       
  AZAD.NS         | Price: 2713.20 | Trend:   3.14% | Mom:  -3.27% | Risk: LOW       
  NAZARA.NS       | Price:  372.70 | Trend:   7.08% | Mom:  -0.45% | Risk: LOW       
  METROPOLIS.NS   | Price:  585.50 | Trend:   1.78% | Mom:  -2.76% | Risk: LOW       
  BALRAMCHIN.NS   | Price:  676.40 | Trend:   3.25% | Mom:  -3.38% | Risk: LOW       
  RKFORGE.NS      | Price:  710.20 | Trend:   2.39% | Mom:  -1.46% | Risk: LOW       
  PGHL.NS         | Price: 5452.00 | Trend:  -8.65% | Mom:  -0.42% | Risk: LOW       
  SHAILY.NS       | Price: 3211.00 | Trend:   0.55% | Mom:  -6.98% | Risk: LOW       
  TIMETECHNO.NS   | Price:  181.96 | Trend:  -5.55% | Mom:  -0.82% | Risk: LOW       
  SHAKTIPUMP.NS   | Price:  476.80 | Trend:  -4.96% | Mom:   1.92% | Risk: LOW       
