NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-27 19:27:34

BUY SIGNALS (1061):
  BAJFINANCE.NS   | Price:  930.20 | Entry:   911.6 | Target: 1043.47 | Risk: LOW       
  WENDT.NS        | Price: 7019.50 | Entry: 6879.11 | Target: 8393.96 | Risk: LOW       
  UNITECH.NS      | Price:    5.31 | Entry:     5.2 | Target:    6.80 | Risk: LOW       
  DEEDEV.NS       | Price:  539.75 | Entry:  528.96 | Target:  691.04 | Risk: LOW       
  SEPC.NS         | Price:    7.72 | Entry:    7.57 | Target:    9.52 | Risk: LOW       
  ADOR.NS         | Price: 1151.80 | Entry: 1128.76 | Target: 1346.09 | Risk: LOW       
  VINDHYATEL.NS   | Price: 2009.60 | Entry: 1969.41 | Target: 2767.21 | Risk: LOW       
  ASTEC.NS        | Price:  746.95 | Entry:  732.01 | Target:  956.68 | Risk: LOW       
  BETA.NS         | Price: 1400.20 | Entry:  1372.2 | Target: 1934.06 | Risk: LOW       
  TALBROAUTO.NS   | Price:  348.60 | Entry:  341.63 | Target:  465.94 | Risk: LOW       
  IFGLEXPOR.NS    | Price:  174.75 | Entry:  171.25 | Target:  218.21 | Risk: LOW       
  BLSE.NS         | Price:  218.88 | Entry:   214.5 | Target:  263.26 | Risk: LOW       
  NAVKARCORP.NS   | Price:   98.16 | Entry:    96.2 | Target:  116.39 | Risk: LOW       
  SPMLINFRA.NS    | Price:  211.62 | Entry:  207.39 | Target:  259.93 | Risk: LOW       
  JGCHEM.NS       | Price:  411.35 | Entry:  403.12 | Target:  493.26 | Risk: LOW       
  GOCLCORP.NS     | Price:  378.10 | Entry:  370.54 | Target:  460.71 | Risk: LOW       
  PNBGILTS.NS     | Price:   78.26 | Entry:   76.69 | Target:  101.19 | Risk: LOW       
  JINDRILL.NS     | Price:  621.05 | Entry:  608.63 | Target:  870.75 | Risk: LOW       
  BLISSGVS.NS     | Price:  381.05 | Entry:  373.43 | Target:  471.96 | Risk: LOW       
  SANSTAR.NS      | Price:  107.10 | Entry:  104.96 | Target:  138.87 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  898.90 | Entry:  880.92 | Target: 1160.15 | Risk: LOW       
  DEN.NS          | Price:   27.71 | Entry:   27.16 | Target:   33.39 | Risk: LOW       
  STANLEY.NS      | Price:  164.09 | Entry:  160.81 | Target:  209.13 | Risk: LOW       
  MUFIN.NS        | Price:  125.08 | Entry:  122.58 | Target:  144.34 | Risk: LOW       
  JNKINDIA.NS     | Price:  377.55 | Entry:   370.0 | Target:  502.16 | Risk: LOW       
  TARSONS.NS      | Price:  220.68 | Entry:  216.27 | Target:  280.54 | Risk: LOW       
  SOLEX.NS        | Price: 1315.30 | Entry: 1288.99 | Target: 1718.09 | Risk: LOW       
  MMFL.NS         | Price:  470.60 | Entry:  461.19 | Target:  578.06 | Risk: LOW       
  UDS.NS          | Price:  181.52 | Entry:  177.89 | Target:  227.99 | Risk: LOW       
  SYNCOMF.NS      | Price:   16.00 | Entry:   15.68 | Target:   19.60 | Risk: LOW       
  TINNARUBR.NS    | Price:  810.80 | Entry:  794.58 | Target: 1078.23 | Risk: LOW       
  SURAKSHA.NS     | Price:  295.50 | Entry:  289.59 | Target:  373.77 | Risk: LOW       
  AIMTRON.NS      | Price: 1161.15 | Entry: 1137.93 | Target: 1483.49 | Risk: LOW       
  APOLLOPIPE.NS   | Price:  517.00 | Entry:  506.66 | Target:  664.18 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  222.11 | Entry:  217.67 | Target:  290.50 | Risk: LOW       
  MASTERTR.NS     | Price:   87.67 | Entry:   85.92 | Target:  114.32 | Risk: LOW       
  STALLION.NS     | Price:  181.14 | Entry:  177.52 | Target:  239.21 | Risk: LOW       
  ECOSMOBLTY.NS   | Price:  153.35 | Entry:  150.28 | Target:  195.70 | Risk: LOW       
  JAGRAN.NS       | Price:   69.74 | Entry:   68.35 | Target:   77.23 | Risk: LOW       
  RUPA.NS         | Price:  151.07 | Entry:  148.05 | Target:  178.10 | Risk: LOW       
  VINYAS.NS       | Price: 1060.00 | Entry:  1038.8 | Target: 1311.18 | Risk: LOW       
  SHRIRAMPPS.NS   | Price:   92.73 | Entry:   90.88 | Target:  116.15 | Risk: LOW       
  IVALUE.NS       | Price:  250.65 | Entry:  245.64 | Target:  304.01 | Risk: LOW       
  HESTERBIO.NS    | Price: 2156.40 | Entry: 2113.27 | Target: 2728.47 | Risk: LOW       
  EKC.NS          | Price:  119.10 | Entry:  116.72 | Target:  138.46 | Risk: LOW       
  ESAFSFB.NS      | Price:   28.98 | Entry:    28.4 | Target:   36.69 | Risk: LOW       
  CONFIPET.NS     | Price:   63.67 | Entry:    62.4 | Target:   85.04 | Risk: LOW       
  GPTINFRA.NS     | Price:  117.56 | Entry:  115.21 | Target:  145.88 | Risk: LOW       
  RISHABH.NS      | Price:  530.05 | Entry:  519.45 | Target:  707.16 | Risk: LOW       
  ASIANENE.NS     | Price:  352.55 | Entry:   345.5 | Target:  459.16 | Risk: LOW       
  GANDHAR.NS      | Price:  162.50 | Entry:  159.25 | Target:  203.71 | Risk: LOW       
  EXCELINDUS.NS   | Price:  970.60 | Entry:  951.19 | Target: 1174.64 | Risk: LOW       
  CLSEL.NS        | Price:  292.40 | Entry:  286.55 | Target:  358.63 | Risk: LOW       
  INDORAMA.NS     | Price:   44.47 | Entry:   43.58 | Target:   55.20 | Risk: LOW       
  PARACABLES.NS   | Price:   66.62 | Entry:   65.29 | Target:   91.61 | Risk: LOW       
  MANAKCOAT.NS    | Price:  107.19 | Entry:  105.05 | Target:  131.66 | Risk: LOW       
  ALLDIGI.NS      | Price:  829.55 | Entry:  812.96 | Target:  938.55 | Risk: LOW       
  BLKASHYAP.NS    | Price:   58.16 | Entry:    57.0 | Target:   71.25 | Risk: LOW       
  SPORTKING.NS    | Price:  178.77 | Entry:  175.19 | Target:  221.32 | Risk: LOW       
  JARO.NS         | Price:  576.40 | Entry:  564.87 | Target:  734.83 | Risk: LOW       
  SURAJEST.NS     | Price:  225.36 | Entry:  220.85 | Target:  269.57 | Risk: LOW       
  HARIOMPIPE.NS   | Price:  423.85 | Entry:  415.37 | Target:  546.73 | Risk: LOW       
  SHANKARA.NS     | Price:  126.00 | Entry:  123.48 | Target:  154.95 | Risk: LOW       
  IMPAL.NS        | Price: 1111.80 | Entry: 1089.56 | Target: 1317.01 | Risk: LOW       
  BSHSL.NS        | Price:   94.43 | Entry:   92.54 | Target:  113.77 | Risk: LOW       
  SIGNPOST.NS     | Price:  305.20 | Entry:   299.1 | Target:  385.36 | Risk: LOW       
  ATULAUTO.NS     | Price:  483.45 | Entry:  473.78 | Target:  576.56 | Risk: LOW       
  AGARIND.NS      | Price:  425.10 | Entry:   416.6 | Target:  532.53 | Risk: LOW       
  DIFFNKG.NS      | Price:  324.10 | Entry:  317.62 | Target:  403.14 | Risk: LOW       
  ONEPOINT.NS     | Price:   62.91 | Entry:   61.65 | Target:   76.10 | Risk: LOW       
  CAPITALSFB.NS   | Price:  281.95 | Entry:  276.31 | Target:  336.11 | Risk: LOW       
  RICOAUTO.NS     | Price:  119.57 | Entry:  117.18 | Target:  146.62 | Risk: LOW       
  AURUM.NS        | Price:  180.53 | Entry:  176.92 | Target:  205.59 | Risk: LOW       
  FAZE3Q.NS       | Price:  509.20 | Entry:  499.02 | Target:  618.50 | Risk: LOW       
  WALCHANNAG.NS   | Price:  265.27 | Entry:  259.96 | Target:  357.52 | Risk: LOW       
  BOROSCI.NS      | Price:  142.22 | Entry:  139.38 | Target:  180.04 | Risk: LOW       
  MEIL.NS         | Price:  324.50 | Entry:  318.01 | Target:  414.16 | Risk: LOW       
  DSSL.NS         | Price: 1731.50 | Entry: 1696.87 | Target: 2389.25 | Risk: LOW       
  TBZ.NS          | Price:  138.68 | Entry:  135.91 | Target:  168.39 | Risk: LOW       
  STLNETWORK.NS   | Price:   27.56 | Entry:   27.01 | Target:   36.10 | Risk: LOW       
  ELECTHERM.NS    | Price:  789.15 | Entry:  773.37 | Target: 1057.44 | Risk: LOW       
  SRM.NS          | Price:  515.65 | Entry:  505.34 | Target:  653.17 | Risk: LOW       
  AMNPLST.NS      | Price:  193.02 | Entry:  189.16 | Target:  262.48 | Risk: LOW       
  STEELXIND.NS    | Price:   10.84 | Entry:   10.62 | Target:   13.86 | Risk: LOW       
  ICEMAKE.NS      | Price:  885.95 | Entry:  868.23 | Target: 1036.11 | Risk: LOW       
  KELLTONTEC.NS   | Price:   16.31 | Entry:   15.98 | Target:   19.58 | Risk: LOW       
  RACLGEAR.NS     | Price: 1366.90 | Entry: 1339.56 | Target: 1727.72 | Risk: LOW       
  PASHUPATI.NS    | Price:   98.96 | Entry:   96.98 | Target:  122.56 | Risk: LOW       
  MANALIPETC.NS   | Price:   59.48 | Entry:   58.29 | Target:   73.81 | Risk: LOW       
  DVL.NS          | Price:  248.09 | Entry:  243.13 | Target:  296.65 | Risk: LOW       
  OAL.NS          | Price:  326.40 | Entry:  319.87 | Target:  404.47 | Risk: LOW       
  STERTOOLS.NS    | Price:  235.72 | Entry:  231.01 | Target:  299.83 | Risk: LOW       
  EXCELSOFT.NS    | Price:   87.46 | Entry:   85.71 | Target:  115.89 | Risk: LOW       
  ANTELOPUS.NS    | Price:  766.85 | Entry:  751.51 | Target:  969.81 | Risk: LOW       
  PDMJEPAPER.NS   | Price:   83.06 | Entry:    81.4 | Target:   99.19 | Risk: LOW       
  VIDYAWIRES.NS   | Price:  101.61 | Entry:   99.58 | Target:  134.03 | Risk: LOW       
  5PAISA.NS       | Price:  336.00 | Entry:  329.28 | Target:  402.04 | Risk: LOW       
  MAMATA.NS       | Price:  421.45 | Entry:  413.02 | Target:  489.72 | Risk: LOW       
  GANESHCP.NS     | Price:  199.06 | Entry:  195.08 | Target:  253.60 | Risk: LOW       
  AVTNPL.NS       | Price:   68.02 | Entry:   66.66 | Target:   78.50 | Risk: LOW       
  LINCOLN.NS      | Price:  747.45 | Entry:   732.5 | Target:  909.81 | Risk: LOW       
  THEMISMED.NS    | Price:  106.46 | Entry:  104.33 | Target:  135.18 | Risk: LOW       
  CENTENKA.NS     | Price:  495.10 | Entry:   485.2 | Target:  606.05 | Risk: LOW       
  DHANBANK.NS     | Price:   33.10 | Entry:   32.44 | Target:   42.09 | Risk: LOW       
  UNIENTER.NS     | Price:  107.36 | Entry:  105.21 | Target:  140.09 | Risk: LOW       
  SBC.NS          | Price:   38.58 | Entry:   37.81 | Target:   44.10 | Risk: LOW       
  GGBL.NS         | Price:  352.50 | Entry:  345.45 | Target:  447.55 | Risk: LOW       
  GKWLIMITED.NS   | Price: 1722.90 | Entry: 1688.44 | Target: 2095.54 | Risk: LOW       
  NDTV.NS         | Price:   78.84 | Entry:   77.26 | Target:   96.57 | Risk: LOW       
  FAIRCHEMOR.NS   | Price:  619.60 | Entry:  607.21 | Target:  729.12 | Risk: LOW       
  INDOAMIN.NS     | Price:  134.57 | Entry:  131.88 | Target:  168.16 | Risk: LOW       
  DHARMAJ.NS      | Price:  286.35 | Entry:  280.62 | Target:  344.87 | Risk: LOW       
  GALAPREC.NS     | Price:  930.20 | Entry:   911.6 | Target: 1162.20 | Risk: LOW       
  DENTALKART.NS   | Price:  443.25 | Entry:  434.38 | Target:  552.80 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  539.80 | Entry:   529.0 | Target:  664.82 | Risk: LOW       
  XCHANGING.NS    | Price:   66.14 | Entry:   64.82 | Target:   78.14 | Risk: LOW       
  KRISHIVAL.NS    | Price:  394.30 | Entry:  386.41 | Target:  424.16 | Risk: LOW       
  OSWALAGRO.NS    | Price:   48.12 | Entry:   47.16 | Target:   59.85 | Risk: LOW       
  KODYTECH.NS     | Price:  893.60 | Entry:  875.73 | Target: 1036.87 | Risk: LOW       
  SILVERTUC.NS    | Price:  152.74 | Entry:  149.69 | Target:  191.92 | Risk: LOW       
  JAYBARMARU.NS   | Price:  115.77 | Entry:  113.45 | Target:  146.38 | Risk: LOW       
  TNPETRO.NS      | Price:   91.29 | Entry:   89.46 | Target:  107.41 | Risk: LOW       
  PRIMESECU.NS    | Price:  283.75 | Entry:  278.07 | Target:  334.73 | Risk: LOW       
  KARNIKA.NS      | Price:  145.80 | Entry:  142.88 | Target:  183.48 | Risk: LOW       
  BIRLAMONEY.NS   | Price:  141.13 | Entry:  138.31 | Target:  169.77 | Risk: LOW       
  PVSL.NS         | Price:  108.00 | Entry:  105.84 | Target:  137.09 | Risk: LOW       
  BASILIC.NS      | Price:  238.10 | Entry:  233.34 | Target:  300.42 | Risk: LOW       
  SASTASUNDR.NS   | Price:  313.95 | Entry:  307.67 | Target:  391.49 | Risk: LOW       
  SKMEGGPROD.NS   | Price:  185.73 | Entry:  182.02 | Target:  253.92 | Risk: LOW       
  EVERESTIND.NS   | Price:  399.90 | Entry:   391.9 | Target:  512.70 | Risk: LOW       
  REGAAL.NS       | Price:   93.77 | Entry:   91.89 | Target:  120.39 | Risk: LOW       
  UFBL.NS         | Price:  475.40 | Entry:  465.89 | Target:  663.28 | Risk: LOW       
  TVSELECT.NS     | Price:  508.85 | Entry:  498.67 | Target:  653.49 | Risk: LOW       
  BESTAGRO.NS     | Price:   18.71 | Entry:   18.34 | Target:   24.42 | Risk: LOW       
  TEMBO.NS        | Price:  611.95 | Entry:  599.71 | Target:  741.86 | Risk: LOW       
  MAHASTEEL.NS    | Price:  906.30 | Entry:  888.17 | Target: 1121.75 | Risk: LOW       
  VIVIANA.NS      | Price:  984.70 | Entry:  965.01 | Target: 1239.27 | Risk: LOW       
  MUNJALAU.NS     | Price:   95.43 | Entry:   93.52 | Target:  117.48 | Risk: LOW       
  NGLFINE.NS      | Price: 2819.80 | Entry:  2763.4 | Target: 3897.30 | Risk: LOW       
  WANBURY.NS      | Price:  285.95 | Entry:  280.23 | Target:  341.49 | Risk: LOW       
  CHEMCON.NS      | Price:  196.42 | Entry:  192.49 | Target:  247.88 | Risk: LOW       
  VLSFINANCE.NS   | Price:  238.84 | Entry:  234.06 | Target:  275.73 | Risk: LOW       
  ASAL.NS         | Price:  506.90 | Entry:  496.76 | Target:  621.51 | Risk: LOW       
  SARLAPOLY.NS    | Price:   98.04 | Entry:   96.08 | Target:  114.75 | Risk: LOW       
  COFFEEDAY.NS    | Price:   25.54 | Entry:   25.03 | Target:   29.82 | Risk: LOW       
  AMBIKCO.NS      | Price: 1666.70 | Entry: 1633.37 | Target: 2033.74 | Risk: LOW       
  UNITEDPOLY.NS   | Price:   33.88 | Entry:    33.2 | Target:   49.03 | Risk: LOW       
  VHLTD.NS        | Price:  139.88 | Entry:  137.08 | Target:  164.46 | Risk: LOW       
  INDOBORAX.NS    | Price:  332.75 | Entry:  326.09 | Target:  415.70 | Risk: LOW       
  RATNAVEER.NS    | Price:  175.48 | Entry:  171.97 | Target:  228.83 | Risk: LOW       
  SAKAR.NS        | Price:  786.40 | Entry:  770.67 | Target: 1103.56 | Risk: LOW       
  NINSYS.NS       | Price:  659.95 | Entry:  646.75 | Target:  851.47 | Risk: LOW       
  BODALCHEM.NS    | Price:   74.74 | Entry:   73.25 | Target:   97.34 | Risk: LOW       
  MUFTI.NS        | Price:   90.85 | Entry:   89.03 | Target:  111.89 | Risk: LOW       
  KECL.NS         | Price:  126.43 | Entry:   123.9 | Target:  155.20 | Risk: LOW       
  RITCO.NS        | Price:  263.32 | Entry:  258.05 | Target:  344.99 | Risk: LOW       
  KOPRAN.NS       | Price:  193.91 | Entry:  190.03 | Target:  248.26 | Risk: LOW       
  ATL.NS          | Price:   25.38 | Entry:   24.87 | Target:   32.62 | Risk: LOW       
  20MICRONS.NS    | Price:  189.41 | Entry:  185.62 | Target:  242.06 | Risk: LOW       
  RUBYMILLS.NS    | Price:  253.83 | Entry:  248.75 | Target:  323.10 | Risk: LOW       
  GHCLTEXTIL.NS   | Price:   95.71 | Entry:    93.8 | Target:  114.79 | Risk: LOW       
  PROZONER.NS     | Price:   52.85 | Entry:   51.79 | Target:   69.05 | Risk: LOW       
  STCINDIA.NS     | Price:  117.69 | Entry:  115.34 | Target:  137.74 | Risk: LOW       
  LINC.NS         | Price:  100.88 | Entry:   98.86 | Target:  122.88 | Risk: LOW       
  GEECEE.NS       | Price:  318.20 | Entry:  311.84 | Target:  420.81 | Risk: LOW       
  PPL.NS          | Price:  202.80 | Entry:  198.74 | Target:  251.68 | Risk: LOW       
  RSWM.NS         | Price:  178.98 | Entry:   175.4 | Target:  218.02 | Risk: LOW       
  SHIVALIK.NS     | Price:  264.50 | Entry:  259.21 | Target:  323.91 | Risk: LOW       
  RKSWAMY.NS      | Price:   96.53 | Entry:    94.6 | Target:  121.47 | Risk: LOW       
  NAHARPOLY.NS    | Price:  258.30 | Entry:  253.13 | Target:  335.96 | Risk: LOW       
  VENUSREM.NS     | Price: 1161.05 | Entry: 1137.83 | Target: 1436.87 | Risk: LOW       
  ZEEMEDIA.NS     | Price:    8.01 | Entry:    7.85 | Target:    9.61 | Risk: LOW       
  SEJALLTD.NS     | Price:  778.00 | Entry:  762.44 | Target:  982.41 | Risk: LOW       
  GLOSTERLTD.NS   | Price:  675.85 | Entry:  662.33 | Target:  816.80 | Risk: LOW       
  AHCL.NS         | Price:   14.05 | Entry:   13.77 | Target:   17.66 | Risk: LOW       
  HARDWYN.NS      | Price:   25.68 | Entry:   25.17 | Target:   32.39 | Risk: LOW       
  ONWARDTEC.NS    | Price:  271.88 | Entry:  266.44 | Target:  337.64 | Risk: LOW       
  JAYAGROGN.NS    | Price:  220.66 | Entry:  216.25 | Target:  282.18 | Risk: LOW       
  ACCENTMIC.NS    | Price:  446.15 | Entry:  437.23 | Target:  562.74 | Risk: LOW       
  APTECHT.NS      | Price:  107.01 | Entry:  104.87 | Target:  136.48 | Risk: LOW       
  MAANALU.NS      | Price:  142.99 | Entry:  140.13 | Target:  168.97 | Risk: LOW       
  URJA.NS         | Price:   10.62 | Entry:   10.41 | Target:   12.79 | Risk: LOW       
  IRIS.NS         | Price:  253.79 | Entry:  248.71 | Target:  328.12 | Risk: LOW       
  MMP.NS          | Price:  279.74 | Entry:  274.15 | Target:  350.88 | Risk: LOW       
  MENONBE.NS      | Price:  149.23 | Entry:  146.25 | Target:  198.83 | Risk: LOW       
  CSLFINANCE.NS   | Price:  243.55 | Entry:  238.68 | Target:  282.22 | Risk: LOW       
  GCSL.NS         | Price:  402.35 | Entry:   394.3 | Target:  496.81 | Risk: LOW       
  SCHAND.NS       | Price:  171.99 | Entry:  168.55 | Target:  207.15 | Risk: LOW       
  KILITCH.NS      | Price:  180.61 | Entry:   177.0 | Target:  238.07 | Risk: LOW       
  MWL.NS          | Price:  377.55 | Entry:   370.0 | Target:  443.10 | Risk: LOW       
  ASIANHOTNR.NS   | Price:  309.00 | Entry:  302.82 | Target:  357.25 | Risk: LOW       
  GANESHBE.NS     | Price:   98.79 | Entry:   96.81 | Target:  123.60 | Risk: LOW       
  TOLINS.NS       | Price:  113.94 | Entry:  111.66 | Target:  136.94 | Risk: LOW       
  GLOTTIS.NS      | Price:   66.17 | Entry:   64.85 | Target:   85.99 | Risk: LOW       
  SPECIALITY.NS   | Price:  112.80 | Entry:  110.54 | Target:  142.19 | Risk: LOW       
  GPECO.NS        | Price:  482.20 | Entry:  472.56 | Target:  594.40 | Risk: LOW       
  OCCLLTD.NS      | Price:  117.87 | Entry:  115.51 | Target:  152.72 | Risk: LOW       
  MOS.NS          | Price:   14.15 | Entry:   13.87 | Target:   17.02 | Risk: LOW       
  SJLOGISTIC.NS   | Price:  327.00 | Entry:  320.46 | Target:  401.70 | Risk: LOW       
  CONSOFINVT.NS   | Price:  234.29 | Entry:   229.6 | Target:  278.60 | Risk: LOW       
  KRONOX.NS       | Price:  138.70 | Entry:  135.93 | Target:  169.40 | Risk: LOW       
  ZODIAC.NS       | Price:  300.45 | Entry:  294.44 | Target:  373.16 | Risk: LOW       
  PRECOT.NS       | Price:  823.15 | Entry:  806.69 | Target: 1078.47 | Risk: LOW       
  VINSYS.NS       | Price:  360.10 | Entry:   352.9 | Target:  434.89 | Risk: LOW       
  TPLPLASTEH.NS   | Price:   65.75 | Entry:   64.44 | Target:   78.16 | Risk: LOW       
  ALLETEC.NS      | Price:  167.10 | Entry:  163.76 | Target:  207.99 | Risk: LOW       
  ORIENTPPR.NS    | Price:   18.11 | Entry:   17.75 | Target:   22.66 | Risk: LOW       
  PARIN.NS        | Price:  678.00 | Entry:  664.44 | Target:  840.00 | Risk: LOW       
  KAPSTON.NS      | Price:  348.75 | Entry:  341.77 | Target:  397.32 | Risk: LOW       
  ADVANIHOTR.NS   | Price:   53.30 | Entry:   52.23 | Target:   60.79 | Risk: LOW       
  MUNJALSHOW.NS   | Price:  138.23 | Entry:  135.47 | Target:  164.17 | Risk: LOW       
  SREEL.NS        | Price:  189.84 | Entry:  186.04 | Target:  226.63 | Risk: LOW       
  ORBTEXP.NS      | Price:  169.96 | Entry:  166.56 | Target:  207.99 | Risk: LOW       
  MAZDA.NS        | Price:  218.77 | Entry:  214.39 | Target:  267.48 | Risk: LOW       
  TRANSWORLD.NS   | Price:  162.00 | Entry:  158.76 | Target:  209.99 | Risk: LOW       
  EFFWA.NS        | Price:  278.45 | Entry:  272.88 | Target:  367.15 | Risk: LOW       
  SUPREMEPWR.NS   | Price:  262.55 | Entry:   257.3 | Target:  338.94 | Risk: LOW       
  SUKHJITS.NS     | Price:  204.31 | Entry:  200.22 | Target:  259.74 | Risk: LOW       
  MGEL.NS         | Price:   13.60 | Entry:   13.33 | Target:   16.87 | Risk: LOW       
  DONEAR.NS       | Price:   92.23 | Entry:   90.39 | Target:  107.86 | Risk: LOW       
  TERASOFT.NS     | Price:  357.85 | Entry:  350.69 | Target:  456.01 | Risk: LOW       
  MODISONLTD.NS   | Price:  251.13 | Entry:  246.11 | Target:  322.15 | Risk: LOW       
  VINYLINDIA.NS   | Price:  268.35 | Entry:  262.98 | Target:  327.10 | Risk: LOW       
  EUROBOND.NS     | Price:  183.45 | Entry:  179.78 | Target:  232.21 | Risk: LOW       
  CYBERTECH.NS    | Price:  147.62 | Entry:  144.67 | Target:  187.25 | Risk: LOW       
  MODINATUR.NS    | Price:  459.05 | Entry:  449.87 | Target:  644.51 | Risk: LOW       
  ABSMARINE.NS    | Price:  285.80 | Entry:  280.08 | Target:  379.30 | Risk: LOW       
  KOTHARIPRO.NS   | Price:   72.98 | Entry:   71.52 | Target:   87.09 | Risk: LOW       
  HTMEDIA.NS      | Price:   22.32 | Entry:   21.87 | Target:   26.56 | Risk: LOW       
  UGARSUGAR.NS    | Price:   41.96 | Entry:   41.12 | Target:   50.45 | Risk: LOW       
  XTGLOBAL.NS     | Price:   32.23 | Entry:   31.59 | Target:   41.51 | Risk: LOW       
  DAVANGERE.NS    | Price:    4.07 | Entry:    3.99 | Target:    5.06 | Risk: LOW       
  SAHAJSOLAR.NS   | Price:  150.90 | Entry:  147.88 | Target:  191.60 | Risk: LOW       
  SPENCERS.NS     | Price:   37.71 | Entry:   36.96 | Target:   49.51 | Risk: LOW       
  ORIENTCER.NS    | Price:   41.77 | Entry:   40.93 | Target:   51.15 | Risk: LOW       
  PLASTIBLEN.NS   | Price:  175.47 | Entry:  171.96 | Target:  211.81 | Risk: LOW       
  NRL.NS          | Price:   58.08 | Entry:   56.92 | Target:   72.29 | Risk: LOW       
  MCLEODRUSS.NS   | Price:   75.38 | Entry:   73.87 | Target:   88.11 | Risk: LOW       
  PANSARI.NS      | Price:  291.70 | Entry:  285.87 | Target:  379.79 | Risk: LOW       
  MONEYBOXX.NS    | Price:   74.81 | Entry:   73.31 | Target:   95.02 | Risk: LOW       
  SOUTHWEST.NS    | Price:  253.28 | Entry:  248.21 | Target:  335.62 | Risk: LOW       
  KRITINUT.NS     | Price:   98.73 | Entry:   96.76 | Target:  122.00 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  202.51 | Entry:  198.46 | Target:  274.21 | Risk: LOW       
  TIRUPATIFL.NS   | Price:   43.79 | Entry:   42.91 | Target:   57.19 | Risk: LOW       
  MANAKSIA.NS     | Price:   61.56 | Entry:   60.33 | Target:   78.09 | Risk: LOW       
  NOVAAGRI.NS     | Price:   28.95 | Entry:   28.37 | Target:   34.45 | Risk: LOW       
  KHADIM.NS       | Price:  102.06 | Entry:  100.02 | Target:  133.54 | Risk: LOW       
  PASUPTAC.NS     | Price:   58.32 | Entry:   57.15 | Target:   73.45 | Risk: LOW       
  ASHIMASYN.NS    | Price:   16.38 | Entry:   16.05 | Target:   21.83 | Risk: LOW       
  BANSWRAS.NS     | Price:  123.83 | Entry:  121.35 | Target:  154.50 | Risk: LOW       
  RUBFILA.NS      | Price:   79.91 | Entry:   78.31 | Target:   97.87 | Risk: LOW       
  GENUSPAPER.NS   | Price:   12.83 | Entry:   12.57 | Target:   15.97 | Risk: LOW       
  ORIENTBELL.NS   | Price:  346.50 | Entry:  339.57 | Target:  446.20 | Risk: LOW       
  RHL.NS          | Price:  184.92 | Entry:  181.22 | Target:  223.97 | Risk: LOW       
  JKIPL.NS        | Price:   84.59 | Entry:    82.9 | Target:  102.70 | Risk: LOW       
  WELINV.NS       | Price: 1903.20 | Entry: 1865.14 | Target: 2462.88 | Risk: LOW       
  UNIDT.NS        | Price:  237.46 | Entry:  232.71 | Target:  303.11 | Risk: LOW       
  VISHNUINFR.NS   | Price:  173.25 | Entry:  169.78 | Target:  211.16 | Risk: LOW       
  GOKUL.NS        | Price:   41.08 | Entry:   40.26 | Target:   51.21 | Risk: LOW       
  RUCHIRA.NS      | Price:  126.33 | Entry:   123.8 | Target:  145.27 | Risk: LOW       
  MANAKSTEEL.NS   | Price:   72.36 | Entry:   70.91 | Target:   87.53 | Risk: LOW       
  SAKUMA.NS       | Price:    1.84 | Entry:     1.8 | Target:    2.18 | Risk: LOW       
  DYNPRO.NS       | Price:  232.51 | Entry:  227.86 | Target:  281.78 | Risk: LOW       
  IL&FSENGG.NS    | Price:   30.36 | Entry:   29.75 | Target:   38.17 | Risk: LOW       
  APCL.NS         | Price:  122.10 | Entry:  119.66 | Target:  149.41 | Risk: LOW       
  ROSSELLIND.NS   | Price:   56.81 | Entry:   55.67 | Target:   73.84 | Risk: LOW       
  INM.NS          | Price:  192.90 | Entry:  189.04 | Target:  221.77 | Risk: LOW       
  VGL.NS          | Price:   66.95 | Entry:   65.61 | Target:   90.27 | Risk: LOW       
  INSPIRISYS.NS   | Price:  125.24 | Entry:  122.74 | Target:  156.72 | Risk: LOW       
  GINNIFILA.NS    | Price:   44.72 | Entry:   43.83 | Target:   57.73 | Risk: LOW       
  PROV.NS         | Price: 1580.00 | Entry:  1548.4 | Target: 1965.66 | Risk: LOW       
  MEDICO.NS       | Price:   48.27 | Entry:    47.3 | Target:   61.58 | Risk: LOW       
  BROOKS.NS       | Price:   59.23 | Entry:   58.05 | Target:   73.63 | Risk: LOW       
  LOKESHMACH.NS   | Price:  260.93 | Entry:  255.71 | Target:  322.98 | Risk: LOW       
  BPL.NS          | Price:   55.94 | Entry:   54.82 | Target:   69.68 | Risk: LOW       
  ASAHISONG.NS    | Price:  254.69 | Entry:   249.6 | Target:  331.73 | Risk: LOW       
  KANORICHEM.NS   | Price:   96.00 | Entry:   94.08 | Target:  124.14 | Risk: LOW       
  MARKOLINES.NS   | Price:  171.56 | Entry:  168.13 | Target:  202.91 | Risk: LOW       
  ALANKIT.NS      | Price:    9.29 | Entry:     9.1 | Target:   11.38 | Risk: LOW       
  SKP.NS          | Price:  175.50 | Entry:  171.99 | Target:  223.70 | Risk: LOW       
  CMNL.NS         | Price:  128.85 | Entry:  126.27 | Target:  151.53 | Risk: LOW       
