NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-21 02:57:57

BUY SIGNALS (706):
  TITAN.NS        | Price: 5068.00 | Entry: 4966.64 | Target: 5556.46 | Risk: LOW       
  ZIMLAB.NS       | Price:  118.04 | Entry:  115.68 | Target:  146.13 | Risk: LOW       
  IITL.NS         | Price:  145.86 | Entry:  142.94 | Target:  184.50 | Risk: LOW       
  DCI.NS          | Price:  366.85 | Entry:  359.51 | Target:  485.90 | Risk: LOW       
  PROV.NS         | Price: 1925.00 | Entry:  1886.5 | Target: 2130.95 | Risk: LOW       
  GLOBAL.NS       | Price:  107.58 | Entry:  105.43 | Target:  133.02 | Risk: LOW       
  EFACTOR.NS      | Price:  205.00 | Entry:   200.9 | Target:  260.30 | Risk: LOW       
  KANORICHEM.NS   | Price:  151.60 | Entry:  148.57 | Target:  192.34 | Risk: LOW       
  ALANKIT.NS      | Price:    8.18 | Entry:    8.02 | Target:   10.09 | Risk: LOW       
  CMNL.NS         | Price:  106.90 | Entry:  104.76 | Target:  136.38 | Risk: LOW       
  KCPSUGIND.NS    | Price:   32.03 | Entry:   31.39 | Target:   41.53 | Risk: LOW       
  MAWANASUG.NS    | Price:  140.10 | Entry:   137.3 | Target:  179.02 | Risk: LOW       
  SSDL.NS         | Price:   59.76 | Entry:   58.56 | Target:   77.18 | Risk: LOW       
  LYKALABS.NS     | Price:   70.77 | Entry:   69.35 | Target:   81.52 | Risk: LOW       
  FROG.NS         | Price:  211.60 | Entry:  207.37 | Target:  233.94 | Risk: LOW       
  SINTERCOM.NS    | Price:   85.00 | Entry:    83.3 | Target:  110.26 | Risk: LOW       
  HITECHCORP.NS   | Price:  332.00 | Entry:  325.36 | Target:  363.91 | Risk: LOW       
  VMSTMT.NS       | Price:   48.47 | Entry:    47.5 | Target:   58.97 | Risk: LOW       
  SHERA.NS        | Price:  179.20 | Entry:  175.62 | Target:  203.57 | Risk: LOW       
  TREJHARA.NS     | Price:  162.56 | Entry:  159.31 | Target:  208.58 | Risk: LOW       
  SAAKSHI.NS      | Price:  301.20 | Entry:  295.18 | Target:  362.75 | Risk: LOW       
  SHEMAROO.NS     | Price:  133.32 | Entry:  130.65 | Target:  162.27 | Risk: LOW       
  GRETEX.NS       | Price:  300.00 | Entry:   294.0 | Target:  322.98 | Risk: LOW       
  PRIZOR.NS       | Price:  881.45 | Entry:  863.82 | Target: 1086.88 | Risk: LOW       
  OMFREIGHT.NS    | Price:   93.69 | Entry:   91.82 | Target:  118.21 | Risk: LOW       
  SUNDRMBRAK.NS   | Price:  851.10 | Entry:  834.08 | Target: 1007.99 | Risk: LOW       
  SAHYADRI.NS     | Price:  378.90 | Entry:  371.32 | Target:  482.89 | Risk: LOW       
  DCMNVL.NS       | Price:  175.89 | Entry:  172.37 | Target:  214.66 | Risk: LOW       
  UCAL.NS         | Price:  146.18 | Entry:  143.26 | Target:  184.02 | Risk: LOW       
  UYFINCORP.NS    | Price:   20.22 | Entry:   19.82 | Target:   26.58 | Risk: LOW       
  JAYSREETEA.NS   | Price:  100.81 | Entry:   98.79 | Target:  123.64 | Risk: LOW       
  UNIVASTU.NS     | Price:  168.05 | Entry:  164.69 | Target:  210.75 | Risk: LOW       
  SCPL.NS         | Price:  678.20 | Entry:  664.64 | Target:  922.52 | Risk: LOW       
  TCL.NS          | Price:  131.00 | Entry:  128.38 | Target:  164.70 | Risk: LOW       
  ANLON.NS        | Price:  657.00 | Entry:  643.86 | Target:  801.86 | Risk: LOW       
  RUDRA.NS        | Price:   21.89 | Entry:   21.45 | Target:   30.07 | Risk: LOW       
  ESCONET.NS      | Price:  170.35 | Entry:  166.94 | Target:  256.24 | Risk: LOW       
  KOTARISUG.NS    | Price:   30.25 | Entry:   29.64 | Target:   37.09 | Risk: LOW       
  SADHNANIQ.NS    | Price:    2.97 | Entry:    2.91 | Target:    3.55 | Risk: LOW       
  SAKHTISUG.NS    | Price:   21.77 | Entry:   21.33 | Target:   26.89 | Risk: LOW       
  KMSUGAR.NS      | Price:   35.30 | Entry:   34.59 | Target:   43.44 | Risk: LOW       
  KALYANIFRG.NS   | Price:  675.55 | Entry:  662.04 | Target:  871.64 | Risk: LOW       
  ARIHANTACA.NS   | Price:  491.70 | Entry:  481.87 | Target:  537.06 | Risk: LOW       
  PONNIERODE.NS   | Price:  384.15 | Entry:  376.47 | Target:  467.94 | Risk: LOW       
  CPCAP.NS        | Price:  123.46 | Entry:  120.99 | Target:  161.75 | Risk: LOW       
  SALSTEEL.NS     | Price:   79.22 | Entry:   77.64 | Target:  103.45 | Risk: LOW       
  CORDSCABLE.NS   | Price:  235.98 | Entry:  231.26 | Target:  288.62 | Risk: LOW       
  WORTHPERI.NS    | Price:  152.59 | Entry:  149.54 | Target:  198.44 | Risk: LOW       
  TRIGYN.NS       | Price:   54.70 | Entry:   53.61 | Target:   64.76 | Risk: LOW       
  MHLXMIRU.NS     | Price:  190.05 | Entry:  186.25 | Target:  239.07 | Risk: LOW       
  NEPHROCARE.NS   | Price:   82.80 | Entry:   81.14 | Target:  103.76 | Risk: LOW       
  PLAZACABLE.NS   | Price:   52.18 | Entry:   51.14 | Target:   66.22 | Risk: LOW       
  AKIKO.NS        | Price:  380.00 | Entry:   372.4 | Target:  474.16 | Risk: LOW       
  GOLDSTAR.NS     | Price:    8.60 | Entry:    8.43 | Target:    9.80 | Risk: LOW       
  RANASUG.NS      | Price:   15.21 | Entry:   14.91 | Target:   19.03 | Risk: LOW       
  AKSHARCHEM.NS   | Price:  299.94 | Entry:  293.94 | Target:  384.69 | Risk: LOW       
  ANIKINDS.NS     | Price:   44.15 | Entry:   43.27 | Target:   58.04 | Risk: LOW       
  GULFPETRO.NS    | Price:   64.61 | Entry:   63.32 | Target:   83.31 | Risk: LOW       
  JMA.NS          | Price:   90.28 | Entry:   88.47 | Target:  105.90 | Risk: LOW       
  ARCHIDPLY.NS    | Price:   96.18 | Entry:   94.26 | Target:  119.02 | Risk: LOW       
  ARVEE.NS        | Price:  174.39 | Entry:   170.9 | Target:  221.45 | Risk: LOW       
  DTIL.NS         | Price:  134.88 | Entry:  132.18 | Target:  163.95 | Risk: LOW       
  PURVFLEXI.NS    | Price:   50.20 | Entry:    49.2 | Target:   59.41 | Risk: LOW       
  CPS.NS          | Price: 1113.00 | Entry: 1090.74 | Target: 1236.20 | Risk: LOW       
  AARTECH.NS      | Price:   49.08 | Entry:    48.1 | Target:   61.85 | Risk: LOW       
  LAL.NS          | Price:    8.58 | Entry:    8.41 | Target:   11.84 | Risk: LOW       
  SONAMLTD.NS     | Price:   67.19 | Entry:   65.85 | Target:   84.46 | Risk: LOW       
  VISHWARAJ.NS    | Price:    5.76 | Entry:    5.64 | Target:    7.07 | Risk: LOW       
  VIVIMEDLAB.NS   | Price:    5.67 | Entry:    5.56 | Target:    7.17 | Risk: LOW       
  LANCORHOL.NS    | Price:   27.22 | Entry:   26.68 | Target:   37.33 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  164.00 | Entry:  160.72 | Target:  200.22 | Risk: LOW       
  CORALFINAC.NS   | Price:   33.82 | Entry:   33.14 | Target:   44.09 | Risk: LOW       
  IVP.NS          | Price:  182.68 | Entry:  179.03 | Target:  219.47 | Risk: LOW       
  QMSMEDI.NS      | Price:  134.60 | Entry:  131.91 | Target:  167.41 | Risk: LOW       
  GAYAPROJ.NS     | Price:   21.59 | Entry:   21.16 | Target:   27.08 | Risk: LOW       
  VR.NS           | Price:  143.75 | Entry:  140.88 | Target:  163.36 | Risk: LOW       
  MODTHREAD.NS    | Price:   52.28 | Entry:   51.23 | Target:   70.22 | Risk: LOW       
  DUCON.NS        | Price:    3.40 | Entry:    3.33 | Target:    4.50 | Risk: LOW       
  SIGIND.NS       | Price:   70.32 | Entry:   68.91 | Target:   99.12 | Risk: LOW       
  DOLLEX.NS       | Price:   32.80 | Entry:   32.14 | Target:   38.53 | Risk: LOW       
  WOMANCART.NS    | Price:  109.85 | Entry:  107.65 | Target:  145.24 | Risk: LOW       
  ISFT.NS         | Price:   84.76 | Entry:   83.06 | Target:  106.67 | Risk: LOW       
  USASEEDS.NS     | Price:   92.40 | Entry:   90.55 | Target:  110.95 | Risk: LOW       
  ALPHAGEO.NS     | Price:  345.41 | Entry:   338.5 | Target:  487.70 | Risk: LOW       
  UMAEXPORTS.NS   | Price:   22.49 | Entry:   22.04 | Target:   27.32 | Risk: LOW       
  HPIL.NS         | Price:  131.04 | Entry:  128.42 | Target:  163.27 | Risk: LOW       
  SLONE.NS        | Price:  147.60 | Entry:  144.65 | Target:  183.56 | Risk: LOW       
  BTML.NS         | Price:    8.72 | Entry:    8.55 | Target:   11.89 | Risk: LOW       
  COMPUSOFT.NS    | Price:   13.87 | Entry:   13.59 | Target:   15.97 | Risk: LOW       
  AUSOMENT.NS     | Price:  146.40 | Entry:  143.47 | Target:  184.41 | Risk: LOW       
  MAHAPEXLTD.NS   | Price:   58.59 | Entry:   57.42 | Target:   80.02 | Risk: LOW       
  SADBHIN.NS      | Price:    2.76 | Entry:     2.7 | Target:    3.44 | Risk: LOW       
  JOCIL.NS        | Price:  149.92 | Entry:  146.92 | Target:  181.71 | Risk: LOW       
  MCL.NS          | Price:   58.36 | Entry:   57.19 | Target:   72.42 | Risk: LOW       
  VIPULLTD.NS     | Price:   15.16 | Entry:   14.86 | Target:   18.23 | Risk: LOW       
  SALONA.NS       | Price:  265.34 | Entry:  260.03 | Target:  331.78 | Risk: LOW       
  SHIGAN.NS       | Price:   69.00 | Entry:   67.62 | Target:   75.89 | Risk: LOW       
  LOYALTEX.NS     | Price:  215.62 | Entry:  211.31 | Target:  281.21 | Risk: LOW       
  RAJSREESUG.NS   | Price:   36.90 | Entry:   36.16 | Target:   46.43 | Risk: LOW       
  OSWALSEEDS.NS   | Price:   13.30 | Entry:   13.03 | Target:   17.35 | Risk: LOW       
  SHAHALLOYS.NS   | Price:   80.68 | Entry:   79.07 | Target:  104.48 | Risk: LOW       
  SECMARK.NS      | Price:  128.00 | Entry:  125.44 | Target:  158.99 | Risk: LOW       
  ZENITHEXPO.NS   | Price:  207.32 | Entry:  203.17 | Target:  263.20 | Risk: LOW       
  LATTEYS.NS      | Price:   22.84 | Entry:   22.38 | Target:   28.73 | Risk: LOW       
  ARTNIRMAN.NS    | Price:   43.19 | Entry:   42.33 | Target:   56.46 | Risk: LOW       
  TARMAT.NS       | Price:   52.78 | Entry:   51.72 | Target:   71.76 | Risk: LOW       
  NEWJAISA.NS     | Price:   17.15 | Entry:   16.81 | Target:   19.94 | Risk: LOW       
  PAR.NS          | Price:  100.86 | Entry:   98.84 | Target:  129.11 | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    7.68 | Entry:    7.53 | Target:    9.48 | Risk: LOW       
  CRAYONS.NS      | Price:   28.20 | Entry:   27.64 | Target:   33.27 | Risk: LOW       
  KOHINOOR.NS     | Price:   34.81 | Entry:   34.11 | Target:   43.60 | Risk: LOW       
  TOTAL.NS        | Price:   70.43 | Entry:   69.02 | Target:   94.04 | Risk: LOW       
  VAISHALI.NS     | Price:    8.25 | Entry:    8.08 | Target:   10.54 | Risk: LOW       
  SIL.NS          | Price:   19.11 | Entry:   18.73 | Target:   26.43 | Risk: LOW       
  BHANDARI.NS     | Price:    3.04 | Entry:    2.98 | Target:    3.52 | Risk: LOW       
  HOLMARC.NS      | Price:  108.50 | Entry:  106.33 | Target:  123.84 | Risk: LOW       
  HOACFOODS.NS    | Price:  810.00 | Entry:   793.8 | Target:  930.52 | Risk: LOW       
  MARC.NS         | Price:  127.00 | Entry:  124.46 | Target:  157.25 | Risk: LOW       
  MAGSON.NS       | Price:  194.70 | Entry:  190.81 | Target:  208.70 | Risk: LOW       
  CAPTRUST.NS     | Price:   20.49 | Entry:   20.08 | Target:   27.36 | Risk: LOW       
  LPDC.NS         | Price:    7.26 | Entry:    7.11 | Target:    9.97 | Risk: LOW       
  ROXHITECH.NS    | Price:   51.90 | Entry:   50.86 | Target:   69.35 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   51.30 | Entry:   50.27 | Target:   65.52 | Risk: LOW       
  AMDIND.NS       | Price:   52.69 | Entry:   51.64 | Target:   70.27 | Risk: LOW       
  JHS.NS          | Price:    8.15 | Entry:    7.99 | Target:   11.04 | Risk: LOW       
  FONEBOX.NS      | Price:   95.00 | Entry:    93.1 | Target:  108.04 | Risk: LOW       
  CLSL.NS         | Price:   79.40 | Entry:   77.81 | Target:   94.85 | Risk: LOW       
  SANGANI.NS      | Price:   55.00 | Entry:    53.9 | Target:   61.98 | Risk: LOW       
  VIAZ.NS         | Price:   67.00 | Entry:   65.66 | Target:   75.21 | Risk: LOW       
  CTE.NS          | Price:   44.94 | Entry:   44.04 | Target:   56.88 | Risk: LOW       
  ORIENTLTD.NS    | Price:   79.30 | Entry:   77.71 | Target:   96.14 | Risk: LOW       
  ARABIAN.NS      | Price:   86.00 | Entry:   84.28 | Target:  105.80 | Risk: LOW       
  BLBLIMITED.NS   | Price:   16.16 | Entry:   15.84 | Target:   18.76 | Risk: LOW       
  AMEYA.NS        | Price:  115.00 | Entry:   112.7 | Target:  123.50 | Risk: LOW       
  MARCO.NS        | Price:   31.90 | Entry:   31.26 | Target:   39.47 | Risk: LOW       
  AHLADA.NS       | Price:   40.82 | Entry:    40.0 | Target:   53.18 | Risk: LOW       
  TPHQ.NS         | Price:    0.69 | Entry:    0.68 | Target:    0.86 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   18.43 | Entry:   18.06 | Target:   26.09 | Risk: LOW       
  GATECH.NS       | Price:    0.83 | Entry:    0.81 | Target:    1.05 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   50.40 | Entry:   49.39 | Target:   52.19 | Risk: LOW       
  DURLAX.NS       | Price:   59.20 | Entry:   58.02 | Target:   79.08 | Risk: LOW       
  SERVICE.NS      | Price:   62.00 | Entry:   60.76 | Target:   66.86 | Risk: LOW       
  PALREDTEC.NS    | Price:   55.00 | Entry:    53.9 | Target:   68.60 | Risk: LOW       
  PRESSTONIC.NS   | Price:   34.60 | Entry:   33.91 | Target:   45.69 | Risk: LOW       
  UWCSL.NS        | Price:  100.80 | Entry:   98.78 | Target:  104.91 | Risk: LOW       
  SEL.NS          | Price:  309.00 | Entry:  302.82 | Target:  402.98 | Risk: LOW       
  MCON.NS         | Price:   48.50 | Entry:   47.53 | Target:   55.91 | Risk: LOW       
  KHAITANLTD.NS   | Price:  148.80 | Entry:  145.82 | Target:  209.84 | Risk: LOW       
  SIMBHALS.NS     | Price:    7.52 | Entry:    7.37 | Target:    9.30 | Risk: LOW       
  21STCENMGM.NS   | Price:   44.81 | Entry:   43.91 | Target:   51.21 | Risk: LOW       
  DKEGL.NS        | Price:   68.05 | Entry:   66.69 | Target:   77.00 | Risk: LOW       
  UCL.NS          | Price:  260.00 | Entry:   254.8 | Target:  299.84 | Risk: LOW       
  COUNCODOS.NS    | Price:    6.99 | Entry:    6.85 | Target:    8.88 | Risk: LOW       
  MILTON.NS       | Price:   40.50 | Entry:   39.69 | Target:   47.77 | Risk: LOW       
  PROLIFE.NS      | Price:   88.00 | Entry:   86.24 | Target:   96.09 | Risk: LOW       
  NGIL.NS         | Price:   40.80 | Entry:   39.98 | Target:   53.02 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   50.73 | Entry:   49.72 | Target:   77.24 | Risk: LOW       
  KONTOR.NS       | Price:   59.70 | Entry:   58.51 | Target:   69.08 | Risk: LOW       
  VIJIFIN.NS      | Price:   13.39 | Entry:   13.12 | Target:   14.60 | Risk: LOW       
  SIGNORIA.NS     | Price:  165.50 | Entry:  162.19 | Target:  188.96 | Risk: LOW       
  TAPIFRUIT.NS    | Price:   52.00 | Entry:   50.96 | Target:   52.71 | Risk: LOW       
  VERA.NS         | Price:   86.25 | Entry:   84.52 | Target:   89.11 | Risk: LOW       
  ROLLT.NS        | Price:    3.31 | Entry:    3.24 | Target:    4.27 | Risk: LOW       
  GFSTEELS.NS     | Price:   15.00 | Entry:    14.7 | Target:   15.25 | Risk: LOW       
  EASTSILK.NS     | Price:   61.90 | Entry:   60.66 | Target:   81.35 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   16.70 | Entry:   16.37 | Target:   20.38 | Risk: LOW       
  SUPREMEENG.NS   | Price:    2.45 | Entry:     2.4 | Target:    2.67 | Risk: LOW       
  NIDAN.NS        | Price:   13.85 | Entry:   13.57 | Target:   17.21 | Risk: LOW       
  SANGINITA.NS    | Price:   62.50 | Entry:   61.25 | Target:   70.73 | Risk: LOW       
  CALSOFT.NS      | Price:   28.47 | Entry:    27.9 | Target:   33.91 | Risk: LOW       
  FEL.NS          | Price:    0.41 | Entry:     0.4 | Target:    0.47 | Risk: LOW       
  CMRSL.NS        | Price:   69.85 | Entry:   68.45 | Target:   79.39 | Risk: LOW       
  VCL.NS          | Price:    2.03 | Entry:    1.99 | Target:    2.43 | Risk: LOW       
  MARINETRAN.NS   | Price:   16.10 | Entry:   15.78 | Target:   18.46 | Risk: LOW       
  NIRAJISPAT.NS   | Price:  224.00 | Entry:  219.52 | Target:  272.88 | Risk: LOW       
  SUNREST.NS      | Price:   40.90 | Entry:   40.08 | Target:   54.02 | Risk: LOW       
  TIJARIA.NS      | Price:    6.12 | Entry:     6.0 | Target:    9.56 | Risk: LOW       
  UNIVAFOODS.NS   | Price:    9.03 | Entry:    8.85 | Target:    9.48 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    3.78 | Entry:     3.7 | Target:    4.24 | Risk: LOW       
  SAROJA.NS       | Price:   32.80 | Entry:   32.14 | Target:   35.67 | Risk: LOW       
  UMESLTD.NS      | Price:    5.80 | Entry:    5.68 | Target:    7.71 | Risk: LOW       
  VIVO.NS         | Price:  149.90 | Entry:   146.9 | Target:  180.22 | Risk: LOW       
  AHIMSA.NS       | Price:   25.90 | Entry:   25.38 | Target:   26.33 | Risk: LOW       
  DCMFINSERV.NS   | Price:    5.50 | Entry:    5.39 | Target:    8.26 | Risk: LOW       
  SABAR.NS        | Price:    6.95 | Entry:    6.81 | Target:    8.16 | Risk: LOW       
  FALCONTECH.NS   | Price:   12.45 | Entry:    12.2 | Target:   14.74 | Risk: LOW       
  SMVD.NS         | Price:   15.50 | Entry:   15.19 | Target:   15.82 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.44 | Entry:    0.43 | Target:    0.58 | Risk: LOW       
  ORTEL.NS        | Price:    2.10 | Entry:    2.06 | Target:    2.51 | Risk: LOW       
  DSKULKARNI.NS   | Price:   15.38 | Entry:   15.07 | Target:   19.42 | Risk: LOW       
  MCX.NS          | Price: 3126.00 | Entry: 3063.48 | Target: 3659.68 | Risk: LOW       

HOLD SIGNALS (729):
  RELIANCE.NS     | Price: 1313.20 | Trend:   0.58% | Mom:  -0.89% | Risk: LOW       
  BHARTIARTL.NS   | Price: 1941.70 | Trend:   2.46% | Mom:  -0.32% | Risk: LOW       
  TCS.NS          | Price: 2298.00 | Trend:   3.25% | Mom:  -3.16% | Risk: LOW       
  ICICIBANK.NS    | Price: 1411.90 | Trend:   1.15% | Mom:  -3.13% | Risk: LOW       
  SBIN.NS         | Price: 1048.00 | Trend:   0.77% | Mom:  -3.41% | Risk: LOW       
  INFY.NS         | Price: 1130.00 | Trend:   2.63% | Mom:  -3.75% | Risk: LOW       
  BAJFINANCE.NS   | Price: 1095.00 | Trend:   6.66% | Mom:  -5.51% | Risk: LOW       
  LICI.NS         | Price:  419.00 | Trend:  -0.26% | Mom:   8.12% | Risk: LOW       
  LT.NS           | Price: 4081.00 | Trend:   1.67% | Mom:   0.47% | Risk: LOW       
  MARUTI.NS       | Price: 13809.00 | Trend:   0.99% | Mom:  -0.94% | Risk: LOW       
  M&M.NS          | Price: 3424.80 | Trend:   6.28% | Mom:   0.55% | Risk: LOW       
  HCLTECH.NS      | Price: 1324.80 | Trend:   9.20% | Mom:  -1.87% | Risk: LOW       
  KOTAKBANK.NS    | Price:  397.35 | Trend:   1.42% | Mom:   0.85% | Risk: LOW       
  SUNPHARMA.NS    | Price: 1904.00 | Trend:  -0.15% | Mom:  -2.41% | Risk: LOW       
  AXISBANK.NS     | Price: 1251.00 | Trend:  -3.45% | Mom:  -0.40% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11575.00 | Trend:   0.72% | Mom:  -4.14% | Risk: LOW       
  BAJAJFINSV.NS   | Price: 2012.00 | Trend:   6.49% | Mom:  -3.55% | Risk: LOW       
  ONGC.NS         | Price:  238.50 | Trend:  -1.56% | Mom:   0.29% | Risk: LOW       
  BEL.NS          | Price:  409.40 | Trend:   0.39% | Mom:   2.69% | Risk: LOW       
  DMART.NS        | Price: 3965.00 | Trend:  -2.79% | Mom:   0.48% | Risk: LOW       
  JSWSTEEL.NS     | Price: 1285.80 | Trend:   2.17% | Mom:  -1.09% | Risk: LOW       
  WIPRO.NS        | Price:  181.00 | Trend:   1.70% | Mom:  -2.75% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price: 11645.00 | Trend:   9.47% | Mom:  -1.31% | Risk: LOW       
  NESTLEIND.NS    | Price: 1458.00 | Trend:   0.55% | Mom:  -5.02% | Risk: LOW       
  INDIGO.NS       | Price: 5193.00 | Trend:   0.23% | Mom:  -3.83% | Risk: LOW       
  HINDZINC.NS     | Price:  573.90 | Trend:   4.50% | Mom:  -2.73% | Risk: LOW       
  JIOFIN.NS       | Price:  244.60 | Trend:   0.52% | Mom:  -6.81% | Risk: LOW       
  HYUNDAI.NS      | Price: 2174.50 | Trend:   7.56% | Mom:  -1.98% | Risk: LOW       
  EICHERMOT.NS    | Price: 7990.50 | Trend:   5.37% | Mom:   0.05% | Risk: LOW       
  HINDALCO.NS     | Price: 1029.85 | Trend:   3.84% | Mom:   0.28% | Risk: LOW       
  HDFCLIFE.NS     | Price:  542.00 | Trend:  -3.26% | Mom:  -0.09% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4361.10 | Trend:  14.66% | Mom:  -2.11% | Risk: LOW       
  PIDILITIND.NS   | Price: 1660.00 | Trend:   3.35% | Mom:  -1.54% | Risk: LOW       
  TECHM.NS        | Price: 1592.10 | Trend:   5.37% | Mom:  -2.46% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 11380.00 | Trend:   5.68% | Mom:  -1.01% | Risk: LOW       
  TATACAP.NS      | Price:  366.15 | Trend:   2.83% | Mom:  -4.32% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1873.50 | Trend:   4.94% | Mom:  -0.35% | Risk: LOW       
  MUTHOOTFIN.NS   | Price: 2970.00 | Trend:  -1.38% | Mom:   2.62% | Risk: LOW       
  TATAPOWER.NS    | Price:  375.25 | Trend:  -2.03% | Mom:  -0.88% | Risk: LOW       
  CIPLA.NS        | Price: 1438.00 | Trend:   0.19% | Mom:  -2.64% | Risk: LOW       
  TORNTPHARM.NS   | Price: 5005.00 | Trend:   4.05% | Mom:   0.99% | Risk: LOW       
  LODHA.NS        | Price: 1210.00 | Trend:  10.05% | Mom:  -2.86% | Risk: LOW       
  HDFCAMC.NS      | Price: 2624.00 | Trend:   0.34% | Mom:   3.38% | Risk: LOW       
  CANBK.NS        | Price:  129.60 | Trend:   0.86% | Mom:  -1.59% | Risk: LOW       
  ENRIN.NS        | Price: 3435.30 | Trend:  -1.50% | Mom:   5.63% | Risk: LOW       
  SIEMENS.NS      | Price: 3880.00 | Trend:   4.95% | Mom:  -1.82% | Risk: LOW       
  ABB.NS          | Price: 7430.00 | Trend:   3.81% | Mom:  -2.37% | Risk: LOW       
  POLYCAB.NS      | Price: 9140.00 | Trend:  -2.55% | Mom:  -0.65% | Risk: LOW       
  CGPOWER.NS      | Price:  876.30 | Trend:  -3.29% | Mom:   0.03% | Risk: LOW       
  APOLLOHOSP.NS   | Price: 8750.00 | Trend:   0.22% | Mom:  -1.68% | Risk: LOW       
  INDHOTEL.NS     | Price:  735.85 | Trend:   1.52% | Mom:  -0.70% | Risk: LOW       
  DRREDDY.NS      | Price: 1170.00 | Trend:  -5.70% | Mom:  -0.51% | Risk: LOW       
  SWIGGY.NS       | Price:  279.00 | Trend:   4.78% | Mom:  -3.34% | Risk: LOW       
  INDIANB.NS      | Price:  871.00 | Trend:   3.14% | Mom:  -0.79% | Risk: LOW       
  INDUSTOWER.NS   | Price:  368.80 | Trend:  -3.50% | Mom:  -0.16% | Risk: LOW       
  UNITDSPR.NS     | Price: 1524.00 | Trend:   8.35% | Mom:   0.26% | Risk: LOW       
  ZYDUSLIFE.NS    | Price: 1107.70 | Trend:  -1.17% | Mom:  -0.03% | Risk: LOW       
  HAVELLS.NS      | Price: 1278.00 | Trend:   5.11% | Mom:  -0.58% | Risk: LOW       
  MARICO.NS       | Price:  850.00 | Trend:   1.26% | Mom:  -2.86% | Risk: LOW       
  WAAREEENER.NS   | Price: 2675.00 | Trend:  -5.34% | Mom:   0.53% | Risk: LOW       
  BAJAJHFL.NS     | Price:   85.59 | Trend:  -1.01% | Mom:  -0.95% | Risk: LOW       
  ICICIPRULI.NS   | Price:  499.50 | Trend:  -0.05% | Mom:  -3.30% | Risk: LOW       
  POWERINDIA.NS   | Price: 33502.00 | Trend:  -0.16% | Mom:   5.05% | Risk: LOW       
  NTPCGREEN.NS    | Price:   91.88 | Trend:  -2.07% | Mom:   0.60% | Risk: LOW       
  SBICARD.NS      | Price:  647.05 | Trend:   3.00% | Mom:  -1.96% | Risk: LOW       
  ASHOKLEY.NS     | Price:  173.80 | Trend:   7.14% | Mom:  -2.08% | Risk: LOW       
  ABCAPITAL.NS    | Price:  409.00 | Trend:   3.79% | Mom:  -2.97% | Risk: LOW       
  OFSS.NS         | Price: 11826.00 | Trend:   7.54% | Mom:   0.78% | Risk: LOW       
  PRESTIGE.NS     | Price: 1585.50 | Trend:  -0.44% | Mom:   0.60% | Risk: LOW       
  LLOYDSME.NS     | Price: 1919.00 | Trend:   2.74% | Mom:  -8.05% | Risk: LOW       
  NYKAA.NS        | Price:  330.35 | Trend:   4.76% | Mom:  -0.48% | Risk: LOW       
  ATGL.NS         | Price:  657.65 | Trend:  -5.08% | Mom:  -0.39% | Risk: LOW       
  GICRE.NS        | Price:  359.60 | Trend:  -0.71% | Mom:  -0.01% | Risk: LOW       
  YESBANK.NS      | Price:   22.74 | Trend:  -3.51% | Mom:   0.26% | Risk: LOW       
  AUROPHARMA.NS   | Price: 1624.50 | Trend:   4.58% | Mom:   0.69% | Risk: LOW       
  MRF.NS          | Price: 133630.00 | Trend:   1.89% | Mom:  -0.58% | Risk: LOW       
  PATANJALI.NS    | Price:  350.00 | Trend:  -8.07% | Mom:  -0.76% | Risk: LOW       
  GODREJPROP.NS   | Price: 2007.30 | Trend:   2.15% | Mom:  -4.37% | Risk: LOW       
  HDBFS.NS        | Price:  692.35 | Trend:  -2.26% | Mom:   2.59% | Risk: LOW       
  LTF.NS          | Price:  314.75 | Trend:   2.48% | Mom:  -0.60% | Risk: LOW       
  JSWINFRA.NS     | Price:  329.85 | Trend:   1.74% | Mom:   0.72% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 4104.90 | Trend:  -0.35% | Mom:   0.38% | Risk: LOW       
  INDUSINDBK.NS   | Price: 1008.00 | Trend:   3.05% | Mom:  -1.08% | Risk: LOW       
  JSL.NS          | Price:  724.00 | Trend:   1.37% | Mom:  -2.75% | Risk: LOW       
  AUBANK.NS       | Price: 1088.00 | Trend:   4.10% | Mom:   0.04% | Risk: LOW       
  PHOENIXLTD.NS   | Price: 1919.00 | Trend:  -1.82% | Mom:  -0.60% | Risk: LOW       
  BANKINDIA.NS    | Price:  142.80 | Trend:  -0.03% | Mom:   0.10% | Risk: LOW       
