NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-09-10 06:37:09

BUY SIGNALS (727):
  HAL.NS          | Price: 4971.20 | Entry: 4871.78 | Target: 5499.06 | Risk: LOW       
  SHAHALLOYS.NS   | Price:  101.85 | Entry:   99.81 | Target:  140.30 | Risk: LOW       
  SECMARK.NS      | Price:  153.40 | Entry:  150.33 | Target:  212.09 | Risk: LOW       
  DELAPLEX.NS     | Price:  107.60 | Entry:  105.45 | Target:  146.26 | Risk: LOW       
  SSFL.NS         | Price:  276.00 | Entry:  270.48 | Target:  337.89 | Risk: LOW       
  SIDDHIKA.NS     | Price:  229.95 | Entry:  225.35 | Target:  259.61 | Risk: LOW       
  NEWJAISA.NS     | Price:   17.15 | Entry:   16.81 | Target:   18.56 | Risk: LOW       
  DCG.NS          | Price:   74.00 | Entry:   72.52 | Target:   98.11 | Risk: LOW       
  PAR.NS          | Price:  141.08 | Entry:  138.26 | Target:  197.20 | Risk: LOW       
  AKSHOPTFBR.NS   | Price:    8.75 | Entry:    8.57 | Target:   11.58 | Risk: LOW       
  DTL.NS          | Price:  128.00 | Entry:  125.44 | Target:  143.34 | Risk: LOW       
  GROBTEA.NS      | Price:  980.00 | Entry:   960.4 | Target: 1164.13 | Risk: LOW       
  MAHICKRA.NS     | Price:  300.00 | Entry:   294.0 | Target:  394.73 | Risk: LOW       
  TOTAL.NS        | Price:   77.25 | Entry:    75.7 | Target:   96.58 | Risk: LOW       
  OLIL.NS         | Price:  428.00 | Entry:  419.44 | Target:  522.48 | Risk: LOW       
  VAISHALI.NS     | Price:    8.10 | Entry:    7.94 | Target:   10.29 | Risk: LOW       
  MITCON.NS       | Price:   83.50 | Entry:   81.83 | Target:  102.85 | Risk: LOW       
  HOACFOODS.NS    | Price:  970.20 | Entry:   950.8 | Target: 1145.31 | Risk: LOW       
  ZENITHSTL.NS    | Price:    6.15 | Entry:    6.03 | Target:    7.94 | Risk: LOW       
  ZENITHDRUG.NS   | Price:   48.85 | Entry:   47.87 | Target:   60.98 | Risk: LOW       
  SONUINFRA.NS    | Price:   48.95 | Entry:   47.97 | Target:   56.16 | Risk: LOW       
  SELMC.NS        | Price:   28.81 | Entry:   28.23 | Target:   38.83 | Risk: LOW       
  PARAGON.NS      | Price:   61.45 | Entry:   60.22 | Target:   75.49 | Risk: LOW       
  DIGJAMLMTD.NS   | Price:   61.84 | Entry:    60.6 | Target:   76.50 | Risk: LOW       
  MANGALAM.NS     | Price:   34.88 | Entry:   34.18 | Target:   46.96 | Risk: LOW       
  PRUDMOULI.NS    | Price:   17.00 | Entry:   16.66 | Target:   21.86 | Risk: LOW       
  AMDIND.NS       | Price:   56.40 | Entry:   55.27 | Target:   73.31 | Risk: LOW       
  SILKFLEX.NS     | Price:  296.55 | Entry:  290.62 | Target:  361.17 | Risk: LOW       
  BVCL.NS         | Price:   43.52 | Entry:   42.65 | Target:   55.12 | Risk: LOW       
  HISARMETAL.NS   | Price:  160.85 | Entry:  157.63 | Target:  190.94 | Risk: LOW       
  AAKASH.NS       | Price:    9.19 | Entry:    9.01 | Target:   11.30 | Risk: LOW       
  FONEBOX.NS      | Price:  108.00 | Entry:  105.84 | Target:  125.13 | Risk: LOW       
  CURAA.NS        | Price:   78.00 | Entry:   76.44 | Target:  110.41 | Risk: LOW       
  KONSTELEC.NS    | Price:   62.00 | Entry:   60.76 | Target:   80.27 | Risk: LOW       
  VIAZ.NS         | Price:   74.30 | Entry:   72.81 | Target:   89.66 | Risk: LOW       
  ALKALI.NS       | Price:   79.60 | Entry:   78.01 | Target:  103.82 | Risk: LOW       
  PARTYCRUS.NS    | Price:   86.00 | Entry:   84.28 | Target:  106.77 | Risk: LOW       
  AKI.NS          | Price:    6.46 | Entry:    6.33 | Target:    8.96 | Risk: LOW       
  ANMOL.NS        | Price:   15.08 | Entry:   14.78 | Target:   18.94 | Risk: LOW       
  HGM.NS          | Price:   49.25 | Entry:   48.27 | Target:   67.70 | Risk: LOW       
  TFL.NS          | Price:   12.39 | Entry:   12.14 | Target:   16.76 | Risk: LOW       
  ARABIAN.NS      | Price:   86.25 | Entry:   84.52 | Target:   95.82 | Risk: LOW       
  DAMODARIND.NS   | Price:   29.16 | Entry:   28.58 | Target:   33.96 | Risk: LOW       
  3PLAND.NS       | Price:   32.39 | Entry:   31.74 | Target:   37.57 | Risk: LOW       
  AMEYA.NS        | Price:  112.50 | Entry:  110.25 | Target:  125.30 | Risk: LOW       
  ATLASCYCLE.NS   | Price:  105.00 | Entry:   102.9 | Target:  130.91 | Risk: LOW       
  LRRPL.NS        | Price:   91.85 | Entry:   90.01 | Target:  100.22 | Risk: LOW       
  ANSALAPI.NS     | Price:    3.45 | Entry:    3.38 | Target:    3.87 | Risk: LOW       
  VERTEXPLUS.NS   | Price:   60.35 | Entry:   59.14 | Target:   66.72 | Risk: LOW       
  SERVICE.NS      | Price:   70.80 | Entry:   69.38 | Target:   88.30 | Risk: LOW       
  BIOFILCHEM.NS   | Price:   34.80 | Entry:    34.1 | Target:   44.37 | Risk: LOW       
  MALUPAPER.NS    | Price:   35.27 | Entry:   34.56 | Target:   42.94 | Risk: LOW       
  BLUEPEBBLE.NS   | Price:   76.60 | Entry:   75.07 | Target:   98.56 | Risk: LOW       
  ICDSLTD.NS      | Price:   64.92 | Entry:   63.62 | Target:   89.80 | Risk: LOW       
  LFIC.NS         | Price:  150.00 | Entry:   147.0 | Target:  180.32 | Risk: LOW       
  UWCSL.NS        | Price:  121.45 | Entry:  119.02 | Target:  128.82 | Risk: LOW       
  HBSL.NS         | Price:   54.70 | Entry:   53.61 | Target:   67.15 | Risk: LOW       
  ADROITINFO.NS   | Price:   10.95 | Entry:   10.73 | Target:   14.19 | Risk: LOW       
  AUROIMPEX.NS    | Price:   26.60 | Entry:   26.07 | Target:   31.65 | Risk: LOW       
  SEL.NS          | Price:  325.65 | Entry:  319.14 | Target:  381.97 | Risk: LOW       
  KHAITANLTD.NS   | Price:  163.00 | Entry:  159.74 | Target:  208.08 | Risk: LOW       
  VISHWAS.NS      | Price:   44.20 | Entry:   43.32 | Target:   47.61 | Risk: LOW       
  PENTAGON.NS     | Price:   96.00 | Entry:   94.08 | Target:  116.77 | Risk: LOW       
  RULKA.NS        | Price:  110.00 | Entry:   107.8 | Target:  130.80 | Risk: LOW       
  SUPERSPIN.NS    | Price:    7.36 | Entry:    7.21 | Target:    8.60 | Risk: LOW       
  MASKINVEST.NS   | Price:  152.00 | Entry:  148.96 | Target:  181.92 | Risk: LOW       
  SEYAIND.NS      | Price:   12.70 | Entry:   12.45 | Target:   14.60 | Risk: LOW       
  UMA.NS          | Price:   17.05 | Entry:   16.71 | Target:   21.25 | Risk: LOW       
  AATMAJ.NS       | Price:   19.70 | Entry:   19.31 | Target:   20.56 | Risk: LOW       
  VIJIFIN.NS      | Price:   15.93 | Entry:   15.61 | Target:   17.63 | Risk: LOW       
  AKSHAR.NS       | Price:    0.43 | Entry:    0.42 | Target:    0.52 | Risk: LOW       
  RADIOWALLA.NS   | Price:   27.35 | Entry:    26.8 | Target:   31.51 | Risk: LOW       
  ASHOKAMET.NS    | Price:   14.26 | Entry:   13.97 | Target:   17.75 | Risk: LOW       
  AKG.NS          | Price:   10.31 | Entry:    10.1 | Target:   13.65 | Risk: LOW       
  MEDIORG.NS      | Price:   26.50 | Entry:   25.97 | Target:   29.95 | Risk: LOW       
  MADHAV.NS       | Price:   35.90 | Entry:   35.18 | Target:   44.26 | Risk: LOW       
  KSR.NS          | Price:   40.88 | Entry:   40.06 | Target:   52.60 | Risk: LOW       
  TECILCHEM.NS    | Price:    9.78 | Entry:    9.58 | Target:   14.94 | Risk: LOW       
  KHANDSE.NS      | Price:   17.60 | Entry:   17.25 | Target:   24.70 | Risk: LOW       
  VILINBIO.NS     | Price:   59.75 | Entry:   58.55 | Target:   68.80 | Risk: LOW       
  ROLLT.NS        | Price:    4.51 | Entry:    4.42 | Target:    5.94 | Risk: LOW       
  TGBHOTELS.NS    | Price:    9.77 | Entry:    9.57 | Target:   13.70 | Risk: LOW       
  LIBAS.NS        | Price:   10.40 | Entry:   10.19 | Target:   14.17 | Risk: LOW       
  CONTI.NS        | Price:   11.65 | Entry:   11.42 | Target:   13.69 | Risk: LOW       
  GFSTEELS.NS     | Price:   19.96 | Entry:   19.56 | Target:   21.73 | Risk: LOW       
  MFML.NS         | Price:   19.49 | Entry:    19.1 | Target:   25.39 | Risk: LOW       
  KSHITIJPOL.NS   | Price:    3.27 | Entry:     3.2 | Target:    4.17 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   22.26 | Entry:   21.81 | Target:   32.86 | Risk: LOW       
  MANAV.NS        | Price:   40.00 | Entry:    39.2 | Target:   45.16 | Risk: LOW       
  SUPREMEENG.NS   | Price:    3.27 | Entry:     3.2 | Target:    3.58 | Risk: LOW       
  SANGINITA.NS    | Price:   64.39 | Entry:    63.1 | Target:   81.07 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   41.62 | Entry:   40.79 | Target:   50.12 | Risk: LOW       
  CALSOFT.NS      | Price:   36.90 | Entry:   36.16 | Target:   47.82 | Risk: LOW       
  CMRSL.NS        | Price:   78.00 | Entry:   76.44 | Target:   92.43 | Risk: LOW       
  INSPIRE.NS      | Price:    8.85 | Entry:    8.67 | Target:   10.15 | Risk: LOW       
  BLUECHIP.NS     | Price:    2.10 | Entry:    2.06 | Target:    2.24 | Risk: LOW       
  NIRAJISPAT.NS   | Price:  332.00 | Entry:  325.36 | Target:  455.47 | Risk: LOW       
  QFIL.NS         | Price:   63.00 | Entry:   61.74 | Target:   64.07 | Risk: LOW       
  TIJARIA.NS      | Price:    7.79 | Entry:    7.63 | Target:   11.83 | Risk: LOW       
  SILLYMONKS.NS   | Price:   16.29 | Entry:   15.96 | Target:   20.18 | Risk: LOW       
  ISHAN.NS        | Price:    0.55 | Entry:    0.54 | Target:    0.66 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    5.08 | Entry:    4.98 | Target:    5.54 | Risk: LOW       
  SAROJA.NS       | Price:   40.00 | Entry:    39.2 | Target:   46.07 | Risk: LOW       
  QUADPRO.NS      | Price:    2.70 | Entry:    2.65 | Target:    2.81 | Risk: LOW       
  PLADAINFO.NS    | Price:   11.35 | Entry:   11.12 | Target:   12.15 | Risk: LOW       
  KALYANI.NS      | Price:  144.99 | Entry:  142.09 | Target:  147.45 | Risk: LOW       
  INDIFRA.NS      | Price:   12.85 | Entry:   12.59 | Target:   13.26 | Risk: LOW       
  AMIABLE.NS      | Price:   73.95 | Entry:   72.47 | Target:   83.56 | Risk: LOW       
  RITEZONE.NS     | Price:   22.50 | Entry:   22.05 | Target:   25.82 | Risk: LOW       
  ORTINGLOBE.NS   | Price:   16.30 | Entry:   15.97 | Target:   20.35 | Risk: LOW       
  SABAR.NS        | Price:    9.50 | Entry:    9.31 | Target:   11.25 | Risk: LOW       
  SETUINFRA.NS    | Price:    0.67 | Entry:    0.66 | Target:    0.82 | Risk: LOW       
  LAKPRE.NS       | Price:    5.80 | Entry:    5.68 | Target:    7.58 | Risk: LOW       
  BGLOBAL.NS      | Price:    3.20 | Entry:    3.14 | Target:    3.42 | Risk: LOW       
  DSKULKARNI.NS   | Price:   20.19 | Entry:   19.79 | Target:   22.17 | Risk: LOW       
  MBECL.NS        | Price:  314.67 | Entry:  308.38 | Target:  403.70 | Risk: ELEVATED  
  MCX.NS          | Price: 3300.40 | Entry: 3234.39 | Target: 3796.26 | Risk: LOW       

HOLD SIGNALS (805):
  RELIANCE.NS     | Price: 1274.30 | Trend:  -2.14% | Mom:  -0.62% | Risk: LOW       
  KOTAKBANK.NS    | Price:  413.70 | Trend:   4.52% | Mom:  -0.72% | Risk: LOW       
  AXISBANK.NS     | Price: 1250.10 | Trend:  -1.11% | Mom:  -0.39% | Risk: LOW       
  TITAN.NS        | Price: 5006.00 | Trend:   2.47% | Mom:  -2.59% | Risk: LOW       
  NTPC.NS         | Price:  335.00 | Trend:  -1.03% | Mom:   2.33% | Risk: LOW       
  ONGC.NS         | Price:  236.39 | Trend:  -1.31% | Mom:   2.33% | Risk: LOW       
  ETERNAL.NS      | Price:  320.80 | Trend:   4.26% | Mom:  -1.90% | Risk: LOW       
  BEL.NS          | Price:  405.00 | Trend:  -0.28% | Mom:  -1.46% | Risk: LOW       
  ADANIENT.NS     | Price: 3095.00 | Trend:   1.39% | Mom:  -2.34% | Risk: LOW       
  JSWSTEEL.NS     | Price: 1302.10 | Trend:   1.82% | Mom:  -2.65% | Risk: LOW       
  ADANIPOWER.NS   | Price:  213.36 | Trend:   1.03% | Mom:  -0.76% | Risk: LOW       
  POWERGRID.NS    | Price:  270.20 | Trend:  -2.35% | Mom:  -0.30% | Risk: LOW       
  BAJAJ-AUTO.NS   | Price: 11749.00 | Trend:   3.90% | Mom:   0.25% | Risk: LOW       
  TATASTEEL.NS    | Price:  186.75 | Trend:  -0.02% | Mom:  -0.03% | Risk: LOW       
  HINDZINC.NS     | Price:  603.70 | Trend:   6.91% | Mom:  -1.05% | Risk: LOW       
  HYUNDAI.NS      | Price: 2216.10 | Trend:   5.38% | Mom:  -1.51% | Risk: LOW       
  GRASIM.NS       | Price: 3303.90 | Trend:   2.82% | Mom:   0.43% | Risk: LOW       
  VEDL.NS         | Price:  271.85 | Trend:   0.37% | Mom:  -3.26% | Risk: LOW       
  DLF.NS          | Price:  659.85 | Trend:  -0.34% | Mom:  -1.88% | Risk: LOW       
  HINDALCO.NS     | Price: 1015.40 | Trend:   1.56% | Mom:  -3.57% | Risk: LOW       
  TVSMOTOR.NS     | Price: 4135.50 | Trend:   1.15% | Mom:  -7.36% | Risk: LOW       
  BAJAJHLDNG.NS   | Price: 11005.00 | Trend:  -0.43% | Mom:  -4.64% | Risk: LOW       
  TATACAP.NS      | Price:  363.90 | Trend:   0.71% | Mom:  -1.82% | Risk: LOW       
  BANKBARODA.NS   | Price:  238.92 | Trend:  -2.36% | Mom:  -0.86% | Risk: LOW       
  CHOLAFIN.NS     | Price: 1849.50 | Trend:   0.83% | Mom:  -1.00% | Risk: LOW       
  TMCV.NS         | Price:  441.80 | Trend:  -0.42% | Mom:  -6.62% | Risk: LOW       
  PFC.NS          | Price:  353.10 | Trend:  -8.19% | Mom:  -0.77% | Risk: LOW       
  TATAPOWER.NS    | Price:  365.85 | Trend:  -2.19% | Mom:   3.93% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4947.50 | Trend:   0.06% | Mom:  -1.03% | Risk: LOW       
  MAXHEALTH.NS    | Price: 1031.50 | Trend:  -2.84% | Mom:   1.53% | Risk: LOW       
  SIEMENS.NS      | Price: 3918.80 | Trend:   2.83% | Mom:  -3.07% | Risk: LOW       
  BOSCHLTD.NS     | Price: 48800.00 | Trend:   9.72% | Mom:   0.04% | Risk: LOW       
  ABB.NS          | Price: 7332.50 | Trend:  -0.23% | Mom:  -3.63% | Risk: LOW       
  MOTHERSON.NS    | Price:  163.32 | Trend:   4.42% | Mom:  -1.61% | Risk: LOW       
  LGEINDIA.NS     | Price: 1638.80 | Trend:   2.62% | Mom:  -3.62% | Risk: LOW       
  UNIONBANK.NS    | Price:  181.25 | Trend:   2.36% | Mom:  -3.34% | Risk: LOW       
  INDHOTEL.NS     | Price:  719.00 | Trend:  -1.49% | Mom:  -0.28% | Risk: LOW       
  JINDALSTEL.NS   | Price: 1139.30 | Trend:   4.34% | Mom:  -1.28% | Risk: LOW       
  SWIGGY.NS       | Price:  281.40 | Trend:   2.21% | Mom:  -1.16% | Risk: LOW       
  INDIANB.NS      | Price:  858.70 | Trend:   0.60% | Mom:  -3.41% | Risk: LOW       
  GMRAIRPORT.NS   | Price:   97.88 | Trend:  -6.55% | Mom:  -0.81% | Risk: LOW       
  GROWW.NS        | Price:  195.56 | Trend:  -0.91% | Mom:  -0.65% | Risk: LOW       
  IDEA.NS         | Price:   15.03 | Trend:   8.30% | Mom:   0.40% | Risk: LOW       
  PERSISTENT.NS   | Price: 5512.00 | Trend:   2.41% | Mom:  -2.51% | Risk: LOW       
  BHARTIHEXA.NS   | Price: 1543.60 | Trend:  -1.49% | Mom:  -0.48% | Risk: LOW       
  NAUKRI.NS       | Price: 1264.40 | Trend:   0.36% | Mom:  -4.93% | Risk: LOW       
  BHEL.NS         | Price:  430.90 | Trend:   4.11% | Mom:  -0.70% | Risk: LOW       
  NHPC.NS         | Price:   76.28 | Trend:  -1.88% | Mom:  -0.35% | Risk: LOW       
  POLICYBZR.NS    | Price: 1794.50 | Trend:   6.92% | Mom:  -0.21% | Risk: LOW       
  SBICARD.NS      | Price:  664.85 | Trend:   3.77% | Mom:   0.72% | Risk: LOW       
  ASHOKLEY.NS     | Price:  166.24 | Trend:  -0.25% | Mom:  -6.29% | Risk: LOW       
  IOB.NS          | Price:   32.93 | Trend:  -2.25% | Mom:   0.09% | Risk: LOW       
  OFSS.NS         | Price: 11688.00 | Trend:   0.72% | Mom:  -1.41% | Risk: LOW       
  LLOYDSME.NS     | Price: 1818.90 | Trend:  -3.83% | Mom:   1.13% | Risk: LOW       
  UNOMINDA.NS     | Price: 1226.50 | Trend:   1.26% | Mom:  -4.18% | Risk: LOW       
  COROMANDEL.NS   | Price: 1958.50 | Trend:  -3.08% | Mom:   0.45% | Risk: LOW       
  GICRE.NS        | Price:  346.95 | Trend:   0.48% | Mom:   3.03% | Risk: LOW       
  YESBANK.NS      | Price:   22.39 | Trend:  -2.39% | Mom:   0.58% | Risk: LOW       
  TORNTPOWER.NS   | Price: 1292.20 | Trend:  -3.89% | Mom:   2.69% | Risk: LOW       
  NMDC.NS         | Price:   85.00 | Trend:   0.16% | Mom:  -0.84% | Risk: LOW       
  JSWINFRA.NS     | Price:  343.45 | Trend:   3.07% | Mom:  -0.43% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 3974.00 | Trend:  -2.54% | Mom:  -0.71% | Risk: LOW       
  INDUSINDBK.NS   | Price:  993.20 | Trend:  -1.84% | Mom:  -0.97% | Risk: LOW       
  AUBANK.NS       | Price: 1055.10 | Trend:  -0.47% | Mom:  -6.51% | Risk: LOW       
  COFORGE.NS      | Price: 1832.30 | Trend:   6.20% | Mom:  -3.65% | Risk: LOW       
  MOTILALOFS.NS   | Price: 1015.80 | Trend:   6.88% | Mom:  -2.15% | Risk: LOW       
  GLENMARK.NS     | Price: 2424.20 | Trend:   4.90% | Mom:  -1.36% | Risk: LOW       
  SAIL.NS         | Price:  185.25 | Trend:   5.98% | Mom:  -4.02% | Risk: LOW       
  FEDERALBNK.NS   | Price:  344.40 | Trend:  -0.91% | Mom:  -0.12% | Risk: LOW       
  KALYANKJIL.NS   | Price:  614.60 | Trend:   8.51% | Mom:   0.66% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3507.10 | Trend:   1.37% | Mom:  -2.39% | Risk: LOW       
  TATACOMM.NS     | Price: 1769.00 | Trend:  -0.18% | Mom:   4.06% | Risk: LOW       
  PAGEIND.NS      | Price: 35470.00 | Trend:  -7.73% | Mom:   0.90% | Risk: LOW       
  GLAXO.NS        | Price: 2874.10 | Trend:   7.34% | Mom:  -3.01% | Risk: LOW       
  COCHINSHIP.NS   | Price: 1552.70 | Trend:   6.12% | Mom:   0.63% | Risk: LOW       
  MAHABANK.NS     | Price:   85.25 | Trend:   4.47% | Mom:   0.66% | Risk: LOW       
  PETRONET.NS     | Price:  287.95 | Trend:   2.11% | Mom:  -1.56% | Risk: LOW       
  NATIONALUM.NS   | Price:  375.75 | Trend:   2.01% | Mom:  -3.48% | Risk: LOW       
  JUBLFOOD.NS     | Price:  469.35 | Trend:   1.05% | Mom:  -6.87% | Risk: LOW       
  RADICO.NS       | Price: 4433.30 | Trend:   1.31% | Mom:  -3.75% | Risk: LOW       
  ASTRAL.NS       | Price: 1463.60 | Trend:   0.93% | Mom:  -4.96% | Risk: LOW       
  PWL.NS          | Price:  127.09 | Trend:  -0.83% | Mom:   2.42% | Risk: LOW       
  NH.NS           | Price: 1912.70 | Trend:  -1.20% | Mom:   1.20% | Risk: LOW       
  TATAINVEST.NS   | Price:  642.05 | Trend:  -2.56% | Mom:  -0.37% | Risk: LOW       
  CRISIL.NS       | Price: 4714.00 | Trend:   6.30% | Mom:   0.23% | Risk: LOW       
  KPRMILL.NS      | Price: 1127.00 | Trend:   1.16% | Mom:   0.62% | Risk: LOW       
  SJVN.NS         | Price:   67.67 | Trend:   0.01% | Mom:   2.76% | Risk: LOW       
  MEDANTA.NS      | Price: 1459.50 | Trend:   4.05% | Mom:   0.04% | Risk: LOW       
  NLCINDIA.NS     | Price:  273.00 | Trend:  -5.00% | Mom:   1.56% | Risk: LOW       
  CENTRALBK.NS    | Price:   30.80 | Trend:  -1.67% | Mom:   0.49% | Risk: LOW       
  CDSL.NS         | Price: 1362.40 | Trend:  -0.11% | Mom:  -4.99% | Risk: LOW       
  DELHIVERY.NS    | Price:  449.00 | Trend:  -5.61% | Mom:   0.23% | Risk: LOW       
  ASTERDM.NS      | Price:  772.05 | Trend:  -3.61% | Mom:   0.89% | Risk: LOW       
  AJANTPHARM.NS   | Price: 3511.10 | Trend:   1.05% | Mom:  -1.15% | Risk: LOW       
  METROBRAND.NS   | Price:  949.90 | Trend:  -3.83% | Mom:   3.35% | Risk: LOW       
  COHANCE.NS      | Price:  446.45 | Trend:   0.44% | Mom:  -3.44% | Risk: LOW       
  GILLETTE.NS     | Price: 7404.50 | Trend:  -2.42% | Mom:   0.01% | Risk: LOW       
  HINDCOPPER.NS   | Price:  534.85 | Trend:   3.54% | Mom:  -0.27% | Risk: LOW       
  SONACOMS.NS     | Price:  811.50 | Trend:   6.66% | Mom:  -0.92% | Risk: LOW       
  KIMS.NS         | Price:  776.45 | Trend:  -2.26% | Mom:   2.69% | Risk: LOW       
  TATATECH.NS     | Price:  784.60 | Trend:   0.70% | Mom:  -1.12% | Risk: LOW       
  IKS.NS          | Price: 1782.50 | Trend:  -1.73% | Mom:   2.36% | Risk: LOW       
  IRB.NS          | Price:   19.66 | Trend:   0.04% | Mom:   1.76% | Risk: LOW       
  AFFLE.NS        | Price: 1594.60 | Trend:   0.30% | Mom:  -5.47% | Risk: LOW       
  AEGISLOG.NS     | Price: 1317.00 | Trend:   0.37% | Mom:   1.46% | Risk: LOW       
  BANDHANBNK.NS   | Price:  171.49 | Trend:  -4.49% | Mom:   1.05% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1888.20 | Trend:   3.34% | Mom:  -1.33% | Risk: LOW       
  ZFCVINDIA.NS    | Price: 2475.40 | Trend:  -0.40% | Mom:  -4.90% | Risk: LOW       
  NUVAMA.NS       | Price: 1747.00 | Trend:  -3.22% | Mom:  -0.43% | Risk: LOW       
  INOXWIND.NS     | Price:   76.77 | Trend:  -0.13% | Mom:   6.62% | Risk: LOW       
  ANANDRATHI.NS   | Price: 2189.00 | Trend:   3.14% | Mom:   0.44% | Risk: LOW       
  PNBHOUSING.NS   | Price: 1159.90 | Trend:   3.77% | Mom:  -2.12% | Risk: LOW       
  BRIGADE.NS      | Price:  657.55 | Trend:  11.98% | Mom:  -0.51% | Risk: LOW       
  TIMKEN.NS       | Price: 3204.40 | Trend:   0.42% | Mom:   3.41% | Risk: LOW       
  FORCEMOT.NS     | Price: 17819.00 | Trend:  -0.69% | Mom:   2.41% | Risk: LOW       
  ANGELONE.NS     | Price:  298.80 | Trend:  -2.62% | Mom:  -0.02% | Risk: LOW       
  ERIS.NS         | Price: 1328.70 | Trend:  -3.72% | Mom:   1.37% | Risk: LOW       
  KARURVYSYA.NS   | Price:  338.50 | Trend:   2.76% | Mom:  -4.47% | Risk: LOW       
  SAGILITY.NS     | Price:   44.41 | Trend:   2.66% | Mom:   0.32% | Risk: LOW       
  JYOTICNC.NS     | Price: 1009.10 | Trend:  15.45% | Mom:  -2.01% | Risk: LOW       
  IIFL.NS         | Price:  605.80 | Trend:   0.44% | Mom:  -4.70% | Risk: LOW       
  CREDITACC.NS    | Price: 1403.00 | Trend:  -6.92% | Mom:  -0.88% | Risk: LOW       
  URBANCO.NS      | Price:  166.65 | Trend:  13.60% | Mom:  -0.42% | Risk: LOW       
  JSWHL.NS        | Price: 11493.00 | Trend:  -0.29% | Mom:   0.41% | Risk: LOW       
  ONESOURCE.NS    | Price: 1551.00 | Trend:  -2.70% | Mom:   2.21% | Risk: LOW       
  CHALET.NS       | Price:  876.05 | Trend:   3.02% | Mom:  -2.01% | Risk: LOW       
  ANANTRAJ.NS     | Price:  609.80 | Trend:   0.92% | Mom:   0.75% | Risk: LOW       
  ECLERX.NS       | Price: 1904.10 | Trend:   4.57% | Mom:  -2.05% | Risk: LOW       
  SCHNEIDER.NS    | Price: 1177.90 | Trend: -10.47% | Mom:   0.30% | Risk: LOW       
  DEVYANI.NS      | Price:  136.95 | Trend:   7.51% | Mom:  -8.31% | Risk: LOW       
  VINATIORGA.NS   | Price: 1325.10 | Trend:   0.22% | Mom:   0.27% | Risk: LOW       
  MAHSCOOTER.NS   | Price: 13219.00 | Trend:  -0.19% | Mom:   0.02% | Risk: LOW       
  FIVESTAR.NS     | Price:  531.35 | Trend:  -1.58% | Mom:   6.06% | Risk: LOW       
  CARBORUNIV.NS   | Price: 1102.40 | Trend:   0.28% | Mom:  -0.30% | Risk: LOW       
  CUB.NS          | Price:  230.28 | Trend:   4.21% | Mom:   0.46% | Risk: LOW       
  NETWEB.NS       | Price: 4998.00 | Trend:   5.09% | Mom:  -5.20% | Risk: LOW       
  TBOTEK.NS       | Price: 1669.40 | Trend:   4.94% | Mom:  -2.17% | Risk: LOW       
  CONCORDBIO.NS   | Price: 1448.40 | Trend:   3.73% | Mom:  -6.08% | Risk: LOW       
  UTIAMC.NS       | Price:  914.70 | Trend:   0.35% | Mom:   2.69% | Risk: LOW       
  LMW.NS          | Price: 17970.00 | Trend:   3.75% | Mom:  -7.17% | Risk: LOW       
  ACMESOLAR.NS    | Price:  396.35 | Trend:   3.70% | Mom:   0.10% | Risk: LOW       
  GABRIEL.NS      | Price: 1350.90 | Trend:  -2.73% | Mom:   0.62% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  608.00 | Trend:   1.95% | Mom:  -0.37% | Risk: LOW       
  VGUARD.NS       | Price:  327.35 | Trend:   3.17% | Mom:  -0.70% | Risk: LOW       
  TECHNOE.NS      | Price: 1000.00 | Trend:  -1.23% | Mom:   0.57% | Risk: LOW       
  JMFINANCIL.NS   | Price:  126.98 | Trend:   0.08% | Mom:  -4.41% | Risk: LOW       
  DATAPATTNS.NS   | Price: 4801.90 | Trend:   6.73% | Mom:   0.47% | Risk: LOW       
  DOMS.NS         | Price: 2178.70 | Trend:  -3.05% | Mom:  -0.98% | Risk: LOW       
  PARADEEP.NS     | Price:  157.05 | Trend:   7.35% | Mom:  -0.65% | Risk: LOW       
  RAINBOW.NS      | Price: 1465.70 | Trend:  -0.61% | Mom:   1.42% | Risk: LOW       
  INTELLECT.NS    | Price:  683.00 | Trend:  -4.93% | Mom:  -0.15% | Risk: LOW       
  FINEORG.NS      | Price: 5165.00 | Trend:   2.15% | Mom:  -0.42% | Risk: LOW       
  NUVOCO.NS       | Price:  333.15 | Trend:  -0.95% | Mom:   2.62% | Risk: LOW       
  BLS.NS          | Price:  236.90 | Trend:  -3.73% | Mom:  -0.49% | Risk: LOW       
  THELEELA.NS     | Price:  545.00 | Trend:   6.27% | Mom:  -1.41% | Risk: LOW       
  EMMVEE.NS       | Price:  331.20 | Trend:   0.78% | Mom:  -0.53% | Risk: LOW       
  KSB.NS          | Price:  798.75 | Trend:  -6.19% | Mom:  -0.51% | Risk: LOW       
  CEMPRO.NS       | Price: 1258.10 | Trend:  -8.43% | Mom:   0.55% | Risk: LOW       
