NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-07 19:14:39

BUY SIGNALS (225):
  JIOFIN.NS       | Price:  251.02 | Entry:   246.0 | Target:  286.32 | Risk: LOW       
  CONCORDBIO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRAVELFOOD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CPPLUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UTIAMC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOBHA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LMW.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACMESOLAR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IRCON.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GABRIEL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMDCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAFTSMAN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELGIEQUIP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NATCOPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHOICEIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VGUARD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APTUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIGNATURE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIEINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TECHNOE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WHIRLPOOL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JMFINANCIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AFCONS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPLIPOINT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DATAPATTNS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IGIL.NS         | Price:  364.15 | Trend:   7.92% | Mom:   0.50% | Risk: LOW       
  DOMS.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLOSBROS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGARWALEYE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JBMA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALLANTT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IFCI.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NIVABUPA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIAMART.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GESHIP.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARADEEP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CEATLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIDENT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAINBOW.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INTELLECT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYRMA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINEORG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NUVOCO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BATAINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWANCORP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLOSENG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTIIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMMVEE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPLPETRO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUEDART.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZYDUSWELL.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KSB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PCBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JWL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZENTEC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GODREJAGRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IEX.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BBTC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CYIENT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDGN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AAVAS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MINDACORP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BELRISE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CELLO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JPPOWER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEWGEN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANURAS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRANULES.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAVITA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HOMEFIRST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MGL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  USHAMART.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LEMONTREE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEGA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VTL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NCC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINCABLES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACE.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDALSAW.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WELSPUNLIV.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NSLNISP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RITES.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CCL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FINPIPE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMMAANCAP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INGERRAND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIACEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUEJET.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CARTRADE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHENNPETRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SBFC.NS         | Price:   96.76 | Trend:   5.39% | Mom:  -0.30% | Risk: LOW       
  CANHLIFE.NS     | Price:  142.63 | Trend:  -1.61% | Mom:  -0.54% | Risk: LOW       
  RAILTEL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CLEAN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TITAGARH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JYOTHYLAB.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHRIPISTON.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENGINERSIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  J&KBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OLECTRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUBLINGREA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANOFI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WAAREERTL.NS    | Price: 1051.80 | Trend:  15.33% | Mom:  -3.80% | Risk: LOW       
  RELAXO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRUDENT.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIKRAMSOLR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTML.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CANFINHOME.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BSOFT.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRAPHITE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKTYRE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZEEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAFARI.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HFCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUBICON.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SCI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKLAKSHMI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIJAYA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRIVISCL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SONATSOFTW.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AETHER.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AZAD.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EDELWEISS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAZARA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  METROPOLIS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IXIGO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALRAMCHIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VESUVIUS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WESTLIFE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RKFORGE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STARCEMENT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GENUSPOWER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALKYLAMINE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEJASNET.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAILY.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIMETECHNO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANCOINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVANTIFEED.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEDPLUS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAKTIPUMP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ABFRL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MMTC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUDARSCHEM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RHIM.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AEQUS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JLHL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIASHLTR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASTRAMICRO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TDPOWERSYS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KPIGREEN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRANSRAILL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BIRLACORPN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAPPHIRE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAPMYINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UJJIVANSFB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCG.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NESCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAPPYFORGE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HONASA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRBL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VARROC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANSERA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LATENTVIEW.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BLUESTONE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WABAG.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LLOYDSENT.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TI.NS           | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ALOKINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANDUMA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TTKPRESTIG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBREALTY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARKSANS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TCI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BBOX.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POWERMECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORKLAINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SOUTHBANK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LOTUSDEV.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAIBALAJI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAREGAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSLL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PCJEWELLER.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUMAXTECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CORONA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TANLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANORAMA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARVIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  APOLLO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHSEAMLES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HAPPSTMNDS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAMPUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RELIGARE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMRP&UI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BECTORFOOD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEWORK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RCF.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ESABINDIA.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VOLTAMP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STAR.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GALAXYSURF.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHLIFE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GPPL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHARDACROP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DODLA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NETWORK18.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DIACABS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GRWRHITECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CERA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLPNU.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BORORENEW.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KALPATARU.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRIVENI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GSFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GARFIBRES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ACI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHILPAMED.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THOMASCOOK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUDEEPPHRM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTIPHARM.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GNFC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THANGAMAYL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRSMJOHNSN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RUSTOMJEE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AJAXENGG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ETHOSLTD.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PNCINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FDC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TMB.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIPSMUSIC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ATLANTAELE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INOXGREEN.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  V2RETAIL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASTEK.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALUFORGE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RTNINDIA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PFOCUS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WELENT.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAYMONDLSL.NS   | Price:  812.15 | Trend:  -0.16% | Mom:   0.12% | Risk: LOW       
  ISGEC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRAJIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RATEGAIN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MIDHANI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KTKBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  YATHARTH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CSBBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AURIONPRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUSTDIAL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MHRIL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  THYROCARE.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARVINDFASN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EQUITASBNK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELLEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CMSINFO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PGIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DHANUKA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SYMPHONY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QPOWER.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CUPID.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AHLUCONT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IFBIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJELEC.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARKHOSPS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKPAPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRICOLLTD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AVALON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SURYAROSNI.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PURVA.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RTNPOWER.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RENUKA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREENLAM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPRAJIT.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAYNECOIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VMART.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IONEXCHANG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNTECK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JUNIPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HGINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICRA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUBROS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AXISCADES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RALLIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOKEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
