NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-25 18:59:52

BUY SIGNALS (1487):
  HINDUNILVR.NS   | Price: 2327.30 | Entry: 2280.75 | Target: 2654.94 | Risk: LOW       
  NRBBEARING.NS   | Price:  282.62 | Entry:  276.97 | Target:  346.42 | Risk: LOW       
  HONDAPOWER.NS   | Price: 2244.20 | Entry: 2199.32 | Target: 2595.99 | Risk: LOW       
  MOREPENLAB.NS   | Price:   41.72 | Entry:   40.89 | Target:   50.50 | Risk: LOW       
  HIRECT.NS       | Price:  909.90 | Entry:   891.7 | Target: 1168.19 | Risk: LOW       
  VENUSPIPES.NS   | Price: 1339.35 | Entry: 1312.56 | Target: 1643.01 | Risk: LOW       
  SOTL.NS         | Price:  365.15 | Entry:  357.85 | Target:  427.11 | Risk: LOW       
  ALLCARGO.NS     | Price:    9.00 | Entry:    8.82 | Target:   11.38 | Risk: LOW       
  MTNL.NS         | Price:   30.61 | Entry:    30.0 | Target:   40.22 | Risk: LOW       
  RELTD.NS        | Price:  144.00 | Entry:  141.12 | Target:  177.80 | Risk: LOW       
  ALEMBICLTD.NS   | Price:   91.42 | Entry:   89.59 | Target:  106.62 | Risk: LOW       
  DIGITIDE.NS     | Price:   92.88 | Entry:   91.02 | Target:  123.84 | Risk: LOW       
  UTKARSHBNK.NS   | Price:   13.76 | Entry:   13.48 | Target:   16.45 | Risk: LOW       
  SERVOTECH.NS    | Price:   90.24 | Entry:   88.44 | Target:  115.90 | Risk: LOW       
  DCXINDIA.NS     | Price:  193.71 | Entry:  189.84 | Target:  235.15 | Risk: LOW       
  HINDWAREAP.NS   | Price:  226.23 | Entry:  221.71 | Target:  281.57 | Risk: LOW       
  JAYKAY.NS       | Price:  160.12 | Entry:  156.92 | Target:  199.40 | Risk: LOW       
  INDOCO.NS       | Price:  206.34 | Entry:  202.21 | Target:  251.64 | Risk: LOW       
  WINDMACHIN.NS   | Price:  280.46 | Entry:  274.85 | Target:  360.40 | Risk: LOW       
  SOLARWORLD.NS   | Price:  195.13 | Entry:  191.23 | Target:  254.64 | Risk: LOW       
  NITCO.NS        | Price:   87.93 | Entry:   86.17 | Target:  109.74 | Risk: LOW       
  VIKRAN.NS       | Price:   70.12 | Entry:   68.72 | Target:   89.27 | Risk: LOW       
  KALAMANDIR.NS   | Price:  105.44 | Entry:  103.33 | Target:  126.21 | Risk: LOW       
  VSSL.NS         | Price:  263.10 | Entry:  257.84 | Target:  319.95 | Risk: LOW       
  SDBL.NS         | Price:   89.57 | Entry:   87.78 | Target:  114.67 | Risk: LOW       
  CARYSIL.NS      | Price:  899.10 | Entry:  881.12 | Target: 1086.44 | Risk: LOW       
  KCP.NS          | Price:  176.30 | Entry:  172.77 | Target:  224.17 | Risk: LOW       
  BEPL.NS         | Price:   99.56 | Entry:   97.57 | Target:  120.45 | Risk: LOW       
  HATHWAY.NS      | Price:   11.02 | Entry:    10.8 | Target:   13.33 | Risk: LOW       
  REPCOHOME.NS    | Price:  409.35 | Entry:  401.16 | Target:  488.48 | Risk: LOW       
  ADFFOODS.NS     | Price:  260.15 | Entry:  254.95 | Target:  329.47 | Risk: LOW       
  UNIVCABLES.NS   | Price:  819.45 | Entry:  803.06 | Target: 1051.33 | Risk: LOW       
  PANACEABIO.NS   | Price:  368.55 | Entry:  361.18 | Target:  462.03 | Risk: LOW       
  CAPACITE.NS     | Price:  250.00 | Entry:   245.0 | Target:  314.56 | Risk: LOW       
  ROSSTECH.NS     | Price:  911.85 | Entry:  893.61 | Target: 1222.89 | Risk: LOW       
  MONARCH.NS      | Price:  294.90 | Entry:   289.0 | Target:  354.36 | Risk: LOW       
  AEROFLEX.NS     | Price:  277.87 | Entry:  272.31 | Target:  365.64 | Risk: LOW       
  HGS.NS          | Price:  409.25 | Entry:  401.06 | Target:  465.20 | Risk: LOW       
  JAICORPLTD.NS   | Price:  113.74 | Entry:  111.47 | Target:  138.41 | Risk: LOW       
  MOLDTKPAC.NS    | Price:  584.40 | Entry:  572.71 | Target:  720.42 | Risk: LOW       
  COSMOFIRST.NS   | Price:  698.30 | Entry:  684.33 | Target:  835.16 | Risk: LOW       
  PFS.NS          | Price:   29.98 | Entry:   29.38 | Target:   35.54 | Risk: LOW       
  MBEL.NS         | Price:  317.45 | Entry:   311.1 | Target:  405.77 | Risk: LOW       
  BAJEL.NS        | Price:  181.56 | Entry:  177.93 | Target:  218.82 | Risk: LOW       
  KSHINTL.NS      | Price:  634.80 | Entry:   622.1 | Target:  829.28 | Risk: LOW       
  INSECTICID.NS   | Price:  699.65 | Entry:  685.66 | Target:  844.06 | Risk: LOW       
  SHALBY.NS       | Price:  155.60 | Entry:  152.49 | Target:  187.28 | Risk: LOW       
  STYLEBAAZA.NS   | Price:  387.75 | Entry:   380.0 | Target:  490.23 | Risk: LOW       
  SCILAL.NS       | Price:   44.47 | Entry:   43.58 | Target:   54.51 | Risk: LOW       
  EIHAHOTELS.NS   | Price:  320.55 | Entry:  314.14 | Target:  380.69 | Risk: LOW       
  MAYURUNIQ.NS    | Price:  560.75 | Entry:  549.53 | Target:  665.89 | Risk: LOW       
  STEELCAS.NS     | Price:  287.48 | Entry:  281.73 | Target:  358.52 | Risk: LOW       
  GVPIL.NS        | Price:  531.05 | Entry:  520.43 | Target:  648.60 | Risk: LOW       
  KICL.NS         | Price: 4744.50 | Entry: 4649.61 | Target: 5480.43 | Risk: LOW       
  SULA.NS         | Price:  171.80 | Entry:  168.36 | Target:  202.39 | Risk: LOW       
  SIMPLEXINF.NS   | Price:  215.79 | Entry:  211.47 | Target:  288.35 | Risk: LOW       
  SGFIN.NS        | Price:  533.90 | Entry:  523.22 | Target:  667.38 | Risk: LOW       
  DELTACORP.NS    | Price:   76.69 | Entry:   75.16 | Target:   99.18 | Risk: LOW       
  SASKEN.NS       | Price: 1267.80 | Entry: 1242.44 | Target: 1519.69 | Risk: LOW       
  SANGAMIND.NS    | Price:  513.20 | Entry:  502.94 | Target:  629.08 | Risk: LOW       
  HINDOILEXP.NS   | Price:  149.47 | Entry:  146.48 | Target:  196.00 | Risk: LOW       
  GEOJITFSL.NS    | Price:   64.23 | Entry:   62.95 | Target:   78.39 | Risk: LOW       
  IDEAFORGE.NS    | Price:  515.30 | Entry:  504.99 | Target:  646.51 | Risk: LOW       
  RPTECH.NS       | Price:  460.65 | Entry:  451.44 | Target:  563.53 | Risk: LOW       
  VENKEYS.NS      | Price: 1519.20 | Entry: 1488.82 | Target: 1862.24 | Risk: LOW       
  YASHO.NS        | Price: 1475.40 | Entry: 1445.89 | Target: 1760.90 | Risk: LOW       
  DOLLAR.NS       | Price:  337.39 | Entry:  330.64 | Target:  415.40 | Risk: LOW       
  DREDGECORP.NS   | Price:  940.90 | Entry:  922.08 | Target: 1185.88 | Risk: LOW       
  MOL.NS          | Price:   52.51 | Entry:   51.46 | Target:   65.65 | Risk: LOW       
  UGROCAP.NS      | Price:  106.90 | Entry:  104.76 | Target:  141.97 | Risk: LOW       
  THEJO.NS        | Price: 1740.70 | Entry: 1705.89 | Target: 2172.77 | Risk: LOW       
  HITECH.NS       | Price:   88.35 | Entry:   86.58 | Target:  107.45 | Risk: LOW       
  MANGLMCEM.NS    | Price:  917.15 | Entry:  898.81 | Target: 1064.06 | Risk: LOW       
  AMRUTANJAN.NS   | Price:  576.55 | Entry:  565.02 | Target:  656.30 | Risk: LOW       
  WHEELS.NS       | Price: 1047.95 | Entry: 1026.99 | Target: 1281.91 | Risk: LOW       
  APCOTEXIND.NS   | Price:  394.15 | Entry:  386.27 | Target:  459.81 | Risk: LOW       
  PIXTRANS.NS     | Price: 1483.50 | Entry: 1453.83 | Target: 1694.36 | Risk: LOW       
  MOBIKWIK.NS     | Price:  202.22 | Entry:  198.18 | Target:  252.29 | Risk: LOW       
  UNIPARTS.NS     | Price:  502.60 | Entry:  492.55 | Target:  598.01 | Risk: LOW       
  WAAREEINDO.NS   | Price:  454.20 | Entry:  445.12 | Target:  574.18 | Risk: LOW       
  RAJRATAN.NS     | Price:  419.05 | Entry:  410.67 | Target:  523.41 | Risk: LOW       
  EXICOM.NS       | Price:  117.05 | Entry:  114.71 | Target:  157.02 | Risk: LOW       
  INDNIPPON.NS    | Price:  785.25 | Entry:  769.54 | Target:  915.80 | Risk: LOW       
  MUKANDLTD.NS    | Price:  138.70 | Entry:  135.93 | Target:  170.94 | Risk: LOW       
  SOMANYCERA.NS   | Price:  470.05 | Entry:  460.65 | Target:  571.89 | Risk: LOW       
  DYCL.NS         | Price:  365.62 | Entry:  358.31 | Target:  466.19 | Risk: LOW       
  NELCO.NS        | Price:  666.80 | Entry:  653.46 | Target:  837.46 | Risk: LOW       
  DIVGIITTS.NS    | Price:  752.50 | Entry:  737.45 | Target:  949.32 | Risk: LOW       
  KERNEX.NS       | Price: 1296.45 | Entry: 1270.52 | Target: 1616.95 | Risk: LOW       
  NITINSPIN.NS    | Price:  412.45 | Entry:   404.2 | Target:  491.06 | Risk: LOW       
  WINDLAS.NS      | Price:  860.05 | Entry:  842.85 | Target: 1011.75 | Risk: LOW       
  NIBE.NS         | Price: 1041.75 | Entry: 1020.91 | Target: 1310.52 | Risk: LOW       
  SPIC.NS         | Price:   68.94 | Entry:   67.56 | Target:   82.07 | Risk: LOW       
  ASALCBR.NS      | Price:  890.55 | Entry:  872.74 | Target: 1106.51 | Risk: LOW       
  INDOTECH.NS     | Price: 2402.90 | Entry: 2354.84 | Target: 3195.22 | Risk: LOW       
  ALLTIME.NS      | Price:  228.14 | Entry:  223.58 | Target:  288.94 | Risk: LOW       
  RHETAN.NS       | Price:   28.83 | Entry:   28.25 | Target:   34.21 | Risk: LOW       
  WENDT.NS        | Price: 7051.00 | Entry: 6909.98 | Target: 8353.86 | Risk: LOW       
  DEEDEV.NS       | Price:  432.35 | Entry:   423.7 | Target:  554.46 | Risk: LOW       
  VINDHYATEL.NS   | Price: 1257.65 | Entry:  1232.5 | Target: 1603.97 | Risk: LOW       
  PRECAM.NS       | Price:  156.60 | Entry:  153.47 | Target:  198.97 | Risk: LOW       
  ASTEC.NS        | Price:  720.80 | Entry:  706.38 | Target:  934.55 | Risk: LOW       
  FUSION.NS       | Price:  176.85 | Entry:  173.31 | Target:  215.89 | Risk: LOW       
  TALBROAUTO.NS   | Price:  277.78 | Entry:  272.22 | Target:  330.27 | Risk: LOW       
  IFGLEXPOR.NS    | Price:  179.88 | Entry:  176.28 | Target:  236.20 | Risk: LOW       
  BLSE.NS         | Price:  177.08 | Entry:  173.54 | Target:  210.18 | Risk: LOW       
  BFINVEST.NS     | Price:  413.75 | Entry:  405.47 | Target:  489.84 | Risk: LOW       
  NAVKARCORP.NS   | Price:   99.46 | Entry:   97.47 | Target:  133.21 | Risk: LOW       
  SPMLINFRA.NS    | Price:  213.26 | Entry:  208.99 | Target:  269.66 | Risk: LOW       
  JYOTISTRUC.NS   | Price:   12.48 | Entry:   12.23 | Target:   16.09 | Risk: LOW       
  JGCHEM.NS       | Price:  400.05 | Entry:  392.05 | Target:  492.44 | Risk: LOW       
  GOCLCORP.NS     | Price:  318.55 | Entry:  312.18 | Target:  400.85 | Risk: LOW       
  HUHTAMAKI.NS    | Price:  177.24 | Entry:   173.7 | Target:  208.91 | Risk: LOW       
  QUICKHEAL.NS    | Price:  162.68 | Entry:  159.43 | Target:  199.04 | Risk: LOW       
  DLINKINDIA.NS   | Price:  452.25 | Entry:   443.2 | Target:  528.09 | Risk: LOW       
  BLISSGVS.NS     | Price:  262.68 | Entry:  257.43 | Target:  323.00 | Risk: LOW       
  SANSTAR.NS      | Price:   87.93 | Entry:   86.17 | Target:  103.09 | Risk: LOW       
  EXPLEOSOL.NS    | Price:  803.75 | Entry:  787.67 | Target:  977.79 | Risk: LOW       
  SESHAPAPER.NS   | Price:  267.06 | Entry:  261.72 | Target:  322.50 | Risk: LOW       
  DEN.NS          | Price:   27.79 | Entry:   27.23 | Target:   33.82 | Risk: LOW       
  TTKHLTCARE.NS   | Price:  920.40 | Entry:  901.99 | Target: 1121.58 | Risk: LOW       
  DAMCAPITAL.NS   | Price:  157.35 | Entry:   154.2 | Target:  195.33 | Risk: LOW       
  ARIHANTSUP.NS   | Price:  270.26 | Entry:  264.85 | Target:  362.65 | Risk: LOW       
  SATIN.NS        | Price:  167.37 | Entry:  164.02 | Target:  204.65 | Risk: LOW       
  DOLPHIN.NS      | Price:  411.75 | Entry:  403.51 | Target:  509.30 | Risk: LOW       
  RAJOOENG.NS     | Price:   71.07 | Entry:   69.65 | Target:   89.80 | Risk: LOW       
  MUFIN.NS        | Price:  115.05 | Entry:  112.75 | Target:  137.15 | Risk: LOW       
  JNKINDIA.NS     | Price:  350.83 | Entry:  343.81 | Target:  454.68 | Risk: LOW       
  TARSONS.NS      | Price:  206.97 | Entry:  202.83 | Target:  255.16 | Risk: LOW       
  SOLEX.NS        | Price: 1253.20 | Entry: 1228.14 | Target: 1639.75 | Risk: LOW       
  MMFL.NS         | Price:  498.90 | Entry:  488.92 | Target:  619.99 | Risk: LOW       
  UDS.NS          | Price:  158.61 | Entry:  155.44 | Target:  198.86 | Risk: LOW       
  SYNCOMF.NS      | Price:   13.47 | Entry:    13.2 | Target:   16.80 | Risk: LOW       
  IGARASHI.NS     | Price:  385.75 | Entry:  378.03 | Target:  488.41 | Risk: LOW       
  TINNARUBR.NS    | Price:  700.55 | Entry:  686.54 | Target:  862.50 | Risk: LOW       
  GREENPOWER.NS   | Price:   10.57 | Entry:   10.36 | Target:   13.36 | Risk: LOW       
  SURAKSHA.NS     | Price:  282.48 | Entry:  276.83 | Target:  328.14 | Risk: LOW       
  AIMTRON.NS      | Price:  995.10 | Entry:   975.2 | Target: 1241.46 | Risk: LOW       
  SHANTIGOLD.NS   | Price:  205.75 | Entry:  201.63 | Target:  253.10 | Risk: LOW       
  IKIO.NS         | Price:  141.83 | Entry:  138.99 | Target:  176.47 | Risk: LOW       
  STALLION.NS     | Price:  157.81 | Entry:  154.65 | Target:  210.01 | Risk: LOW       
  RUPA.NS         | Price:  156.79 | Entry:  153.65 | Target:  201.26 | Risk: LOW       
  VINYAS.NS       | Price: 1142.65 | Entry:  1119.8 | Target: 1418.52 | Risk: LOW       
  OMAXE.NS        | Price:   83.14 | Entry:   81.48 | Target:  102.54 | Risk: LOW       
  SHRIRAMPPS.NS   | Price:   82.53 | Entry:   80.88 | Target:   99.70 | Risk: LOW       
  IVALUE.NS       | Price:  255.39 | Entry:  250.28 | Target:  324.01 | Risk: LOW       
  HESTERBIO.NS    | Price: 1492.00 | Entry: 1462.16 | Target: 1739.36 | Risk: LOW       
  QUADFUTURE.NS   | Price:  310.25 | Entry:  304.05 | Target:  373.68 | Risk: LOW       
  JAGSNPHARM.NS   | Price:  199.20 | Entry:  195.22 | Target:  232.56 | Risk: LOW       
  PLATIND.NS      | Price:  220.11 | Entry:  215.71 | Target:  261.75 | Risk: LOW       
  EKC.NS          | Price:  112.79 | Entry:  110.53 | Target:  135.88 | Risk: LOW       
  ANDHRAPAP.NS    | Price:   66.01 | Entry:   64.69 | Target:   77.15 | Risk: LOW       
  ROTO.NS         | Price:   58.48 | Entry:   57.31 | Target:   70.98 | Risk: LOW       
  NIITLTD.NS      | Price:   68.38 | Entry:   67.01 | Target:   85.87 | Risk: LOW       
  GPTINFRA.NS     | Price:  113.90 | Entry:  111.62 | Target:  138.27 | Risk: LOW       
  SURYODAY.NS     | Price:  145.20 | Entry:   142.3 | Target:  173.34 | Risk: LOW       
  RISHABH.NS      | Price:  489.45 | Entry:  479.66 | Target:  639.18 | Risk: LOW       
  PAUSHAKLTD.NS   | Price:  457.15 | Entry:  448.01 | Target:  593.35 | Risk: LOW       
  ASIANENE.NS     | Price:  308.16 | Entry:   302.0 | Target:  387.99 | Risk: LOW       
  EXCELINDUS.NS   | Price:  927.45 | Entry:   908.9 | Target: 1065.38 | Risk: LOW       
  DCMSRIND.NS     | Price:   40.10 | Entry:    39.3 | Target:   50.77 | Risk: LOW       
  CLSEL.NS        | Price:  265.26 | Entry:  259.95 | Target:  328.00 | Risk: LOW       
  INDORAMA.NS     | Price:   38.11 | Entry:   37.35 | Target:   46.16 | Risk: LOW       
  PARACABLES.NS   | Price:   36.75 | Entry:   36.02 | Target:   47.25 | Risk: LOW       
  SALZERELEC.NS   | Price:  622.30 | Entry:  609.85 | Target:  760.93 | Risk: LOW       
  SIGACHI.NS      | Price:   21.96 | Entry:   21.52 | Target:   27.69 | Risk: LOW       
  BLKASHYAP.NS    | Price:   51.70 | Entry:   50.67 | Target:   64.15 | Risk: LOW       
  GODAVARIB.NS    | Price:  333.00 | Entry:  326.34 | Target:  415.36 | Risk: LOW       
  SURAJEST.NS     | Price:  237.02 | Entry:  232.28 | Target:  300.93 | Risk: LOW       
  UNIECOM.NS      | Price:  102.60 | Entry:  100.55 | Target:  125.74 | Risk: LOW       
  MONTECARLO.NS   | Price:  543.70 | Entry:  532.83 | Target:  661.40 | Risk: LOW       
  MADRASFERT.NS   | Price:   67.41 | Entry:   66.06 | Target:   81.35 | Risk: LOW       
  GNA.NS          | Price:  429.30 | Entry:  420.71 | Target:  541.39 | Risk: LOW       
  RIIL.NS         | Price:  770.85 | Entry:  755.43 | Target:  943.30 | Risk: LOW       
  VMARCIND.NS     | Price:  894.60 | Entry:  876.71 | Target: 1169.83 | Risk: LOW       
  IGPL.NS         | Price:  424.95 | Entry:  416.45 | Target:  514.06 | Risk: LOW       
  BSHSL.NS        | Price:  102.11 | Entry:  100.07 | Target:  141.26 | Risk: LOW       
  SHREDIGCEM.NS   | Price:   74.13 | Entry:   72.65 | Target:   87.08 | Risk: LOW       
  SIGNPOST.NS     | Price:  261.58 | Entry:  256.35 | Target:  328.14 | Risk: LOW       
  BALAJITELE.NS   | Price:  101.14 | Entry:   99.12 | Target:  130.82 | Risk: LOW       
  HITECHGEAR.NS   | Price:  624.00 | Entry:  611.52 | Target:  745.14 | Risk: LOW       
  ATULAUTO.NS     | Price:  498.65 | Entry:  488.68 | Target:  614.04 | Risk: LOW       
  YUKEN.NS        | Price:  718.80 | Entry:  704.42 | Target:  900.21 | Risk: LOW       
  DIFFNKG.NS      | Price:  302.89 | Entry:  296.83 | Target:  364.73 | Risk: LOW       
  ONEPOINT.NS     | Price:   53.57 | Entry:    52.5 | Target:   63.82 | Risk: LOW       
  ASIANTILES.NS   | Price:   74.15 | Entry:   72.67 | Target:   95.50 | Risk: LOW       
  AURUM.NS        | Price:  180.54 | Entry:  176.93 | Target:  223.66 | Risk: LOW       
  MICEL.NS        | Price:   40.81 | Entry:   39.99 | Target:   50.83 | Risk: LOW       
  BHARATWIRE.NS   | Price:  223.91 | Entry:  219.43 | Target:  286.55 | Risk: LOW       
  VASCONEQ.NS     | Price:   37.60 | Entry:   36.85 | Target:   46.98 | Risk: LOW       
  WALCHANNAG.NS   | Price:  219.19 | Entry:  214.81 | Target:  280.57 | Risk: LOW       
  HERANBA.NS      | Price:  212.56 | Entry:  208.31 | Target:  262.83 | Risk: LOW       
  IRMENERGY.NS    | Price:  283.71 | Entry:  278.04 | Target:  370.04 | Risk: LOW       
  SHREEPUSHK.NS   | Price:  391.80 | Entry:  383.96 | Target:  488.73 | Risk: LOW       
  MEIL.NS         | Price:  294.24 | Entry:  288.36 | Target:  379.69 | Risk: LOW       
  GTPL.NS         | Price:   66.63 | Entry:    65.3 | Target:   81.59 | Risk: LOW       
  DSSL.NS         | Price: 1036.95 | Entry: 1016.21 | Target: 1287.31 | Risk: LOW       
  TBZ.NS          | Price:  146.18 | Entry:  143.26 | Target:  176.81 | Risk: LOW       
  BAJAJINDEF.NS   | Price:  309.95 | Entry:  303.75 | Target:  400.86 | Risk: LOW       
  STLNETWORK.NS   | Price:   29.34 | Entry:   28.75 | Target:   40.38 | Risk: LOW       
  ELECTHERM.NS    | Price:  722.35 | Entry:   707.9 | Target:  913.89 | Risk: LOW       
  SRM.NS          | Price:  524.50 | Entry:  514.01 | Target:  688.93 | Risk: LOW       
  VILAS.NS        | Price:  463.25 | Entry:  453.99 | Target:  577.04 | Risk: LOW       
  AMNPLST.NS      | Price:  161.33 | Entry:   158.1 | Target:  205.97 | Risk: LOW       
  ZUARI.NS        | Price:  245.17 | Entry:  240.27 | Target:  297.58 | Risk: LOW       
  STEELXIND.NS    | Price:    9.99 | Entry:    9.79 | Target:   12.74 | Risk: LOW       
  ICEMAKE.NS      | Price:  785.65 | Entry:  769.94 | Target:  910.20 | Risk: LOW       
  DVL.NS          | Price:  239.75 | Entry:  234.95 | Target:  291.50 | Risk: LOW       
  KRISHNADEF.NS   | Price: 1045.05 | Entry: 1024.15 | Target: 1316.41 | Risk: LOW       
  BCLIND.NS       | Price:   33.95 | Entry:   33.27 | Target:   42.08 | Risk: LOW       
  DPSCLTD.NS      | Price:    9.68 | Entry:    9.49 | Target:   12.13 | Risk: LOW       
  NELCAST.NS      | Price:  128.80 | Entry:  126.22 | Target:  156.69 | Risk: LOW       
  OAL.NS          | Price:  311.64 | Entry:  305.41 | Target:  398.39 | Risk: LOW       
  STERTOOLS.NS    | Price:  245.34 | Entry:  240.43 | Target:  321.96 | Risk: LOW       
  EXCELSOFT.NS    | Price:   90.52 | Entry:   88.71 | Target:  113.81 | Risk: LOW       
  PROSTARM.NS     | Price:  157.91 | Entry:  154.75 | Target:  197.44 | Risk: LOW       
  SWELECTES.NS    | Price:  661.60 | Entry:  648.37 | Target:  828.60 | Risk: LOW       
  AYMSYNTEX.NS    | Price:  230.81 | Entry:  226.19 | Target:  299.49 | Risk: LOW       
  VIDYAWIRES.NS   | Price:   82.72 | Entry:   81.07 | Target:  108.59 | Risk: LOW       
  5PAISA.NS       | Price:  325.56 | Entry:  319.05 | Target:  408.35 | Risk: LOW       
  PENINLAND.NS    | Price:   18.26 | Entry:   17.89 | Target:   25.77 | Risk: LOW       
  BIL.NS          | Price:  788.45 | Entry:  772.68 | Target: 1040.63 | Risk: LOW       
  AFSL.NS         | Price:  204.96 | Entry:  200.86 | Target:  229.77 | Risk: LOW       
  TNPL.NS         | Price:  140.82 | Entry:   138.0 | Target:  164.71 | Risk: LOW       
  AVTNPL.NS       | Price:   67.15 | Entry:   65.81 | Target:   79.98 | Risk: LOW       
  KOKUYOCMLN.NS   | Price:   90.52 | Entry:   88.71 | Target:  107.90 | Risk: LOW       
  MAXIND.NS       | Price:  154.74 | Entry:  151.65 | Target:  192.02 | Risk: LOW       
  ANDHRSUGAR.NS   | Price:   94.58 | Entry:   92.69 | Target:  117.97 | Risk: LOW       
  CREST.NS        | Price:  360.45 | Entry:  353.24 | Target:  432.65 | Risk: LOW       
  LINCOLN.NS      | Price:  605.55 | Entry:  593.44 | Target:  739.66 | Risk: LOW       
  THEMISMED.NS    | Price:   96.42 | Entry:   94.49 | Target:  118.92 | Risk: LOW       
  DHANBANK.NS     | Price:   26.56 | Entry:   26.03 | Target:   32.58 | Risk: LOW       
  UNIENTER.NS     | Price:  107.74 | Entry:  105.59 | Target:  132.39 | Risk: LOW       
  SCODATUBES.NS   | Price:  149.18 | Entry:   146.2 | Target:  187.19 | Risk: LOW       
  SBC.NS          | Price:   33.32 | Entry:   32.65 | Target:   37.87 | Risk: LOW       
  GGBL.NS         | Price:  313.85 | Entry:  307.57 | Target:  410.19 | Risk: LOW       
  CEWATER.NS      | Price:  327.30 | Entry:  320.75 | Target:  399.94 | Risk: LOW       
  RADHIKAJWE.NS   | Price:   64.06 | Entry:   62.78 | Target:   81.45 | Risk: LOW       
  NDTV.NS         | Price:   82.07 | Entry:   80.43 | Target:  103.32 | Risk: LOW       
  KHAICHEM.NS     | Price:   56.10 | Entry:   54.98 | Target:   76.04 | Risk: LOW       
  FAIRCHEMOR.NS   | Price:  555.35 | Entry:  544.24 | Target:  650.10 | Risk: LOW       
  AEROENTER.NS    | Price:   92.22 | Entry:   90.38 | Target:  115.81 | Risk: LOW       
  INDOAMIN.NS     | Price:  110.42 | Entry:  108.21 | Target:  135.34 | Risk: LOW       
  OSWALGREEN.NS   | Price:   28.04 | Entry:   27.48 | Target:   35.29 | Risk: LOW       
  DENTA.NS        | Price:  290.80 | Entry:  284.98 | Target:  355.00 | Risk: LOW       
  LEMERITE.NS     | Price:  456.80 | Entry:  447.66 | Target:  520.39 | Risk: LOW       
  SRHHYPOLTD.NS   | Price:  481.20 | Entry:  471.58 | Target:  578.63 | Risk: LOW       
  GANDHITUBE.NS   | Price:  873.55 | Entry:  856.08 | Target: 1010.48 | Risk: LOW       
  FABTECH.NS      | Price:  154.29 | Entry:   151.2 | Target:  192.76 | Risk: LOW       
  UTTAMSUGAR.NS   | Price:  261.22 | Entry:   256.0 | Target:  324.04 | Risk: LOW       
  XCHANGING.NS    | Price:   64.95 | Entry:   63.65 | Target:   78.36 | Risk: LOW       
  KRISHIVAL.NS    | Price:  334.45 | Entry:  327.76 | Target:  374.34 | Risk: LOW       
  MVGJL.NS        | Price:  173.44 | Entry:  169.97 | Target:  210.02 | Risk: LOW       
  HEXATRADEX.NS   | Price:  167.53 | Entry:  164.18 | Target:  200.16 | Risk: LOW       
  GULPOLY.NS      | Price:  181.94 | Entry:   178.3 | Target:  222.98 | Risk: LOW       
  SILVERTUC.NS    | Price:  139.27 | Entry:  136.48 | Target:  170.67 | Risk: LOW       
  GICHSGFIN.NS    | Price:  151.50 | Entry:  148.47 | Target:  172.84 | Risk: LOW       
  KARNIKA.NS      | Price:  137.00 | Entry:  134.26 | Target:  164.46 | Risk: LOW       
  IFBAGRO.NS      | Price:  902.75 | Entry:  884.69 | Target: 1137.52 | Risk: LOW       
  BIRLAMONEY.NS   | Price:  142.21 | Entry:  139.37 | Target:  182.53 | Risk: LOW       
  APS.NS          | Price:  376.95 | Entry:  369.41 | Target:  472.08 | Risk: LOW       
  PVSL.NS         | Price:  100.80 | Entry:   98.78 | Target:  126.75 | Risk: LOW       
  ELIN.NS         | Price:  125.48 | Entry:  122.97 | Target:  158.43 | Risk: LOW       
  VAKRANGEE.NS    | Price:    6.91 | Entry:    6.77 | Target:    8.59 | Risk: LOW       
  ZUARIIND.NS     | Price:  266.81 | Entry:  261.47 | Target:  318.63 | Risk: LOW       
  EVERESTIND.NS   | Price:  387.30 | Entry:  379.55 | Target:  509.21 | Risk: LOW       
  REGAAL.NS       | Price:   84.38 | Entry:   82.69 | Target:  106.37 | Risk: LOW       
  UFBL.NS         | Price:  299.91 | Entry:  293.91 | Target:  400.07 | Risk: LOW       
  TVSELECT.NS     | Price:  435.95 | Entry:  427.23 | Target:  556.90 | Risk: LOW       
  MACPOWER.NS     | Price: 1089.25 | Entry: 1067.46 | Target: 1448.86 | Risk: LOW       
  BESTAGRO.NS     | Price:   17.75 | Entry:   17.39 | Target:   23.09 | Risk: LOW       
  TEMBO.NS        | Price:  605.40 | Entry:  593.29 | Target:  742.70 | Risk: LOW       
  KABRAEXTRU.NS   | Price:  240.64 | Entry:  235.83 | Target:  298.70 | Risk: LOW       
  DISHTV.NS       | Price:    3.87 | Entry:    3.79 | Target:    5.26 | Risk: LOW       
  CCCL.NS         | Price:   17.84 | Entry:   17.48 | Target:   23.62 | Risk: LOW       
  KOTHARIPET.NS   | Price:  134.73 | Entry:  132.04 | Target:  162.12 | Risk: LOW       
  CHEMFAB.NS      | Price:  393.50 | Entry:  385.63 | Target:  492.50 | Risk: LOW       
  SANDESH.NS      | Price:  997.35 | Entry:   977.4 | Target: 1174.01 | Risk: LOW       
  DHAMPURSUG.NS   | Price:  142.80 | Entry:  139.94 | Target:  175.85 | Risk: LOW       
  ANUHPHR.NS      | Price:   81.12 | Entry:    79.5 | Target:   94.13 | Risk: LOW       
  BLAL.NS         | Price:  190.24 | Entry:  186.44 | Target:  223.01 | Risk: LOW       
